window_id,frame,state,source,age_frames,confidence,owner_id,abstention_reason,nearest_distance_px,motion_cosine,motion_ratio,prerequisite_available
0022500966.f136,000600,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000601,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000602,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000603,ABSENT,none,000003,,,no_ball,,,,0
0022500966.f136,000604,ABSENT,none,000004,,,no_ball,,,,0
0022500966.f136,000605,ABSENT,none,000005,,,no_ball,,,,0
0022500966.f136,000606,ABSENT,none,000006,,,no_ball,,,,0
0022500966.f136,000607,ABSENT,none,000007,,,no_ball,,,,0
0022500966.f136,000608,ABSENT,none,000008,,,no_ball,,,,0
0022500966.f136,000609,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000610,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000611,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000612,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000613,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000614,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000615,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000616,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000617,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000618,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000619,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000620,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000621,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000622,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000623,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000624,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000625,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000626,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000627,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000628,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000629,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000630,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000631,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000632,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000633,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000634,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000635,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000636,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000637,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000638,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000639,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000640,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000641,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000642,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000643,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000644,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000645,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000646,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000647,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000648,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000649,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000650,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000651,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000652,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000653,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000654,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000655,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000656,ABSENT,none,000002,,,no_ball,,,,0
0022500966.f136,000657,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
0022500966.f136,000658,ABSENT,none,000001,,,no_ball,,,,0
0022500966.f136,000659,ABSENT,none,000002,,,no_ball,,,,0
