window_id,frame,state,source,age_frames,confidence,owner_id,abstention_reason,nearest_distance_px,motion_cosine,motion_ratio,prerequisite_available
wnba_05,000600,ABSENT,none,,,,no_ball,,,,0
wnba_05,000601,ABSENT,none,,,,no_ball,,,,0
wnba_05,000602,ABSENT,none,,,,no_ball,,,,0
wnba_05,000603,ABSENT,none,,,,no_ball,,,,0
wnba_05,000604,ABSENT,none,,,,no_ball,,,,0
wnba_05,000605,ABSENT,none,,,,no_ball,,,,0
wnba_05,000606,ABSENT,none,,,,no_ball,,,,0
wnba_05,000607,ABSENT,none,,,,no_ball,,,,0
wnba_05,000608,ABSENT,none,,,,no_ball,,,,0
wnba_05,000609,ABSENT,none,,,,no_ball,,,,0
wnba_05,000610,ABSENT,none,,,,no_ball,,,,0
wnba_05,000611,ABSENT,none,,,,no_ball,,,,0
wnba_05,000612,ABSENT,none,,,,no_ball,,,,0
wnba_05,000613,ABSENT,none,,,,no_ball,,,,0
wnba_05,000614,ABSENT,none,,,,no_ball,,,,0
wnba_05,000615,ABSENT,none,,,,no_ball,,,,0
wnba_05,000616,ABSENT,none,,,,no_ball,,,,0
wnba_05,000617,ABSENT,none,,,,no_ball,,,,0
wnba_05,000618,ABSENT,none,,,,no_ball,,,,0
wnba_05,000619,ABSENT,none,,,,no_ball,,,,0
wnba_05,000620,ABSENT,none,,,,no_ball,,,,0
wnba_05,000621,ABSENT,none,,,,no_ball,,,,0
wnba_05,000622,ABSENT,none,,,,no_ball,,,,0
wnba_05,000623,ABSENT,none,,,,no_ball,,,,0
wnba_05,000624,ABSENT,none,,,,no_ball,,,,0
wnba_05,000625,ABSENT,none,,,,no_ball,,,,0
wnba_05,000626,ABSENT,none,,,,no_ball,,,,0
wnba_05,000627,ABSENT,none,,,,no_ball,,,,0
wnba_05,000628,ABSENT,none,,,,no_ball,,,,0
wnba_05,000629,ABSENT,none,,,,no_ball,,,,0
wnba_05,000630,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000631,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000632,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000633,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000634,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000635,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000636,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000637,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000638,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000639,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000640,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000641,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000642,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000643,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000644,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000645,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000646,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000647,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000648,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000649,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000650,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000651,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000652,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000653,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000654,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000655,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000656,ABSENT,none,000002,,,no_ball,,,,0
wnba_05,000657,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,,0
wnba_05,000658,ABSENT,none,000001,,,no_ball,,,,0
wnba_05,000659,ABSENT,none,000002,,,no_ball,,,,0
