game_id,frame,timestamp,possession_id,type,player_id,defender_id,x,y,start_x,end_x,closeout_speed,crash_angle,crash_speed,box_out,ball_handler_id,screener_id,screen_action,handler_id,rotation_dist
0022400537,5196,86.6,5,screen_set,,,2009.0,255.0,,,,,,,,,off_ball_screen,,
0022400537,5280,88.0,5,screen_set,,,1985.0,206.0,,,,,,,,,off_ball_screen,,
0022400537,5292,88.2,5,screen_set,,,2024.0,284.0,,,,,,,,,off_ball_screen,,
0022400537,5316,88.6,5,cut,8,,,,,,,,,,,,,,
0022400537,5322,88.7,5,cut,4,,,,,,,,,,,,,,
0022400537,5322,88.7,5,cut,8,,,,,,,,,,,,,,
0022400537,5328,88.8,5,cut,8,,,,,,,,,,,,,,
0022400537,5334,88.9,5,screen_set,,,1983.0,203.0,,,,,,,8,3,pick_and_roll,,
0022400537,5334,88.9,5,cut,10,,,,,,,,,,,,,,
0022400537,5340,89.0,5,cut,10,,,,,,,,,,,,,,
0022400537,5370,89.5,5,screen_set,,,2014.0,264.0,,,,,,,,,off_ball_screen,,
0022400537,5376,89.6,5,screen_set,,,1990.0,216.0,,,,,,,9,2,pick_and_roll,,
0022400537,5388,89.8,5,cut,7,,,,,,,,,,,,,,
0022400537,5406,90.1,6,cut,4,,,,,,,,,,,,,,
0022400537,5412,90.2,6,cut,4,,,,,,,,,,,,,,
0022400537,5418,90.3,6,screen_set,,,1998.0,233.0,,,,,,,3,9,pick_and_roll,,
0022400537,5424,90.4,6,screen_set,,,2011.0,257.0,,,,,,,10,3,pick_and_roll,,
0022400537,5466,91.1,6,screen_set,,,1997.0,231.0,,,,,,,2,9,pick_and_roll,,
0022400537,5526,92.1,7,screen_set,,,2010.0,256.0,,,,,,,,,off_ball_screen,,
0022400537,5580,93.0,7,cut,9,,,,,,,,,,,,,,
0022400537,5586,93.1,7,screen_set,,,2010.0,255.0,,,,,,,,,off_ball_screen,,
0022400537,5604,93.4,7,screen_set,,,2011.0,259.0,,,,,,,,,off_ball_screen,,
0022400537,5622,93.7,7,screen_set,,,2004.0,244.0,,,,,,,7,5,pick_and_roll,,
0022400537,5622,93.7,7,cut,5,,,,,,,,,,,,,,
0022400537,5628,93.8,7,cut,5,,,,,,,,,,,,,,
0022400537,5634,93.9,7,screen_set,,,2065.0,365.0,,,,,,,,,off_ball_screen,,
0022400537,5634,93.9,7,screen_set,,,2006.0,249.0,,,,,,,,,off_ball_screen,,
0022400537,5646,94.1,7,screen_set,,,2098.0,431.0,,,,,,,,,off_ball_screen,,
0022400537,5646,94.1,7,screen_set,,,1997.0,229.0,,,,,,,,,off_ball_screen,,
0022400537,5646,94.1,7,cut,9,,,,,,,,,,,,,,
0022400537,5652,94.2,7,screen_set,,,1996.0,228.0,,,,,,,,,off_ball_screen,,
0022400537,5652,94.2,7,cut,5,,,,,,,,,,,,,,
0022400537,5652,94.2,7,cut,9,,,,,,,,,,,,,,
0022400537,5658,94.3,7,cut,9,,,,,,,,,,,,,,
0022400537,5658,94.3,7,cut,10,,,,,,,,,,,,,,
0022400537,5664,94.4,7,screen_set,,,1954.0,144.0,,,,,,,1,9,pick_and_roll,,
0022400537,5664,94.4,7,screen_set,,,2032.0,300.0,,,,,,,1,10,pick_and_roll,,
0022400537,5664,94.4,7,cut,9,,,,,,,,,,,,,,
0022400537,5664,94.4,7,cut,10,,,,,,,,,,,,,,
0022400537,5670,94.5,7,cut,10,,,,,,,,,,,,,,
0022400537,5682,94.7,7,screen_set,,,2048.0,331.0,,,,,,,,,off_ball_screen,,
0022400537,5682,94.7,7,cut,1,,,,,,,,,,,,,,
0022400537,5682,94.7,7,cut,4,,,,,,,,,,,,,,
0022400537,5682,94.7,7,cut,10,,,,,,,,,,,,,,
0022400537,5688,94.8,7,cut,1,,,,,,,,,,,,,,
0022400537,5688,94.8,7,cut,10,,,,,,,,,,,,,,
0022400537,5712,95.2,7,cut,6,,,,,,,,,,,,,,
0022400537,5718,95.3,7,cut,5,,,,,,,,,,,,,,
0022400537,5718,95.3,7,cut,6,,,,,,,,,,,,,,
0022400537,5724,95.4,7,screen_set,,,1999.0,234.0,,,,,,,,,off_ball_screen,,
0022400537,5724,95.4,7,cut,3,,,,,,,,,,,,,,
0022400537,5724,95.4,7,cut,8,,,,,,,,,,,,,,
0022400537,5730,95.5,7,cut,7,,,,,,,,,,,,,,
0022400537,5730,95.5,7,cut,8,,,,,,,,,,,,,,
0022400537,5736,95.6,7,cut,8,,,,,,,,,,,,,,
0022400537,5742,95.7,7,screen_set,,,2018.0,272.0,,,,,,,,,off_ball_screen,,
0022400537,5742,95.7,7,cut,4,,,,,,,,,,,,,,
0022400537,5742,95.7,7,cut,8,,,,,,,,,,,,,,
0022400537,5748,95.8,7,screen_set,,,1989.0,214.0,,,,,,,,,off_ball_screen,,
0022400537,5760,96.0,7,screen_set,,,1989.0,214.0,,,,,,,6,4,pick_and_roll,,
0022400537,5760,96.0,7,cut,4,,,,,,,,,,,,,,
0022400537,5760,96.0,7,cut,10,,,,,,,,,,,,,,
0022400537,5766,96.1,7,screen_set,,,1989.0,214.0,,,,,,,,,off_ball_screen,,
0022400537,5772,96.2,7,screen_set,,,2017.0,270.0,,,,,,,6,1,pick_and_roll,,
0022400537,5772,96.2,7,screen_set,,,1950.0,137.0,,,,,,,,,off_ball_screen,,
0022400537,5802,96.7,8,screen_set,,,1999.0,234.0,,,,,,,,,off_ball_screen,,
0022400537,5820,97.0,8,screen_set,,,1999.0,233.0,,,,,,,,,off_ball_screen,,
0022400537,5826,97.1,8,screen_set,,,2013.0,263.0,,,,,,,,,off_ball_screen,,
0022400537,5832,97.2,8,screen_set,,,2013.0,263.0,,,,,,,4,7,pick_and_roll,,
0022400537,5838,97.3,8,screen_set,,,2013.0,263.0,,,,,,,,,off_ball_screen,,
0022400537,5838,97.3,8,screen_set,,,1951.0,138.0,,,,,,,,,off_ball_screen,,
0022400537,5838,97.3,8,cut,2,,,,,,,,,,,,,,
0022400537,5844,97.4,8,cut,2,,,,,,,,,,,,,,
0022400537,5844,97.4,8,cut,10,,,,,,,,,,,,,,
0022400537,5850,97.5,8,cut,2,,,,,,,,,,,,,,
0022400537,5856,97.6,8,cut,2,,,,,,,,,,,,,,
0022400537,5856,97.6,8,cut,10,,,,,,,,,,,,,,
0022400537,5880,98.0,8,screen_set,,,2018.0,271.0,,,,,,,,,off_ball_screen,,
0022400537,5880,98.0,8,cut,5,,,,,,,,,,,,,,
0022400537,5898,98.3,8,screen_set,,,1998.0,232.0,,,,,,,,,off_ball_screen,,
0022400537,5916,98.6,8,screen_set,,,2016.0,268.0,,,,,,,,,off_ball_screen,,
0022400537,5934,98.9,8,cut,3,,,,,,,,,,,,,,
0022400537,5940,99.0,8,screen_set,,,1980.0,197.0,,,,,,,,,off_ball_screen,,
0022400537,5940,99.0,8,cut,9,,,,,,,,,,,,,,
0022400537,5946,99.1,8,cut,9,,,,,,,,,,,,,,
0022400537,5952,99.2,8,cut,9,,,,,,,,,,,,,,
0022400537,5958,99.3,8,cut,9,,,,,,,,,,,,,,
0022400537,5970,99.5,8,cut,5,,,,,,,,,,,,,,
0022400537,5988,99.8,8,screen_set,,,1979.0,194.0,,,,,,,10,3,pick_and_roll,,
0022400537,5988,99.8,8,cut,3,,,,,,,,,,,,,,
0022400537,6012,100.2,8,cut,4,,,,,,,,,,,,,,
0022400537,6048,100.8,8,screen_set,,,2019.0,273.0,,,,,,,,,off_ball_screen,,
0022400537,6060,101.0,8,cut,10,,,,,,,,,,,,,,
0022400537,6102,101.7,8,screen_set,,,2019.0,274.0,,,,,,,,,off_ball_screen,,
0022400537,6132,102.2,8,cut,10,,,,,,,,,,,,,,
0022400537,6144,102.4,8,cut,4,,,,,,,,,,,,,,
0022400537,6144,102.4,8,cut,10,,,,,,,,,,,,,,
0022400537,6168,102.8,8,screen_set,,,2010.0,255.0,,,,,,,,,off_ball_screen,,
0022400537,6174,102.9,8,screen_set,,,2030.0,297.0,,,,,,,,,off_ball_screen,,
0022400537,6186,103.1,8,cut,2,,,,,,,,,,,,,,
0022400537,6192,103.2,8,screen_set,,,1994.0,224.0,,,,,,,,,off_ball_screen,,
0022400537,6192,103.2,8,cut,2,,,,,,,,,,,,,,
0022400537,6228,103.8,8,screen_set,,,1986.0,208.0,,,,,,,,,off_ball_screen,,
0022400537,6228,103.8,8,cut,10,,,,,,,,,,,,,,
0022400537,6234,103.9,8,cut,10,,,,,,,,,,,,,,
0022400537,6240,104.0,8,cut,4,,,,,,,,,,,,,,
0022400537,6246,104.1,8,cut,10,,,,,,,,,,,,,,
0022400537,6258,104.3,8,screen_set,,,2012.0,260.0,,,,,,,,,off_ball_screen,,
0022400537,6258,104.3,8,cut,5,,,,,,,,,,,,,,
0022400537,6270,104.5,8,screen_set,,,1991.0,218.0,,,,,,,,,off_ball_screen,,
0022400537,6270,104.5,8,cut,5,,,,,,,,,,,,,,
0022400537,6270,104.5,8,cut,6,,,,,,,,,,,,,,
0022400537,6276,104.6,8,cut,5,,,,,,,,,,,,,,
0022400537,6276,104.6,8,cut,6,,,,,,,,,,,,,,
0022400537,6282,104.7,8,cut,5,,,,,,,,,,,,,,
0022400537,6294,104.9,8,cut,1,,,,,,,,,,,,,,
0022400537,6300,105.0,8,cut,1,,,,,,,,,,,,,,
0022400537,6306,105.1,8,cut,1,,,,,,,,,,,,,,
0022400537,6348,105.8,8,screen_set,,,2020.0,276.0,,,,,,,,,off_ball_screen,,
0022400537,6360,106.0,8,cut,9,,,,,,,,,,,,,,
0022400537,6366,106.1,8,screen_set,,,2017.0,271.0,,,,,,,,,off_ball_screen,,
0022400537,6366,106.1,8,cut,6,,,,,,,,,,,,,,
0022400537,6372,106.2,8,screen_set,,,2017.0,271.0,,,,,,,,,off_ball_screen,,
0022400537,6378,106.3,8,cut,2,,,,,,,,,,,,,,
0022400537,6384,106.4,8,screen_set,,,2000.0,237.0,,,,,,,,,off_ball_screen,,
0022400537,6390,106.5,8,cut,6,,,,,,,,,,,,,,
0022400537,6408,106.8,8,cut,10,,,,,,,,,,,,,,
0022400537,6414,106.9,8,cut,10,,,,,,,,,,,,,,
0022400537,6420,107.0,8,cut,10,,,,,,,,,,,,,,
0022400537,6426,107.1,8,cut,9,,,,,,,,,,,,,,
0022400537,6432,107.2,8,cut,9,,,,,,,,,,,,,,
0022400537,6438,107.3,8,cut,9,,,,,,,,,,,,,,
0022400537,6450,107.5,8,cut,7,,,,,,,,,,,,,,
0022400537,6456,107.6,8,cut,7,,,,,,,,,,,,,,
0022400537,6462,107.7,8,cut,2,,,,,,,,,,,,,,
0022400537,6468,107.8,8,screen_set,,,1851.0,472.0,,,,,,,2,8,pick_and_roll,,
