game_id,shot_id,frame,timestamp,player_id,player_name,team,x_position,y_position,x_norm,y_norm,court_zone,defender_distance,defender_dist_norm,team_spacing,possession_id,possession_duration,made,shot_clock,contest_arm_angle,closeout_speed,fatigue_proxy,dribble_count,ball_shot_arc_angle,catch_and_shoot,shot_distance,second_chance,shot_creation,shots_pbp_coverage
0022400537,20,10320,172.0,10,#5,SAS,2173,439,0.4388,0.5901,backcourt,81.2,0.0164,0.0,16,73,,,0.1797157950677596,,5114.3,0,26.609566859857196,1,1951.3,1,catch_and_shoot,0.7576
0022400537,21,10542,175.7,9,#23,SAS,2172,428,0.4386,0.5753,backcourt,2.0,0.0004,0.0,16,110,1,,0.15645879453970968,,3933.5,1,83.71022167679185,0,1950.0,1,pull_up,0.7576
0022400537,22,10884,181.4,5,LAL#?,LAL,1788,518,0.3611,0.6962,mid_range,391.0,0.079,0.0,16,167,1,,0.6890213501993626,,1264.9,0,72.32834116052719,1,1572.0,1,catch_and_shoot,0.7576
0022400537,23,11124,185.4,4,#89,LAL,2171,409,0.4384,0.5497,backcourt,31.1,0.0063,0.0,16,207,,,0.2607375234951841,,4304.8,0,-83.87508925325388,1,1948.5,1,catch_and_shoot,0.7576
0022400537,24,11484,191.4,5,LAL#?,LAL,1788,518,0.3611,0.6962,mid_range,396.1,0.08,0.0,16,267,,,0.0,,1264.9,0,-88.3219121358148,1,1572.0,1,catch_and_shoot,0.7576
0022400537,25,11844,197.4,6,#1,SAS,1719,568,0.3471,0.7634,mid_range,93.8,0.0189,0.0,17,4,1,,0.0,,2471.1,0,88.7818120720391,1,1508.9,0,catch_and_shoot,0.7576
0022400537,26,12726,212.1,9,#31,SAS,2161,269,0.4364,0.3616,backcourt,135.4,0.0273,0.0,17,46,0,,0.0,,4716.1,0,-88.04271484030491,1,1940.9,1,catch_and_shoot,0.7576
0022400537,27,13038,217.3,2,#18,LAL,1795,513,0.3625,0.6895,mid_range,386.2,0.078,0.0,17,98,,,0.0,,2643.3,0,86.3312759936576,1,1578.5,1,catch_and_shoot,0.7576
0022400537,28,13266,221.1,2,#18,LAL,1795,513,0.3625,0.6895,mid_range,388.5,0.0785,0.0,17,136,,,0.0,,2643.3,0,-87.72621747177675,1,1578.5,1,catch_and_shoot,0.7576
0022400537,29,13476,224.6,10,#2,SAS,2173,436,0.4388,0.586,backcourt,393.6,0.0795,0.0,17,171,,,0.6983240098623641,,6661.9,1,88.3579859014131,0,1951.2,1,pull_up,0.7576
0022400537,30,13770,229.5,1,#28,LAL,2171,414,0.4384,0.5565,backcourt,52.1,0.0105,0.0,19,5,1,,0.0,,2955.7,0,-80.90003609564374,1,1948.6,0,catch_and_shoot,0.7576
0022400537,31,14628,243.8,4,#13,LAL,2171,405,0.4384,0.5444,backcourt,4.0,0.0008,0.0,19,58,0,,0.0,,4866.6,0,-85.66508487332011,1,1948.4,1,catch_and_shoot,0.7576
0022400537,32,14952,249.2,7,#1,SAS,2208,300,0.4459,0.4032,backcourt,24.8,0.005,0.0,19,112,,,0.0,,8886.4,0,-83.49511642461873,1,1986.5,1,catch_and_shoot,0.7576
0022400537,33,15402,256.7,9,#31,SAS,2194,287,0.4431,0.3858,backcourt,467.1,0.0943,0.0,20,48,,,0.0,,6611.3,0,78.48509120602677,1,1973.0,0,catch_and_shoot,0.7576
0022400537,34,15714,261.9,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,20,100,,,0.0,,6732.6,0,-53.49444920305663,1,2018.6,1,catch_and_shoot,0.7576
0022400537,35,15990,266.5,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,20,146,,,0.0,,6732.6,0,87.1819786365153,1,2018.6,1,catch_and_shoot,0.7576
0022400537,36,16248,270.8,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,39,0,,,0.0,,6732.6,0,-84.56672106721396,1,2018.6,0,catch_and_shoot,0.7576
0022400537,37,16548,275.8,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,89,0,1,,0.0,,6732.6,0,-87.060458754553,1,2018.6,0,catch_and_shoot,0.7576
0022400537,38,16776,279.6,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,127,0,1,,0.0,,6732.6,0,85.08389591236367,1,2018.6,0,catch_and_shoot,0.7576
0022400537,39,17454,290.9,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,240,0,0,,0.0,,6732.6,0,-85.24190291634886,1,2018.6,0,catch_and_shoot,0.7576
0022400537,40,17880,298.0,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,311,0,,,0.0,,6732.6,0,-88.14735842778704,1,2018.6,0,catch_and_shoot,0.7576
0022400537,41,18996,316.6,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,,,0.0,347,0,,,0.0,,6732.6,0,-86.27513399065145,1,2018.6,0,catch_and_shoot,0.7576
0022400537,42,19302,321.7,10,#2,SAS,2202,294,0.4447,0.3952,backcourt,470.7,0.0951,0.0,396,3,,,0.17336683068609388,,7152.8,0,-81.59598292561498,1,1980.7,0,catch_and_shoot,0.7576
0022400537,43,19572,326.2,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,5.7,0.0012,0.0,396,48,1,,0.0,,6732.6,0,-85.93112199487184,1,2018.6,1,catch_and_shoot,0.7576
0022400537,44,19812,330.2,7,#1,SAS,2185,278,0.4412,0.3737,backcourt,58.0,0.0117,0.0,396,88,1,,0.0,,9695.4,0,-87.40344837585033,1,1964.4,1,catch_and_shoot,0.7576
0022400537,45,20028,333.8,5,LAL#?,LAL,1788,518,0.3611,0.6962,mid_range,470.7,0.0951,0.0,396,124,,,0.3497840769937752,,1264.9,0,64.23124313572939,1,1572.0,1,catch_and_shoot,0.7576
0022400537,46,20238,337.3,6,#1,SAS,1719,568,0.3471,0.7634,mid_range,575.3,0.1162,0.0,398,6,0,,0.0,,2471.1,0,84.78317850248426,1,1508.9,0,catch_and_shoot,0.7576
0022400537,47,20502,341.7,1,#18,LAL,2227,318,0.4497,0.4274,backcourt,566.2,0.1143,0.0,398,50,0,,0.0,,3168.9,0,-61.49264488204012,1,2004.9,1,catch_and_shoot,0.7576
0022400537,48,20832,347.2,5,LAL#?,LAL,1788,518,0.3611,0.6962,mid_range,470.7,0.0951,0.0,398,105,,,0.45747125475265676,,1264.9,0,80.471139939792,1,1572.0,1,catch_and_shoot,0.7576
0022400537,49,21264,354.4,7,#10,SAS,2185,278,0.4412,0.3737,backcourt,463.9,0.0937,0.0,400,21,0,,0.0,,9695.4,0,-88.71957340059636,1,1964.4,0,catch_and_shoot,0.7576
0022400537,50,21504,358.4,3,#7,LAL,2245,335,0.4534,0.4503,backcourt,5.7,0.0012,0.0,401,31,0,,0.037961695475530605,,2294.8,0,-87.70914533914316,1,2022.5,0,catch_and_shoot,0.7576
0022400537,51,21714,361.9,5,LAL#?,LAL,1788,518,0.3611,0.6962,mid_range,463.9,0.0937,0.0,401,51,0,,0.0,,1264.9,0,-88.07546707677923,1,1572.0,1,catch_and_shoot,0.7576
0022400537,52,22188,369.8,2,#3,LAL,1795,513,0.3625,0.6895,mid_range,,,0.0,401,115,,,0.0,,2643.3,0,-88.23842494337038,1,1578.5,1,catch_and_shoot,0.7576
0022400537,53,22404,373.4,5,LAL#?,LAL,1788,518,0.3611,0.6962,mid_range,85.2,0.0172,0.0,401,151,1,,0.0,,1264.9,0,-87.91694795700106,1,1572.0,1,catch_and_shoot,0.7576
0022400537,54,22650,377.5,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,19.1,0.0039,0.0,402,14,1,,0.0,,6732.6,0,87.06847811862538,1,2018.6,0,catch_and_shoot,0.7576
0022400537,55,22992,383.2,3,#7,LAL,2245,335,0.4534,0.4503,backcourt,53.1,0.0107,0.0,403,20,0,,0.41358324574748595,,2294.8,0,87.57907058266447,1,2022.5,0,catch_and_shoot,0.7576
0022400537,56,23280,388.0,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,19.1,0.0039,0.0,404,8,0,,0.09584712424489439,,6732.6,0,-63.6771006118207,1,2018.6,0,catch_and_shoot,0.7576
0022400537,57,23580,393.0,2,#3,LAL,1795,513,0.3625,0.6895,mid_range,93.8,0.0189,0.0,404,58,1,,0.0,,2643.3,0,37.58185358158683,1,1578.5,1,catch_and_shoot,0.7576
0022400537,58,23802,396.7,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,5.7,0.0012,0.0,404,95,,,0.22194560926674878,,6732.6,0,88.74002574101725,1,2018.6,1,catch_and_shoot,0.7576
0022400537,59,24048,400.8,7,#10,SAS,2185,278,0.4412,0.3737,backcourt,58.0,0.0117,0.0,404,136,0,,0.05420054083034058,,9695.4,0,77.8225934747928,1,1964.4,1,catch_and_shoot,0.7576
0022400537,60,24270,404.5,9,#31,SAS,2241,331,0.4525,0.4449,backcourt,481.7,0.0973,0.0,404,173,0,,0.22194560926674878,,6732.6,0,75.19371736000626,1,2018.6,1,catch_and_shoot,0.7576
0022400537,61,24726,412.1,2,#3,LAL,1795,513,0.3625,0.6895,mid_range,455.3,0.0919,0.0,404,249,0,,0.0,,2643.3,0,76.78560323409654,1,1578.5,1,catch_and_shoot,0.7576
0022400537,62,24960,416.0,6,#1,SAS,1719,568,0.3471,0.7634,mid_range,575.3,0.1162,0.0,404,288,0,,0.0,,2471.1,0,-87.55023508409444,1,1508.9,1,catch_and_shoot,0.7576
0022400537,63,25188,419.8,6,#1,SAS,1719,568,0.3471,0.7634,mid_range,575.3,0.1162,0.0,404,326,,,0.0,,2471.1,0,84.38126217383972,1,1508.9,1,catch_and_shoot,0.7576
0022400537,64,25476,424.6,10,#2,SAS,2202,294,0.4447,0.3952,backcourt,462.2,0.0933,0.0,404,374,,,0.09675870199458418,,7152.8,0,-80.77843576424453,1,1980.7,1,catch_and_shoot,0.7576
0022400537,65,26160,436.0,8,#5,SAS,2280,281,0.4604,0.3777,backcourt,92.0,0.0186,0.0,404,488,,,0.06592039669810155,,11196.8,0,-85.41536534805384,1,2059.2,1,catch_and_shoot,0.7576
0022400537,66,26376,439.6,6,#1,SAS,2240,325,0.4523,0.4368,backcourt,13.5,0.0027,0.0,405,9,,,0.16083687143067676,,3159.8,0,89.3442822130124,1,2017.7,0,catch_and_shoot,0.7576
0022400537,67,30990,516.5,7,#10,SAS,2165,297,0.4372,0.3992,backcourt,39.4,0.008,0.0,996,18,,6.0,0.0,,10825.1,0,78.33058234799714,1,1943.6,0,catch_and_shoot,0.7576
0022400537,68,31320,522.0,9,#10,SAS,2135,247,0.4311,0.332,backcourt,96.0,0.0194,0.0,997,30,,6.0,0.0,,8738.2,0,-83.9666591260867,1,1916.2,0,catch_and_shoot,0.7576
0022400537,69,31620,527.0,6,#1,SAS,2148,269,0.4338,0.3616,backcourt,70.5,0.0142,0.0,997,80,,24.0,0.0,,3855.3,0,86.31207748593506,1,1927.9,1,catch_and_shoot,0.7576
0022400537,70,31878,531.3,7,#10,SAS,2165,297,0.4372,0.3992,backcourt,39.4,0.008,0.0,997,123,,24.0,0.0,,10825.1,0,-85.61684615613991,1,1943.6,1,catch_and_shoot,0.7576
0022400537,71,32094,534.9,1,,LAL,2185,329,0.4412,0.4422,backcourt,96.0,0.0194,0.0,997,159,,24.0,0.14854048740428644,,5269.0,0,88.25805526871476,1,1962.6,1,catch_and_shoot,0.7576
0022400537,72,32334,538.9,4,#1,LAL,2082,163,0.4204,0.2191,backcourt,99.3,0.0201,0.0,998,2,,24.0,0.0,,7324.1,0,87.35852770629265,1,1870.9,0,catch_and_shoot,0.7576
0022400537,73,32574,542.9,1,,LAL,2185,329,0.4412,0.4422,backcourt,70.5,0.0142,0.0,998,42,1,24.0,0.0,,5269.0,0,-85.89568956522986,1,1962.6,1,catch_and_shoot,0.7576
0022400537,74,33012,550.2,1,,LAL,2185,329,0.4412,0.4422,backcourt,37.7,0.0076,0.0,998,100,,24.0,0.17302237586379482,,5269.0,0,86.56795099252848,1,1962.6,1,catch_and_shoot,0.7576
0022400537,75,33276,554.6,7,#10,SAS,2165,297,0.4372,0.3992,backcourt,931.1,0.188,0.0,998,144,,24.0,0.041044775542830196,,11129.2,0,87.52436211038622,1,1943.6,1,catch_and_shoot,0.7576
0022400537,76,33552,559.2,10,,SAS,1549,381,0.3128,0.5121,mid_range,362.7,0.0732,0.0,998,190,,24.0,0.0,,11085.1,0,88.90574324149497,1,1326.2,1,catch_and_shoot,0.7576
0022400537,77,33792,563.2,6,#1,SAS,2148,269,0.4338,0.3616,backcourt,469.5,0.0948,0.0,999,2,0,24.0,0.0,,3855.3,0,87.31709605910022,1,1927.9,0,catch_and_shoot,0.7576
0022400537,78,34194,569.9,3,#7,LAL,1364,536,0.2754,0.7204,3pt_arc,407.8,0.0824,0.0,999,69,,24.0,0.0,,5207.7,0,-71.99700739930665,1,1152.9,1,catch_and_shoot,0.7576
0022400537,79,34434,573.9,2,#78,LAL,2031,312,0.4101,0.4194,mid_range,72.1,0.0146,0.0,1000,18,,24.0,0.44278775552920974,,4923.3,0,86.68683433228585,1,1809.2,0,catch_and_shoot,0.7576
0022400537,80,34662,577.7,4,#1,LAL,735,514,0.1484,0.6909,paint,695.9,0.1405,0.0,1000,56,,24.0,0.0,,9441.8,0,89.25804494664906,1,531.5,1,catch_and_shoot,0.7576
0022400537,81,34902,581.7,5,LAL#?,LAL,88,264,0.0178,0.3548,paint,1235.2,0.2494,0.0,1000,96,0,24.0,0.18983865013742754,,5201.1,0,84.65351469959191,1,172.8,1,catch_and_shoot,0.7576
0022400537,82,35136,585.6,3,#7,LAL,1369,536,0.2765,0.7204,3pt_arc,408.5,0.0825,111.0,1000,135,0,24.0,0.5343680583150201,,6130.5,0,-87.59813000559943,1,1157.8,1,catch_and_shoot,0.7576
0022400537,83,35364,589.4,6,#1,SAS,2148,269,0.4338,0.3616,backcourt,823.5,0.1663,0.0,1000,173,1,24.0,0.0,,3855.3,0,86.58381839381946,1,1927.9,1,catch_and_shoot,0.7576
0022400537,84,35742,595.7,9,#6,SAS,1267,215,0.2559,0.289,3pt_arc,721.2,0.1456,0.0,1001,59,,24.0,1.0,,10150.4,0,67.79882266832308,1,1055.9,0,catch_and_shoot,0.7576
0022400537,85,36012,600.2,10,,SAS,1982,245,0.4002,0.3293,mid_range,227.5,0.0459,0.0,1001,104,,24.0,0.0,,12011.8,0,-46.95694948800669,1,1763.7,1,catch_and_shoot,0.7576
0022400537,86,36228,603.8,8,#1,SAS,1669,222,0.337,0.2984,mid_range,1106.0,0.2233,0.0,1001,140,,24.0,0.13024282330697,,14618.8,0,88.98601272793681,1,1453.9,1,catch_and_shoot,0.7576
0022400537,87,36474,607.9,2,#78,LAL,2031,312,0.4101,0.4194,mid_range,83.0,0.0168,0.0,1002,4,,24.0,0.0,,4923.3,0,-88.11831104221558,1,1809.2,0,catch_and_shoot,0.7576
0022400537,88,36756,612.6,10,,SAS,1982,245,0.4002,0.3293,mid_range,227.5,0.0459,0.0,1003,27,0,24.0,0.0,,12011.8,0,88.93466381358141,1,1763.7,0,catch_and_shoot,0.7576
0022400537,89,36990,616.5,1,#24,LAL,1942,469,0.3922,0.6304,mid_range,141.6,0.0286,0.0,1003,36,0,24.0,0.0,,7113.3,0,-89.35780573336262,1,1721.9,1,catch_and_shoot,0.7576
0022400537,90,37500,625.0,3,#10,LAL,1061,472,0.2143,0.6344,3pt_arc,717.6,0.1449,0.0,1004,37,,24.0,0.0,,7171.7,0,89.04476710777953,1,844.1,0,catch_and_shoot,0.7576
0022400537,91,37806,630.1,9,#6,SAS,761,144,0.1537,0.1935,3pt_arc,653.2,0.1319,0.0,1005,30,1,24.0,0.13822525565819055,,12634.1,0,-88.7930522194893,1,584.5,0,catch_and_shoot,0.7576
0022400537,92,38040,634.0,3,#10,LAL,1036,487,0.2092,0.6546,3pt_arc,686.2,0.1386,0.0,1005,69,1,24.0,0.045757440616885615,,7241.0,0,-86.41017317564007,1,821.3,1,catch_and_shoot,0.7576
0022400537,93,38688,644.8,7,#1,SAS,1837,374,0.371,0.5027,mid_range,1421.3,0.287,0.0,1007,24,0,24.0,0.08135694830175783,,12606.6,0,-89.1705849546012,1,1614.2,0,catch_and_shoot,0.7576
0022400537,94,39132,652.2,5,LAL#?,LAL,608,420,0.1228,0.5645,paint,476.8,0.0963,0.0,1007,98,,24.0,0.0,,7995.9,0,56.12099115040585,1,388.1,1,catch_and_shoot,0.7576
0022400537,95,39366,656.1,2,#78,LAL,2031,312,0.4101,0.4194,mid_range,83.0,0.0168,0.0,1007,137,,24.0,0.19773370746318492,,4923.3,0,-84.58272431406314,1,1809.2,1,catch_and_shoot,0.7576
