player_id,team,frames_tracked,tracking_pct,total_distance_px,avg_velocity,max_velocity,possession_frames,possession_pct,shots_attempted,drive_attempts,drive_rate,paint_frames,paint_pct,avg_dist_to_basket,avg_nearest_opponent
1,green,130,0.001,337.0,2.59,58.22,0,0.0,0,0,0.0,59,0.454,456.6,402.2
2,green,165,0.001,462.5,2.8,57.64,0,0.0,0,0,0.0,1,0.006,746.4,553.4
3,green,119,0.0,588.0,4.94,52.23,0,0.0,0,0,0.0,65,0.546,189.2,459.1
4,green,121,0.001,313.0,2.59,50.28,0,0.0,0,0,0.0,45,0.372,481.6,501.9
5,green,119,0.0,483.4,4.06,54.68,0,0.0,0,0,0.0,59,0.496,500.0,446.6
6,white,145,0.001,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,2273.6,1601.7
7,white,132,0.001,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,1262.7,625.3
8,white,129,0.001,419.7,3.25,51.1,0,0.0,0,0,0.0,20,0.155,257.1,326.3
9,white,133,0.001,247.2,1.86,51.21,0,0.0,0,0,0.0,55,0.414,360.8,228.5
10,white,121,0.001,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,1729.2,1061.2
