game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss,pbp_play_type,pbp_score_home,pbp_score_away,pbp_period,pbp_matched,score_diff,source
,,SAS,120,840,,12.0,,,,,,,,,foul,0.0,,,,,,,,,,,,foul,,,1.0,True,-2,pbp_fill
,,SAS,2520,3240,,12.0,,,,,,,,,foul,0.0,,,,,,,,,,,,foul,,,1.0,True,-4,pbp_fill
,,LAL,3780,4500,,12.0,,,,,,,,,foul,0.0,,,,,,,,,,,,foul,,,1.0,True,-4,pbp_fill
22400537.0,5.0,LAL,5172,5771,599.0,19.966666666666665,,,-0.26,0.0,1.0,5184.0,0.0,unclassified,scored,3.0,1.0,6.0,0.0,7.0,3.0,0.0,6.7,20.5,mid_range,,0.0,made_3,5.0,9.0,1.0,True,-4,
22400537.0,8.0,SAS,5772,6911,1140.0,19.0,,,-2.07,1.0,1.0,6096.0,0.0,hand_off,scored,3.0,3.0,43.0,0.0,76.0,6.0,0.0,1.0,5.1,mid_range,,0.0,made_3,11.0,9.0,1.0,True,2,
,,LAL,5820,6540,,12.0,,,,,,,,,missed_shot,0.0,,,,,,,,,,,,missed_2,,,1.0,True,-1,pbp_fill
22400537.0,9.0,LAL,6912,7373,462.0,7.7,,,-2.04,0.0,1.0,7098.0,0.0,cut,missed_shot,0.0,2.0,21.0,0.0,34.0,23.0,0.0,170.1,16.4,mid_range,,0.0,missed_3,,,1.0,True,2,
22400537.0,10.0,SAS,7374,7637,264.0,4.4,,,-0.44,0.0,1.0,7614.0,0.0,cut,foul,0.0,8.0,5.0,0.0,15.0,3.0,0.0,,19.7,mid_range,,0.0,foul,,,1.0,True,2,
22400537.0,11.0,LAL,7638,8351,714.0,11.9,,,-0.32,0.0,1.0,7896.0,0.0,hand_off,scored,3.0,2.0,4.0,0.0,4.0,2.0,0.0,59.9,12.2,mid_range,,0.0,made_3,14.0,12.0,1.0,True,2,
22400537.0,12.0,SAS,8352,8867,516.0,8.6,0.2,273.7,2.42,7.0,1.0,8580.0,0.0,hand_off,missed_shot,0.0,5.0,8.0,0.0,21.0,33.0,0.0,87.6,15.5,backcourt,,0.0,missed_3,,,1.0,True,2,
22400537.0,13.0,LAL,8868,9563,696.0,11.6,,,0.28,1.0,1.0,9060.0,0.0,hand_off,foul,0.0,11.0,10.0,0.0,27.0,68.0,0.0,,12.5,backcourt,,0.0,foul,,,1.0,True,2,
,,SAS,9060,11825,2765.0,92.16666666666669,,,,,,,,,scored,2.0,,,,,,,,,,,,made_2,16.0,14.0,1.0,True,2,pbp_fill
,,LAL,10020,10740,,12.0,,,,,,,,,missed_shot,0.0,,,,,,,,,,,,missed_3,,,1.0,True,2,pbp_fill
22400537.0,17.0,LAL,11826,13559,1734.0,28.9,,387.0,0.0,0.0,1.0,11844.0,0.0,hand_off,missed_shot,0.0,5.0,16.0,0.0,30.0,6.0,0.0,1.0,0.0,mid_range,,0.0,missed_3,,,1.0,True,1,
,,SAS,12060,12780,,12.0,,,,,,,,,missed_shot,0.0,,,,,,,,,,,,missed_2,,,1.0,True,1,pbp_fill
,,LAL,13020,15119,2099.0,69.96666666666667,,,,,,,,,missed_shot,0.0,,,,,,,,,,,,missed_3,,,1.0,True,1,pbp_fill
,,SAS,13860,14580,,12.0,,,,,,,,,turnover,0.0,,,,,,,,,,,,turnover,,,1.0,True,1,pbp_fill
