frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
270,4.505,913,1649,1,1,0
276,4.605,913,1649,1,1,0
282,4.705,913,1649,1,1,0
288,4.805,913,1649,1,1,0
294,4.905,913,1649,1,1,0
300,5.005,913,1649,1,1,0
306,5.105,913,1649,1,1,0
312,5.205,913,1649,1,1,0
318,5.305,913,1649,1,1,0
324,5.405,913,1649,1,1,0
330,5.506,913,1649,1,1,0
336,5.606,913,1649,1,1,0
342,5.706,913,1649,1,1,0
348,5.806,913,1649,1,1,0
354,5.906,913,1649,1,1,0
360,6.006,913,1649,1,1,0
366,6.106,913,1649,1,1,0
372,6.206,913,1649,1,1,0
378,6.306,913,1649,1,1,0
384,6.406,913,1649,1,1,0
390,6.506,913,1649,1,1,0
396,6.607,1165,1599,1,1,0
402,6.707,1029,1642,1,1,0
408,6.807,904,1683,1,1,0
414,6.907,1652,1410,1,1,0
420,7.007,913,1649,1,1,0
426,7.107,913,1649,1,1,0
432,7.207,910,1650,1,1,0
438,7.307,910,1650,1,1,0
444,7.407,910,1650,1,1,0
450,7.508,801,223,1,1,0
456,7.608,801,223,1,1,0
462,7.708,801,223,1,1,0
468,7.808,801,223,1,1,0
474,7.908,801,223,1,1,0
480,8.008,801,223,1,1,0
486,8.108,799,223,1,1,0
492,8.208,799,223,1,1,0
498,8.308,799,223,1,1,0
504,8.408,799,223,1,1,0
510,8.508,799,223,1,1,0
516,8.609,799,223,1,1,0
522,8.709,799,223,1,1,0
528,8.809,799,223,1,1,0
534,8.909,799,223,1,1,0
540,9.009,799,223,1,1,0
546,9.109,799,223,1,1,0
552,9.209,799,223,1,1,0
558,9.309,799,223,1,1,0
564,9.409,802,223,1,1,0
570,9.51,804,222,1,1,0
576,9.61,806,228,1,1,0
582,9.71,811,237,1,1,0
588,9.81,808,239,1,1,0
594,9.91,806,244,1,1,0
600,10.01,804,246,1,1,0
606,10.11,813,249,1,1,0
612,10.21,804,246,1,1,0
618,10.31,803,250,1,1,0
624,10.41,802,250,1,1,0
630,10.511,802,251,1,1,0
636,10.611,799,250,1,1,0
642,10.711,803,254,1,1,0
648,10.811,796,254,1,1,0
654,10.911,806,254,1,1,0
660,11.011,806,257,1,1,0
666,11.111,810,255,1,1,0
672,11.211,812,247,1,1,0
678,11.311,803,237,1,1,0
684,11.411,784,234,1,1,0
690,11.511,788,249,1,1,0
696,11.612,794,249,1,1,0
702,11.712,799,248,1,1,0
708,11.812,798,247,1,1,0
714,11.912,803,248,1,1,0
720,12.012,797,245,1,1,0
726,12.112,793,243,1,1,0
732,12.212,792,239,1,1,0
738,12.312,790,239,1,1,0
744,12.412,790,235,1,1,0
750,12.513,793,232,1,1,0
756,12.613,804,234,1,1,0
762,12.713,824,241,1,1,0
768,12.813,839,237,1,1,0
774,12.913,827,220,1,1,0
780,13.013,821,229,1,1,0
