draw_kind,section_id,frame,player_id,position_source,source_branch,matched_event_id,x_position,y_position,bbox_x1,bbox_y1,bbox_x2,bbox_y2,native_width,native_height,topcut_px,detector_frame_height,archived_head_x,archived_foot_y,archived_foot_clipped,stored_box_bottom_minus_projected_foot_px,homography_valid,predecessor_frame,position_retained,box_moved,box_foot_dx_px,box_foot_dy_px,box_l2_px,retained_position_age,box_identical_age,predecessor_status,role
1080p30,Vm0FqeGo-8g_s1317,1080,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,212,1406,1317.0,459.0,1446.0,776.0,1920,1080,60,1020,1381,761,0,15.000,1,1077,1,1,18.000,-8.000,19.698,35,0,PRESENT,SELECTED
1080p30,X5w3V6rh26s_s90,1247,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,741,307,717.0,132.0,810.0,302.0,1920,1080,60,1020,763,287,0,15.000,1,1244,1,1,-709.500,-260.000,755.639,1,0,PRESENT,SELECTED
1080p30,X5w3V6rh26s_s90,1247,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,155,201,1378.0,279.0,1522.0,567.0,1920,1080,60,1020,1450,552,0,15.000,1,1244,1,1,-274.500,-215.000,348.676,2,0,PRESENT,SELECTED
1080p30,X5w3V6rh26s_s90,1247,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,906,546,-25.438965,12.623428,158.47015,378.1452,1920,1080,60,1020,71,363,1,15.145,1,1241,1,1,-353.299,-78.753,361.970,13,0,PRESENT,SELECTED
1080p30,Y1cgaIWW8gk_s2784,1424,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1374,1214,917.0,117.0,1460.0,1026.0,1920,1080,60,1020,1188,1011,0,15.000,1,1385,1,1,1132.500,452.000,1219.369,11,0,PRESENT,SELECTED
1080p30,Y1cgaIWW8gk_s2784,1424,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,41,927,1671.0,-3.0,1935.0,1024.0,1920,1080,60,1020,1803,1009,0,15.000,1,1421,1,1,23.000,6.000,23.770,10,0,PRESENT,SELECTED
1080p30,Y1cgaIWW8gk_s2784,1424,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,826,1190,1509.9877,-12.668854,1953.5157,1016.9241,1920,1080,60,1020,1722,1001,1,15.924,1,1421,1,1,3.227,-0.278,3.239,2,0,PRESENT,SELECTED
1080p30,Y1cgaIWW8gk_s2784,1424,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,214,838,1116.6387,179.82233,1641.0427,813.3642,1920,1080,60,1020,1378,798,0,15.364,1,1421,1,1,178.841,-82.636,197.009,2,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1787,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2627,960,1545.0,669.0,1695.0,1028.0,1920,1080,60,1020,1620,1013,0,15.000,1,1784,1,1,3.000,19.000,19.235,37,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1622,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,410,259,757.0,327.0,853.0,481.0,1920,1080,60,1020,805,466,0,15.000,1,1619,1,0,0.000,0.000,0.000,4,4,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1787,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3077,1123,698.3511,454.159,822.5792,726.14545,1920,1080,60,1020,760,711,0,15.145,1,1784,1,1,-2.174,-2.525,3.332,21,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1622,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2676,995,662.0,363.0,843.0,531.0,1920,1080,60,1020,752,516,0,15.000,1,1619,1,1,8.102,16.112,18.034,3,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1787,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2382,882,1285.0,586.0,1399.0,885.0,1920,1080,60,1020,1342,870,0,15.000,1,1784,1,1,53.500,11.000,54.619,44,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1787,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3093,1115,141.13715,521.71423,232.93329,741.2473,1920,1080,60,1020,186,726,0,15.247,1,1784,1,1,4.931,6.727,8.341,32,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1787,7,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,927,125,54.0,504.0,149.0,756.0,1920,1080,60,1020,101,741,0,15.000,1,1784,1,1,-1767.500,497.000,1836.046,1,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1787,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1692,641,1370.3813,246.99078,1463.9309,469.3241,1920,1080,60,1020,1416,454,0,15.324,1,1784,1,1,14.156,-0.676,14.172,22,0,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s2774,1622,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,934,386,1271.0,287.0,1370.0,502.0,1920,1080,60,1020,1320,487,0,15.000,1,1619,1,0,0.000,0.000,0.000,6,6,PRESENT,SELECTED
1080p30,tFnl0NVn6FA_s90,1915,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,127,1437,523.0,138.0,997.0,1029.0,1920,1080,60,1020,760,1014,0,15.000,1,1912,1,1,2.000,-1.000,2.236,43,0,PRESENT,SELECTED
1080p30,tZeqmc_-_sA_s2574,2088,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1197,1254,825.0,474.0,993.0,720.0,1920,1080,60,1020,909,705,0,15.000,1,2061,1,1,-462.974,122.243,478.840,2,0,PRESENT,SELECTED
1080p30,tZeqmc_-_sA_s2574,2088,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,879,1670,754.5113,273.2262,855.3704,514.3512,1920,1080,60,1020,804,499,0,15.351,1,2085,1,1,1.808,2.829,3.357,47,0,PRESENT,SELECTED
1080p30,tZeqmc_-_sA_s2574,1938,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1806,1426,1149.0,335.0,1299.0,544.0,1920,1080,60,1020,1224,529,0,15.000,1,1935,1,1,-4.500,-96.000,96.105,28,0,PRESENT,SELECTED
1080p30,tZeqmc_-_sA_s2574,2088,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1416,473,580.61066,572.79205,801.81586,837.5372,1920,1080,60,1020,690,822,0,15.537,1,2085,1,1,10.213,5.537,11.618,8,0,PRESENT,SELECTED
1080p30,yZ5u2sOpiNU_s90,2398,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2852,1584,1629.0,508.0,1749.0,759.0,1920,1080,60,1020,1689,744,0,15.000,1,2395,1,1,6.000,-2.000,6.325,15,0,PRESENT,SELECTED
1080p30,yZ5u2sOpiNU_s90,2311,5,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,3072,1699,121.0,915.0,256.0,1035.0,1920,1080,60,1020,188,1020,0,15.000,1,2308,1,1,-344.000,3.000,344.013,7,0,PRESENT,SELECTED
1080p30,yZ5u2sOpiNU_s90,2398,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3072,1699,409.0,257.0,522.0,510.0,1920,1080,60,1020,465,495,0,15.000,1,2395,1,1,19.500,-3.000,19.729,35,0,PRESENT,SELECTED
1080p30,yZ5u2sOpiNU_s90,2311,6,CLAMP,src/tracking/advanced_tracker.py:_activate_slot,,2909,1695,925.0,87.0,1053.0,365.0,1920,1080,60,1020,989,350,0,15.000,1,2308,1,1,12.000,-4.000,12.649,5,0,PRESENT,SELECTED
1080p30,yZ5u2sOpiNU_s90,2398,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3070,1706,-15.0,763.0,110.0,1005.0,1920,1080,60,1020,47,990,0,15.000,1,2395,1,1,-260.500,801.000,842.295,15,0,PRESENT,SELECTED
1080p30,yZ5u2sOpiNU_s90,2311,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2866,1543,1600.0,912.0,1732.0,1035.0,1920,1080,60,1020,1666,1020,0,15.000,1,2308,1,1,-75.000,0.000,75.000,6,0,PRESENT,SELECTED
1080p30,yZ5u2sOpiNU_s90,2398,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2866,1543,669.0,65.0,805.0,240.0,1920,1080,60,1020,737,225,0,15.000,1,2395,1,1,7.500,-8.000,10.966,28,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,775,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1073,1442,524.0099,1.8623352,1129.791,639.10767,1280,720,60,660,826,624,0,15.108,1,769,1,1,18.646,1.770,18.730,10,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,1171,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1073,1442,578.0,147.0,723.0,412.0,1280,720,60,660,650,397,0,15.000,1,1159,1,1,4.000,0.000,4.000,48,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,1171,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,893,112,288.0,70.0,427.0,313.0,1280,720,60,660,357,298,0,15.000,1,1165,1,1,1.500,-1.000,1.803,33,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,1171,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,93,1126,349.0,345.0,457.0,590.0,1280,720,60,660,403,575,0,15.000,1,1165,1,0,0.000,0.000,0.000,39,1,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,1171,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1106,166,947.0,486.0,1089.0,675.0,1280,720,60,660,1018,660,0,15.000,1,1165,1,1,1.000,0.000,1.000,36,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,775,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1185,1524,301.0,-4.0,535.0,586.0,1280,720,60,660,418,571,0,15.000,1,769,1,0,0.000,0.000,0.000,1,1,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,1171,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1171,1528,237.0,306.0,381.0,592.0,1280,720,60,660,309,577,0,15.000,1,1165,1,1,2.000,0.000,2.000,54,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,1171,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1513,1536,494.0,149.0,607.0,405.0,1280,720,60,660,550,390,0,15.000,1,1165,1,1,2.500,0.000,2.500,44,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s2302,1171,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,899,263,426.0,356.0,534.0,593.0,1280,720,60,660,480,578,0,15.000,1,1165,1,1,-1.500,0.000,1.500,33,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s90,1266,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1591,1299,702.0,146.0,862.0,367.0,1280,720,60,660,782,352,0,15.000,1,1260,1,0,0.000,0.000,0.000,23,7,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s90,1512,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1591,1299,437.0,89.0,511.0,242.0,1280,720,60,660,474,227,0,15.000,1,1506,1,1,18.761,22.398,29.217,52,0,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s90,1266,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,288,187,926.0,227.0,1082.0,468.0,1280,720,60,660,1004,453,0,15.000,1,1260,1,0,0.000,0.000,0.000,7,5,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s90,1512,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,194,122,924.0,269.0,1030.0,454.0,1280,720,60,660,977,439,0,15.000,1,1506,1,0,0.000,0.000,0.000,13,4,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s90,1266,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1685,1292,828.0,-11.0,956.0,185.0,1280,720,60,660,892,170,0,15.000,1,1260,1,0,0.000,0.000,0.000,15,2,PRESENT,SELECTED
720p60,3gBeJyl7Szg_s90,1266,9,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1872,219,999.0,276.0,1147.0,449.0,1280,720,60,660,1073,434,0,15.000,1,1260,1,0,0.000,0.000,0.000,4,4,PRESENT,SELECTED
720p60,6rQ2sV4upfc_s1509,3108,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,334,1411,272.0,-12.0,1004.0,667.0,1280,720,60,660,638,652,0,15.000,1,3066,1,1,357.500,11.000,357.669,1,0,PRESENT,SELECTED
720p60,6rQ2sV4upfc_s90,3741,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,889,1157,908.75964,63.080566,1005.37146,204.9874,1280,720,60,660,956,189,0,15.987,1,3735,1,1,0.667,-1.274,1.438,2,0,PRESENT,SELECTED
720p60,6rQ2sV4upfc_s90,3741,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,540,1011,872.3163,74.67454,971.5133,210.71759,1280,720,60,660,921,195,0,15.718,1,3735,1,1,-2.766,0.006,2.766,22,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4260,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2618,1624,642.5231,-14.502899,887.0206,569.3364,1280,720,60,660,764,554,0,15.336,1,4254,1,1,13.772,-4.664,14.540,22,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4260,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3314,1568,381.0,38.0,780.0,666.0,1280,720,60,660,580,651,0,15.000,1,4254,1,1,0.000,1.000,1.000,13,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4110,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3075,1559,642.0,76.0,810.0,524.0,1280,720,60,660,726,509,0,15.000,1,4104,1,1,6.000,3.000,6.708,2,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4260,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3075,1559,651.25696,-18.43454,1213.0065,647.04614,1280,720,60,660,932,632,0,15.046,1,4254,1,1,2.632,-17.954,18.146,12,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4110,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3129,1677,915.0,201.0,1003.0,407.0,1280,720,60,660,959,392,0,15.000,1,4104,1,1,2.000,7.000,7.280,6,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4260,7,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2648,1627,377.0,39.0,646.0,238.0,1280,720,60,660,511,223,0,15.000,1,4212,1,1,-460.107,-192.100,498.599,22,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4110,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,14,1547,530.0,106.0,704.0,548.0,1280,720,60,660,617,533,0,15.000,1,4104,1,1,0.000,-1.000,1.000,4,0,PRESENT,SELECTED
720p60,7blRl4zVfrY_s90,4260,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,14,1547,620.0,-8.0,1223.0,667.0,1280,720,60,660,921,652,0,15.000,1,4254,1,1,325.199,178.134,370.791,29,0,PRESENT,SELECTED
720p60,Ge4uewCFUFQ_s2382,4525,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2356,1696,325.0,118.0,420.0,298.0,1280,720,60,660,372,283,0,15.000,1,4519,1,1,5.000,0.000,5.000,10,0,PRESENT,SELECTED
720p60,Ge4uewCFUFQ_s2382,4525,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1184,1159,635.0,233.0,746.0,409.0,1280,720,60,660,690,394,0,15.000,1,4513,1,1,-5.074,15.608,16.412,25,0,PRESENT,SELECTED
720p60,Ge4uewCFUFQ_s4674,4968,4,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,595,746,576.0,264.0,728.0,518.0,1280,720,60,660,652,503,0,15.000,1,4962,1,1,-17.000,-3.000,17.263,6,0,PRESENT,SELECTED
720p60,Ge4uewCFUFQ_s4674,4968,6,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,268,76,522.0,172.0,632.0,352.0,1280,720,60,660,577,337,0,15.000,1,4962,1,0,0.000,0.000,0.000,27,1,PRESENT,SELECTED
720p60,KZK9rv9TnGE_s1474,4987,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1649,430,200.0,186.0,278.0,369.0,1280,720,60,660,239,354,0,15.000,1,4981,1,1,-44.500,-4.000,44.679,1,0,PRESENT,SELECTED
720p60,KZK9rv9TnGE_s1474,5143,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2158,1509,208.0,172.0,311.0,374.0,1280,720,60,660,259,359,0,15.000,1,5137,1,1,-30.919,9.274,32.280,6,0,PRESENT,SELECTED
720p60,KZK9rv9TnGE_s90,5649,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,66,850,393.67004,-41.931244,542.6463,150.20084,1280,720,60,660,467,135,0,15.201,1,5643,1,1,19.102,-13.669,23.489,18,0,PRESENT,SELECTED
720p60,KZK9rv9TnGE_s90,5649,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,594,1575,101.0,51.0,411.0,667.0,1280,720,60,660,256,652,0,15.000,1,5595,1,1,-1023.005,219.342,1046.255,1,0,PRESENT,SELECTED
720p60,KZK9rv9TnGE_s90,5649,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,821,1226,473.0,-15.0,614.0,155.0,1280,720,60,660,543,140,0,15.000,1,5643,1,1,50.500,-18.000,53.612,2,0,PRESENT,SELECTED
720p60,Kh7Fj4ogPN4_s5950,1920,2,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1058,321,325.3989,286.85498,420.14133,539.2093,1280,720,60,660,372,524,0,15.209,1,1914,1,1,2.274,0.319,2.296,46,0,PRESENT,SELECTED
720p60,Kh7Fj4ogPN4_s5950,1920,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,0,105,299.0,277.0,402.0,534.0,1280,720,60,660,350,519,0,15.000,1,1914,1,1,-5.000,-2.000,5.385,22,0,PRESENT,SELECTED
720p60,Ktu6yFS9iMo_s6195,2001,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2677,1619,585.0,86.0,663.0,230.0,1280,720,60,660,624,215,0,15.000,1,1995,1,1,44.876,-53.474,69.810,11,0,PRESENT,SELECTED
720p60,Ktu6yFS9iMo_s6195,2013,1,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,2677,1619,614.0,94.0,692.0,230.0,1280,720,60,660,653,215,0,15.000,1,2007,1,1,15.091,5.200,15.961,13,0,PRESENT,SELECTED
720p60,Ktu6yFS9iMo_s6195,2001,3,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1367,1514,867.0,183.0,957.0,366.0,1280,720,60,660,912,351,0,15.000,1,1923,1,1,-365.204,70.957,372.033,4,0,PRESENT,SELECTED
720p60,Ktu6yFS9iMo_s6195,2013,5,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,3156,1707,397.0,289.0,529.0,482.0,1280,720,60,660,463,467,0,15.000,1,2007,1,0,0.000,0.000,0.000,9,1,PRESENT,SELECTED
720p60,L7o4UCIIqS4_s5222,2729,10,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1600,1537,859.0,477.0,1003.0,668.0,1280,720,60,660,931,653,0,15.000,1,2717,1,1,-22.000,0.000,22.000,6,0,PRESENT,SELECTED
720p60,L7o4UCIIqS4_s5222,2729,8,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,1882,1104,649.0,223.0,875.0,584.0,1280,720,60,660,762,569,0,15.000,1,2723,1,0,0.000,0.000,0.000,8,6,PRESENT,SELECTED
