context_id,object_name,planned_pts,delivered_pts,native_width,native_height,tile,offset_x,offset_y,tile_width,tile_height,tile_path,tile_sha256,frame_sha256,context_view
G399_001,nba__3MBv6PIsCBg_s1293.mp4,43.343300,43.3433,1920,1080,1,0,0,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_tile1.png,1b5e241d2f6450238488ae50d884fc175d2528859800e0e1d57ff3ead610121b,5ee9b06aac782a559b070bf0e25d5d7a1436e4709078270b1cef6ea4d7c0bf5f,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_context.jpg
G399_001,nba__3MBv6PIsCBg_s1293.mp4,43.343300,43.3433,1920,1080,2,640,0,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_tile2.png,b40b3c088cc361a9d4799624785be7da4827f989f244472f4301a6ff31e1b363,5ee9b06aac782a559b070bf0e25d5d7a1436e4709078270b1cef6ea4d7c0bf5f,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_context.jpg
G399_001,nba__3MBv6PIsCBg_s1293.mp4,43.343300,43.3433,1920,1080,3,1280,0,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_tile3.png,1da6e9b3bb1b9fd1facc065048b31112e2c9e41b2b221d3a48955ca93f15f8e3,5ee9b06aac782a559b070bf0e25d5d7a1436e4709078270b1cef6ea4d7c0bf5f,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_context.jpg
G399_001,nba__3MBv6PIsCBg_s1293.mp4,43.343300,43.3433,1920,1080,4,0,540,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_tile4.png,fd0ca3e2366c72c0ea873940c34d5edc7482e8d771e0c38beffbb5d3a1d654d7,5ee9b06aac782a559b070bf0e25d5d7a1436e4709078270b1cef6ea4d7c0bf5f,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_context.jpg
G399_001,nba__3MBv6PIsCBg_s1293.mp4,43.343300,43.3433,1920,1080,5,640,540,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_tile5.png,6840653a2a1b8bf48e5268111696ee2a8080324dc4e1098e21eb16d7a0583819,5ee9b06aac782a559b070bf0e25d5d7a1436e4709078270b1cef6ea4d7c0bf5f,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_context.jpg
G399_001,nba__3MBv6PIsCBg_s1293.mp4,43.343300,43.3433,1920,1080,6,1280,540,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_tile6.png,807cd034f99695f91064e376b061044db9a07beb4d2e261423ef5dec911131a4,5ee9b06aac782a559b070bf0e25d5d7a1436e4709078270b1cef6ea4d7c0bf5f,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_001_context.jpg
G399_002,nba__3MBv6PIsCBg_s1293.mp4,86.669911,86.669911,1920,1080,1,0,0,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_tile1.png,7df5abdac2d58a9c9a992e61e9c2956190b67744a49f68ec8ed13ddcd82b52d5,ecba39eeb8562715319c0712d0785034512ffa6cfcf87a92bb26208fe2b9f8a5,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_context.jpg
G399_002,nba__3MBv6PIsCBg_s1293.mp4,86.669911,86.669911,1920,1080,2,640,0,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_tile2.png,d5694adaf6f9c325cd906b977821d3fbe071383eb1c95a7e92ebce0633ad5545,ecba39eeb8562715319c0712d0785034512ffa6cfcf87a92bb26208fe2b9f8a5,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_context.jpg
G399_002,nba__3MBv6PIsCBg_s1293.mp4,86.669911,86.669911,1920,1080,3,1280,0,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_tile3.png,3104df725db5d63c86959707978f76a6aea31f9cbba43e59a7d2a04cfc319a4b,ecba39eeb8562715319c0712d0785034512ffa6cfcf87a92bb26208fe2b9f8a5,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_context.jpg
G399_002,nba__3MBv6PIsCBg_s1293.mp4,86.669911,86.669911,1920,1080,4,0,540,640,540,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_tile4.png,b91745f1bd7d73f85d6449094d8b0d9cb5f21773da9960f7af3d5ed69f740d8a,ecba39eeb8562715319c0712d0785034512ffa6cfcf87a92bb26208fe2b9f8a5,C:/Users/neelj/AppData/Local/Temp/g399_work/tiles/G399_002_context.jpg
