game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22400042,105,white,603,998,396,6.61,58776.2,144.8,-10.4,1,0,,0,,
22400042,106,green,999,1340,341,11.366666666666667,,93.5,,0,0,,0,,
22400042,129,white,1341,1628,288,4.8,,381.1,4.08,2,1,1347.0,0,,
22400042,145,green,1701,2000,299,9.966666666666667,,177.4,,0,0,,0,,
22400042,154,green,2037,2186,150,2.5,86117.1,366.5,5.42,2,0,,0,,
22400042,160,green,2325,2576,252,4.2,,283.1,-0.68,3,1,2445.0,0,,
22400042,169,white,2601,2672,71,2.3666666666666667,,248.5,-28.84,1,1,2610.0,0,,
22400042,201,white,5226,5387,161,5.366666666666666,,264.0,,0,1,5235.0,0,,
22400042,320,white,5748,5975,227,7.566666666666666,116105.4,440.2,-22.62,1,1,5766.0,0,,
22400042,427,white,6126,6221,95,3.1666666666666665,105471.4,285.3,,0,1,6132.0,0,,
22400042,712,white,7467,7544,77,2.566666666666667,65700.0,200.0,,0,1,7473.0,0,,
22400042,1113,green,10212,10286,74,2.466666666666667,,192.6,,0,1,10218.0,0,,
22400042,1165,green,10431,10649,218,7.266666666666667,,200.0,,0,1,10437.0,0,,
