frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence
136,2.269,1,green,2771,678,0.0,0.0,0.0,3pt_arc,0,,,480.8,none,266010.0,2461.2,665.2,1,0,,0.0,883,16,1291,666,,,0.0,511.6,0.0,0,0,1,0,1.0
136,2.269,2,green,3256,587,0.0,0.0,0.0,paint,0,,,493.5,none,266010.0,2461.2,665.2,1,0,,0.0,-15,41,445,666,,,0.0,268.5,0.0,0,0,1,0,1.0
136,2.269,3,green,2340,465,0.0,0.0,0.0,mid_range,0,,,480.8,none,266010.0,2461.2,665.2,1,0,,0.0,339,32,431,139,,,0.0,991.0,0.0,0,0,1,0,1.0
136,2.269,4,green,1478,931,0.0,0.0,0.0,backcourt,0,,,979.9,none,266010.0,2461.2,665.2,1,0,,0.0,446,63,1196,662,,,0.0,1327.0,0.0,0,0,1,0,1.0
137,2.286,1,green,2783,677,12.04,12.04,355.2,3pt_arc,0,,,460.6,none,256488.0,2471.8,666.0,1,0,,0.0,900,15,1292,664,,,0.0,500.7,10.86,0,0,2,0,1.0
137,2.286,2,green,3254,587,2.0,2.0,180.0,paint,0,,,479.5,none,256488.0,2471.8,666.0,1,0,,0.0,-15,36,447,664,,,0.0,268.5,0.02,0,0,2,0,1.0
137,2.286,3,green,2372,469,32.25,32.25,7.1,mid_range,0,,,460.6,none,256488.0,2471.8,666.0,1,0,,0.0,339.0,32.0,431.0,139.0,,,0.0,960.1,30.9,0,0,2,0,0.933
137,2.286,4,green,1478,931,0.0,0.0,0.0,backcourt,0,,,1006.3,none,256488.0,2471.8,666.0,1,0,,0.0,436,45,1175,662,,,0.0,1327.0,0.0,0,0,2,0,1.0
138,2.302,1,green,2783,677,0.0,-12.04,0.0,3pt_arc,0,,,479.5,none,582910.0,2128.5,517.0,1,0,,0.0,899,15,1293,663,,,0.0,500.7,0.0,0,0,3,0,1.0
138,2.302,2,green,3254,587,0.0,-2.0,0.0,paint,0,,,479.5,none,582910.0,2128.5,517.0,1,0,,0.0,-15,37,447,664,,,0.0,268.5,0.0,0,0,3,0,1.0
138,2.302,3,green,1858,230,566.85,534.6,204.9,backcourt,0,,,1027.3,none,582910.0,2128.5,517.0,1,0,,0.0,339.0,32.0,431.0,139.0,,,0.0,1526.8,-566.8,0,0,3,0,0.867
138,2.302,4,green,619,574,930.23,930.23,202.6,3pt_arc,0,,,1285.9,none,582910.0,2128.5,517.0,1,0,,0.0,429.03338623046875,42.01519775390625,1168.9899291992188,657.449951171875,,,0.0,544.3,550.54,0,0,3,0,0.933
139,2.319,1,green,2783,677,0.0,0.0,0.0,3pt_arc,0,,,479.5,none,670201.5,2050.0,526.2,2,0,,0.0,868,9,1292,663,,,0.0,500.7,0.0,0,0,4,0,1.0
139,2.319,2,green,3254,587,0.0,0.0,0.0,paint,0,,,479.5,none,670201.5,2050.0,526.2,2,0,,0.0,-15,24,442,659,,,0.0,268.5,0.0,0,0,4,0,1.0
139,2.319,3,green,1858,230,0.0,-566.85,0.0,backcourt,0,,,1027.3,none,670201.5,2050.0,526.2,2,0,,0.0,339.0,32.0,431.0,139.0,,,0.0,1526.8,0.0,0,0,4,0,0.8
139,2.319,4,green,305,611,316.17,-614.06,173.3,paint,0,,,1599.1,none,670201.5,2050.0,526.2,2,0,,0.0,421.8240966796875,37.82916259765625,1161.7806396484375,653.263916015625,,,0.0,287.8,197.07,0,0,4,0,0.867
140,2.336,1,green,2783,677,0.0,0.0,0.0,3pt_arc,0,,,479.5,none,146893.5,2631.7,498.0,1,0,,0.0,878,10,1292,663,,,0.0,500.7,0.0,0,0,5,0,1.0
140,2.336,2,green,3254,587,0.0,0.0,0.0,paint,0,,,479.5,none,146893.5,2631.7,498.0,1,0,,0.0,-15,23,443,659,,,0.0,268.5,0.0,0,0,5,0,1.0
140,2.336,3,green,1858,230,0.0,0.0,0.0,backcourt,0,,,1027.3,none,146893.5,2631.7,498.0,1,0,,0.0,339.0,32.0,431.0,139.0,,,0.0,1526.8,0.0,0,0,5,0,0.733
141,2.352,1,green,2783,677,0.0,0.0,0.0,3pt_arc,0,,,479.5,none,146893.5,2631.7,498.0,1,0,,0.0,792,-6,1291,657,,,0.0,500.7,0.0,0,0,6,0,1.0
141,2.352,2,green,3254,587,0.0,0.0,0.0,paint,0,,,479.5,none,146893.5,2631.7,498.0,1,0,,0.0,-14,19,401,665,,,0.0,268.5,0.0,0,0,6,0,1.0
141,2.352,3,green,1858,230,0.0,0.0,0.0,backcourt,0,,,1027.3,none,146893.5,2631.7,498.0,1,0,,0.0,339.0,32.0,431.0,139.0,,,0.0,1526.8,0.0,0,0,6,0,0.667
142,2.369,1,green,2783,677,0.0,0.0,0.0,3pt_arc,0,,,479.5,none,0.0,3018.5,632.0,1,0,,0.0,820,-6,1292,656,,,0.0,500.7,0.0,0,0,7,0,1.0
142,2.369,2,green,3254,587,0.0,0.0,0.0,paint,0,,,479.5,none,0.0,3018.5,632.0,1,0,,0.0,-14,19,401,664,,,0.0,268.5,0.0,0,0,7,0,1.0
143,2.386,1,green,2783,677,0.0,0.0,0.0,3pt_arc,0,,,479.5,none,670201.5,2050.0,526.2,2,0,,0.0,898,-8,1294,656,,,0.0,500.7,0.0,0,0,8,0,1.0
143,2.386,2,green,3254,587,0.0,0.0,0.0,paint,0,,,479.5,none,670201.5,2050.0,526.2,2,0,,0.0,-14,19,409,666,,,0.0,268.5,0.0,0,0,8,0,1.0
143,2.386,3,green,1858,230,0.0,0.0,0.0,backcourt,0,,,1027.3,none,670201.5,2050.0,526.2,2,0,,0.0,683,-7,1293,654,,,0.0,1526.8,0.0,0,0,8,0,1.0
