section,arm,eval_index,reason,score,n_scored,n_hypotheses,n_fit_segments,n_heldout_segments,forward_px,n_forward,reverse_px,n_reverse,feet,feet_inside,nn_median_ft
S4,G334A,000940,valid,0.689,000079,579404,000253,000253,0.955,000079,200.550,014323,000000,000000,-
S4,G334B,000940,no_valid_h,-1.000,000000,1651772,000467,000466,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000940,valid,-,000000,000000,000253,000253,34.317,000398,492.651,014323,000000,000000,-
S4,ROUTEB,000940,valid,-,000000,000000,000467,000466,20.540,000398,463.551,019623,000000,000000,-
S4,G334A,001039,implausible_scale,-1.000,000000,567996,000237,000237,-,000000,-,000000,000000,000000,-
S4,G334B,001039,no_valid_h,-1.000,000000,1574048,000439,000439,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001039,valid,-,000000,000000,000237,000237,12.324,000398,515.865,014126,000000,000000,-
S4,ROUTEB,001039,valid,-,000000,000000,000439,000439,8.216,000398,448.251,018263,000000,000000,-
S4,G334A,001138,no_valid_h,-1.000,000000,528844,000219,000218,-,000000,-,000000,000000,000000,-
S4,G334B,001138,implausible_scale,-1.000,000000,1608624,000407,000407,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001138,valid,-,000000,000000,000219,000218,6.432,000398,500.010,013008,000000,000000,-
S4,ROUTEB,001138,valid,-,000000,000000,000407,000407,6.432,000398,476.093,017069,000000,000000,-
S4,G334A,001237,no_valid_h,-1.000,000000,569412,000213,000212,-,000000,-,000000,000000,000000,-
S4,G334B,001237,no_valid_h,-1.000,000000,1627116,000402,000402,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001237,valid,-,000000,000000,000213,000212,9.171,000398,473.992,012317,000000,000000,-
S4,ROUTEB,001237,valid,-,000000,000000,000402,000402,6.432,000398,483.255,017094,000000,000000,-
S4,G334A,001336,implausible_scale,-1.000,000000,597100,000202,000202,-,000000,-,000000,000000,000000,-
S4,G334B,001336,no_valid_h,-1.000,000000,1650840,000381,000380,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001336,valid,-,000000,000000,000202,000202,8.595,000398,451.031,011329,000000,000000,-
S4,ROUTEB,001336,valid,-,000000,000000,000381,000380,19.514,000398,453.155,015045,000000,000000,-
S4,G334A,001435,valid,0.538,000073,560632,000204,000203,28.650,000073,315.914,011831,000000,000000,-
S4,G334B,001435,no_valid_h,-1.000,000000,1608520,000385,000384,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001435,valid,-,000000,000000,000204,000203,23.278,000398,484.646,011831,000000,000000,-
S4,ROUTEB,001435,valid,-,000000,000000,000385,000384,14.739,000398,480.195,016469,000000,000000,-
S4,G334A,001534,no_valid_h,0.196,000081,574452,000206,000206,-,000000,-,000000,000000,000000,-
S4,G334B,001534,no_valid_h,-1.000,000000,1650308,000388,000387,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001534,valid,-,000000,000000,000206,000206,12.324,000398,487.261,012480,000000,000000,-
S4,ROUTEB,001534,valid,-,000000,000000,000388,000387,13.739,000398,480.014,017354,000000,000000,-
S4,G334A,001633,no_valid_h,-1.000,000000,555732,000270,000270,-,000000,-,000000,000000,000000,-
S4,G334B,001633,implausible_scale,-1.000,000000,1681720,000489,000488,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001633,valid,-,000000,000000,000270,000270,6.018,000398,467.283,014648,000000,000000,-
S4,ROUTEB,001633,valid,-,000000,000000,000489,000488,6.018,000398,480.086,019652,000000,000000,-
S4,G334A,001732,no_valid_h,-1.000,000000,584132,000252,000251,-,000000,-,000000,000000,000000,-
S4,G334B,001732,valid,0.716,000079,1760944,000471,000471,0.955,000079,326.609,019832,000000,000000,-
S4,ROUTEA,001732,valid,-,000000,000000,000252,000251,8.009,000398,490.108,013918,000000,000000,-
S4,ROUTEB,001732,valid,-,000000,000000,000471,000471,17.927,000398,472.950,019832,000000,000000,-
S4,G334A,001831,no_valid_h,0.205,000096,567644,000235,000234,-,000000,-,000000,000000,000000,-
S4,G334B,001831,valid,0.750,000091,1608216,000450,000450,3.820,000091,329.474,019039,000000,000000,-
S4,ROUTEA,001831,valid,-,000000,000000,000235,000234,9.585,000398,493.233,013093,000000,000000,-
S4,ROUTEB,001831,valid,-,000000,000000,000450,000450,9.585,000398,467.480,019039,000000,000000,-
S4,G334A,001930,no_valid_h,-1.000,000000,593636,000227,000226,-,000000,-,000000,000000,000000,-
S4,G334B,001930,no_valid_h,-1.000,000000,1837256,000400,000399,-,000000,-,000000,000000,000000,-
S4,ROUTEA,001930,valid,-,000000,000000,000227,000226,61.204,000398,432.303,012333,000000,000000,-
S4,ROUTEB,001930,valid,-,000000,000000,000400,000399,27.695,000398,419.910,015894,000000,000000,-
S4,G334A,002029,implausible_scale,-1.000,000000,606212,000260,000259,-,000000,-,000000,000000,000000,-
S4,G334B,002029,no_valid_h,-1.000,000000,1801268,000432,000432,-,000000,-,000000,000000,000000,-
S4,ROUTEA,002029,valid,-,000000,000000,000260,000259,13.756,000398,500.802,014519,000000,000000,-
S4,ROUTEB,002029,valid,-,000000,000000,000432,000432,34.197,000398,475.092,020294,000000,000000,-
S4,G334A,002128,no_valid_h,-1.000,000000,612116,000250,000249,-,000000,-,000000,000000,000000,-
S4,G334B,002128,no_valid_h,-1.000,000000,1661892,000440,000439,-,000000,-,000000,000000,000000,-
S4,ROUTEA,002128,valid,-,000000,000000,000250,000249,21.909,000398,479.771,014460,000000,000000,-
S4,ROUTEB,002128,valid,-,000000,000000,000440,000439,22.657,000398,466.118,019984,000000,000000,-
S4,G334A,002227,valid,0.579,000090,569020,000239,000238,0.955,000090,226.335,013331,000000,000000,-
S4,G334B,002227,valid,0.710,000092,1711788,000440,000439,5.730,000092,326.539,017872,000000,000000,-
S4,ROUTEA,002227,valid,-,000000,000000,000239,000238,9.585,000398,500.817,013331,000000,000000,-
S4,ROUTEB,002227,valid,-,000000,000000,000440,000439,9.585,000398,457.245,017872,000000,000000,-
S4,G334A,002326,implausible_scale,-1.000,000000,507952,000219,000219,-,000000,-,000000,000000,000000,-
S4,G334B,002326,valid,0.653,000099,1554292,000405,000404,0.955,000099,266.283,017024,000000,000000,-
S4,ROUTEA,002326,valid,-,000000,000000,000219,000219,7.721,000398,467.821,012417,000000,000000,-
S4,ROUTEB,002326,valid,-,000000,000000,000405,000404,6.846,000398,468.440,017024,000000,000000,-
S4,G334A,002425,no_valid_h,-1.000,000000,552444,000217,000216,-,000000,-,000000,000000,000000,-
S4,G334B,002425,implausible_scale,-1.000,000000,1503020,000399,000399,-,000000,-,000000,000000,000000,-
S4,ROUTEA,002425,valid,-,000000,000000,000217,000216,6.973,000398,457.246,012279,000000,000000,-
S4,ROUTEB,002425,valid,-,000000,000000,000399,000399,6.846,000398,473.693,016689,000000,000000,-
S4,G334A,002524,no_valid_h,-1.000,000000,488980,000206,000206,-,000000,-,000000,000000,000000,-
S4,G334B,002524,no_valid_h,-1.000,000000,1564952,000387,000387,-,000000,-,000000,000000,000000,-
S4,ROUTEA,002524,valid,-,000000,000000,000206,000206,8.595,000398,466.037,011273,000000,000000,-
S4,ROUTEB,002524,valid,-,000000,000000,000387,000387,24.830,000398,476.566,015250,000000,000000,-
S4,G334A,002623,no_valid_h,0.151,000062,526236,000201,000200,-,000000,-,000000,000000,000000,-
S4,G334B,002623,no_valid_h,-1.000,000000,1733396,000381,000380,-,000000,-,000000,000000,000000,-
S4,ROUTEA,002623,valid,-,000000,000000,000201,000200,13.658,000398,491.744,012093,000000,000000,-
S4,ROUTEB,002623,valid,-,000000,000000,000381,000380,13.531,000398,477.890,016230,000000,000000,-
S4,G334A,002722,valid,0.759,000083,593024,000202,000202,30.560,000083,227.725,012155,000000,000000,-
S4,G334B,002722,valid,0.517,000077,1617304,000379,000378,0.955,000077,202.460,015842,000000,000000,-
S4,ROUTEA,002722,valid,-,000000,000000,000202,000202,24.233,000398,500.446,012155,000000,000000,-
S4,ROUTEB,002722,valid,-,000000,000000,000379,000378,15.280,000398,462.301,015842,000000,000000,-
S4,G334A,002821,valid,0.546,000088,602488,000273,000272,1.910,000088,304.645,014990,000000,000000,-
S4,G334B,002821,implausible_scale,-1.000,000000,1788984,000493,000493,-,000000,-,000000,000000,000000,-
S4,ROUTEA,002821,valid,-,000000,000000,000273,000272,58.880,000398,440.864,014990,000000,000000,-
S4,ROUTEB,002821,valid,-,000000,000000,000493,000493,58.466,000398,465.640,020758,000000,000000,-
S4,G334A,002920,implausible_scale,-1.000,000000,544632,000255,000255,-,000000,-,000000,000000,000000,-
S4,G334B,002920,implausible_scale,-1.000,000000,1718664,000484,000483,-,000000,-,000000,000000,000000,-
S4,ROUTEA,002920,valid,-,000000,000000,000255,000255,37.522,000398,479.063,014835,000000,000000,-
S4,ROUTEB,002920,valid,-,000000,000000,000484,000483,5.477,000398,441.446,020574,000000,000000,-
S4,G334A,003019,no_valid_h,-1.000,000000,621972,000242,000242,-,000000,-,000000,000000,000000,-
S4,G334B,003019,no_valid_h,-1.000,000000,1808432,000465,000464,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003019,valid,-,000000,000000,000242,000242,24.647,000398,477.891,014310,000000,000000,-
S4,ROUTEB,003019,valid,-,000000,000000,000465,000464,28.548,000398,478.726,018041,000000,000000,-
S4,G334A,003118,no_valid_h,-1.000,000000,598540,000227,000226,-,000000,-,000000,000000,000000,-
S4,G334B,003118,no_valid_h,-1.000,000000,1865176,000400,000400,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003118,valid,-,000000,000000,000227,000226,58.466,000398,419.526,011125,000000,000000,-
S4,ROUTEB,003118,valid,-,000000,000000,000400,000400,57.511,000398,437.715,015614,000000,000000,-
S4,G334A,003217,valid,0.769,000078,550192,000268,000268,0.000,000078,227.290,014798,000000,000000,-
S4,G334B,003217,no_valid_h,-1.000,000000,1684748,000462,000462,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003217,valid,-,000000,000000,000268,000268,37.522,000398,497.315,014798,000000,000000,-
S4,ROUTEB,003217,valid,-,000000,000000,000462,000462,16.017,000398,494.255,018821,000000,000000,-
S4,G334A,003316,no_valid_h,0.257,000094,607172,000246,000246,-,000000,-,000000,000000,000000,-
S4,G334B,003316,implausible_scale,-1.000,000000,1818784,000420,000419,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003316,valid,-,000000,000000,000246,000246,38.137,000398,506.030,014747,000000,000000,-
S4,ROUTEB,003316,valid,-,000000,000000,000420,000419,24.233,000398,509.798,019006,000000,000000,-
S4,G334A,003415,no_valid_h,-1.000,000000,593600,000245,000245,-,000000,-,000000,000000,000000,-
S4,G334B,003415,no_valid_h,-1.000,000000,1776544,000432,000431,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003415,valid,-,000000,000000,000245,000245,20.585,000398,471.151,013935,000000,000000,-
S4,ROUTEB,003415,valid,-,000000,000000,000432,000431,26.073,000398,476.201,018479,000000,000000,-
S4,G334A,003514,no_valid_h,-1.000,000000,550124,000218,000217,-,000000,-,000000,000000,000000,-
S4,G334B,003514,implausible_scale,-1.000,000000,1583004,000403,000403,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003514,valid,-,000000,000000,000218,000217,5.730,000398,477.536,012169,000000,000000,-
S4,ROUTEB,003514,valid,-,000000,000000,000403,000403,9.585,000398,451.641,016289,000000,000000,-
S4,G334A,003613,valid,0.694,000099,563548,000223,000222,0.955,000099,345.709,013032,000000,000000,-
S4,G334B,003613,no_valid_h,-1.000,000000,1515556,000401,000400,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003613,valid,-,000000,000000,000223,000222,6.846,000398,459.197,013032,000000,000000,-
S4,ROUTEB,003613,valid,-,000000,000000,000401,000400,6.846,000398,464.283,017050,000000,000000,-
S4,G334A,003712,no_valid_h,-1.000,000000,555452,000202,000202,-,000000,-,000000,000000,000000,-
S4,G334B,003712,valid,0.675,000074,1707640,000389,000389,30.658,000074,233.020,015457,000000,000000,-
S4,ROUTEA,003712,valid,-,000000,000000,000202,000202,10.540,000398,484.912,011286,000000,000000,-
S4,ROUTEB,003712,valid,-,000000,000000,000389,000389,10.315,000398,460.308,015457,000000,000000,-
S4,G334A,003811,implausible_scale,-1.000,000000,440552,000211,000210,-,000000,-,000000,000000,000000,-
S4,G334B,003811,no_valid_h,-1.000,000000,1756032,000402,000401,-,000000,-,000000,000000,000000,-
S4,ROUTEA,003811,valid,-,000000,000000,000211,000210,15.280,000398,506.975,011415,000000,000000,-
S4,ROUTEB,003811,valid,-,000000,000000,000402,000401,12.864,000398,486.092,016380,000000,000000,-
S5,G334A,000100,valid,0.663,000077,573468,000162,000161,9.550,000077,306.119,009265,000001,000000,-
S5,G334B,000100,valid,0.799,000072,1756228,000365,000365,2.865,000072,329.916,013717,000001,000001,-
S5,ROUTEA,000100,valid,-,000000,000000,000162,000161,7.721,000398,349.418,009265,000001,000000,-
S5,ROUTEB,000100,valid,-,000000,000000,000365,000365,4.649,000398,336.440,013717,000001,000000,-
S5,G334A,000301,valid,0.592,000082,569680,000156,000155,13.370,000082,645.853,008435,000001,000000,-
S5,G334B,000301,valid,0.508,000072,1660000,000367,000366,0.000,000072,339.024,013411,000001,000000,-
S5,ROUTEA,000301,valid,-,000000,000000,000156,000155,9.775,000398,351.664,008435,000001,000000,-
S5,ROUTEB,000301,valid,-,000000,000000,000367,000366,4.775,000398,343.089,013411,000001,000000,-
S5,G334A,000502,no_valid_h,0.784,000077,573868,000156,000156,-,000000,-,000000,000001,000000,-
S5,G334B,000502,implausible_scale,-1.000,000000,1662092,000352,000351,-,000000,-,000000,000001,000000,-
S5,ROUTEA,000502,valid,-,000000,000000,000156,000156,10.252,000398,333.993,008390,000001,000000,-
S5,ROUTEB,000502,valid,-,000000,000000,000352,000351,7.640,000398,326.798,013612,000001,000000,-
S5,G334A,000703,valid,0.820,000076,629016,000162,000161,0.000,000076,231.657,009803,000001,000001,-
S5,G334B,000703,valid,0.556,000073,1708152,000363,000362,1.910,000073,295.175,013700,000001,000000,-
S5,ROUTEA,000703,valid,-,000000,000000,000162,000161,7.801,000398,336.272,009803,000001,000000,-
S5,ROUTEB,000703,valid,-,000000,000000,000363,000362,6.495,000398,336.264,013700,000001,000000,-
S5,G334A,000904,no_valid_h,0.024,000074,572516,000157,000156,-,000000,-,000000,000001,000000,-
S5,G334B,000904,no_valid_h,-1.000,000000,1669684,000355,000354,-,000000,-,000000,000001,000000,-
S5,ROUTEA,000904,valid,-,000000,000000,000157,000156,9.171,000398,347.394,008452,000001,000000,-
S5,ROUTEB,000904,valid,-,000000,000000,000355,000354,5.604,000398,324.593,013263,000001,000000,-
S5,G334A,001105,valid,0.929,000072,577308,000157,000157,2.865,000072,388.998,008721,000001,000000,-
S5,G334B,001105,valid,0.620,000072,1710612,000360,000360,0.955,000072,367.674,012914,000001,000000,-
S5,ROUTEA,001105,valid,-,000000,000000,000157,000157,9.009,000398,329.572,008721,000001,000000,-
S5,ROUTEB,001105,valid,-,000000,000000,000360,000360,3.820,000398,350.958,012914,000001,000000,-
S5,G334A,001306,no_valid_h,0.041,000144,601348,000159,000158,-,000000,-,000000,000001,000000,-
S5,G334B,001306,valid,0.756,000072,1713368,000358,000358,0.000,000072,285.882,013089,000001,000000,-
S5,ROUTEA,001306,valid,-,000000,000000,000159,000158,7.721,000398,345.977,009055,000001,000000,-
S5,ROUTEB,001306,valid,-,000000,000000,000358,000358,7.099,000398,325.338,013089,000001,000000,-
S5,G334A,001507,no_valid_h,0.044,000073,545936,000162,000161,-,000000,-,000000,000001,000000,-
S5,G334B,001507,valid,0.398,000073,1745732,000365,000364,0.000,000073,368.375,013232,000001,000000,-
S5,ROUTEA,001507,valid,-,000000,000000,000162,000161,10.045,000398,339.439,008493,000001,000000,-
S5,ROUTEB,001507,valid,-,000000,000000,000365,000364,11.685,000398,339.982,013232,000001,000000,-
S5,G334A,001708,no_valid_h,0.076,000077,541088,000157,000157,-,000000,-,000000,000001,000000,-
S5,G334B,001708,valid,0.718,000072,1704128,000365,000365,2.865,000072,391.025,013288,000001,000000,-
S5,ROUTEA,001708,valid,-,000000,000000,000157,000157,9.171,000398,328.469,009343,000001,000000,-
S5,ROUTEB,001708,valid,-,000000,000000,000365,000365,7.640,000398,351.077,013288,000001,000000,-
S5,G334A,001909,valid,0.772,000076,574884,000155,000154,25.009,000076,267.863,008183,000001,000001,-
S5,G334B,001909,implausible_scale,-1.000,000000,1735940,000368,000367,-,000000,-,000000,000001,000000,-
S5,ROUTEA,001909,valid,-,000000,000000,000155,000154,8.054,000398,363.811,008183,000001,000000,-
S5,ROUTEB,001909,valid,-,000000,000000,000368,000367,5.189,000398,345.092,014979,000001,000000,-
S5,G334A,002110,valid,0.600,000091,576028,000149,000149,9.550,000091,350.729,007811,000001,000000,-
S5,G334B,002110,valid,0.831,000072,1673128,000350,000350,1.162,000072,342.212,013667,000001,000000,-
S5,ROUTEA,002110,valid,-,000000,000000,000149,000149,8.595,000398,346.200,007811,000001,000000,-
S5,ROUTEB,002110,valid,-,000000,000000,000350,000350,7.640,000398,320.423,013667,000001,000000,-
S5,G334A,002311,no_valid_h,0.339,000398,573696,000160,000159,-,000000,-,000000,000001,000000,-
S5,G334B,002311,valid,0.658,000095,1629356,000364,000364,3.820,000095,295.095,013444,000001,000000,-
S5,ROUTEA,002311,valid,-,000000,000000,000160,000159,8.054,000398,326.521,008858,000001,000000,-
S5,ROUTEB,002311,valid,-,000000,000000,000364,000364,8.216,000398,348.756,013444,000001,000000,-
S5,G334A,002512,valid,0.605,000072,532896,000155,000155,0.955,000072,271.810,008640,000001,000000,-
S5,G334B,002512,no_valid_h,-1.000,000000,1606100,000353,000353,-,000000,-,000000,000001,000000,-
S5,ROUTEA,002512,valid,-,000000,000000,000155,000155,7.243,000398,321.676,008640,000001,000000,-
S5,ROUTEB,002512,valid,-,000000,000000,000353,000353,7.928,000398,329.074,013090,000001,000000,-
S5,G334A,002713,valid,0.692,000076,565944,000153,000153,0.000,000076,250.210,008605,000001,000000,-
S5,G334B,002713,valid,0.914,000072,1687400,000345,000345,2.865,000072,345.730,012740,000001,000000,-
S5,ROUTEA,002713,valid,-,000000,000000,000153,000153,8.595,000398,325.437,008605,000001,000000,-
S5,ROUTEB,002713,valid,-,000000,000000,000345,000345,5.730,000398,334.968,012740,000001,000000,-
S5,G334A,002914,valid,0.869,000076,580704,000160,000159,3.820,000076,247.823,008846,000001,000001,-
S5,G334B,002914,implausible_scale,-1.000,000000,1718764,000354,000354,-,000000,-,000000,000001,000000,-
S5,ROUTEA,002914,valid,-,000000,000000,000160,000159,9.009,000398,351.210,008846,000001,000000,-
S5,ROUTEB,002914,valid,-,000000,000000,000354,000354,8.595,000398,330.000,013739,000001,000000,-
S5,G334A,003115,no_valid_h,-1.000,000054,574572,000162,000162,-,000000,-,000000,000001,000000,-
S5,G334B,003115,valid,0.441,000072,1646928,000357,000356,6.766,000072,290.523,013994,000001,000000,-
S5,ROUTEA,003115,valid,-,000000,000000,000162,000162,7.991,000398,338.188,009273,000001,000000,-
S5,ROUTEB,003115,valid,-,000000,000000,000357,000356,9.009,000398,339.694,013994,000001,000000,-
S5,G334A,003316,valid,0.900,000076,581488,000153,000153,0.955,000076,255.940,009617,000001,000000,-
S5,G334B,003316,no_valid_h,-1.000,000000,1703028,000354,000354,-,000000,-,000000,000001,000000,-
S5,ROUTEA,003316,valid,-,000000,000000,000153,000153,7.801,000398,319.235,009617,000001,000000,-
S5,ROUTEB,003316,valid,-,000000,000000,000354,000354,5.730,000398,336.510,013438,000001,000000,-
S5,G334A,003517,valid,0.303,000073,576832,000159,000159,0.000,000073,305.600,008858,000001,000000,-
S5,G334B,003517,no_valid_h,-1.000,000052,1749116,000350,000350,-,000000,-,000000,000001,000000,-
S5,ROUTEA,003517,valid,-,000000,000000,000159,000159,7.514,000398,332.086,008858,000001,000000,-
S5,ROUTEB,003517,valid,-,000000,000000,000350,000350,4.775,000398,344.978,013652,000001,000000,-
S5,G334A,003718,no_valid_h,-1.000,000000,607980,000157,000157,-,000000,-,000000,000001,000000,-
S5,G334B,003718,valid,0.463,000072,1642420,000345,000345,4.919,000072,293.185,013443,000001,000000,-
S5,ROUTEA,003718,valid,-,000000,000000,000157,000157,7.865,000398,330.577,009247,000001,000000,-
S5,ROUTEB,003718,valid,-,000000,000000,000345,000345,6.622,000398,335.597,013443,000001,000000,-
S5,G334A,003919,valid,0.694,000072,511584,000160,000159,0.000,000072,300.030,008652,000001,000000,-
S5,G334B,003919,valid,0.641,000073,1734136,000371,000371,0.955,000073,321.356,012947,000001,000000,-
S5,ROUTEA,003919,valid,-,000000,000000,000160,000159,8.342,000398,327.058,008652,000001,000000,-
S5,ROUTEB,003919,valid,-,000000,000000,000371,000371,5.730,000398,333.125,012947,000001,000000,-
S5,G334A,004120,valid,0.917,000076,543412,000161,000160,0.955,000076,302.735,008494,000001,000000,-
S5,G334B,004120,no_valid_h,-1.000,000000,1707216,000363,000362,-,000000,-,000000,000001,000000,-
S5,ROUTEA,004120,valid,-,000000,000000,000161,000160,7.928,000398,350.480,008494,000001,000000,-
S5,ROUTEB,004120,valid,-,000000,000000,000363,000362,9.694,000398,332.177,013986,000001,000000,-
S5,G334A,004321,valid,0.324,000075,515476,000157,000156,10.954,000075,326.275,008910,000001,000000,-
S5,G334B,004321,no_valid_h,-1.000,000000,1634324,000367,000367,-,000000,-,000000,000001,000000,-
S5,ROUTEA,004321,valid,-,000000,000000,000157,000156,8.595,000398,359.465,008910,000001,000000,-
S5,ROUTEB,004321,valid,-,000000,000000,000367,000367,8.342,000398,335.590,013558,000001,000000,-
S5,G334A,004522,valid,0.843,000072,563364,000159,000158,3.820,000072,344.754,008890,000001,000000,-
S5,G334B,004522,valid,0.922,000072,1768996,000349,000348,2.865,000072,309.574,013019,000001,000000,-
S5,ROUTEA,004522,valid,-,000000,000000,000159,000158,14.325,000398,339.051,008890,000001,000000,-
S5,ROUTEB,004522,valid,-,000000,000000,000349,000348,9.297,000398,327.326,013019,000001,000000,-
S5,G334A,004723,no_valid_h,0.144,000117,565852,000150,000150,-,000000,-,000000,000001,000000,-
S5,G334B,004723,implausible_scale,-1.000,000000,1531400,000347,000347,-,000000,-,000000,000001,000000,-
S5,ROUTEA,004723,valid,-,000000,000000,000150,000150,5.730,000398,370.432,007621,000001,000000,-
S5,ROUTEB,004723,valid,-,000000,000000,000347,000347,6.685,000398,351.530,014121,000001,000000,-
S5,G334A,004924,valid,0.870,000072,531560,000149,000148,3.820,000072,371.978,007509,000001,000000,-
S5,G334B,004924,valid,0.666,000072,1762288,000343,000342,0.000,000072,388.170,012436,000001,000000,-
S5,ROUTEA,004924,valid,-,000000,000000,000149,000148,8.946,000398,335.212,007509,000001,000000,-
S5,ROUTEB,004924,valid,-,000000,000000,000343,000342,5.063,000398,350.600,012436,000001,000000,-
S5,G334A,005125,valid,0.804,000072,595248,000147,000147,0.955,000072,311.645,008600,000001,000000,-
S5,G334B,005125,no_valid_h,-1.000,000000,1597376,000349,000348,-,000000,-,000000,000001,000000,-
S5,ROUTEA,005125,valid,-,000000,000000,000147,000147,31.424,000398,242.906,008600,000001,000000,-
S5,ROUTEB,005125,valid,-,000000,000000,000349,000348,11.748,000398,302.200,012680,000001,000000,-
S5,G334A,005326,no_valid_h,0.709,000072,565524,000157,000157,-,000000,-,000000,000001,000000,-
S5,G334B,005326,valid,0.668,000076,1650096,000340,000340,0.955,000076,289.309,013129,000001,000000,-
S5,ROUTEA,005326,valid,-,000000,000000,000157,000157,30.181,000398,278.715,008684,000001,000000,-
S5,ROUTEB,005326,valid,-,000000,000000,000340,000340,13.370,000398,285.236,013129,000001,000000,-
S5,G334A,005527,valid,0.810,000077,607376,000166,000165,0.955,000077,238.728,008495,000001,000000,-
S5,G334B,005527,no_valid_h,-1.000,000000,1737132,000373,000372,-,000000,-,000000,000001,000000,-
S5,ROUTEA,005527,valid,-,000000,000000,000166,000165,30.595,000398,306.976,008495,000001,000000,-
S5,ROUTEB,005527,valid,-,000000,000000,000373,000372,11.811,000398,293.339,014806,000001,000000,-
S5,G334A,005728,no_valid_h,0.014,000076,560728,000157,000157,-,000000,-,000000,000001,000000,-
S5,G334B,005728,valid,0.863,000060,1630864,000370,000370,2.865,000060,258.193,013413,000001,000000,-
S5,ROUTEA,005728,valid,-,000000,000000,000157,000157,29.766,000398,236.931,008523,000001,000000,-
S5,ROUTEB,005728,valid,-,000000,000000,000370,000370,14.630,000398,291.660,013413,000001,000000,-
S5,G334A,005929,valid,0.668,000072,567740,000158,000158,0.955,000072,385.656,008649,000001,000000,-
S5,G334B,005929,valid,0.729,000072,1738680,000368,000368,0.955,000072,339.136,013879,000001,000000,-
S5,ROUTEA,005929,valid,-,000000,000000,000158,000158,29.226,000398,234.150,008649,000001,000000,-
S5,ROUTEB,005929,valid,-,000000,000000,000368,000368,13.675,000398,264.479,013879,000001,000000,-
S5,G334A,006130,valid,0.650,000077,548304,000163,000163,0.955,000077,322.336,008538,000001,000000,-
S5,G334B,006130,valid,0.913,000077,1504476,000360,000360,14.739,000077,293.578,013759,000001,000000,-
S5,ROUTEA,006130,valid,-,000000,000000,000163,000163,34.380,000398,278.922,008538,000001,000000,-
S5,ROUTEB,006130,valid,-,000000,000000,000360,000360,28.738,000398,287.700,013759,000001,000000,-
S5,G334A,006331,no_valid_h,0.107,000100,544220,000157,000156,-,000000,-,000000,000001,000000,-
S5,G334B,006331,no_valid_h,0.296,000076,1593716,000387,000387,-,000000,-,000000,000001,000000,-
S5,ROUTEA,006331,valid,-,000000,000000,000157,000156,29.226,000398,267.554,009550,000001,000000,-
S5,ROUTEB,006331,valid,-,000000,000000,000387,000387,13.180,000398,289.779,014648,000001,000000,-
S5,G334A,006532,no_valid_h,0.146,000114,547840,000159,000158,-,000000,-,000000,000001,000000,-
S5,G334B,006532,valid,0.637,000072,1677344,000377,000377,0.000,000072,302.735,014193,000001,000000,-
S5,ROUTEA,006532,valid,-,000000,000000,000159,000158,29.226,000398,292.615,008544,000001,000000,-
S5,ROUTEB,006532,valid,-,000000,000000,000377,000377,14.838,000398,250.167,014193,000001,000000,-
S5,G334A,006733,implausible_scale,-1.000,000000,595544,000161,000160,-,000000,-,000000,000001,000000,-
S5,G334B,006733,valid,0.799,000072,1651668,000358,000357,0.000,000072,299.055,012878,000001,000000,-
S5,ROUTEA,006733,valid,-,000000,000000,000161,000160,29.226,000398,274.814,009026,000001,000000,-
S5,ROUTEB,006733,valid,-,000000,000000,000358,000357,11.397,000398,291.190,012878,000001,000000,-
S5,G334A,006934,valid,0.931,000072,591636,000157,000157,2.865,000072,305.430,008436,000001,000000,-
S5,G334B,006934,no_valid_h,0.889,000071,1571316,000354,000354,-,000000,-,000000,000001,000000,-
S5,ROUTEA,006934,valid,-,000000,000000,000157,000157,33.425,000398,264.274,008436,000001,000000,-
S5,ROUTEB,006934,valid,-,000000,000000,000354,000354,13.928,000398,288.051,013879,000001,000000,-
S5,G334A,007135,valid,0.773,000077,556752,000159,000158,2.865,000077,270.949,008452,000001,000000,-
S5,G334B,007135,no_valid_h,0.159,000071,1663404,000367,000366,-,000000,-,000000,000001,000000,-
S5,ROUTEA,007135,valid,-,000000,000000,000159,000158,29.640,000398,286.387,008452,000001,000000,-
S5,ROUTEB,007135,valid,-,000000,000000,000367,000366,15.603,000398,296.723,013685,000001,000000,-
S5,G334A,007336,valid,0.320,000072,515920,000155,000155,0.000,000072,340.039,008944,000001,000000,-
S5,G334B,007336,valid,0.746,000073,1681440,000358,000358,0.955,000073,275.040,013599,000001,000000,-
S5,ROUTEA,007336,valid,-,000000,000000,000155,000155,33.425,000398,234.691,008944,000001,000000,-
