section,arm,eval_index,reason,score,n_scored,n_hypotheses,n_fit_segments,n_heldout_segments,forward_px,n_forward,reverse_px,n_reverse,feet,feet_inside,nn_median_ft
S2,G334B,002303,no_valid_h,-1.000,000000,1744384,000814,000814,-,000000,-,000000,000005,000000,-
S2,ROUTEA,002303,valid,-,000000,000000,000405,000405,10.505,000003,147.070,022799,000005,000000,197.576
S2,ROUTEB,002303,valid,-,000000,000000,000814,000814,1.910,000003,149.935,031544,000005,000000,197.576
S2,G334A,002401,implausible_scale,-1.000,000000,517540,000611,000610,-,000000,-,000000,000007,000000,-
S2,G334B,002401,no_valid_h,-1.000,000000,1676624,001071,001070,-,000000,-,000000,000007,000000,-
S2,ROUTEA,002401,valid,-,000000,000000,000611,000610,-,000000,148.025,035061,000007,000000,274.836
S2,ROUTEB,002401,valid,-,000000,000000,001071,001070,-,000000,143.250,043591,000007,000000,274.836
S2,G334A,002499,no_valid_h,-1.000,000000,549520,000571,000571,-,000000,-,000000,000013,000000,-
S2,G334B,002499,no_valid_h,-1.000,000000,1635060,001177,001177,-,000000,-,000000,000013,000000,-
S2,ROUTEA,002499,valid,-,000000,000000,000571,000571,-,000000,125.105,028093,000013,000000,159.112
S2,ROUTEB,002499,valid,-,000000,000000,001177,001177,-,000000,133.700,043146,000013,000000,159.112
S2,G334A,002597,no_valid_h,-1.000,000000,499168,000539,000539,-,000000,-,000000,000009,000000,-
S2,G334B,002597,no_valid_h,-1.000,000000,1381644,001019,001019,-,000000,-,000000,000009,000000,-
S2,ROUTEA,002597,valid,-,000000,000000,000539,000539,-,000000,147.070,028679,000009,000000,139.230
S2,ROUTEB,002597,valid,-,000000,000000,001019,001019,-,000000,142.295,039327,000009,000000,139.230
S2,G334A,002695,no_valid_h,-1.000,000000,482552,000284,000283,-,000000,-,000000,000003,000000,-
S2,G334B,002695,valid,0.502,000098,1442332,000553,000552,2.865,000098,364.809,022903,000003,000001,85.782
S2,ROUTEA,002695,valid,-,000000,000000,000284,000283,-,000000,168.080,016001,000003,000000,182.303
S2,ROUTEB,002695,valid,-,000000,000000,000553,000552,-,000000,168.080,022903,000003,000000,182.303
S2,G334A,002793,no_valid_h,0.144,000082,498344,000152,000151,-,000000,-,000000,000002,000000,-
S2,G334B,002793,no_valid_h,0.272,000063,1445104,000278,000277,-,000000,-,000000,000002,000000,-
S2,ROUTEA,002793,valid,-,000000,000000,000152,000151,1.910,000097,122.240,009234,000002,000000,166.739
S2,ROUTEB,002793,valid,-,000000,000000,000278,000277,5.604,000097,123.195,012141,000002,000000,166.739
S2,G334A,002891,no_valid_h,-1.000,000000,590308,000343,000343,-,000000,-,000000,000009,000000,-
S2,G334B,002891,no_valid_h,-1.000,000000,1754964,000693,000693,-,000000,-,000000,000009,000000,-
S2,ROUTEA,002891,valid,-,000000,000000,000343,000343,7.514,000097,187.180,017697,000009,000000,44.915
S2,ROUTEB,002891,valid,-,000000,000000,000693,000693,4.649,000097,174.765,026160,000009,000000,44.915
S2,G334A,002989,no_valid_h,-1.000,000000,559676,000286,000286,-,000000,-,000000,000009,000000,-
S2,G334B,002989,no_valid_h,-1.000,000000,1664536,000615,000615,-,000000,-,000000,000009,000000,-
S2,ROUTEA,002989,valid,-,000000,000000,000286,000286,6.432,000097,146.115,014768,000009,000000,74.091
S2,ROUTEB,002989,valid,-,000000,000000,000615,000615,1.910,000097,152.052,023544,000009,000000,74.091
S2,G334A,003087,no_valid_h,0.262,000072,579440,000274,000274,-,000000,-,000000,000008,000000,-
S2,G334B,003087,no_valid_h,-1.000,000000,1617900,000564,000564,-,000000,-,000000,000008,000000,-
S2,ROUTEA,003087,valid,-,000000,000000,000274,000274,40.875,000020,817.200,014351,000008,000000,58.270
S2,ROUTEB,003087,valid,-,000000,000000,000564,000564,34.233,000020,776.515,020385,000008,000000,58.270
S2,G334A,003185,no_valid_h,0.166,000081,482784,000378,000377,-,000000,-,000000,000005,000000,-
S2,G334B,003185,no_valid_h,-1.000,000000,1534864,000698,000698,-,000000,-,000000,000005,000000,-
S2,ROUTEA,003185,valid,-,000000,000000,000378,000377,30.405,000020,650.971,018733,000005,000000,30.462
S2,ROUTEB,003185,valid,-,000000,000000,000698,000698,17.018,000020,643.170,026145,000005,000000,30.462
S2,G334A,003283,no_valid_h,-1.000,000000,500176,000391,000391,-,000000,-,000000,000006,000000,-
S2,G334B,003283,valid,0.608,000078,1511944,000779,000778,2.531,000078,654.834,033827,000006,000000,60.361
S2,ROUTEA,003283,valid,-,000000,000000,000391,000391,10.919,000020,462.308,024374,000006,000000,92.593
S2,ROUTEB,003283,valid,-,000000,000000,000779,000778,8.118,000020,492.004,033827,000006,000000,92.593
S2,G334A,003381,implausible_scale,-1.000,000000,451896,000474,000474,-,000000,-,000000,000007,000000,-
S2,G334B,003381,valid,0.508,000101,1481900,000906,000906,0.955,000101,362.900,035410,000007,000001,53.432
S2,ROUTEA,003381,valid,-,000000,000000,000474,000474,8.595,000028,709.013,024212,000007,000000,24.026
S2,ROUTEB,003381,valid,-,000000,000000,000906,000906,6.829,000028,706.141,035410,000007,000000,24.026
S2,G334A,003479,no_valid_h,-1.000,000000,536252,000491,000491,-,000000,-,000000,000012,000000,-
S2,G334B,003479,no_valid_h,0.252,000072,1536544,001014,001014,-,000000,-,000000,000012,000000,-
S2,ROUTEA,003479,valid,-,000000,000000,000491,000491,5.937,000028,584.332,025752,000012,000000,71.867
S2,ROUTEB,003479,valid,-,000000,000000,001014,001014,7.847,000028,618.635,037445,000012,000000,71.867
S2,G334A,003577,no_valid_h,-1.000,000000,500608,000573,000573,-,000000,-,000000,000009,000000,-
S2,G334B,003577,no_valid_h,-1.000,000000,1567088,001066,001066,-,000000,-,000000,000009,000000,-
S2,ROUTEA,003577,valid,-,000000,000000,000573,000573,5.189,000028,726.657,030834,000009,000000,51.011
S2,ROUTEB,003577,valid,-,000000,000000,001066,001066,3.820,000028,680.822,043770,000009,000000,51.011
S2,G334A,003675,no_valid_h,-1.000,000000,533012,000091,000090,-,000000,-,000000,000000,000000,-
S2,G334B,003675,no_valid_h,-1.000,000000,1418964,000276,000276,-,000000,-,000000,000000,000000,-
S2,ROUTEA,003675,valid,-,000000,000000,000091,000090,-,000000,-,000000,000000,000000,-
S2,ROUTEB,003675,valid,-,000000,000000,000276,000276,-,000000,-,000000,000000,000000,-
S2,G334A,003773,implausible_scale,-1.000,000000,500344,000088,000087,-,000000,-,000000,000000,000000,-
S2,G334B,003773,no_valid_h,-1.000,000000,1415400,000255,000255,-,000000,-,000000,000000,000000,-
S2,ROUTEA,003773,valid,-,000000,000000,000088,000087,-,000000,-,000000,000000,000000,-
S2,ROUTEB,003773,valid,-,000000,000000,000255,000255,-,000000,-,000000,000000,000000,-
S2,G334A,003871,no_valid_h,-1.000,000000,587456,000130,000130,-,000000,-,000000,000004,000000,-
S2,G334B,003871,implausible_scale,-1.000,000000,1615468,000376,000375,-,000000,-,000000,000004,000000,-
S2,ROUTEA,003871,valid,-,000000,000000,000130,000130,-,000000,-,000000,000004,000000,361.540
S2,ROUTEB,003871,valid,-,000000,000000,000376,000375,-,000000,-,000000,000004,000000,361.540
S3,G334A,000049,no_valid_h,-1.000,000000,581436,000248,000247,-,000000,-,000000,000010,000000,-
S3,G334B,000049,no_valid_h,-1.000,000000,1341060,000574,000574,-,000000,-,000000,000010,000000,-
S3,ROUTEA,000049,valid,-,000000,000000,000248,000247,27.937,000398,420.198,014201,000010,000000,374.421
S3,ROUTEB,000049,valid,-,000000,000000,000574,000574,17.064,000398,400.017,021930,000010,000000,374.421
S3,G334A,000147,valid,0.714,000073,526896,000272,000272,2.865,000073,307.446,016290,000008,000001,16.300
S3,G334B,000147,no_valid_h,-1.000,000000,1651960,000571,000571,-,000000,-,000000,000008,000000,-
S3,ROUTEA,000147,valid,-,000000,000000,000272,000272,8.405,000398,364.570,016290,000008,000000,979.885
S3,ROUTEB,000147,valid,-,000000,000000,000571,000571,6.432,000398,363.333,023915,000008,000000,979.885
S3,G334A,000245,no_valid_h,-1.000,000000,546688,000223,000222,-,000000,-,000000,000008,000000,-
S3,G334B,000245,valid,0.675,000064,1664648,000566,000566,1.369,000064,379.079,022349,000008,000001,20.278
S3,ROUTEA,000245,valid,-,000000,000000,000223,000222,8.216,000398,349.980,014138,000008,000000,2301.816
S3,ROUTEB,000245,valid,-,000000,000000,000566,000566,13.451,000398,364.500,022349,000008,000000,2301.816
S3,G334A,000343,valid,0.406,000063,564696,000228,000227,1.910,000063,447.114,014137,000011,000002,26.519
S3,G334B,000343,no_valid_h,-1.000,000032,1746860,000552,000552,-,000000,-,000000,000011,000000,-
S3,ROUTEA,000343,valid,-,000000,000000,000228,000227,54.611,000398,415.423,014137,000011,000000,762.280
S3,ROUTEB,000343,valid,-,000000,000000,000552,000552,17.127,000398,417.333,021923,000011,000000,762.280
S3,G334A,000441,no_valid_h,-1.000,000000,590408,000230,000230,-,000000,-,000000,000008,000000,-
S3,G334B,000441,no_valid_h,-1.000,000000,1763988,000557,000556,-,000000,-,000000,000008,000000,-
S3,ROUTEA,000441,valid,-,000000,000000,000230,000230,24.289,000398,393.715,013992,000008,000000,457.666
S3,ROUTEB,000441,valid,-,000000,000000,000557,000556,19.929,000398,411.603,022014,000008,000000,457.666
S3,G334A,000539,no_valid_h,-1.000,000000,560816,000214,000213,-,000000,-,000000,000008,000000,-
S3,G334B,000539,valid,0.771,000102,1676660,000536,000535,0.955,000102,555.099,020011,000008,000000,69.559
S3,ROUTEA,000539,valid,-,000000,000000,000214,000213,20.073,000398,420.198,012770,000008,000000,698.050
S3,ROUTEB,000539,valid,-,000000,000000,000536,000535,9.964,000398,409.693,020011,000008,000000,698.050
S3,G334A,000637,valid,0.417,000078,499012,000251,000251,4.919,000078,480.587,015801,000010,000000,59.444
S3,G334B,000637,valid,0.474,000072,1752548,000550,000549,1.910,000072,540.527,022950,000010,000000,29.610
S3,ROUTEA,000637,valid,-,000000,000000,000251,000251,28.650,000398,443.237,015801,000010,000000,393.227
S3,ROUTEB,000637,valid,-,000000,000000,000550,000549,10.856,000398,433.926,022950,000010,000000,393.227
S3,G334A,000735,valid,0.504,000077,461960,000264,000264,13.370,000077,459.264,015202,000009,000000,35.574
S3,G334B,000735,no_valid_h,-1.000,000000,1544980,000550,000549,-,000000,-,000000,000009,000000,-
S3,ROUTEA,000735,valid,-,000000,000000,000264,000264,7.640,000398,444.073,015202,000009,000000,331.237
S3,ROUTEB,000735,valid,-,000000,000000,000550,000549,3.820,000398,447.492,024332,000009,000000,331.237
S3,G334A,000833,valid,0.835,000076,565984,000293,000292,1.910,000076,461.266,017815,000008,000000,21.100
S3,G334B,000833,no_valid_h,0.019,000076,1544852,000614,000613,-,000000,-,000000,000008,000000,-
S3,ROUTEA,000833,valid,-,000000,000000,000293,000292,11.460,000398,430.178,017815,000008,000000,173.289
S3,ROUTEB,000833,valid,-,000000,000000,000614,000613,8.595,000398,419.812,024812,000008,000000,173.289
S3,G334A,000931,no_valid_h,-1.000,000000,505904,000216,000216,-,000000,-,000000,000010,000000,-
S3,G334B,000931,implausible_scale,-1.000,000000,1382344,000537,000536,-,000000,-,000000,000010,000000,-
S3,ROUTEA,000931,valid,-,000000,000000,000216,000216,20.125,000297,497.279,012644,000010,000000,194.032
S3,ROUTEB,000931,valid,-,000000,000000,000537,000536,6.018,000297,461.255,021389,000010,000000,194.032
S3,G334A,001029,implausible_scale,-1.000,000000,554360,000233,000232,-,000000,-,000000,000011,000000,-
S3,G334B,001029,valid,0.824,000076,1578228,000563,000563,1.910,000076,537.972,022574,000011,000000,19.030
S3,ROUTEA,001029,valid,-,000000,000000,000233,000232,49.660,000297,468.902,013948,000011,000000,166.092
S3,ROUTEB,001029,valid,-,000000,000000,000563,000563,25.982,000297,458.398,022574,000011,000000,166.092
S3,G334A,001127,no_valid_h,0.236,000077,463792,000232,000232,-,000000,-,000000,000009,000000,-
S3,G334B,001127,valid,0.456,000076,1590584,000556,000555,4.775,000076,463.565,020941,000009,000000,73.310
S3,ROUTEA,001127,valid,-,000000,000000,000232,000232,40.110,000297,470.995,014061,000009,000000,1110.766
S3,ROUTEB,001127,valid,-,000000,000000,000556,000555,18.468,000297,463.747,020941,000009,000000,1110.766
S3,G334A,001225,valid,0.850,000073,372260,000241,000241,0.955,000073,365.852,011722,000011,000002,17.383
S3,G334B,001225,valid,0.892,000077,1489484,000446,000446,2.865,000077,379.997,017382,000011,000000,19.794
S3,ROUTEA,001225,valid,-,000000,000000,000241,000241,6.685,000317,324.545,011722,000011,000000,131.004
S3,ROUTEB,001225,valid,-,000000,000000,000446,000446,7.801,000317,312.449,017382,000011,000000,131.004
S3,G334A,001323,valid,0.676,000060,378252,000099,000099,7.099,000060,123.213,006618,000007,000004,5.040
S3,G334B,001323,implausible_scale,-1.000,000000,1484460,000208,000208,-,000000,-,000000,000007,000000,-
S3,ROUTEA,001323,valid,-,000000,000000,000099,000099,107.058,000317,462.024,006618,000007,000000,110.135
S3,ROUTEB,001323,valid,-,000000,000000,000208,000208,71.822,000317,445.028,008781,000007,000000,110.135
S3,G334A,001421,implausible_scale,-1.000,000000,292512,000278,000277,-,000000,-,000000,000007,000000,-
S3,G334B,001421,valid,0.749,000076,990448,000528,000528,4.775,000076,411.606,019899,000007,000001,19.445
S3,ROUTEA,001421,valid,-,000000,000000,000278,000277,24.830,000317,427.838,014113,000007,000000,90.506
S3,ROUTEB,001421,valid,-,000000,000000,000528,000528,23.749,000317,403.801,019899,000007,000000,90.506
S3,G334A,001519,valid,0.551,000076,479700,000199,000199,3.072,000076,257.892,013397,000003,000003,8.147
S3,G334B,001519,no_valid_h,-1.000,000000,1486888,000364,000363,-,000000,-,000000,000003,000000,-
S3,ROUTEA,001519,valid,-,000000,000000,000199,000199,47.209,000139,486.830,013397,000003,000000,84.567
S3,ROUTEB,001519,valid,-,000000,000000,000364,000363,47.209,000139,483.227,016138,000003,000000,84.567
S3,G334A,001617,valid,0.549,000077,488864,000151,000151,0.955,000077,440.253,008651,000001,000000,-
S3,G334B,001617,implausible_scale,-1.000,000000,1592064,000277,000277,-,000000,-,000000,000001,000000,-
S3,ROUTEA,001617,valid,-,000000,000000,000151,000151,61.120,000139,497.301,008651,000001,000000,-
S3,ROUTEB,001617,valid,-,000000,000000,000277,000277,58.255,000139,515.823,012586,000001,000000,-
S3,G334A,001715,no_valid_h,0.016,000076,494444,000229,000228,-,000000,-,000000,000009,000000,-
S3,G334B,001715,valid,0.731,000072,1661168,000487,000486,1.910,000072,441.208,021129,000009,000000,13.123
S3,ROUTEA,001715,valid,-,000000,000000,000229,000228,30.560,000139,524.235,015446,000009,000000,516.705
S3,ROUTEB,001715,valid,-,000000,000000,000487,000486,22.955,000139,457.922,021129,000009,000000,516.705
S3,G334A,001813,no_valid_h,-1.000,000054,456632,000226,000226,-,000000,-,000000,000008,000000,-
S3,G334B,001813,no_valid_h,-1.000,000054,1588592,000474,000473,-,000000,-,000000,000008,000000,-
S3,ROUTEA,001813,valid,-,000000,000000,000226,000226,39.783,000052,259.760,016558,000008,000000,165.664
S3,ROUTEB,001813,valid,-,000000,000000,000474,000473,18.324,000052,205.740,019964,000008,000000,165.664
S3,G334A,001911,valid,0.867,000076,486152,000204,000204,39.155,000076,337.114,013899,000007,000000,15.478
S3,G334B,001911,valid,0.612,000081,1561004,000427,000426,0.955,000081,377.225,020235,000007,000000,46.699
S3,ROUTEA,001911,valid,-,000000,000000,000204,000204,7.991,000052,242.570,013899,000007,000000,898.288
S3,ROUTEB,001911,valid,-,000000,000000,000427,000426,7.784,000052,224.840,020235,000007,000000,898.288
S3,G334A,002009,no_valid_h,-1.000,000000,586688,000254,000254,-,000000,-,000000,000011,000000,-
S3,G334B,002009,valid,0.703,000074,1600784,000613,000613,2.865,000074,525.247,022750,000011,000000,13.990
S3,ROUTEA,002009,valid,-,000000,000000,000254,000254,46.272,000052,183.775,013745,000011,000000,210.113
S3,ROUTEB,002009,valid,-,000000,000000,000613,000613,12.829,000052,139.430,022750,000011,000000,210.113
S3,G334A,002107,valid,0.443,000096,383072,000099,000099,17.081,000096,403.822,006154,000001,000000,-
S3,G334B,002107,no_valid_h,-1.000,000000,1215384,000199,000198,-,000000,-,000000,000001,000000,-
S3,ROUTEA,002107,valid,-,000000,000000,000099,000099,36.020,000096,447.766,006154,000001,000000,-
S3,ROUTEB,002107,valid,-,000000,000000,000199,000198,35.767,000096,477.497,009848,000001,000000,-
S3,G334A,002205,no_valid_h,0.032,000078,435688,000149,000148,-,000000,-,000000,000001,000000,-
S3,G334B,002205,no_valid_h,-1.000,000000,1409000,000302,000302,-,000000,-,000000,000001,000000,-
S3,ROUTEA,002205,valid,-,000000,000000,000149,000148,9.073,000096,459.767,011171,000001,000000,-
S3,ROUTEB,002205,valid,-,000000,000000,000302,000302,6.892,000096,436.847,016714,000001,000000,-
S3,G334A,002303,valid,0.403,000064,413564,000115,000115,10.442,000064,515.697,008513,000001,000000,-
S3,G334B,002303,valid,0.565,000083,1209024,000216,000216,0.955,000083,328.601,010464,000001,000000,-
S3,ROUTEA,002303,valid,-,000000,000000,000115,000115,36.768,000096,452.668,008513,000001,000000,-
S3,ROUTEB,002303,valid,-,000000,000000,000216,000216,31.515,000096,457.096,010464,000001,000000,-
S3,G334A,002401,no_valid_h,0.638,000073,484472,000153,000152,-,000000,-,000000,000001,000000,-
S3,G334B,002401,valid,0.698,000077,1519352,000298,000298,7.640,000077,514.026,013053,000001,000000,-
S3,ROUTEA,002401,valid,-,000000,000000,000153,000152,34.380,000216,409.693,010463,000001,000000,-
S3,ROUTEB,002401,valid,-,000000,000000,000298,000298,99.320,000216,421.153,013053,000001,000000,-
S3,G334A,002499,valid,0.658,000080,442840,000148,000148,1.910,000080,547.212,009035,000001,000000,-
S3,G334B,002499,valid,0.782,000080,1432788,000275,000275,4.775,000080,393.928,011851,000001,000000,-
S3,ROUTEA,002499,valid,-,000000,000000,000148,000148,27.839,000216,385.819,009035,000001,000000,-
S3,ROUTEB,002499,valid,-,000000,000000,000275,000275,73.289,000216,408.738,011851,000001,000000,-
S3,G334A,002597,no_valid_h,-1.000,000000,486920,000251,000250,-,000000,-,000000,000011,000000,-
S3,G334B,002597,valid,0.702,000075,1678116,000590,000590,0.955,000075,544.215,021769,000011,000000,21.464
S3,ROUTEA,002597,valid,-,000000,000000,000251,000250,12.415,000216,414.468,015087,000011,000000,65.037
S3,ROUTEB,002597,valid,-,000000,000000,000590,000590,8.676,000216,393.458,021769,000011,000000,65.037
S3,G334A,002695,no_valid_h,-1.000,000000,547292,000246,000245,-,000000,-,000000,000014,000000,-
S3,G334B,002695,no_valid_h,0.051,000077,1651864,000615,000614,-,000000,-,000000,000014,000000,-
S3,ROUTEA,002695,valid,-,000000,000000,000246,000245,13.370,000216,403.114,013385,000014,000000,130.828
S3,ROUTEB,002695,valid,-,000000,000000,000615,000614,4.649,000216,387.188,021516,000014,000000,130.828
S3,G334A,002793,no_valid_h,-1.000,000000,433720,000234,000233,-,000000,-,000000,000008,000000,-
S3,G334B,002793,valid,0.640,000077,1476080,000546,000545,2.865,000077,501.022,021490,000008,000000,15.528
S3,ROUTEA,002793,valid,-,000000,000000,000234,000233,16.189,000398,479.757,014112,000008,000000,79.423
S3,ROUTEB,002793,valid,-,000000,000000,000546,000545,9.550,000398,468.938,021490,000008,000000,79.423
S3,G334A,002891,valid,0.652,000075,555872,000219,000218,1.910,000075,249.641,013059,000009,000002,16.484
S3,G334B,002891,no_valid_h,-1.000,000000,1701168,000530,000529,-,000000,-,000000,000009,000000,-
S3,ROUTEA,002891,valid,-,000000,000000,000219,000218,7.387,000398,404.539,013059,000009,000000,22.048
S3,ROUTEB,002891,valid,-,000000,000000,000530,000529,3.820,000398,376.725,020613,000009,000000,22.048
S3,G334A,002989,implausible_scale,-1.000,000000,538172,000219,000218,-,000000,-,000000,000008,000000,-
S3,G334B,002989,no_valid_h,-1.000,000000,1639144,000514,000513,-,000000,-,000000,000008,000000,-
S3,ROUTEA,002989,valid,-,000000,000000,000219,000218,11.495,000398,375.314,012843,000008,000000,103.446
S3,ROUTEB,002989,valid,-,000000,000000,000514,000513,11.460,000398,394.290,020406,000008,000000,103.446
S3,G334A,003087,valid,0.552,000063,593492,000199,000199,3.279,000063,284.590,012490,000005,000000,4.050
S3,G334B,003087,no_valid_h,-1.000,000044,1715524,000480,000479,-,000000,-,000000,000005,000000,-
S3,ROUTEA,003087,valid,-,000000,000000,000199,000199,39.046,000398,390.594,012490,000005,000000,187.693
S3,ROUTEB,003087,valid,-,000000,000000,000480,000479,16.667,000398,373.516,021754,000005,000000,187.693
S3,G334A,003185,valid,0.523,000077,565252,000261,000261,0.955,000077,359.482,015810,000008,000000,14.250
S3,G334B,003185,valid,0.848,000076,1602980,000539,000539,0.955,000076,495.062,023196,000008,000002,17.876
S3,ROUTEA,003185,valid,-,000000,000000,000261,000261,25.785,000398,405.620,015810,000008,000000,114.246
S3,ROUTEB,003185,valid,-,000000,000000,000539,000539,20.297,000398,434.199,023196,000008,000000,114.246
S3,G334A,003283,no_valid_h,-1.000,000000,486400,000263,000262,-,000000,-,000000,000011,000000,-
S3,G334B,003283,valid,0.701,000081,1562140,000589,000589,1.910,000081,249.255,023543,000011,000002,34.279
S3,ROUTEA,003283,valid,-,000000,000000,000263,000262,21.965,000398,360.034,014797,000011,000000,20.079
S3,ROUTEB,003283,valid,-,000000,000000,000589,000589,13.370,000398,375.973,023543,000011,000000,20.079
S3,G334A,003381,no_valid_h,-1.000,000000,524292,000205,000205,-,000000,-,000000,000008,000000,-
S3,G334B,003381,no_valid_h,-1.000,000000,1384940,000551,000550,-,000000,-,000000,000008,000000,-
S3,ROUTEA,003381,valid,-,000000,000000,000205,000205,15.189,000398,403.667,012306,000008,000001,150.047
S3,ROUTEB,003381,valid,-,000000,000000,000551,000550,12.415,000398,390.390,020407,000008,000001,150.047
S3,G334A,003479,no_valid_h,-1.000,000000,533552,000229,000228,-,000000,-,000000,000012,000000,-
S3,G334B,003479,no_valid_h,-1.000,000000,1623416,000551,000550,-,000000,-,000000,000012,000000,-
S3,ROUTEA,003479,valid,-,000000,000000,000229,000228,8.676,000398,397.835,013667,000012,000000,27.818
S3,ROUTEB,003479,valid,-,000000,000000,000551,000550,8.405,000398,377.497,022109,000012,000000,27.818
S3,G334A,003577,valid,0.554,000076,560792,000206,000205,0.955,000076,313.240,014951,000007,000000,12.102
S3,G334B,003577,valid,0.808,000081,1494764,000483,000482,1.910,000081,400.065,020999,000007,000000,265.181
S3,ROUTEA,003577,valid,-,000000,000000,000206,000205,12.415,000398,383.909,014951,000007,000000,31.346
S3,ROUTEB,003577,valid,-,000000,000000,000483,000482,11.955,000398,386.846,020999,000007,000000,31.346
S3,G334A,003675,valid,0.764,000076,496176,000251,000250,0.955,000076,441.317,014470,000014,000000,30.570
S3,G334B,003675,valid,0.892,000077,1538988,000544,000543,0.955,000077,477.525,022238,000014,000000,24.212
S3,ROUTEA,003675,valid,-,000000,000000,000251,000250,6.685,000398,401.938,014470,000014,000001,28.149
S3,ROUTEB,003675,valid,-,000000,000000,000544,000543,7.640,000398,394.421,022238,000014,000001,28.149
S3,G334A,003773,implausible_scale,-1.000,000000,585808,000218,000218,-,000000,-,000000,000009,000000,-
S3,G334B,003773,valid,0.665,000080,1597420,000518,000518,0.955,000080,413.513,020108,000009,000000,20.867
S3,ROUTEA,003773,valid,-,000000,000000,000218,000218,13.721,000398,354.304,012336,000009,000000,41.581
S3,ROUTEB,003773,valid,-,000000,000000,000518,000518,17.018,000398,351.439,020108,000009,000000,41.581
S3,G334A,003871,no_valid_h,-1.000,000000,617448,000233,000232,-,000000,-,000000,000010,000000,-
S3,G334B,003871,valid,0.635,000077,1664068,000535,000535,1.910,000077,494.522,021979,000010,000000,22.875
S3,ROUTEA,003871,valid,-,000000,000000,000233,000232,10.523,000398,337.756,013336,000010,000000,76.302
S3,ROUTEB,003871,valid,-,000000,000000,000535,000535,7.640,000398,358.277,021979,000010,000000,76.302
S4,G334A,000049,no_valid_h,-1.000,000000,610816,000201,000200,-,000000,-,000000,000000,000000,-
S4,G334B,000049,valid,0.734,000069,1567640,000385,000385,0.955,000069,537.666,016027,000000,000000,-
S4,ROUTEA,000049,valid,-,000000,000000,000201,000200,8.757,000398,484.073,011659,000000,000000,-
S4,ROUTEB,000049,valid,-,000000,000000,000385,000385,9.171,000398,454.718,016027,000000,000000,-
S4,G334A,000148,valid,0.748,000077,514936,000192,000192,0.000,000077,262.435,011479,000000,000000,-
S4,G334B,000148,no_valid_h,-1.000,000000,1670808,000376,000375,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000148,valid,-,000000,000000,000192,000192,9.487,000398,500.165,011479,000000,000000,-
S4,ROUTEB,000148,valid,-,000000,000000,000376,000375,9.550,000398,491.638,015189,000000,000000,-
S4,G334A,000247,valid,0.716,000091,574620,000199,000198,0.000,000091,295.839,011636,000000,000000,-
S4,G334B,000247,implausible_scale,-1.000,000000,1744424,000371,000370,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000247,valid,-,000000,000000,000199,000198,14.648,000398,508.042,011636,000000,000000,-
S4,ROUTEB,000247,valid,-,000000,000000,000371,000370,15.487,000398,484.728,016146,000000,000000,-
S4,G334A,000346,valid,0.692,000088,573008,000213,000212,7.991,000088,230.155,012485,000000,000000,-
S4,G334B,000346,implausible_scale,-1.000,000000,1611112,000377,000377,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000346,valid,-,000000,000000,000213,000212,13.784,000398,501.329,012485,000000,000000,-
S4,ROUTEB,000346,valid,-,000000,000000,000377,000377,12.289,000398,451.270,016310,000000,000000,-
S4,G334A,000445,no_valid_h,-1.000,000000,586064,000263,000262,-,000000,-,000000,000000,000000,-
S4,G334B,000445,no_valid_h,-1.000,000000,1745884,000486,000486,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000445,valid,-,000000,000000,000263,000262,14.234,000398,506.672,014126,000000,000000,-
S4,ROUTEB,000445,valid,-,000000,000000,000486,000486,6.018,000398,459.367,019956,000000,000000,-
S4,G334A,000544,no_valid_h,0.131,000134,607384,000255,000255,-,000000,-,000000,000000,000000,-
S4,G334B,000544,no_valid_h,-1.000,000000,1692388,000466,000466,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000544,valid,-,000000,000000,000255,000255,30.792,000398,503.423,014073,000000,000000,-
S4,ROUTEB,000544,valid,-,000000,000000,000466,000466,8.216,000398,486.541,019394,000000,000000,-
S4,G334A,000643,no_valid_h,-1.000,000000,632664,000233,000233,-,000000,-,000000,000000,000000,-
S4,G334B,000643,no_valid_h,-1.000,000000,1605636,000447,000446,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000643,valid,-,000000,000000,000233,000233,21.495,000398,472.179,012974,000000,000000,-
S4,ROUTEB,000643,valid,-,000000,000000,000447,000446,16.396,000398,443.074,017765,000000,000000,-
S4,G334A,000742,implausible_scale,-1.000,000000,587548,000224,000223,-,000000,-,000000,000000,000000,-
S4,G334B,000742,no_valid_h,-1.000,000000,1859308,000404,000403,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000742,valid,-,000000,000000,000224,000223,41.802,000398,466.845,011691,000000,000000,-
S4,ROUTEB,000742,valid,-,000000,000000,000404,000403,53.403,000398,459.527,015829,000000,000000,-
S4,G334A,000841,no_valid_h,-1.000,000000,594740,000247,000247,-,000000,-,000000,000000,000000,-
S4,G334B,000841,no_valid_h,-1.000,000000,1779704,000410,000409,-,000000,-,000000,000000,000000,-
S4,ROUTEA,000841,valid,-,000000,000000,000247,000247,35.602,000398,482.678,014607,000000,000000,-
S4,ROUTEB,000841,valid,-,000000,000000,000410,000409,11.495,000398,490.403,017555,000000,000000,-
