frame_index,arm,box_index,x1,y1,x2,y2,score,class
0,batch2,0,900.75,464.25,1011.75,756.75,0.8076171875,0
0,batch2,1,1698.0,492.0,1806.0,796.5,0.369384765625,0
200,batch2,0,1140.0,642.0,1258.5,895.5,0.79443359375,0
200,batch2,1,658.5,453.0,823.5,757.5,0.7177734375,0
200,batch2,2,1323.0,319.875,1416.0,577.875,0.68603515625,0
200,batch2,3,1675.5,290.625,1774.5,542.625,0.67919921875,0
200,batch2,4,789.0,488.25,1020.0,789.0,0.66650390625,0
200,batch2,5,514.5,319.125,585.0,564.375,0.56005859375,0
200,batch2,6,799.5,480.0,1054.5,726.0,0.2958984375,0
200,batch2,7,856.5,276.375,997.5,469.125,0.260498046875,0
401,batch2,0,1794.0,474.0,1872.0,768.75,0.708984375,0
401,batch2,1,1173.0,737.25,1258.5,1016.25,0.68017578125,0
401,batch2,2,1335.75,308.25,1505.25,571.5,0.501953125,0
401,batch2,3,665.25,437.25,764.25,738.75,0.498046875,0
401,batch2,4,1506.0,249.1875,1608.0,489.0,0.39794921875,0
401,batch2,5,474.0,432.375,605.25,707.625,0.385009765625,0
401,batch2,6,474.75,429.375,685.5,708.375,0.275146484375,0
401,batch2,7,1261.5,978.0,1309.5,1020.0,0.259765625,0
401,batch2,8,1650.0,277.6875,1758.0,555.0,0.2315673828125,0
601,batch2,0,1693.5,458.25,1918.5,810.0,0.822265625,0
601,batch2,1,758.625,522.75,939.0,783.75,0.8056640625,0
601,batch2,2,1173.0,253.6875,1371.0,505.5,0.787109375,0
601,batch2,3,1210.5,570.75,1366.5,903.75,0.7734375,0
601,batch2,4,474.375,787.5,592.875,1009.5,0.294921875,0
601,batch2,5,242.25,313.5,399.375,579.0,0.29345703125,0
601,batch2,6,1725.0,248.625,1887.0,453.75,0.2386474609375,0
601,batch2,7,1003.5,174.75,1098.0,379.875,0.2294921875,0
802,batch2,0,704.25,465.0,848.25,766.5,0.84375,0
802,batch2,1,1220.25,368.25,1445.25,686.25,0.775390625,0
802,batch2,2,957.0,416.25,1104.0,683.25,0.7744140625,0
802,batch2,3,1066.5,408.75,1261.5,695.25,0.7529296875,0
802,batch2,4,1136.25,175.5,1262.25,440.25,0.650390625,0
802,batch2,5,876.0,244.5,993.0,530.25,0.64697265625,0
802,batch2,6,0.9375,568.5,196.875,910.5,0.56591796875,0
802,batch2,7,1548.0,105.75,1671.0,365.25,0.56396484375,0
802,batch2,8,421.125,70.40625,514.875,308.25,0.552734375,0
802,batch2,9,1447.5,73.03125,1555.5,291.375,0.5498046875,0
