game,ts,elapsed,outcome_home_win,home_five,away_five,market_prob,p_null,cluster_id,source_order,distance,grid_target_elapsed,game_date,player_snapshot_date,team_snapshot_date,state_key,p_simulator,n_train,loss_market,loss_recal_null,loss_simulator,paired_loss_recal_null_minus_simulator
401810042,1762656620,2036.0,1,203952|1630696|1631107|1631170|1631323,1629057|1630166|1631101|1631200|1631321,0.6950000000000001,0.7088497967490671,401810042,39542,4.0,2040,2025-11-09,2025-11-08,2025-11-08,401810042:2040,0.5,150,0.09302499999999997,0.08476844085305953,0.25,-0.1652315591469405
401810042,1762657927,2512.0,1,1626181|1630558|1631107|1631170|1641796,201950|203924|1630166|1631200|1641739,0.395,0.4229256950586363,401810042,39603,8.0,2520,2025-11-09,2025-11-08,2025-11-08,401810042:2520,0.46875,150,0.366025,0.333014753423558,0.2822265625,0.05078819092355802
401810056,1762821967,135.0,1,203952|1626181|1630558|1641796|1642276,1628378|1628386|1629631|1629636|1630596,0.2049999999999999,0.2245194995192785,401810056,40234,15.0,120,2025-11-11,2025-11-10,2025-11-08,401810056:120,0.421875,150,0.6320250000000003,0.6013700066258303,0.334228515625,0.2671414910008303
401810056,1762823226,619.0,1,203952|1630696|1631107|1631170|1631323,1628366|1628378|1628386|1630241|1642281,0.2099999999999999,0.2296691936895359,401810056,40276,19.0,600,2025-11-11,2025-11-10,2025-11-08,401810056:600,0.5,150,0.6241000000000001,0.5934095511509299,0.25,0.34340955115092986
401810056,1762824667,1082.0,1,1626181|1630558|1631170|1641796|1642276,1628366|1628386|1629631|1629636|1629731,0.26,0.2806968849467752,401810056,40308,2.0,1080,2025-11-11,2025-11-10,2025-11-08,401810056:1080,0.484375,150,0.5476,0.5173969713252727,0.265869140625,0.25152783070027274
401810056,1762826767,1561.0,1,203952|1626181|1630558|1641796|1642276,1628378|1628386|1629631|1629636|1630596,0.5349999999999999,0.5507212259808133,401810056,40388,1.0,1560,2025-11-11,2025-11-10,2025-11-08,401810056:1560,0.5625,150,0.21622500000000008,0.20185141678418342,0.19140625,0.010445166784183418
401810056,1762828213,2007.0,1,1630696|1631107|1631170|1631323|1641796,1628366|1628378|1629731|1630241|1642281,0.8049999999999999,0.8078945225680723,401810056,40479,33.0,2040,2025-11-11,2025-11-10,2025-11-08,401810056:2040,0.5,150,0.038025000000000024,0.0369045144593489,0.25,-0.2130954855406511
401810056,1762829536,2511.0,1,1626181|1630558|1631107|1641796|1642276,1628366|1628386|1629631|1629731|1630241,0.565,0.5794662619873651,401810056,40553,9.0,2520,2025-11-11,2025-11-10,2025-11-08,401810056:2520,0.625,150,0.18922500000000006,0.1768486248068795,0.140625,0.03622362480687949
401809798,1763781186,110.0,0,201939|202710|203110|1630541|1642954,203924|1630166|1631321|1641739|1642270,0.755,0.7590712673544847,401809798,42722,10.0,120,2025-11-21,2025-11-20,2025-11-14,401809798:120,0.453125,150,0.570025,0.5761891889231436,0.205322265625,0.37086692329814364
401809798,1763782446,594.0,0,201143|201939|1627741|1627780|1641764,1629057|1630166|1631126|1631200|1641739,0.75,0.7542642621262153,401809798,42783,6.0,600,2025-11-21,2025-11-20,2025-11-14,401809798:600,0.671875,150,0.5625,0.5689145771208041,0.451416015625,0.11749856149580407
401809798,1763783826,1081.0,0,201143|201939|203110|1627780|1630541,1630166|1631126|1631200|1641739|1642270,0.8049999999999999,0.8072020825795996,401809798,42835,1.0,1080,2025-11-21,2025-11-20,2025-11-14,401809798:1080,0.5,150,0.6480249999999999,0.6515752021208427,0.25,0.40157520212084274
401809798,1763785809,1565.0,0,201939|202710|203110|1630541|1642366,203924|1630166|1631321|1641739|1642270,0.86,0.86037897961816,401809798,42893,5.0,1560,2025-11-21,2025-11-20,2025-11-14,401809798:1560,0.4375,150,0.7395999999999999,0.7402519885687862,0.19140625,0.5488457385687862
401809798,1763787008,2046.0,0,202710|1627741|1631218|1641764|1642954,203924|1629057|1631126|1631200|1641712,0.8049999999999999,0.8072020825795996,401809798,42932,6.0,2040,2025-11-21,2025-11-20,2025-11-14,401809798:2040,0.546875,150,0.6480249999999999,0.6515752021208427,0.299072265625,0.35250293649584274
401809798,1763788401,2502.0,0,201939|202710|1627780|1630541|1642366,1629057|1630166|1631126|1631321|1641739,0.39,0.4056697960326399,401809798,42972,18.0,2520,2025-11-21,2025-11-20,2025-11-14,401809798:2520,0.515625,150,0.1521,0.16456798341316367,0.265869140625,-0.10130115721183633
401810130,1763921709,114.0,0,202331|203083|1629656|1630178|1642348,1626181|1628389|1630558|1641796|1642276,0.47,0.48212704177074,401810130,43385,6.0,120,2025-11-23,2025-11-22,2025-11-21,401810130:120,0.546875,150,0.22089999999999999,0.23244648440660487,0.299072265625,-0.06662578121839513
401810130,1763922849,593.0,0,1630178|1630570|1631230|1642272|1642348,1630696|1631170|1631323|1642276|1642352,0.36,0.3749536142175706,401810130,43404,7.0,600,2025-11-23,2025-11-22,2025-11-21,401810130:600,0.546875,150,0.1296,0.1405902128148188,0.299072265625,-0.1584820528101812
401810130,1763923988,1085.0,0,203083|1629656|1630178|1630570|1642348,1626181|1628389|1630558|1641796|1642352,0.38,0.3945632076958248,401810130,43422,5.0,1080,2025-11-23,2025-11-22,2025-11-21,401810130:1080,0.640625,150,0.1444,0.15568012486721858,0.410400390625,-0.2547202657577814
401810130,1763925971,1558.0,0,203083|1629656|1630178|1631230|1642348,1626181|1628389|1630558|1641796|1642276,0.3199999999999999,0.3355316767761689,401810130,43453,2.0,1560,2025-11-23,2025-11-22,2025-11-21,401810130:1560,0.453125,150,0.10239999999999994,0.11258150612022749,0.205322265625,-0.09274075950477251
401810130,1763927170,2037.0,0,202331|203083|1630178|1630570|1642272,1630696|1631170|1631323|1642276|1642352,0.3349999999999999,0.3503485335398277,401810130,43473,3.0,2040,2025-11-23,2025-11-22,2025-11-21,401810130:2040,0.609375,150,0.11222499999999994,0.12274409495350777,0.371337890625,-0.24859379567149223
401810130,1763928368,2519.0,0,203083|1629656|1630178|1631230|1642348,1626181|1628389|1630558|1631170|1641796,0.155,0.1689792612845815,401810130,43491,1.0,2520,2025-11-23,2025-11-22,2025-11-21,401810130:2520,0.4375,150,0.024025,0.02855399074428286,0.19140625,-0.16285225925571714
401810156,1764533648,118.0,0,203994|1628374|1629004|1641718|1642846,201142|1630578|1631095|1641708|1642263,0.1949999999999999,0.2046733059994883,401810156,46309,2.0,120,2025-11-30,2025-11-29,2025-11-26,401810156:120,0.625,150,0.03802499999999996,0.04189116218876017,0.390625,-0.34873383781123984
401810156,1764534728,591.0,0,203937|1628374|1641729|1642268|1642271,201142|203500|1628988|1629006|1642263,0.1049999999999999,0.1120051978668977,401810156,46327,9.0,600,2025-11-30,2025-11-29,2025-11-26,401810156:600,0.5,150,0.01102499999999998,0.012545164349202904,0.25,-0.23745483565079709
401810156,1764536048,1095.0,0,203994|1629004|1641718|1642271|1642383,201142|203991|1628988|1631095|1642263,0.0649999999999999,0.0701035304656853,401810156,46347,15.0,1080,2025-11-30,2025-11-29,2025-11-26,401810156:1080,0.515625,150,0.0042249999999999874,0.0049145049837532664,0.265869140625,-0.2609546356412467
401810156,1764538148,1561.0,0,203994|1628374|1629004|1641718|1642846,201142|1630578|1631095|1641708|1642263,0.034,0.0371642015389057,401810156,46367,1.0,1560,2025-11-30,2025-11-29,2025-11-26,401810156:1560,0.65625,150,0.0011560000000000001,0.0013811778760244007,0.4306640625,-0.4292828846239756
401810156,1764539541,2029.0,0,203937|1628374|1641729|1642268|1642271,201142|203500|1628988|1630578|1641708,0.0064999999999999,0.0073224571211915,401810156,46390,11.0,2040,2025-11-30,2025-11-29,2025-11-26,401810156:2040,0.484375,150,4.22499999999987e-05,5.36183782916881e-05,0.234619140625,-0.23456552224670832
401810156,1764540727,2515.0,0,203937|1629004|1642271|1642383|1642846,201145|203991|1628988|1629006|1630256,0.0004999999999999,0.0005880574265855,401810156,46407,5.0,2520,2025-11-30,2025-11-29,2025-11-26,401810156:2520,0.5,150,2.4999999999990004e-07,3.4581153696236073e-07,0.25,-0.24999965418846304
401810179,1764807248,121.0,0,1628378|1629631|1629636|1630596|1642281,203924|1630166|1631321|1641739|1642270,0.845,0.8447683714809907,401810179,47626,1.0,120,2025-12-03,2025-12-02,2025-12-02,401810179:120,0.546875,150,0.7140249999999999,0.7136336014546452,0.299072265625,0.41456133582964516
401810179,1764808449,608.0,0,1628366|1628378|1628418|1629731|1641854,203924|1631101|1631126|1641712|1642905,0.845,0.8447683714809907,401810179,47666,8.0,600,2025-12-03,2025-12-02,2025-12-02,401810179:600,0.53125,150,0.7140249999999999,0.7136336014546452,0.2822265625,0.43140703895464516
401810183,1764809227,127.0,1,1626157|1628404|1628969|1628973|1630540,1628970|1630163|1631217|1642851|1642883,0.79,0.791503334388266,401810183,47695,7.0,120,2025-12-03,2025-12-02,2025-12-02,401810183:120,0.578125,150,0.044099999999999986,0.04347085957121121,0.177978515625,-0.13450765605378878
401810179,1764809532,1073.0,0,1628366|1628418|1629631|1629636|1629731,1630166|1631101|1631126|1641739|1641871,0.795,0.7963325288546198,401810179,47711,7.0,1080,2025-12-03,2025-12-02,2025-12-02,401810179:1080,0.453125,150,0.6320250000000001,0.6341454965119939,0.205322265625,0.4288232308869939
401810183,1764809948,618.0,1,203903|1626157|1627824|1628969|1628973,1630163|1641750|1642275|1642851|1642883,0.855,0.8544956098862334,401810183,47731,18.0,600,2025-12-03,2025-12-02,2025-12-02,401810183:600,0.46875,150,0.021025000000000005,0.021171527542379175,0.2822265625,-0.26105503495762084
401810183,1764811388,1100.0,1,1627824|1628969|1628973|1630574|1642278,1630163|1641750|1642275|1642851|1642883,0.945,0.9431335205440412,401810183,47799,20.0,1080,2025-12-03,2025-12-02,2025-12-02,401810183:1080,0.375,150,0.0030250000000000055,0.003233796485714984,0.390625,-0.387391203514285
401810179,1764811509,1549.0,0,1628378|1629631|1629636|1630596|1642281,203924|1630166|1631321|1641739|1642270,0.495,0.5071070757328688,401810179,47808,11.0,1560,2025-12-03,2025-12-02,2025-12-02,401810179:1560,0.515625,150,0.245025,0.25715758625834156,0.265869140625,-0.008711554366658436
401810179,1764812829,2022.0,0,1628366|1628378|1628418|1629731|1641772,203924|1630166|1631101|1631126|1642270,0.375,0.3898278596896249,401810179,47888,18.0,2040,2025-12-03,2025-12-02,2025-12-02,401810179:2040,0.609375,150,0.140625,0.1519657601901939,0.371337890625,-0.2193721304348061
401810183,1764813367,1545.0,1,1626157|1628404|1628969|1628973|1630540,1628970|1630163|1631217|1642851|1642883,0.825,0.8253582929947333,401810183,47927,15.0,1560,2025-12-03,2025-12-02,2025-12-02,401810183:1560,0.671875,150,0.030625000000000017,0.030499725825713423,0.107666015625,-0.07716628979928658
401810179,1764814090,2517.0,0,1628366|1628418|1629631|1629636|1629731,203924|1630166|1631101|1631126|1631321,0.1899999999999999,0.2042817569648206,401810179,47981,3.0,2520,2025-12-03,2025-12-02,2025-12-02,401810179:2520,0.453125,150,0.03609999999999996,0.04173103622863403,0.205322265625,-0.16359122939636597
401810183,1764814808,2046.0,1,203903|1628404|1628969|1628973|1630574,1641750|1641810|1642275|1642354|1642862,0.94,0.9381319116863418,401810183,48030,6.0,2040,2025-12-03,2025-12-02,2025-12-02,401810183:2040,0.53125,138,0.0036000000000000064,0.00382766035158661,0.2197265625,-0.2158989021484134
401810183,1764816248,2524.0,1,203903|1626157|1628404|1628973|1630540,1630163|1631217|1642275|1642851|1642862,0.98,0.9786644153061348,401810183,48111,4.0,2520,2025-12-03,2025-12-02,2025-12-02,401810183:2520,0.5625,138,0.0004000000000000007,0.00045520717422909524,0.19140625,-0.1909510428257709
401836800,1765754048,124.0,1,1629008|1629611|1629651|1641730|1642856,1626167|1628398|1629018|1629645|1631157,0.52,0.530356359007575,401836800,49195,4.0,120,2025-12-14,2025-12-13,2025-12-07,401836800:120,0.53125,138,0.2304,0.22056514952462172,0.2197265625,0.0008385870246217231
401836800,1765755068,599.0,1,1630533|1630549|1631213|1642874|1642962,203914|1626171|1629645|1630175|1630579,0.635,0.6411124826929373,401836800,49229,1.0,600,2025-12-14,2025-12-13,2025-12-07,401836800:600,0.484375,138,0.13322499999999998,0.12880025007882723,0.265869140625,-0.13706889054617277
401836800,1765756461,1068.0,1,1629008|1629611|1629651|1641730|1642962,1626167|1628398|1629018|1629645|1630579,0.835,0.833965710456517,401836800,49272,12.0,1080,2025-12-14,2025-12-13,2025-12-07,401836800:1080,0.59375,138,0.027225000000000013,0.027567385304209144,0.1650390625,-0.13747167719579084
401836800,1765758427,1550.0,1,1629008|1629611|1629651|1641730|1642856,1626167|1628398|1629018|1629645|1631157,0.915,0.9125184993076,401836800,49326,10.0,1560,2025-12-14,2025-12-13,2025-12-07,401836800:1560,0.578125,138,0.007224999999999994,0.007653012963394384,0.177978515625,-0.17032550266160562
401836800,1765759627,2049.0,1,1630533|1630549|1631213|1642874|1642962,1626171|1629018|1629645|1630579|1641748,0.995,0.9943422006618116,401836800,49384,9.0,2040,2025-12-14,2025-12-13,2025-12-07,401836800:2040,0.5625,138,2.5000000000000045e-05,3.201069335120556e-05,0.19140625,-0.1913742393066488
401836800,1765760767,2546.0,1,-5279130|1630533|1630549|1630592|1642962,1629599|1630175|1630579|1631250|1641748,0.9995,0.999390812000016,401836800,49436,26.0,2520,2025-12-14,2025-12-13,2025-12-07,401836800:2520,0.34375,138,2.4999999999994493e-07,3.7111001932450055e-07,0.4306640625,-0.4306636913899807
401810233,1766110448,109.0,1,1626164|1626220|1628415|1631109|1631221,201939|202710|203110|1630541|1642366,0.42,0.4347217338502317,401810233,50283,11.0,120,2025-12-18,2025-12-17,2025-12-07,401810233:120,0.578125,138,0.3364000000000001,0.3195395181812883,0.177978515625,0.14156100255628828
401810233,1766111589,606.0,1,1630692|1631123|1631221|1642345|1642346,202710|1627741|1629001|1641764|1642366,0.4399999999999999,0.4541807829505188,401810233,50367,6.0,600,2025-12-18,2025-12-17,2025-12-07,401810233:600,0.5,138,0.31360000000000005,0.2979186177005087,0.25,0.0479186177005087
401810233,1766112608,1053.0,1,1626164|1626220|1628415|1630692|1642345,202710|1630228|1630541|1641764|1642366,0.375,0.3907332422559088,401810233,50423,27.0,1080,2025-12-18,2025-12-17,2025-12-07,401810233:1080,0.5,138,0.390625,0.3712059820919971,0.25,0.12120598209199712
401810233,1766114768,1570.0,1,1626164|1626220|1628415|1631109|1631221,201939|202710|203110|1630541|1642366,0.1949999999999999,0.21078169884521,401810233,50554,10.0,1560,2025-12-18,2025-12-17,2025-12-07,401810233:1560,0.515625,138,0.6480250000000003,0.6228655268776527,0.234619140625,0.38824638625265273
401810233,1766116027,2014.0,1,1626164|1630692|1631109|1631123|1642346,202710|1630541|1630611|1641764|1642366,0.415,0.4298486749640559,401810233,50614,26.0,2040,2025-12-18,2025-12-17,2025-12-07,401810233:2040,0.453125,138,0.34222499999999995,0.3250725334402428,0.299072265625,0.026000267815242784
401810233,1766117468,2506.0,1,1626164|1626220|1628415|1630692|1642345,202710|1629001|1630541|1641764|1642366,0.755,0.756958863855656,401810233,50682,14.0,2520,2025-12-18,2025-12-17,2025-12-07,401810233:2520,0.71875,138,0.060024999999999995,0.05906899385833354,0.0791015625,-0.020032568641666457
401810249,1766286787,127.0,0,201566|201942|1630173|1631099|1642875,1630166|1631101|1631200|1641739|1642270,0.3299999999999999,0.3470040349122024,401810249,51506,7.0,120,2025-12-20,2025-12-19,2025-12-19,401810249:120,0.40625,138,0.10889999999999994,0.12041180024534898,0.1650390625,-0.04462726225465102
401810249,1766287987,585.0,0,-4433174|203471|1631099|1631165|1642363,1629057|1631101|1631126|1631200|1631321,0.305,0.3222849073260738,401810249,51543,15.0,600,2025-12-20,2025-12-19,2025-12-19,401810249:600,0.65625,138,0.093025,0.10386756149017597,0.4306640625,-0.32679650100982405
401810249,1766289187,1093.0,0,201566|201942|1630173|1631099|1642875,1630166|1631321|1641739|1641871|1642270,0.405,0.4204464660859939,401810249,51582,13.0,1080,2025-12-20,2025-12-19,2025-12-19,401810249:1080,0.34375,138,0.16402500000000003,0.17677523084420083,0.1181640625,0.058611168344200826
401810249,1766291173,1562.0,0,201566|201942|1630173|1631099|1642875,1630166|1631101|1631200|1641739|1642270,0.3149999999999999,0.3321886339164633,401810249,51617,2.0,1560,2025-12-20,2025-12-19,2025-12-19,401810249:1560,0.6875,138,0.09922499999999994,0.11034928850328607,0.47265625,-0.36230696149671393
401810249,1766292427,2071.0,0,-4433174|201942|203471|1631099|1642363,1629057|1630166|1631101|1641712|1641739,0.345,0.3617736989710969,401810249,51638,31.0,2040,2025-12-20,2025-12-19,2025-12-19,401810249:2040,0.53125,138,0.11902499999999998,0.13088020926722985,0.2822265625,-0.15134635323277015
401810249,1766293687,2527.0,0,201566|201942|203471|1631099|1642875,1629057|1630166|1631200|1631321|1641739,0.2099999999999999,0.2269376621732429,401810249,51659,7.0,2520,2025-12-20,2025-12-19,2025-12-19,401810249:2520,0.421875,138,0.04409999999999996,0.051500702512656926,0.177978515625,-0.12647781311234307
401810253,1766358786,105.0,1,1626157|1628384|1628404|1628969|1628973,203952|1626181|1628389|1630558|1642276,0.685,0.6853405384530586,401810253,51815,15.0,120,2025-12-21,2025-12-20,2025-12-19,401810253:120,0.59375,138,0.09922499999999997,0.09901057674101106,0.1650390625,-0.06602848575898894
401810253,1766359626,569.0,1,203903|1628404|1628969|1628973|1629011,203952|1630558|1631170|1631323|1642276,0.5449999999999999,0.5512456676833248,401810253,51829,31.0,600,2025-12-21,2025-12-20,2025-12-19,401810253:600,0.453125,138,0.20702500000000007,0.20138045077298491,0.299072265625,-0.09769181485201509
401810253,1766361067,1081.0,1,1628404|1628969|1628973|1629011|1642278,203952|1626181|1630558|1631170|1642276,0.53,0.5368711411009468,401810253,51852,1.0,1080,2025-12-21,2025-12-20,2025-12-19,401810253:1080,0.546875,138,0.22089999999999999,0.21448833994513913,0.205322265625,0.009166074320139134
401810255,1766362387,113.0,1,203497|203944|1628978|1630162|1630183,1626167|1626171|1628398|1629645|1631260,0.79,0.7866383143976727,401810255,51868,7.0,120,2025-12-21,2025-12-20,2025-12-19,401810255:120,0.5,132,0.044099999999999986,0.045523208883066345,0.25,-0.20447679111693365
401810253,1766362986,1531.0,1,1626157|1628384|1628404|1628969|1628973,203952|1626181|1628389|1630558|1642276,0.77,0.7672392952818409,401810253,51881,29.0,1560,2025-12-21,2025-12-20,2025-12-19,401810253:1560,0.46875,132,0.05289999999999999,0.05417754566089406,0.2822265625,-0.22804901683910594
401810255,1766363468,585.0,1,203944|1629675|1630162|1630538|1630545,203914|1626167|1629018|1630579|1631157,0.72,0.7189777337712231,401810255,51898,15.0,600,2025-12-21,2025-12-20,2025-12-19,401810255:600,0.4375,132,0.07840000000000001,0.07897351411635757,0.31640625,-0.23743273588364244
401810253,1766364366,2029.0,1,203903|1628384|1628973|1629011|1642278,1630696|1631170|1631323|1642276|1642857,0.7150000000000001,0.7141663695844562,401810253,51925,11.0,2040,2025-12-21,2025-12-20,2025-12-19,401810253:2040,0.46875,132,0.08122499999999995,0.08170086427652967,0.2822265625,-0.20052569822347033
401810255,1766364909,1067.0,1,203497|203944|1628978|1630162|1630538,1626167|1628398|1629645|1630579|1631260,0.65,0.6517800641251732,401810255,51943,13.0,1080,2025-12-21,2025-12-20,2025-12-19,401810255:1080,0.65625,132,0.12249999999999998,0.1212571237406685,0.1181640625,0.003093061240668493
401810253,1766365926,2509.0,1,1628404|1628969|1628973|1629011|1642278,1626181|1628389|1630558|1631170|1642276,0.955,0.9510294558221508,401810253,51976,11.0,2520,2025-12-21,2025-12-20,2025-12-19,401810253:2520,0.59375,132,0.002025000000000004,0.002398114197074679,0.1650390625,-0.16264094830292533
401810255,1766367011,1569.0,1,201144|203497|203944|1628978|1630162,1626167|1626171|1628398|1629645|1631260,0.4449999999999999,0.4551787436394738,401810255,51998,9.0,1560,2025-12-21,2025-12-20,2025-12-19,401810255:1560,0.59375,132,0.30802500000000016,0.2968302013822621,0.1650390625,0.13179113888226213
401810255,1766368088,2043.0,1,203497|1628978|1629675|1630162|1630538,1626171|1629018|1629645|1630579|1631157,0.85,0.8453017282348466,401810255,52018,3.0,2040,2025-12-21,2025-12-20,2025-12-19,401810255:2040,0.734375,132,0.022500000000000006,0.02393155528712525,0.070556640625,-0.04662508533787475
401810255,1766369228,2518.0,1,203944|1628978|1629675|1630162|1630545,1626167|1626171|1628398|1629645|1631157,0.935,0.9304000588130495,401810255,52035,2.0,2520,2025-12-21,2025-12-20,2025-12-19,401810255:2520,0.578125,132,0.004224999999999993,0.004844151813226962,0.177978515625,-0.17313436381177305
401810386,1767924790,116.0,1,201567|1628374|1641718|1641729|1642262,203076|1629655|1630230|1631108|1642843,0.3349999999999999,0.3367666372136941,401810386,57239,4.0,120,2026-01-08,2026-01-07,2026-01-07,401810386:120,0.46875,132,0.44222500000000003,0.4398784935128316,0.2822265625,0.1576519310128316
401810386,1767925811,610.0,1,203937|1628374|1641707|1642268|1642271,202691|1628997|1629655|1630314|1642843,0.52,0.5206799334766399,401810386,57273,10.0,600,2026-01-08,2026-01-07,2026-01-07,401810386:600,0.5625,132,0.2304,0.22974772617195838,0.19140625,0.03834147617195838
401810386,1767926950,1082.0,1,201567|1628374|1641718|1642271|1642383,202691|203076|1630230|1630314|1631108,0.5549999999999999,0.5554367354138893,401810386,57295,2.0,1080,2026-01-08,2026-01-07,2026-01-07,401810386:1080,0.390625,132,0.19802500000000006,0.1976364962194603,0.371337890625,-0.1737013944055397
401810386,1767928930,1574.0,1,201567|1628374|1641718|1641729|1642262,203076|1629655|1630230|1631108|1642843,0.4449999999999999,0.4461774431330119,401810386,57313,14.0,1560,2026-01-08,2026-01-07,2026-01-07,401810386:1560,0.5625,132,0.30802500000000016,0.3067194244946883,0.19140625,0.11531317449468831
401810386,1767929950,2042.0,1,203937|1641718|1641729|1642268|1642271,202691|1628997|1629655|1642843|1642948,0.415,0.4163594595688497,401810386,57330,2.0,2040,2026-01-08,2026-01-07,2026-01-07,401810386:2040,0.484375,132,0.34222499999999995,0.34063628043476524,0.265869140625,0.07476713980976524
401810386,1767931029,2496.0,1,203937|1628374|1641718|1641729|1642383,202691|203076|1630230|1631108|1642948,0.415,0.4163594595688497,401810386,57346,24.0,2520,2026-01-08,2026-01-07,2026-01-07,401810386:2520,0.390625,132,0.34222499999999995,0.34063628043476524,0.371337890625,-0.030701610190234763
401810388,1768004051,121.0,0,1628976|1630217|1631094|1641710|1642869,202331|203954|1630178|1631230|1642845,0.475,0.4743613339712073,401810388,57366,1.0,120,2026-01-09,2026-01-08,2026-01-07,401810388:120,0.5,132,0.225625,0.22501867516694324,0.25,-0.02498132483305676
401810388,1768005191,600.0,0,1626145|1629048|1630217|1641724|1642859,202331|203083|1626162|1629656|1630178,0.4549999999999999,0.4545638376081091,401810388,57385,0.0,600,2026-01-09,2026-01-08,2026-01-07,401810388:600,0.75,132,0.2070249999999999,0.20662828246101136,0.5625,-0.3558717175389886
401810388,1768006390,1079.0,0,1626145|1628976|1631094|1641710|1642869,203083|1630178|1631133|1642272|1642845,0.56,0.5585294995312546,401810388,57417,1.0,1080,2026-01-09,2026-01-08,2026-01-07,401810388:1080,0.390625,132,0.31360000000000005,0.3119552018466338,0.152587890625,0.15936731122163378
401810388,1768008371,1560.0,0,1628976|1630217|1631094|1641710|1642869,202331|203954|1630178|1631230|1642845,0.385,0.3852636195735019,401810388,57470,0.0,1560,2026-01-09,2026-01-08,2026-01-07,401810388:1560,0.484375,132,0.148225,0.14842805656687602,0.234619140625,-0.08619108405812398
401810388,1768009390,2003.0,0,1628371|1630217|1631094|1631288|1642859,203083|1626162|1629656|1630178|1631133,0.3149999999999999,0.3159049693065258,401810388,57496,37.0,2040,2026-01-09,2026-01-08,2026-01-07,401810388:2040,0.40625,132,0.09922499999999994,0.099795949632557,0.1650390625,-0.065243112867443
401810388,1768010950,2534.0,0,1628976|1630217|1631094|1641710|1642869,203954|1629656|1630178|1631230|1642845,0.035,0.0360112425182276,401810388,57542,14.0,2520,2026-01-09,2026-01-08,2026-01-07,401810388:2520,0.484375,132,0.0012250000000000002,0.0012968095877066031,0.234619140625,-0.23332233103729338
401810398,1768090392,127.0,1,1627783|1629614|1630174|1631245|1642277,203952|1626181|1628389|1629639|1630558,0.3399999999999999,0.3406141191535515,401810398,57920,7.0,120,2026-01-10,2026-01-09,2026-01-07,401810398:120,0.40625,132,0.4356000000000002,0.43478973985964686,0.3525390625,0.08225067735964686
