1080p30	9sq-YMlIo9Q_s2346	RC0	14247	72	472704	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
	UCVSlzgun0o_s2298	RC0	UNRECORDED_RECEIPT_TRUNCATED	72	382504		
	UCVSlzgun0o_s90	RC0	UNRECORDED_RECEIPT_TRUNCATED	78	413212		
	Vm0FqeGo-8g_s1317	RC0	UNRECORDED_RECEIPT_TRUNCATED	74	426668		
	X5w3V6rh26s_s90	RC0	UNRECORDED_RECEIPT_TRUNCATED	89	434724		
	Y1cgaIWW8gk_s2784	RC0	UNRECORDED_RECEIPT_TRUNCATED	76	445216		
	tFnl0NVn6FA_s2774	RC0	UNRECORDED_RECEIPT_TRUNCATED	82	461772		
	tFnl0NVn6FA_s90	RC0	UNRECORDED_RECEIPT_TRUNCATED	81	489896		
	tZeqmc_-_sA_s2574	RC0	UNRECORDED_RECEIPT_TRUNCATED	94	487408		
1080p30	yZ5u2sOpiNU_s5214	RC0	12371	75	457932	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	yZ5u2sOpiNU_s90	RC0	17463	103	482720	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	4JS090XPhmM_s3537	RC0	20629	89	462684	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	4JS090XPhmM_s4686	RC0	14151	111	451960	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	3eeaJz1PJTM_s2572	RC0	14276	97	490384	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	3eeaJz1PJTM_s3813	RC0	4501	82	482860	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	3eeaJz1PJTM_s90	RC0	8463	89	451600	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	J8pMOFvFlsU_s1384	RC0	8923	90	448440	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
1080p30	J8pMOFvFlsU_s3972	RC0	12733	110	433320	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	acb-jHcR5UxPGuE_s1393	RC0	9505	57	421100	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	acb-jHcR5UxPGuE_s90	RC0	12021	53	420504	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	3gBeJyl7Szg_s2302	RC0	15203	73	444696	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	3gBeJyl7Szg_s90	RC0	19462	55	455780	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	Kh7Fj4ogPN4_s3606	RC0	9912	57	496696	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	Kh7Fj4ogPN4_s5950	RC0	14746	56	381864	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	Ktu6yFS9iMo_s6195	RC0	13014	55	474412	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	L7o4UCIIqS4_s5222	RC0	18347	51	365464	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	oL9Uaie2v2A_s2438	RC0	15741	62	476252	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	6rQ2sV4upfc_s1509	RC0	21595	64	433372	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	6rQ2sV4upfc_s90	RC0	15100	85	488076	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	7blRl4zVfrY_s90	RC0	5505	63	406352	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	Ge4uewCFUFQ_s2382	RC0	11541	68	388868	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	Ge4uewCFUFQ_s4674	RC0	7403	92	446612	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	KZK9rv9TnGE_s1474	RC0	9109	77	506824	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	KZK9rv9TnGE_s4242	RC0	4471	82	474600	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	KZK9rv9TnGE_s90	RC0	6964	71	493376	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
720p60	dAy3tnlu3EQ_s4326	RC0	13311	78	462348	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0	3fa03114c74d85bf72c5a63114e9c9441a1ada5899fe035bbaaba2b22f99bee0
