game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss
0022500061,2,NYK,321,1562,1242,41.44,,,0.8,6,1,1548,0,hand_off,,,4,0,0,9,31,0,80.8,0.0,3pt_arc,,0
0022500061,3,CHA,1563,2519,957,31.93,211.4,1326.6,-2.96,8,0,,0,hand_off,,,11,2,0,6,25,1,322.1,0.0,3pt_arc,,0
0022500061,4,NYK,2520,3935,1415,47.21,5.9,1256.8,3.96,11,0,,0,transition,,,1,0,0,10,72,0,512.4,0.0,corner_3,,0
0022500061,7,CHA,3936,4007,72,2.4,,,,0,0,,0,fast_break,,,4,0,0,0,26,0,,21.7,3pt_arc,,0
0022500061,8,NYK,4008,5333,1325,44.21,,815.9,,0,0,,0,fast_break,,,5,0,0,2,149,0,157.4,0.0,corner_3,,0
0022500061,13,CHA,5334,5624,291,9.71,,,1.41,3,0,,0,hand_off,,,4,0,0,3,25,0,201.5,14.4,3pt_arc,,0
0022500061,14,NYK,5625,5726,102,3.4,,,,0,0,,0,transition,,,7,0,0,0,98,0,,20.7,corner_3,,0
0022500061,15,CHA,5727,6047,321,10.71,,,,0,0,,0,transition,,,1,0,0,0,33,0,,13.4,mid_range,,0
0022500061,16,NYK,6048,6356,309,10.31,8.7,514.7,,0,0,,0,transition,,,0,0,0,0,106,0,,13.8,corner_3,,0
0022500061,17,CHA,6357,6416,60,2.0,465.8,657.6,,0,0,,0,transition,,,0,0,0,0,194,0,,22.1,mid_range,,0
0022500061,18,NYK,6417,6572,156,5.21,,836.8,,0,0,,0,transition,,,0,0,0,0,55,0,,18.9,backcourt,,0
0022500061,19,CHA,6573,8300,1728,57.66,,917.4,,0,1,6594,0,transition,,,0,0,0,0,25,0,,0.0,3pt_arc,,0
0022500061,21,CHA,8358,8561,204,6.81,,,,0,0,,0,fast_break,,,0,0,0,0,25,0,,17.3,corner_3,,0
0022500061,22,NYK,8562,8768,207,6.91,,,,0,0,,0,fast_break,,,0,0,0,0,25,1,,17.2,corner_3,,0
0022500061,25,CHA,8814,8876,63,2.1,368.0,586.2,,0,0,,0,transition,,,1,0,0,0,205,1,,22.0,3pt_arc,,0
0022500061,26,NYK,8877,9650,774,25.83,,342.8,,0,0,,0,transition,,,0,0,0,0,210,1,,0.0,mid_range,,0
0022500061,27,CHA,9651,9809,159,5.31,391.6,901.6,,0,0,,0,transition,,,3,0,0,4,220,1,174.1,18.8,mid_range,,0
0022500061,28,NYK,9810,10046,237,7.91,,240.6,,0,0,,0,hand_off,,,1,0,0,0,26,1,,16.2,corner_3,,0
0022500061,29,CHA,10047,10325,279,9.31,360.7,347.8,,0,0,,0,fast_break,,,0,0,0,0,78,1,,14.8,mid_range,,0
0022500061,30,NYK,10326,10529,204,6.81,108.6,,,0,0,,0,fast_break,,,0,0,0,0,149,0,230.6,17.3,corner_3,,0
0022500061,31,CHA,10530,11273,744,24.82,461.2,1339.8,,0,1,11169,0,fast_break,,,5,0,0,4,78,2,312.9,0.0,mid_range,,0
0022500061,33,CHA,11292,11552,261,8.71,,,,0,0,,0,fast_break,,,1,0,0,0,95,1,,15.4,paint,,0
0022500061,34,NYK,11553,11669,117,3.9,,,,0,1,11556,0,transition,,,0,0,0,0,33,0,,20.2,mid_range,,0
0022500061,35,CHA,11670,11891,222,7.41,72.4,702.5,,0,0,,0,isolation,,,3,0,0,0,78,1,250.5,16.7,3pt_arc,,0
0022500061,36,NYK,11892,12110,219,7.31,86.7,816.7,,0,1,12108,0,off_screen,,,3,0,0,1,25,0,558.3,16.8,corner_3,,0
0022500061,37,CHA,12111,12827,716,23.89,,,,0,0,,0,off_screen,,,0,0,0,0,78,0,,19.5,mid_range,,0
0022500061,40,NYK,12828,13007,180,6.01,,1475.9,,0,0,,0,off_screen,,,0,0,0,0,25,1,,18.1,backcourt,,0
