card_id,draw_kind,section_id,frame,source_path,receiver_path,receiver_bytes,receiver_sha256_rehash,receiver_sha256_landed,receiver_rehash_equal,decoded_path,decoded_bytes,decoded_sha256_rehash,decoded_sha256_landed,decoded_rehash_equal,native_width,native_height,actual_pts_s,landed_status,status
720p60_09,720p60,L7o4UCIIqS4_s2656,2611,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s2656.mp4,C:/Users/neelj/g402_receiver/nba__L7o4UCIIqS4_s2656.mp4,54975598,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,1,C:/Users/neelj/g406_frames/720p60_09.png,565002,db7e8acda31ee4f4c8fb56170941b8e0af87c2612de502f53a8cdf458759f7b4,db7e8acda31ee4f4c8fb56170941b8e0af87c2612de502f53a8cdf458759f7b4,1,1280,720,43.560178,OK,REHASH_EQUAL
720p60_10,720p60,L7o4UCIIqS4_s5222,2885,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s5222.mp4,C:/Users/neelj/g402_receiver/nba__L7o4UCIIqS4_s5222.mp4,46736475,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,1,C:/Users/neelj/g406_frames/720p60_10.png,837634,0ec685c717bb9c244fb90ab155db373d83e1104bb6e193c3989d6bb987291100,0ec685c717bb9c244fb90ab155db373d83e1104bb6e193c3989d6bb987291100,1,1280,720,48.131411,OK,REHASH_EQUAL
720p60_11,720p60,oL9Uaie2v2A_s5960,3175,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s5960.mp4,C:/Users/neelj/g402_receiver/nba__oL9Uaie2v2A_s5960.mp4,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,1,C:/Users/neelj/g406_frames/720p60_11.png,981774,b0b41809323bfcbc4c2106a49d965a1e68812cc2f7cc5fb0544fc6f31b6166ee,b0b41809323bfcbc4c2106a49d965a1e68812cc2f7cc5fb0544fc6f31b6166ee,1,1280,720,52.969578,OK,REHASH_EQUAL
720p60_12,720p60,6rQ2sV4upfc_s1509,3390,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s1509.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__6rQ2sV4upfc_s1509.mp4,50953115,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,1,C:/Users/neelj/g406_frames/720p60_12.png,955464,1e160221a909c3e503aaf50ecc28db1a298599f72293d2086d08ec58a8da2ae7,1e160221a909c3e503aaf50ecc28db1a298599f72293d2086d08ec58a8da2ae7,1,1280,720,56.5565,OK,REHASH_EQUAL
720p60_13,720p60,6rQ2sV4upfc_s90,3603,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s90.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__6rQ2sV4upfc_s90.mp4,54041007,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,1,C:/Users/neelj/g406_frames/720p60_13.png,1143084,4862b63d2072cf26ffa636361b34803f5ca291da451884aa385a9a7ffd02303c,4862b63d2072cf26ffa636361b34803f5ca291da451884aa385a9a7ffd02303c,1,1280,720,60.110044,OK,REHASH_EQUAL
720p60_14,720p60,7blRl4zVfrY_s3489,3817,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s3489.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__7blRl4zVfrY_s3489.mp4,56326299,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,1,C:/Users/neelj/g406_frames/720p60_14.png,993457,fcaa71774fa2cf97e92f6c30f3f5e6842d66ba6878c9425f85421740a4ccc542,fcaa71774fa2cf97e92f6c30f3f5e6842d66ba6878c9425f85421740a4ccc542,1,1280,720,63.680278,OK,REHASH_EQUAL
720p60_15,720p60,7blRl4zVfrY_s90,4032,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s90.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__7blRl4zVfrY_s90.mp4,57345020,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,1,C:/Users/neelj/g406_frames/720p60_15.png,1066893,f6ee544f2d017af1381b1a282583fb530c08115bc4c896be103607c94e8c6b7a,f6ee544f2d017af1381b1a282583fb530c08115bc4c896be103607c94e8c6b7a,1,1280,720,67.2672,OK,REHASH_EQUAL
720p60_16,720p60,FyMWTVsJvv8_s4332,4515,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,1,C:/Users/neelj/g406_frames/720p60_16.png,691014,fd35a282b8c4c74e5bb224f5486a0911833bc9482f04ef0090830222224b9f5b,fd35a282b8c4c74e5bb224f5486a0911833bc9482f04ef0090830222224b9f5b,1,1280,720,75.325244,OK,REHASH_EQUAL
720p60_17,720p60,Ge4uewCFUFQ_s2382,4729,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,1,C:/Users/neelj/g406_frames/720p60_17.png,1275998,1fcf838699b61aac1d133c6461796f8ac6b76033f56ccbae4cd4d60a2984be51,1fcf838699b61aac1d133c6461796f8ac6b76033f56ccbae4cd4d60a2984be51,1,1280,720,78.895489,OK,REHASH_EQUAL
720p60_18,720p60,Ge4uewCFUFQ_s4674,4944,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,1,C:/Users/neelj/g406_frames/720p60_18.png,878446,99515d812962b572b9fd1a21ff0524c05eb781f72f595e6dfb7299cfbb30335d,99515d812962b572b9fd1a21ff0524c05eb781f72f595e6dfb7299cfbb30335d,1,1280,720,82.4824,OK,REHASH_EQUAL
720p60_19,720p60,IpR4pT8iN0Y_s2432,5152,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,1,C:/Users/neelj/g406_frames/720p60_19.png,1199613,34952b272630b9568f06aebacbfb8201ed6109c3c5b1ba6487271bb994a82b83,34952b272630b9568f06aebacbfb8201ed6109c3c5b1ba6487271bb994a82b83,1,1280,720,85.952533,OK,REHASH_EQUAL
720p60_20,720p60,KZK9rv9TnGE_s1474,5365,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,56938793,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,1,C:/Users/neelj/g406_frames/720p60_20.png,1117549,b33b3aa79d4efed196b3a3738da9e59765ec43bf5dd5f7171b0b5fe2142cc803,b33b3aa79d4efed196b3a3738da9e59765ec43bf5dd5f7171b0b5fe2142cc803,1,1280,720,89.506089,OK,REHASH_EQUAL
720p60_21,720p60,KZK9rv9TnGE_s4242,5579,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,57308946,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,1,C:/Users/neelj/g406_frames/720p60_21.png,1167513,ee992b0035f6e1f8d46e47d9059c44a399c953049a48bb021a741d34e5e513c2,ee992b0035f6e1f8d46e47d9059c44a399c953049a48bb021a741d34e5e513c2,1,1280,720,93.076322,OK,REHASH_EQUAL
720p60_22,720p60,KZK9rv9TnGE_s90,5793,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s90.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__KZK9rv9TnGE_s90.mp4,57656755,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,1,C:/Users/neelj/g406_frames/720p60_22.png,708589,1591161474a37e7b52d3be6a4cf6b17cfbc165d80e2cbfa6f55cc58dfec5a89c,1591161474a37e7b52d3be6a4cf6b17cfbc165d80e2cbfa6f55cc58dfec5a89c,1,1280,720,96.646544,OK,REHASH_EQUAL
720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,/workspace/data/footage_corpus/ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,56393316,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,1,C:/Users/neelj/g406_frames/720p60_23.png,1178873,8abd8caf48917eed56ba0fa45d40b8a5c312a5fb9b678889bc975c98d111f551,8abd8caf48917eed56ba0fa45d40b8a5c312a5fb9b678889bc975c98d111f551,1,1280,720,100.233467,OK,REHASH_EQUAL
720p60_24,720p60,qTXrSRHHR2M_s2262,6313,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s2262.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__qTXrSRHHR2M_s2262.mp4,56808008,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,1,C:/Users/neelj/g406_frames/720p60_24.png,1113300,03afef1c4cbe8b43aae5735ad8e70af4c248f0d71635d0c6ba01f210105f2692,03afef1c4cbe8b43aae5735ad8e70af4c248f0d71635d0c6ba01f210105f2692,1,1280,720,105.321878,OK,REHASH_EQUAL
720p60_25,720p60,s-0Y7aLxXgM_s1275,6338,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,55405416,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,1,C:/Users/neelj/g406_frames/720p60_25.png,1047733,6466f10c1b0d85a14e2bc4fdf5bbd3fc97db845d82daae3c0c97759ce2790bba,6466f10c1b0d85a14e2bc4fdf5bbd3fc97db845d82daae3c0c97759ce2790bba,1,1280,720,105.738967,OK,REHASH_EQUAL
720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,C:/Users/neelj/g402_receiver/ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,54805277,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,1,C:/Users/neelj/g406_frames/720p60_26.png,1112179,78438eecb79962fdc3e071001dc67c57dd0362927a9293f032cbe58e49a00d2a,78438eecb79962fdc3e071001dc67c57dd0362927a9293f032cbe58e49a00d2a,1,1280,720,109.225778,OK,REHASH_EQUAL
720p60_27,720p60,xv0WyG7_99c_s1200,6761,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s1200.mp4,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s1200.mp4,54435376,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,1,C:/Users/neelj/g406_frames/720p60_27.png,1123384,e1d3bac16feca26e775db2843d28928c050a3de0bf737dc79d38f13a51ff2cd9,e1d3bac16feca26e775db2843d28928c050a3de0bf737dc79d38f13a51ff2cd9,1,1280,720,112.796011,OK,REHASH_EQUAL
720p60_28,720p60,xv0WyG7_99c_s4530,6975,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s4530.mp4,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1,C:/Users/neelj/g406_frames/720p60_28.png,1158561,4c170bcf682b993a36ecc7bdec18d9b04d117f2351b9285f7fe3b0ab4234b039,4c170bcf682b993a36ecc7bdec18d9b04d117f2351b9285f7fe3b0ab4234b039,1,1280,720,116.366244,OK,REHASH_EQUAL
720p60_29,720p60,xv0WyG7_99c_s4530,7557,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s4530.mp4,C:/Users/neelj/g402_receiver/wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1,C:/Users/neelj/g406_frames/720p60_29.png,980524,a9562b9fad277674e90a1367cadcbd4fb7494bc6b53313652914d005fb81815e,a9562b9fad277674e90a1367cadcbd4fb7494bc6b53313652914d005fb81815e,1,1280,720,126.075944,OK,REHASH_EQUAL
