unit,box_id,card_id,section_id,frame,position_source,source_branch,route,crop_width,crop_height,stored_xyxy,native_padded_xyxy,native_detector_xyxy,clipped,within_padded_crop_bound,legacy_identical,box_frame,box_crop_origin_y_px,box_padding_px,box_receipt_status,box_receipt_reason
real_row,1080p30_21_r02,1080p30_21,4JS090XPhmM_s3537,2708,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1764.0 4.0 1905.0 263.0,1764.0 64.0 1905.0 323.0,1779.0 79.0 1890.0 308.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_21_r03,1080p30_21,4JS090XPhmM_s3537,2708,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,594.352 628.98035 732.5007 932.2755,594.352 688.98035 732.5007 992.2755,609.352 703.98035 717.5007 977.2755,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_22_r00,1080p30_22,4JS090XPhmM_s4686,2781,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,693.422 73.45563 1145.8774 843.44574,693.422 133.45562999999999 1145.8774 903.44574,708.422 148.45562999999999 1130.8774 888.44574,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_22_r01,1080p30_22,4JS090XPhmM_s4686,2781,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1920,1020,286.85675 71.64142 1075.9053 847.1336,286.85675 131.64141999999998 1075.9053 907.1336,301.85675 146.64141999999998 1060.9053 892.1336,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_22_r02,1080p30_22,4JS090XPhmM_s4686,2781,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,-15.0 281.0 438.0 1006.0,0 341.0 438.0 1066.0,0 356.0 423.0 1051.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_23_r00,1080p30_23,3eeaJz1PJTM_s1331,2948,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,800.0 498.0 927.0 618.0,800.0 558.0 927.0 678.0,815.0 573.0 912.0 663.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,1080p30_23_r01,1080p30_23,3eeaJz1PJTM_s1331,2948,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,-15.0 615.0 201.0 873.0,0 675.0 201.0 933.0,0 690.0 186.0 918.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_24_r00,1080p30_24,3eeaJz1PJTM_s2572,3023,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,247.0 360.0 360.0 524.0,247.0 420.0 360.0 584.0,262.0 435.0 345.0 569.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_24_r01,1080p30_24,3eeaJz1PJTM_s2572,3023,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1185.0 423.0 1407.0 750.0,1185.0 483.0 1407.0 810.0,1200.0 498.0 1392.0 795.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_24_r02,1080p30_24,3eeaJz1PJTM_s2572,3023,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,850.0 54.0 1099.0 353.0,850.0 114.0 1099.0 413.0,865.0 129.0 1084.0 398.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_24_r03,1080p30_24,3eeaJz1PJTM_s2572,3023,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1495.0 117.0 1672.0 379.0,1495.0 177.0 1672.0 439.0,1510.0 192.0 1657.0 424.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_24_r04,1080p30_24,3eeaJz1PJTM_s2572,3023,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,423.0 45.0 547.0 153.0,423.0 105.0 547.0 213.0,438.0 120.0 532.0 198.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_24_r05,1080p30_24,3eeaJz1PJTM_s2572,3023,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1005.5474 117.99788 1184.609 311.52533,1005.5474 177.99788 1184.609 371.52533,1020.5474 192.99788 1169.609 356.52533,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_25_r00,1080p30_25,3eeaJz1PJTM_s3813,3098,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,334.0342 463.0301 512.70416 814.9417,334.0342 523.0301 512.70416 874.9417,349.0342 538.0301 497.70416 859.9417,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_25_r01,1080p30_25,3eeaJz1PJTM_s3813,3098,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,296.1355 162.69113 431.34137 409.24997,296.1355 222.69113 431.34137 469.24997,311.1355 237.69113 416.34137 454.24997,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_25_r02,1080p30_25,3eeaJz1PJTM_s3813,3098,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,691.1965 371.77518 901.1965 645.06934,691.1965 431.77518 901.1965 705.06934,706.1965 446.77518 886.1965 690.06934,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_25_r03,1080p30_25,3eeaJz1PJTM_s3813,3098,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,920.5842 419.651 1109.9442 722.61096,920.5842 479.651 1109.9442 782.61096,935.5842 494.651 1094.9442 767.61096,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_25_r04,1080p30_25,3eeaJz1PJTM_s3813,3098,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1271.0 403.0 1427.0 708.0,1271.0 463.0 1427.0 768.0,1286.0 478.0 1412.0 753.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_25_r05,1080p30_25,3eeaJz1PJTM_s3813,3098,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,759.0 421.0 930.0 718.0,759.0 481.0 930.0 778.0,774.0 496.0 915.0 763.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_25_r06,1080p30_25,3eeaJz1PJTM_s3813,3098,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,297.2375 161.68567 425.86566 404.38452,297.2375 221.68567 425.86566 464.38452,312.2375 236.68567 410.86566 449.38452,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_26_r00,1080p30_26,3eeaJz1PJTM_s90,3286,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,1495.0 927.0 1576.0 1035.0,1495.0 987.0 1576.0 1080,1510.0 1002.0 1561.0 1080,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_26_r01,1080p30_26,3eeaJz1PJTM_s90,3286,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,1545.0 930.0 1623.0 1035.0,1545.0 990.0 1623.0 1080,1560.0 1005.0 1608.0 1080,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_26_r02,1080p30_26,3eeaJz1PJTM_s90,3286,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1920,1020,387.0 772.0 467.0 918.0,387.0 832.0 467.0 978.0,402.0 847.0 452.0 963.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_27_r00,1080p30_27,J8pMOFvFlsU_s1384,3364,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,1680.0 241.0 1929.0 664.0,1680.0 301.0 1920 724.0,1695.0 316.0 1914.0 709.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_27_r01,1080p30_27,J8pMOFvFlsU_s1384,3364,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,945.0 462.0 1167.0 874.0,945.0 522.0 1167.0 934.0,960.0 537.0 1152.0 919.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_27_r02,1080p30_27,J8pMOFvFlsU_s1384,3364,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,424.0 144.0 639.0 681.0,424.0 204.0 639.0 741.0,439.0 219.0 624.0 726.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_27_r03,1080p30_27,J8pMOFvFlsU_s1384,3364,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,563.0 220.0 795.0 682.0,563.0 280.0 795.0 742.0,578.0 295.0 780.0 727.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_27_r04,1080p30_27,J8pMOFvFlsU_s1384,3364,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,970.0 485.0 1183.0 695.0,970.0 545.0 1183.0 755.0,985.0 560.0 1168.0 740.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_28_r00,1080p30_28,J8pMOFvFlsU_s3972,3439,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,362.55054 289.36288 510.7976 609.4076,362.55054 349.36288 510.7976 669.4076,377.55054 364.36288 495.7976 654.4076,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_28_r01,1080p30_28,J8pMOFvFlsU_s3972,3439,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,22.871124 471.0913 178.71436 656.0359,22.871124 531.0913 178.71436 716.0359,37.871123999999995 546.0913 163.71436 701.0359,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_28_r02,1080p30_28,J8pMOFvFlsU_s3972,3439,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,prediction,1920,1020,331.62485 258.08795 484.53787 435.60968,331.62485 318.08795 484.53787 495.60968,346.62485 333.08795 469.53787 480.60968,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,1080p30_29_r00,1080p30_29,J8pMOFvFlsU_s90,3783,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1920,1020,382.0 289.0 643.0 732.0,382.0 349.0 643.0 792.0,397.0 364.0 628.0 777.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,1080p30_29_r01,1080p30_29,J8pMOFvFlsU_s90,3783,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1920,1020,197.0 38.0 358.0 359.0,197.0 98.0 358.0 419.0,212.0 113.0 343.0 404.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_01_r00,720p60_01,acb-jHcR5UxPGuE_s90,537,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,1125.0 260.0 1203.0 415.0,1125.0 320.0 1203.0 475.0,1140.0 335.0 1188.0 460.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_01_r01,720p60_01,acb-jHcR5UxPGuE_s90,537,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,504.0 176.0 595.0 302.0,504.0 236.0 595.0 362.0,519.0 251.0 580.0 347.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_02_r00,720p60_02,3gBeJyl7Szg_s2302,751,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,330.0 2.0 516.0 584.0,330.0 62.0 516.0 644.0,345.0 77.0 501.0 629.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_02_r01,720p60_02,3gBeJyl7Szg_s2302,751,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,449.4266 -5.2168884 1055.2078 632.02844,449.4266 60 1055.2078 692.02844,464.4266 69.7831116 1040.2078 677.02844,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_03_r00,720p60_03,3gBeJyl7Szg_s90,966,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,850.0 270.0 970.0 540.0,850.0 330.0 970.0 600.0,865.0 345.0 955.0 585.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_03_r01,720p60_03,3gBeJyl7Szg_s90,966,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,848.65125 270.0 966.65125 539.0,848.65125 330.0 966.65125 599.0,863.65125 345.0 951.65125 584.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_04_r00,720p60_04,Kh7Fj4ogPN4_s3606,1173,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,1099.0 320.0 1293.0 599.0,1099.0 380.0 1280 659.0,1114.0 395.0 1278.0 644.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_04_r01,720p60_04,Kh7Fj4ogPN4_s3606,1173,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,1171.0 -13.0 1295.0 176.0,1171.0 60 1280 236.0,1186.0 62.0 1280 221.0,1,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_04_r02,720p60_04,Kh7Fj4ogPN4_s3606,1173,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,1167.0 135.0 1293.0 320.0,1167.0 195.0 1280 380.0,1182.0 210.0 1278.0 365.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_04_r03,720p60_04,Kh7Fj4ogPN4_s3606,1173,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,81.0 12.0 282.0 495.0,81.0 72.0 282.0 555.0,96.0 87.0 267.0 540.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_05_r00,720p60_05,Kh7Fj4ogPN4_s3606,1755,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,373.0 338.0 485.0 563.0,373.0 398.0 485.0 623.0,388.0 413.0 470.0 608.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_05_r01,720p60_05,Kh7Fj4ogPN4_s3606,1755,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,51.0 238.0 135.0 441.0,51.0 298.0 135.0 501.0,66.0 313.0 120.0 486.0,0,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_05_r02,720p60_05,Kh7Fj4ogPN4_s3606,1755,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,44.81669 325.08142 217.52841 566.4148,44.81669 385.08142 217.52841 626.4148,59.81669 400.08142 202.52841 611.4148,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_06_r00,720p60_06,Kh7Fj4ogPN4_s5950,1968,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,303.0 298.0 402.0 533.0,303.0 358.0 402.0 593.0,318.0 373.0 387.0 578.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_06_r01,720p60_06,Kh7Fj4ogPN4_s5950,1968,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,299.98566 293.7761 400.89093 538.9506,299.98566 353.7761 400.89093 598.9506,314.98566 368.7761 385.89093 583.9506,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_07_r00,720p60_07,Ktu6yFS9iMo_s2532,2183,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,694.0 -13.0 996.0 389.0,694.0 60 996.0 449.0,709.0 62.0 981.0 434.0,1,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_07_r01,720p60_07,Ktu6yFS9iMo_s2532,2183,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,92.0 -14.0 394.0 391.0,92.0 60 394.0 451.0,107.0 61.0 379.0 436.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_07_r02,720p60_07,Ktu6yFS9iMo_s2532,2183,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,372.0 64.0 797.0 661.0,372.0 124.0 797.0 720,387.0 139.0 782.0 706.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_07_r03,720p60_07,Ktu6yFS9iMo_s2532,2183,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,533.27423 199.86502 630.908 400.6337,533.27423 259.86501999999996 630.908 460.6337,548.27423 274.86501999999996 615.908 445.6337,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_07_r04,720p60_07,Ktu6yFS9iMo_s2532,2183,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,985.99536 540.6399 1079.9509 659.7999,985.99536 600.6399 1079.9509 719.7999,1000.99536 615.6399 1064.9509 704.7999,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_08_r00,720p60_08,Ktu6yFS9iMo_s6195,2397,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,195.0 -11.0 688.0 666.0,195.0 60 688.0 720,210.0 64.0 673.0 711.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_08_r01,720p60_08,Ktu6yFS9iMo_s6195,2397,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,324.29257 -207.56989 837.4973 362.8968,324.29257 60 837.4973 422.8968,339.29257 60 822.4973 407.8968,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_08_r02,720p60_08,Ktu6yFS9iMo_s6195,2397,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,9.85141 -21.05481 580.57886 649.62024,9.85141 60 580.57886 709.62024,24.85141 60 565.57886 694.62024,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_09_r00,720p60_09,L7o4UCIIqS4_s2656,2611,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,321.7542 -17.368805 880.21735 592.7014,321.7542 60 880.21735 652.7014,336.7542 60 865.21735 637.7014,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_09_r01,720p60_09,L7o4UCIIqS4_s2656,2611,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,771.6999 439.04657 959.0444 653.42645,771.6999 499.04657 959.0444 713.42645,786.6999 514.04657 944.0444 698.42645,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_09_r02,720p60_09,L7o4UCIIqS4_s2656,2611,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,1051.0892 339.187 1202.3065 567.8827,1051.0892 399.187 1202.3065 627.8827,1066.0892 414.187 1187.3065 612.8827,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_10_r00,720p60_10,L7o4UCIIqS4_s5222,2885,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,638.0 -13.0 1290.0 665.0,638.0 60 1280 720,653.0 62.0 1275.0 710.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_10_r01,720p60_10,L7o4UCIIqS4_s5222,2885,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,retained_point,1280,660,694.0 426.0 898.0 595.0,694.0 486.0 898.0 655.0,709.0 501.0 883.0 640.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_11_r00,720p60_11,oL9Uaie2v2A_s5960,3175,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,578.0 190.0 717.0 471.0,578.0 250.0 717.0 531.0,593.0 265.0 702.0 516.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_11_r01,720p60_11,oL9Uaie2v2A_s5960,3175,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,1173.0 136.0 1289.0 402.0,1173.0 196.0 1280 462.0,1188.0 211.0 1274.0 447.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_11_r02,720p60_11,oL9Uaie2v2A_s5960,3175,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,648.0 210.0 775.0 432.0,648.0 270.0 775.0 492.0,663.0 285.0 760.0 477.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_11_r03,720p60_11,oL9Uaie2v2A_s5960,3175,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,953.0 148.0 1079.0 447.0,953.0 208.0 1079.0 507.0,968.0 223.0 1064.0 492.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_11_r04,720p60_11,oL9Uaie2v2A_s5960,3175,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,741.0 213.0 972.0 512.0,741.0 273.0 972.0 572.0,756.0 288.0 957.0 557.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_11_r05,720p60_11,oL9Uaie2v2A_s5960,3175,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,798.0 425.0 1002.0 660.0,798.0 485.0 1002.0 720,813.0 500.0 987.0 705.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_12_r00,720p60_12,6rQ2sV4upfc_s1509,3390,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,773.0 -12.0 1136.0 345.0,773.0 60 1136.0 405.0,788.0 63.0 1121.0 390.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_12_r01,720p60_12,6rQ2sV4upfc_s1509,3390,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,929.0 38.0 1295.0 667.0,929.0 98.0 1280 720,944.0 113.0 1280 712.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_12_r02,720p60_12,6rQ2sV4upfc_s1509,3390,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,172.0 -14.0 586.0 370.0,172.0 60 586.0 430.0,187.0 61.0 571.0 415.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_12_r03,720p60_12,6rQ2sV4upfc_s1509,3390,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,301.0 -13.0 987.0 665.0,301.0 60 987.0 720,316.0 62.0 972.0 710.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_12_r04,720p60_12,6rQ2sV4upfc_s1509,3390,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,782.04346 -13.576523 1135.4049 348.72467,782.04346 60 1135.4049 408.72467,797.04346 61.423477 1120.4049 393.72467,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_13_r00,720p60_13,6rQ2sV4upfc_s90,3603,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,808.25696 538.04425 920.64404 668.0246,808.25696 598.04425 920.64404 720,823.25696 613.04425 905.64404 713.0246,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_14_r00,720p60_14,7blRl4zVfrY_s3489,3817,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,825.0 68.0 983.0 353.0,825.0 128.0 983.0 413.0,840.0 143.0 968.0 398.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_14_r01,720p60_14,7blRl4zVfrY_s3489,3817,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,281.0 306.0 399.0 557.0,281.0 366.0 399.0 617.0,296.0 381.0 384.0 602.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
real_row,720p60_14_r02,720p60_14,7blRl4zVfrY_s3489,3817,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,fresh_box,1280,660,1001.0 -15.0 1117.0 137.0,1001.0 60 1117.0 197.0,1016.0 60 1102.0 182.0,1,1,1,topcut60_pad15,60,15,BOUND,
real_row,720p60_14_r03,720p60_14,7blRl4zVfrY_s3489,3817,PREDICTION,src/tracking/advanced_tracker.py:id_merge,prediction,1280,660,212.0 109.0 307.0 280.0,212.0 169.0 307.0 340.0,227.0 184.0 292.0 325.0,0,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-prediction
real_row,720p60_16_r00,720p60_16,FyMWTVsJvv8_s4332,4515,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,retained_point,1280,660,841.0 -13.0 1295.0 611.0,841.0 60 1280 671.0,856.0 62.0 1280 656.0,1,1,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,unbound-retained_point
