game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made,player_name,team_abbrev,pbp_game_clock
22401194,1,1776,59.259,3,green,3234,222,corner_3,,1263515.0,246,3,,Bagley III,MEM,1181.0
22401194,3,2172,72.472,2,green,1958,1456,backcourt,,142583.5,360,3,,Bagley III,MEM,1200.0
22401194,4,3021,100.801,2,green,1958,1456,backcourt,,772769.0,547,16,,,UNK,
22401194,6,3273,109.209,4,green,2786,1103,3pt_arc,,772769.0,615,9,,Spencer,MEM,1237.0
22401194,7,3588,119.72,2,green,1958,1456,backcourt,,0.0,640,2,,Marshall,DAL,1247.0
22401194,8,4287,143.043,3,green,3234,222,corner_3,,2394556.5,796,5,,,UNK,
22401194,12,4587,153.053,8,white,725,300,3pt_arc,,0.0,834,3,,Jones,DAL,1278.0
22401194,14,4833,161.261,2,green,1958,1456,backcourt,,1856881.0,844,3,,Spencer,MEM,1284.0
22401194,22,5703,190.29,1,green,1385,322,mid_range,,999707.0,949,2,,,UNK,
22401194,25,6453,215.315,6,white,526,492,3pt_arc,,0.0,1119,2,,Christie,DAL,1340.0
22401194,26,7401,246.947,1,green,1737,247,backcourt,,1317966.0,1242,36,,Christie,DAL,1369.0
22401194,30,7662,255.655,2,green,1958,1456,backcourt,,440490.5,1263,3,,Jackson,MEM,1382.0
22401194,31,8100,270.27,3,green,3162,341,3pt_arc,,1567070.0,1333,8,,Exum,DAL,1392.0
22401194,35,8457,282.182,1,green,1671,397,backcourt,,1454978.0,1365,3,,Jones,DAL,1411.0
22401194,36,8772,292.692,2,green,1958,1456,backcourt,,1193707.0,1451,5,,,UNK,
22401194,38,9048,301.902,4,green,2786,1103,3pt_arc,,812437.5,1480,15,,,UNK,
22401194,40,10086,336.536,3,green,3162,341,3pt_arc,,547011.0,1497,19,,,UNK,
22401194,44,10356,345.545,5,green,1183,1442,mid_range,,0.0,1529,6,,Spencer,MEM,1469.0
22401194,45,10992,366.766,5,green,1183,1442,mid_range,,249104.0,1600,19,,,UNK,
22401194,46,11817,394.294,1,green,2009,473,mid_range,,0.0,1782,25,,,UNK,
22401194,47,12063,402.502,1,green,2009,473,mid_range,,1193707.0,1782,47,,,UNK,
22401194,52,12462,415.815,4,green,2786,1103,3pt_arc,,779230.0,1887,5,,Spencer,MEM,1542.0
22401194,53,13926,464.664,3,green,3162,341,3pt_arc,,440490.5,1976,3,,,UNK,
22401194,54,14277,476.376,4,green,2786,1103,3pt_arc,,1051123.5,2050,11,,Gafford,DAL,1603.0
22401194,55,14583,486.586,3,green,3162,341,3pt_arc,,689594.5,2085,24,,Stevens,MEM,1615.0
22401194,56,14979,499.799,5,green,1183,1442,mid_range,,1193707.0,2183,3,,Christie,DAL,1629.0
22401194,58,15237,508.408,4,green,2786,1103,3pt_arc,,779230.0,2239,9,,,UNK,
22401194,60,15855,529.029,5,green,1183,1442,mid_range,,249104.0,2297,6,,Christie,DAL,1653.0
22401194,61,16296,543.743,2,green,1958,1456,backcourt,,547011.0,2405,2,,Stevens,MEM,1666.0
22401194,62,16572,552.952,4,green,2786,1103,3pt_arc,,1051123.5,2457,11,,,UNK,
22401194,63,16998,567.167,4,green,2786,1103,3pt_arc,,689594.5,2547,3,,Dinwiddie,DAL,1694.0
22401194,65,17562,585.985,4,green,2786,1103,3pt_arc,,0.0,2605,5,,Jackson,MEM,1712.0
22401194,68,18648,622.222,7,white,483,302,3pt_arc,,0.0,2761,3,,Marshall,DAL,1749.0
22401194,69,18963,632.732,4,green,2786,1103,3pt_arc,,779230.0,2855,3,,,UNK,
22401194,70,19332,645.044,4,green,2786,1103,3pt_arc,,1193707.0,2898,5,,Bagley III,MEM,1768.0
22401194,73,20022,668.067,1,green,2009,473,mid_range,,636646.5,3076,22,,,UNK,
22401194,75,20463,682.782,6,white,350,383,3pt_arc,,0.0,3169,3,,Stevens,MEM,1808.0
22401194,76,21048,702.302,2,green,1958,1456,backcourt,,1051123.5,3261,6,,,UNK,
22401194,79,21354,712.512,2,green,1958,1456,backcourt,,0.0,3295,5,,Jackson,MEM,1840.0
22401194,81,21636,721.921,3,green,3162,341,3pt_arc,,0.0,3340,2,,,UNK,
