frame_approx,video_sec,game_clock_sec,period,score_home,score_away,score_margin,shot_clock_est
0,0,1125,2,53,42,11,12.0
29,1,1126,2,53,42,11,11.0
59,2,1127,2,53,42,11,10.0
89,3,1128,2,53,42,11,9.0
119,4,1129,2,53,42,11,8.0
149,5,1130,2,53,42,11,7.0
179,6,1131,2,53,42,11,6.0
209,7,1132,2,53,42,11,5.0
239,8,1133,2,55,42,13,24.0
269,9,1134,2,55,42,13,23.0
299,10,1135,2,55,42,13,22.0
329,11,1136,2,55,42,13,21.0
359,12,1137,2,55,42,13,20.0
389,13,1138,2,55,42,13,19.0
419,14,1139,2,55,42,13,18.0
449,15,1140,2,55,42,13,17.0
479,16,1141,2,55,42,13,16.0
509,17,1142,2,55,42,13,15.0
539,18,1143,2,55,42,13,14.0
569,19,1144,2,55,42,13,24.0
599,20,1145,2,55,42,13,23.0
629,21,1146,2,55,42,13,22.0
659,22,1147,2,55,42,13,21.0
689,23,1148,2,55,42,13,20.0
719,24,1149,2,55,42,13,19.0
749,25,1150,2,55,42,13,18.0
779,26,1151,2,55,42,13,17.0
809,27,1152,2,55,42,13,16.0
839,28,1153,2,55,42,13,15.0
869,29,1154,2,55,42,13,14.0
899,30,1155,2,55,42,13,13.0
929,31,1156,2,55,42,13,12.0
959,32,1157,2,55,42,13,24.0
989,33,1158,2,55,42,13,23.0
1018,34,1159,2,55,42,13,22.0
1048,35,1160,2,55,42,13,21.0
1078,36,1161,2,55,42,13,20.0
1108,37,1162,2,55,42,13,19.0
1138,38,1163,2,55,42,13,18.0
1168,39,1164,2,55,42,13,17.0
1198,40,1165,2,55,42,13,16.0
1228,41,1166,2,55,42,13,15.0
1258,42,1167,2,55,42,13,14.0
1288,43,1168,2,55,42,13,13.0
1318,44,1169,2,55,42,13,12.0
1348,45,1170,2,55,42,13,11.0
1378,46,1171,2,55,42,13,10.0
1408,47,1172,2,55,42,13,9.0
1438,48,1173,2,55,42,13,8.0
1468,49,1174,2,55,42,13,7.0
1498,50,1175,2,55,42,13,6.0
1528,51,1176,2,55,42,13,5.0
1558,52,1177,2,55,42,13,24.0
1588,53,1178,2,55,42,13,23.0
1618,54,1179,2,55,42,13,22.0
1648,55,1180,2,55,42,13,21.0
1678,56,1181,2,57,42,15,24.0
1708,57,1182,2,57,42,15,23.0
1738,58,1183,2,57,42,15,22.0
1768,59,1184,2,57,42,15,21.0
1798,60,1185,2,57,42,15,20.0
1828,61,1186,2,57,42,15,19.0
1858,62,1187,2,57,42,15,18.0
1888,63,1188,2,57,42,15,17.0
1918,64,1189,2,57,42,15,16.0
1948,65,1190,2,57,42,15,15.0
1978,66,1191,2,57,42,15,14.0
2007,67,1192,2,57,42,15,13.0
2037,68,1193,2,57,42,15,12.0
2067,69,1194,2,57,42,15,11.0
2097,70,1195,2,57,42,15,10.0
2127,71,1196,2,57,42,15,24.0
2157,72,1197,2,57,42,15,23.0
2187,73,1198,2,57,42,15,22.0
2217,74,1199,2,57,42,15,21.0
2247,75,1200,2,59,42,17,24.0
2277,76,1201,2,59,42,17,23.0
2307,77,1202,2,59,42,17,22.0
2337,78,1203,2,59,42,17,21.0
2367,79,1204,2,59,42,17,20.0
2397,80,1205,2,59,42,17,24.0
2427,81,1206,2,59,42,17,23.0
2457,82,1207,2,59,42,17,22.0
2487,83,1208,2,59,42,17,21.0
2517,84,1209,2,59,42,17,20.0
2547,85,1210,2,59,42,17,19.0
2577,86,1211,2,59,42,17,14.0
2607,87,1212,2,59,42,17,13.0
2637,88,1213,2,59,42,17,12.0
2667,89,1214,2,59,42,17,11.0
2697,90,1215,2,59,42,17,10.0
2727,91,1216,2,59,42,17,24.0
2757,92,1217,2,59,42,17,23.0
2787,93,1218,2,59,42,17,22.0
2817,94,1219,2,59,42,17,21.0
2847,95,1220,2,59,42,17,20.0
2877,96,1221,2,59,42,17,19.0
2907,97,1222,2,59,42,17,18.0
2937,98,1223,2,59,42,17,17.0
2967,99,1224,2,59,42,17,16.0
2997,100,1225,2,59,42,17,15.0
3026,101,1226,2,59,42,17,14.0
3056,102,1227,2,59,42,17,13.0
3086,103,1228,2,59,42,17,12.0
3116,104,1229,2,59,42,17,11.0
3146,105,1230,2,59,42,17,10.0
3176,106,1231,2,59,42,17,24.0
3206,107,1232,2,59,42,17,23.0
3236,108,1233,2,59,42,17,22.0
3266,109,1234,2,59,42,17,21.0
3296,110,1235,2,59,42,17,20.0
3326,111,1236,2,59,42,17,19.0
3356,112,1237,2,59,42,17,18.0
3386,113,1238,2,59,42,17,17.0
3416,114,1239,2,59,42,17,16.0
3446,115,1240,2,59,42,17,15.0
