game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22401194,134,green,1389,1517,128,4.266666666666667,986643.2,200.0,,0,0,,0,,
22401194,246,green,1770,1883,113,3.7666666666666666,1491388.0,200.0,,0,1,1776.0,0,,
22401194,360,green,2166,2333,167,5.566666666666666,422326.2,200.0,,0,1,2172.0,0,,
22401194,510,green,2649,2741,92,3.066666666666667,1539438.5,200.0,,0,0,,0,,
22401194,607,green,3210,3689,479,15.966666666666669,2672168.0,200.0,,0,0,,0,,
22401194,740,green,3987,4580,593,19.766666666666666,772769.0,200.0,,0,0,,0,,
22401194,834,white,4581,4772,192,6.41,,443.7,,0,1,4587.0,0,,
22401194,835,green,4773,5339,566,18.866666666666667,1502626.1,555.1,,0,1,4791.0,0,,
22401194,949,green,5700,5945,245,8.166666666666666,1192566.8,200.0,-26.09,0,1,5703.0,0,,
22401194,1232,green,6810,7892,1082,36.06666666666667,1221879.6,200.0,,0,0,,0,,
22401194,1333,green,8079,8468,389,12.966666666666669,1233069.2,200.0,,0,1,8100.0,0,,
22401194,1421,green,8634,10367,1733,57.766666666666666,648900.7,200.0,,0,0,,0,,
22401194,1600,green,10668,11003,336,11.21,365327.0,242.1,,0,1,10992.0,0,,
22401194,1782,green,11565,12176,611,20.366666666666667,877962.6,200.0,,0,1,11817.0,0,,
22401194,1887,green,12450,13937,1487,49.56666666666667,286008.6,200.0,,0,1,12462.0,0,,
22401194,2050,green,14247,14642,395,13.166666666666666,1030147.6,583.4,,0,1,14277.0,0,,
22401194,2137,green,14796,15293,497,16.566666666666666,563333.5,200.0,,0,0,,0,,
22401194,2251,green,15573,15947,374,12.466666666666669,619367.3,200.0,,0,0,,0,,
22401194,2373,green,16158,16748,590,19.666666666666668,1152189.7,200.0,,0,0,,0,,
22401194,2539,green,16938,17276,338,11.266666666666667,563403.3,200.0,,0,0,,0,,
22401194,2605,green,17550,17708,158,5.266666666666667,414477.0,200.0,,0,1,17562.0,0,,
22401194,2663,green,18189,18533,344,11.466666666666669,710197.8,200.0,,0,0,,0,,
22401194,2855,green,18957,19523,566,18.866666666666667,461455.1,757.6,,0,1,18963.0,0,,
22401194,3076,green,19959,20357,398,13.266666666666667,831911.0,200.0,,0,1,20022.0,0,,
22401194,3261,green,21033,21776,743,24.766666666666666,949047.8,200.0,,0,1,21048.0,0,,
