"table_id","tracking_csv","recoverability_bucket","evidence_code"
"0022500750","data/tracking/0022500750/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500752","data/tracking/0022500752/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500753","data/tracking/0022500753/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500756","data/tracking/0022500756/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500792","data/tracking/0022500792/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500794","data/tracking/0022500794/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500795","data/tracking/0022500795/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500796","data/tracking/0022500796/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500797","data/tracking/0022500797/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500799","data/tracking/0022500799/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500800","data/tracking/0022500800/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500802","data/tracking/0022500802/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500805","data/tracking/0022500805/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500807","data/tracking/0022500807/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500809","data/tracking/0022500809/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500880","data/tracking/0022500880/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500881","data/tracking/0022500881/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500882","data/tracking/0022500882/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500891","data/tracking/0022500891/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500892","data/tracking/0022500892/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500894","data/tracking/0022500894/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500897","data/tracking/0022500897/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500898","data/tracking/0022500898/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500904","data/tracking/0022500904/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500906","data/tracking/0022500906/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500908","data/tracking/0022500908/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500913","data/tracking/0022500913/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500914","data/tracking/0022500914/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500915","data/tracking/0022500915/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500917","data/tracking/0022500917/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500920","data/tracking/0022500920/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500921","data/tracking/0022500921/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500922","data/tracking/0022500922/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500927","data/tracking/0022500927/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500933","data/tracking/0022500933/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500934","data/tracking/0022500934/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500935","data/tracking/0022500935/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500937","data/tracking/0022500937/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500938","data/tracking/0022500938/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500939","data/tracking/0022500939/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500942","data/tracking/0022500942/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500943","data/tracking/0022500943/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500946","data/tracking/0022500946/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500947","data/tracking/0022500947/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500948","data/tracking/0022500948/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500950","data/tracking/0022500950/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500953","data/tracking/0022500953/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500957","data/tracking/0022500957/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500958","data/tracking/0022500958/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500960","data/tracking/0022500960/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500964","data/tracking/0022500964/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500965","data/tracking/0022500965/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500966.f136","data/tracking/0022500966.f136/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500966.f298","data/tracking/0022500966.f298/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500968","data/tracking/0022500968/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500991","data/tracking/0022500991/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500997","data/tracking/0022500997/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022500999","data/tracking/0022500999/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501010","data/tracking/0022501010/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501076","data/tracking/0022501076/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501077","data/tracking/0022501077/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501078","data/tracking/0022501078/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501080","data/tracking/0022501080/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501082","data/tracking/0022501082/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501083","data/tracking/0022501083/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501084","data/tracking/0022501084/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501085","data/tracking/0022501085/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501086","data/tracking/0022501086/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501088","data/tracking/0022501088/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501089","data/tracking/0022501089/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501091","data/tracking/0022501091/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501095","data/tracking/0022501095/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501097","data/tracking/0022501097/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501106","data/tracking/0022501106/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501107","data/tracking/0022501107/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501111","data/tracking/0022501111/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501114","data/tracking/0022501114/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501115","data/tracking/0022501115/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501116","data/tracking/0022501116/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501117","data/tracking/0022501117/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501123","data/tracking/0022501123/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501126","data/tracking/0022501126/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501130","data/tracking/0022501130/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501131","data/tracking/0022501131/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501134","data/tracking/0022501134/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501137","data/tracking/0022501137/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501140","data/tracking/0022501140/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501141","data/tracking/0022501141/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501142","data/tracking/0022501142/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501143","data/tracking/0022501143/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501146","data/tracking/0022501146/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501147","data/tracking/0022501147/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501149","data/tracking/0022501149/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501151","data/tracking/0022501151/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501152","data/tracking/0022501152/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501154","data/tracking/0022501154/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501155","data/tracking/0022501155/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501156","data/tracking/0022501156/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501158","data/tracking/0022501158/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501159","data/tracking/0022501159/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501160","data/tracking/0022501160/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501161","data/tracking/0022501161/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501163","data/tracking/0022501163/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501164","data/tracking/0022501164/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501165","data/tracking/0022501165/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501168","data/tracking/0022501168/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501170","data/tracking/0022501170/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501171","data/tracking/0022501171/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501172","data/tracking/0022501172/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501173","data/tracking/0022501173/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501174","data/tracking/0022501174/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501180","data/tracking/0022501180/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501183","data/tracking/0022501183/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501184","data/tracking/0022501184/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501185","data/tracking/0022501185/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501186","data/tracking/0022501186/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501190","data/tracking/0022501190/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501196","data/tracking/0022501196/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501197","data/tracking/0022501197/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501198","data/tracking/0022501198/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"0022501199","data/tracking/0022501199/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"failclosed_smoke","data/tracking/failclosed_smoke/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"G83_table_0022400625","data/tracking/G83_table_0022400625/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"G83_table_0022400687","data/tracking/G83_table_0022400687/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"G83_table_0022400690","data/tracking/G83_table_0022400690/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"G83_tennis_09","data/tracking/G83_tennis_09/tracking_data.csv","NOT_RECOVERABLE","LOCAL_VIDEO_UNPAIRED"
"lanetest2","data/tracking/lanetest2/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"mlb_2iosUkpL0Bc","data/tracking/mlb_2iosUkpL0Bc/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
"test_knicks","data/tracking/test_knicks/tracking_data.csv","NOT_RECOVERABLE","NO_AUDITABLE_DENOMINATOR"
