game_id,sport,source_resolution,ledger_source_height,table_source_height,height_disagrees,rows_total,rows_valid,rows_bad,n_gt50,share_gt50,n_gt33,share_gt33,n_gt25,share_gt25,n_gt50_posttopcut,share_gt50_posttopcut,n_gt50_padremoved,share_gt50_padremoved,n_matched,n_gt50_matched,share_gt50_matched,n_coasting,n_gt50_coasting,share_gt50_coasting,max_bbox_y2,max_box_h,table_bytes,table_sha256
0022400909_s3116,nba,1280x720,720,720.0,0,5538,5538,0,835,835/5538 (~1.5078e-1),1395,1395/5538 (~2.5190e-1),3553,3553/5538 (~6.4157e-1),996,996/5538 (~1.7985e-1),727,727/5538 (~1.3127e-1),3812,536,536/3812 (~1.4061e-1),1726,299,299/1726 (~1.7323e-1),1178.2904,683.0,2133098,1d67b6a37caac9220a62dfdc393277a79a3b50dee170aac035cc249a029eb238
0022400909_s3307,nba,1280x720,720,720.0,0,5761,5761,0,1190,1190/5761 (~2.0656e-1),1880,1880/5761 (~3.2633e-1),3771,3771/5761 (~6.5457e-1),1270,1270/5761 (~2.2045e-1),1108,1108/5761 (~1.9233e-1),3681,802,802/3681 (~2.1788e-1),2080,388,388/2080 (~1.8654e-1),1590.2384,684.0,2239435,fa8cfc9e8d29855505f4e5999c9a8eae6aac8b8c00814b627e4034847f0c9106
0022400909_s3498,nba,1280x720,720,720.0,0,5604,5604,0,792,792/5604 (~1.4133e-1),1473,1473/5604 (~2.6285e-1),3780,3780/5604 (~6.7452e-1),878,878/5604 (~1.5667e-1),713,713/5604 (~1.2723e-1),3637,429,429/3637 (~1.1795e-1),1967,363,363/1967 (~1.8454e-1),1583.0593,684.0,2262749,a2842502a485d289d68ad48fc25e8954960ac2e8cdf51f49a9f91fcd970be585
0022400909_s3689,nba,1280x720,720,720.0,0,1242,1242,0,37,37/1242 (~2.9791e-2),230,230/1242 (~1.8519e-1),372,372/1242 (~2.9952e-1),47,47/1242 (~3.7842e-2),35,35/1242 (~2.8180e-2),660,37,37/660 (~5.6061e-2),582,0,0/582 (~0.0000e0),650.0,658.0,482637,e93e6d86624f54bad9e0aacde45bd5b947e6955a582c621853c526b87b00bb3d
0022400909_s3880,nba,1280x720,720,720.0,0,4425,4425,0,529,529/4425 (~1.1955e-1),1010,1010/4425 (~2.2825e-1),2492,2492/4425 (~5.6316e-1),585,585/4425 (~1.3220e-1),451,451/4425 (~1.0192e-1),1842,185,185/1842 (~1.0043e-1),2583,344,344/2583 (~1.3318e-1),2032.6145,681.0,1698061,3f8286f587543606453cb7aacce07df57aef5be8c3729bdc41e8f0e97f630e52
0022400909_s3900,nba,1280x720,720,720.0,0,4255,4255,0,796,796/4255 (~1.8707e-1),1366,1366/4255 (~3.2103e-1),2694,2694/4255 (~6.3314e-1),902,902/4255 (~2.1199e-1),701,701/4255 (~1.6475e-1),1531,240,240/1531 (~1.5676e-1),2724,556,556/2724 (~2.0411e-1),2137.9146,681.0,1673539,9081177b113670d0e96fb06335e1b729f2d5635c18ff207a79cbe7144f865682
0022400909_s4071,nba,1280x720,720,720.0,0,4454,4454,0,1127,1127/4454 (~2.5303e-1),1696,1696/4454 (~3.8078e-1),2979,2979/4454 (~6.6884e-1),1186,1186/4454 (~2.6628e-1),1062,1062/4454 (~2.3844e-1),1305,281,281/1305 (~2.1533e-1),3149,846,846/3149 (~2.6866e-1),2146.589,684.0,1736194,355009b8c96abe936c57544c4de41d329b444483886eba7cee8b624c422d9aaa
0022400909_s4262,nba,1280x720,720,720.0,0,5267,5267,0,697,697/5267 (~1.3233e-1),1583,1583/5267 (~3.0055e-1),3258,3258/5267 (~6.1857e-1),776,776/5267 (~1.4733e-1),595,595/5267 (~1.1297e-1),3240,411,411/3240 (~1.2685e-1),2027,286,286/2027 (~1.4110e-1),1505.3547,682.0,2033446,641dc413d2f585b9f494a7aced98bd0cdd3cb969eb525ac13310a56cda9716d2
0022400909_s442,nba,1280x720,720,720.0,0,4864,4864,0,658,658/4864 (~1.3528e-1),1918,1918/4864 (~3.9433e-1),3283,3283/4864 (~6.7496e-1),894,894/4864 (~1.8380e-1),491,491/4864 (~1.0095e-1),3035,391,391/3035 (~1.2883e-1),1829,267,267/1829 (~1.4598e-1),1547.3573,686.0,1931412,6256290520f48cf09907d4f908f07a8bb7c1e6a14b25549ec3d650bfa01e7e35
0022400909_s4453,nba,1280x720,720,720.0,0,1700,1700,0,567,567/1700 (~3.3353e-1),879,879/1700 (~5.1706e-1),1261,1261/1700 (~7.4176e-1),609,609/1700 (~3.5824e-1),540,540/1700 (~3.1765e-1),1432,489,489/1432 (~3.4148e-1),268,78,78/268 (~2.9104e-1),732.4844,688.0,649758,0a026bf42947bb7a694befec24a9c11fa4cabbadfcd8194bfba5ca9c0b0b3087
0022400909_s4644,nba,1280x720,720,720.0,0,4058,4058,0,429,429/4058 (~1.0572e-1),803,803/4058 (~1.9788e-1),2110,2110/4058 (~5.1996e-1),487,487/4058 (~1.2001e-1),388,388/4058 (~9.5614e-2),2294,241,241/2294 (~1.0506e-1),1764,188,188/1764 (~1.0658e-1),1553.2012,686.0,1600442,9c54262d905fec4988786e60d2031dbc4a5c646c3ae17faf4c675e0e11513fed
0022400909_s5026,nba,1280x720,720,720.0,0,3540,3540,0,1304,1304/3540 (~3.6836e-1),1736,1736/3540 (~4.9040e-1),2702,2702/3540 (~7.6328e-1),1363,1363/3540 (~3.8503e-1),1214,1214/3540 (~3.4294e-1),1842,689,689/1842 (~3.7405e-1),1698,615,615/1698 (~3.6219e-1),2754.1733,685.0,1405572,2886c25327f36d43a198daf9007bf0c88ad7897b6dee4a4ae1e540f2b34a6f37
0022400909_s5217,nba,1280x720,720,720.0,0,5945,5945,0,1219,1219/5945 (~2.0505e-1),1723,1723/5945 (~2.8982e-1),3570,3570/5945 (~6.0050e-1),1310,1310/5945 (~2.2035e-1),1108,1108/5945 (~1.8638e-1),4796,920,920/4796 (~1.9183e-1),1149,299,299/1149 (~2.6023e-1),1272.885,686.0,2342953,61978c9b44211ea532c3db014cc35c40faa16f3a7c0b937ecd5ae689087afe17
0022400909_s5400,nba,1280x720,720,720.0,0,4016,4016,0,1515,1515/4016 (~3.7724e-1),2428,2428/4016 (~6.0458e-1),3315,3315/4016 (~8.2545e-1),1723,1723/4016 (~4.2903e-1),1383,1383/4016 (~3.4437e-1),1708,745,745/1708 (~4.3618e-1),2308,770,770/2308 (~3.3362e-1),1957.2401,690.0,1625559,a934369b6b04972826e152859b2edb0eb89ac939833f1cdd6278da9eb7bfd269
0022400909_s5408,nba,1280x720,720,720.0,0,3425,3425,0,815,815/3425 (~2.3796e-1),1401,1401/3425 (~4.0905e-1),2346,2346/3425 (~6.8496e-1),890,890/3425 (~2.5985e-1),744,744/3425 (~2.1723e-1),2218,522,522/2218 (~2.3535e-1),1207,293,293/1207 (~2.4275e-1),1470.351,684.0,1343808,807bcce00eac61ae42116f8a98b0cf6334aca271947072be81d68b76cbdac3e4
0022400909_s60,nba,1280x720,720,720.0,0,4516,4516,0,1318,1318/4516 (~2.9185e-1),1801,1801/4516 (~3.9880e-1),2730,2730/4516 (~6.0452e-1),1403,1403/4516 (~3.1067e-1),1255,1255/4516 (~2.7790e-1),1917,493,493/1917 (~2.5717e-1),2599,825,825/2599 (~3.1743e-1),1530.8809,684.0,1792929,0f6fb66f5d1baae9e3accd16d9f91374d592f41e6be04df329c25b5dab9bb716
0022400909_s633,nba,1280x720,720,720.0,0,4905,4905,0,338,338/4905 (~6.8909e-2),1218,1218/4905 (~2.4832e-1),3404,3404/4905 (~6.9399e-1),377,377/4905 (~7.6860e-2),314,314/4905 (~6.4016e-2),1506,90,90/1506 (~5.9761e-2),3399,248,248/3399 (~7.2963e-2),3102.5566,675.0,1977791,60086c9f5c151eb25c6a2af63b98469a3ede0ef775dd921f2aeeb7fe4d131e1d
0022400909_s824,nba,1280x720,720,720.0,0,1326,1326,0,12,12/1326 (~9.0498e-3),362,362/1326 (~2.7300e-1),797,797/1326 (~6.0106e-1),71,71/1326 (~5.3544e-2),6,6/1326 (~4.5249e-3),669,10,10/669 (~1.4948e-2),657,2,2/657 (~3.0441e-3),1216.2319,485.0,506567,63f0dbe945f719eedf0488ee5970086df546dd75ec8861ac78b3d9bda8c5ed1b
0022400909_s900,nba,1280x720,720,720.0,0,5603,5603,0,1406,1406/5603 (~2.5094e-1),2337,2337/5603 (~4.1710e-1),4196,4196/5603 (~7.4888e-1),1538,1538/5603 (~2.7450e-1),1326,1326/5603 (~2.3666e-1),3285,811,811/3285 (~2.4688e-1),2318,595,595/2318 (~2.5669e-1),2238.9617,684.0,2188931,f98b58290a0aca0da09da4862abe7e298b18ed800ca831e24bbc1c9c3f2b0f65
0022401156_s1182,nba,1280x720,720,720.0,0,4880,4880,0,799,799/4880 (~1.6373e-1),1671,1671/4880 (~3.4242e-1),2670,2670/4880 (~5.4713e-1),954,954/4880 (~1.9549e-1),716,716/4880 (~1.4672e-1),3654,595,595/3654 (~1.6284e-1),1226,204,204/1226 (~1.6639e-1),1250.0925,688.0,1835357,0e6eb9a3b5096048f89991c02079abb0c4f4d7151bbd3740d41c5767d5665b70
0022401156_s1369,nba,1280x720,720,720.0,0,4781,4781,0,1079,1079/4781 (~2.2569e-1),1711,1711/4781 (~3.5787e-1),2835,2835/4781 (~5.9297e-1),1138,1138/4781 (~2.3803e-1),961,961/4781 (~2.0100e-1),1726,425,425/1726 (~2.4623e-1),3055,654,654/3055 (~2.1408e-1),2487.032,688.0,1862992,2328e0ab6960e94725c35c2e2844a15110635c985987eb9378cce8dad8a48079
0022401156_s247,nba,1280x720,720,720.0,0,4893,4893,0,452,452/4893 (~9.2377e-2),939,939/4893 (~1.9191e-1),2932,2932/4893 (~5.9922e-1),497,497/4893 (~1.0157e-1),444,444/4893 (~9.0742e-2),1809,133,133/1809 (~7.3521e-2),3084,319,319/3084 (~1.0344e-1),2992.5608,682.0,1866540,d4f0503e0f2bcd975477337b4c47697808c0780f0ef83a39305afd78381a304e
0022500575,nba,640x360,360,360.0,0,2459,2459,0,766,766/2459 (~3.1151e-1),1330,1330/2459 (~5.4087e-1),1833,1833/2459 (~7.4542e-1),1012,1012/2459 (~4.1155e-1),543,543/2459 (~2.2082e-1),1316,473,473/1316 (~3.5942e-1),1143,293,293/1143 (~2.5634e-1),446.8072,328.0,972165,5207ee8e0228f231cb46a7519a8c8b0b4b8ad81f9e303957d6134d52a0714c0e
0022500575_s1500,nba,640x360,360,360.0,0,6066,6066,0,315,315/6066 (~5.1929e-2),2500,2500/6066 (~4.1213e-1),5145,5145/6066 (~8.4817e-1),620,620/6066 (~1.0221e-1),227,227/6066 (~3.7422e-2),3577,129,129/3577 (~3.6064e-2),2489,186,186/2489 (~7.4729e-2),667.6953,302.0,2375233,9da26a0da0ce5809f49d8f403888af844006b76d6fd338b44312002e08a244d7
0022500575_s2100,nba,640x360,360,360.0,0,1853,1853,0,235,235/1853 (~1.2682e-1),831,831/1853 (~4.4846e-1),1582,1582/1853 (~8.5375e-1),361,361/1853 (~1.9482e-1),188,188/1853 (~1.0146e-1),916,84,84/916 (~9.1703e-2),937,151,151/937 (~1.6115e-1),887.7255,328.0,736934,436fc2df69eb5f0a6e536030135f9b424985128cc587d58630848c7df9e703c6
0022500575_s2700,nba,640x360,360,360.0,0,5746,5746,0,2152,2152/5746 (~3.7452e-1),4014,4014/5746 (~6.9857e-1),5284,5284/5746 (~9.1960e-1),2966,2966/5746 (~5.1619e-1),1589,1589/5746 (~2.7654e-1),3489,1436,1436/3489 (~4.1158e-1),2257,716,716/2257 (~3.1724e-1),510.98303,328.0,2321081,d22da18c4e7f2eaa58d9967c98a86bbdd237c4ce7a57df5fd33341982a30b520
0022500575_s300,nba,640x360,360,360.0,0,2208,2208,0,1453,1453/2208 (~6.5806e-1),1991,1991/2208 (~9.0172e-1),2181,2181/2208 (~9.8777e-1),1701,1701/2208 (~7.7038e-1),1114,1114/2208 (~5.0453e-1),1236,861,861/1236 (~6.9660e-1),972,592,592/972 (~6.0905e-1),447.5443,330.0,879780,720a1ddd11d4c99300ec33cb93c2f50cf3a7449418693b14a592787f878f2a19
0022500575_s3300,nba,640x360,360,360.0,0,4403,4403,0,579,579/4403 (~1.3150e-1),1891,1891/4403 (~4.2948e-1),3828,3828/4403 (~8.6941e-1),717,717/4403 (~1.6284e-1),516,516/4403 (~1.1719e-1),3358,330,330/3358 (~9.8273e-2),1045,249,249/1045 (~2.3828e-1),534.6481,324.0,1763052,bae38779915ff2866c01af46fac5d25db86fe8b52d5eded8112d94d52ad6b252
0022500575_s3900,nba,640x360,360,360.0,0,5116,5116,0,299,299/5116 (~5.8444e-2),1764,1764/5116 (~3.4480e-1),4402,4402/5116 (~8.6044e-1),382,382/5116 (~7.4668e-2),242,242/5116 (~4.7303e-2),2211,72,72/2211 (~3.2564e-2),2905,227,227/2905 (~7.8141e-2),824.18445,299.0,2022181,1492e44ccb113781bab51abb5c1d7a964386bf0e99411b48694b734531885542
0022500575_s5400,nba,640x360,360,360.0,0,3211,3211,0,645,645/3211 (~2.0087e-1),2151,2151/3211 (~6.6988e-1),2932,2932/3211 (~9.1311e-1),1012,1012/3211 (~3.1517e-1),499,499/3211 (~1.5540e-1),1650,380,380/1650 (~2.3030e-1),1561,265,265/1561 (~1.6976e-1),519.92426,329.0,1246816,0ce9525f0ddc8612a833baec9e3862aeaffb1e7265efee6d3049d6ed1d997104
0022500575_s6000,nba,640x360,360,360.0,0,3161,3161,0,1978,1978/3161 (~6.2575e-1),2700,2700/3161 (~8.5416e-1),2958,2958/3161 (~9.3578e-1),2235,2235/3161 (~7.0705e-1),1486,1486/3161 (~4.7010e-1),1611,1039,1039/1611 (~6.4494e-1),1550,939,939/1550 (~6.0581e-1),762.9495,292.0,1242815,4e54d09b0f683016cf714c8baaa8fb27ed0f41c34011746dd35b270f8c20c8ba
0022500575_s6600,nba,640x360,360,360.0,0,3573,3573,0,210,210/3573 (~5.8774e-2),1034,1034/3573 (~2.8939e-1),2467,2467/3573 (~6.9046e-1),375,375/3573 (~1.0495e-1),165,165/3573 (~4.6180e-2),1541,67,67/1541 (~4.3478e-2),2032,143,143/2032 (~7.0374e-2),1141.9213,307.0,1430484,7aca82bc9be7e9ea43763a91878ed1ca36daa9a10224db7d4ecf313b711eb13e
0022500575_s7200,nba,640x360,360,360.0,0,2620,2620,0,492,492/2620 (~1.8779e-1),1331,1331/2620 (~5.0802e-1),2123,2123/2620 (~8.1031e-1),751,751/2620 (~2.8664e-1),395,395/2620 (~1.5076e-1),1150,151,151/1150 (~1.3130e-1),1470,341,341/1470 (~2.3197e-1),719.3495,306.0,996052,82fb57537879ee64bf3e1cf70b7c16fb61fc06039109245c275d711ce5232678
0022500575_s8100,nba,640x360,360,360.0,0,3461,3461,0,1104,1104/3461 (~3.1898e-1),1923,1923/3461 (~5.5562e-1),3115,3115/3461 (~9.0003e-1),1289,1289/3461 (~3.7244e-1),919,919/3461 (~2.6553e-1),1615,584,584/1615 (~3.6161e-1),1846,520,520/1846 (~2.8169e-1),805.8077,330.0,1387888,cabeb4034d315a0503151c6b79c889a2e6a48ebcf37daa542e87626e94135358
0022500575_s8700,nba,640x360,360,360.0,0,3113,3113,0,75,75/3113 (~2.4093e-2),482,482/3113 (~1.5483e-1),1981,1981/3113 (~6.3636e-1),160,160/3113 (~5.1397e-2),46,46/3113 (~1.4777e-2),1015,22,22/1015 (~2.1675e-2),2098,53,53/2098 (~2.5262e-2),485.19455,299.0,1222539,9d9698509508025a23218f4b23a12250a02cd54a98547c9c79610c98bcf32cea
0022500575_s900,nba,640x360,360,360.0,0,3303,3303,0,699,699/3303 (~2.1163e-1),1283,1283/3303 (~3.8843e-1),2175,2175/3303 (~6.5849e-1),916,916/3303 (~2.7732e-1),589,589/3303 (~1.7832e-1),1536,383,383/1536 (~2.4935e-1),1767,316,316/1767 (~1.7883e-1),1181.297,328.0,1319456,28a0ccb31820a59c180c66e6c18fe1e45284f7b25e2f1e6052dec9c764f41011
0022500592_s1500,nba,640x360,360,360.0,0,3151,3151,0,775,775/3151 (~2.4595e-1),1264,1264/3151 (~4.0114e-1),2609,2609/3151 (~8.2799e-1),899,899/3151 (~2.8531e-1),571,571/3151 (~1.8121e-1),1470,274,274/1470 (~1.8639e-1),1681,501,501/1681 (~2.9804e-1),742.704,328.0,1217557,6fe26b97b8464b61ca0d4d764d94617fab31ec611b31e4c2a8a8762a95ceb258
0022500592_s2100,nba,640x360,360,360.0,0,5267,5267,0,799,799/5267 (~1.5170e-1),1958,1958/5267 (~3.7175e-1),4094,4094/5267 (~7.7729e-1),880,880/5267 (~1.6708e-1),735,735/5267 (~1.3955e-1),3174,375,375/3174 (~1.1815e-1),2093,424,424/2093 (~2.0258e-1),835.9073,313.0,2049752,80e23606401a26b06d45ff768f6f038889668ca9b8675ad65337eaa87d008c8e
0022500592_s3300,nba,640x360,360,360.0,0,6394,6394,0,404,404/6394 (~6.3184e-2),2535,2535/6394 (~3.9647e-1),5023,5023/6394 (~7.8558e-1),983,983/6394 (~1.5374e-1),242,242/6394 (~3.7848e-2),3998,179,179/3998 (~4.4772e-2),2396,225,225/2396 (~9.3907e-2),875.9488,304.0,2576067,f2938c6701d47c71409efa4bc20001dabc50145b1af6f45c578ff726e8373aa3
0022500592_s3900,nba,640x360,360,360.0,0,4269,4269,0,535,535/4269 (~1.2532e-1),1506,1506/4269 (~3.5278e-1),2646,2646/4269 (~6.1982e-1),697,697/4269 (~1.6327e-1),453,453/4269 (~1.0611e-1),2203,185,185/2203 (~8.3976e-2),2066,350,350/2066 (~1.6941e-1),927.11945,326.0,1718453,969d64a2ddbbeff87f944323e492686ea4520e3c2776a3e76aad7cb64f9a08f9
0022500592_s5400,nba,640x360,360,360.0,0,3578,3578,0,652,652/3578 (~1.8222e-1),1297,1297/3578 (~3.6249e-1),2008,2008/3578 (~5.6121e-1),827,827/3578 (~2.3113e-1),394,394/3578 (~1.1012e-1),1711,289,289/1711 (~1.6891e-1),1867,363,363/1867 (~1.9443e-1),1195.0577,328.0,1374914,df5f61572e83a86f8a15cedeb058ebb5a37473bb9242725c83210cb6071ded3f
0022500592_s6000,nba,640x360,360,360.0,0,2517,2517,0,454,454/2517 (~1.8037e-1),797,797/2517 (~3.1665e-1),1664,1664/2517 (~6.6110e-1),577,577/2517 (~2.2924e-1),379,379/2517 (~1.5058e-1),1825,383,383/1825 (~2.0986e-1),692,71,71/692 (~1.0260e-1),674.2666,327.0,980774,36fce07634e0cee136baf0efab6b49fe83ac33e233f51c7f7894fb9218ab7f22
0022500592_s6600,nba,640x360,360,360.0,0,5044,5044,0,498,498/5044 (~9.8731e-2),922,922/5044 (~1.8279e-1),3759,3759/5044 (~7.4524e-1),546,546/5044 (~1.0825e-1),458,458/5044 (~9.0801e-2),2123,151,151/2123 (~7.1126e-2),2921,347,347/2921 (~1.1879e-1),766.17206,300.0,2069523,56dda1ec56475f3f12d1b71d30888dc01337df2dd8baa70140c7d4a77fb203eb
0022500592_s7200,nba,640x360,360,360.0,0,4319,4319,0,1261,1261/4319 (~2.9197e-1),1955,1955/4319 (~4.5265e-1),3071,3071/4319 (~7.1104e-1),1566,1566/4319 (~3.6258e-1),953,953/4319 (~2.2065e-1),3168,1010,1010/3168 (~3.1881e-1),1151,251,251/1151 (~2.1807e-1),689.5262,330.0,1727678,1aebeb90e756c228dea39cd147915a09f9ee60e2536a085a28f0452c175847e6
0022500592_s8100,nba,640x360,360,360.0,0,4745,4745,0,2669,2669/4745 (~5.6249e-1),3768,3768/4745 (~7.9410e-1),4111,4111/4745 (~8.6639e-1),3342,3342/4745 (~7.0432e-1),2128,2128/4745 (~4.4847e-1),3133,1934,1934/3133 (~6.1730e-1),1612,735,735/1612 (~4.5596e-1),574.16486,326.0,1896922,3562368fe07c30c1ce8f8e3164f6679b813e8142471cf43a366f4b0832c1557b
0022500592_s8700,nba,640x360,360,360.0,0,3594,3594,0,1002,1002/3594 (~2.7880e-1),2157,2157/3594 (~6.0017e-1),3325,3325/3594 (~9.2515e-1),1484,1484/3594 (~4.1291e-1),723,723/3594 (~2.0117e-1),1812,437,437/1812 (~2.4117e-1),1782,565,565/1782 (~3.1706e-1),485.44403,325.0,1465155,0e92f8f70dc51031f8db5c6758f20f5079f1facc383d7afcedbe8be82b9794dd
0022500592_s900,nba,640x360,360,360.0,0,2508,2508,0,1896,1896/2508 (~7.5598e-1),2041,2041/2508 (~8.1380e-1),2170,2170/2508 (~8.6523e-1),1977,1977/2508 (~7.8828e-1),1831,1831/2508 (~7.3006e-1),1260,992,992/1260 (~7.8730e-1),1248,904,904/1248 (~7.2436e-1),731.7252,330.0,996741,fff710ff41cb35c4ff3556c9639ffd90a45c8bedd3917a33729c15f4b7c7a9cd
0022500594_s1500,nba,640x360,360,360.0,0,4291,4291,0,765,765/4291 (~1.7828e-1),2554,2554/4291 (~5.9520e-1),3939,3939/4291 (~9.1797e-1),1014,1014/4291 (~2.3631e-1),691,691/4291 (~1.6103e-1),2406,251,251/2406 (~1.0432e-1),1885,514,514/1885 (~2.7268e-1),587.36206,328.0,1616038,9636572ca15d177eef9da3430da95e256a5df700c1735699bc894ef01edf72b3
0022500594_s2100,nba,640x360,360,360.0,0,4750,4750,0,240,240/4750 (~5.0526e-2),941,941/4750 (~1.9811e-1),3640,3640/4750 (~7.6632e-1),297,297/4750 (~6.2526e-2),209,209/4750 (~4.4000e-2),3361,138,138/3361 (~4.1059e-2),1389,102,102/1389 (~7.3434e-2),1217.7908,327.0,1838250,2c550b103a32e78a76245a90ce48e3ea317438bece6adaa340c1b869744337d7
0022500594_s2700,nba,640x360,360,360.0,0,1188,1188,0,914,914/1188 (~7.6936e-1),1064,1064/1188 (~8.9562e-1),1129,1129/1188 (~9.5034e-1),1005,1005/1188 (~8.4596e-1),760,760/1188 (~6.3973e-1),517,427,427/517 (~8.2592e-1),671,487,487/671 (~7.2578e-1),422.32648,290.0,446286,08be7e9a94c0f5d11b4ad298c53ea4e52a48b3cd4f9f5152a6aca21725df7855
0022500594_s300,nba,640x360,360,360.0,0,413,413,0,102,102/413 (~2.4697e-1),269,269/413 (~6.5133e-1),373,373/413 (~9.0315e-1),153,153/413 (~3.7046e-1),83,83/413 (~2.0097e-1),145,34,34/145 (~2.3448e-1),268,68,68/268 (~2.5373e-1),315.0,326.0,149911,ad9980768efa50b2bf2b86094096253cdc5841c06164a66cf432af134ca49631
0022500594_s3300,nba,640x360,360,360.0,0,3466,3466,0,201,201/3466 (~5.7992e-2),1362,1362/3466 (~3.9296e-1),2799,2799/3466 (~8.0756e-1),362,362/3466 (~1.0444e-1),60,60/3466 (~1.7311e-2),1824,149,149/1824 (~8.1689e-2),1642,52,52/1642 (~3.1669e-2),761.15497,326.0,1329886,9662159bb9a342d46f3d0e073884dcd6932c248100259853f7d7e17c55dc30b1
0022500594_s3900,nba,640x360,360,360.0,0,3839,3839,0,2275,2275/3839 (~5.9260e-1),3202,3202/3839 (~8.3407e-1),3590,3590/3839 (~9.3514e-1),2763,2763/3839 (~7.1972e-1),1608,1608/3839 (~4.1886e-1),2332,1432,1432/2332 (~6.1407e-1),1507,843,843/1507 (~5.5939e-1),622.2473,328.0,1474999,46bb22303db4e8850561104d1098849a1d504bd734369a850a93df633af31331
0022500594_s5400,nba,640x360,360,360.0,0,4170,4170,0,1472,1472/4170 (~3.5300e-1),3033,3033/4170 (~7.2734e-1),3800,3800/4170 (~9.1127e-1),2097,2097/4170 (~5.0288e-1),991,991/4170 (~2.3765e-1),2031,740,740/2031 (~3.6435e-1),2139,732,732/2139 (~3.4222e-1),570.51086,325.0,1536796,3332351c96f3fd353315af19e6b22007d68751ecdb71ce7ebd1b45e78cb9ac8e
0022500594_s6000,nba,640x360,360,360.0,0,1103,1103,0,53,53/1103 (~4.8051e-2),303,303/1103 (~2.7471e-1),582,582/1103 (~5.2765e-1),107,107/1103 (~9.7008e-2),4,4/1103 (~3.6265e-3),439,24,24/439 (~5.4670e-2),664,29,29/664 (~4.3675e-2),572.20374,216.0,422457,16c6d66f0298b01bbc91160e91958ddf8449cc26892ac111fd74a20096587400
0022500594_s6600,nba,640x360,360,360.0,0,3850,3850,0,763,763/3850 (~1.9818e-1),1925,1925/3850 (~5.0000e-1),3457,3457/3850 (~8.9792e-1),952,952/3850 (~2.4727e-1),595,595/3850 (~1.5455e-1),2292,469,469/2292 (~2.0462e-1),1558,294,294/1558 (~1.8870e-1),518.93115,330.0,1414973,1c7d736e755ede0f3e09b3902a8aff251340edf1bfa015d015ba1ac2d5d475ee
