arm,true_template,decision_id,frame_start,frame_end,selection_subset,scoring_subset,winner,bootstrap_wins,distinctive_groups,fit_group_wins,selection_cost_nba,selection_cost_wnba,selection_cost_fiba,selection_cost_ncaa,fit_cost_nba,fit_cost_wnba,fit_cost_fiba,fit_cost_ncaa,validation_cost_nba,validation_cost_wnba,validation_cost_fiba,validation_cost_ncaa
b,NBA,000019,000095,000099,validation,validation,UNKNOWN,000095,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.034780,1.121779,1.138112,1.155317,1.034780,1.121779,1.138112,1.155317,1.034780,1.121779,1.138112,1.155317
b,NBA,000020,000100,000104,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=1,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=2,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=3,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.034306,1.107376,1.167512,1.125979,1.034306,1.107376,1.167512,1.125979,1.034306,1.107376,1.167512,1.125979
b,NBA,000021,000105,000109,validation,validation,UNKNOWN,000095,000004,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=2,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=1",1.033833,1.105643,1.101777,1.142428,1.033833,1.105643,1.101777,1.142428,1.033833,1.105643,1.101777,1.142428
b,NBA,000022,000110,000114,validation,validation,UNKNOWN,000089,000004,"nba:arc_radius=5,corner_straight=2,court_length=1,lane_width=5;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=3,lane_width=0",1.032728,1.117114,1.132915,1.141179,1.032728,1.117114,1.132915,1.141179,1.032728,1.117114,1.132915,1.141179
b,NBA,000023,000115,000119,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=1,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.034570,1.224243,1.132281,1.186221,1.034570,1.224243,1.132281,1.186221,1.034570,1.224243,1.132281,1.186221
b,NBA,000024,000120,000124,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=4,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=2,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.031359,1.124676,1.163855,1.158400,1.031359,1.124676,1.163855,1.158400,1.031359,1.124676,1.163855,1.158400
b,NBA,000025,000125,000129,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=3,lane_width=4;wnba:arc_radius=0,corner_straight=2,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.034719,1.115402,1.148281,1.142748,1.034719,1.115402,1.148281,1.142748,1.034719,1.115402,1.148281,1.142748
b,NBA,000026,000130,000134,validation,validation,UNKNOWN,000100,000002,"nba:arc_radius=5,corner_straight=1,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=3,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.035088,1.118257,1.103590,1.119558,1.035088,1.118257,1.103590,1.119558,1.035088,1.118257,1.103590,1.119558
b,NBA,000027,000135,000139,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=1",1.032974,1.115084,1.147281,1.159575,1.032974,1.115084,1.147281,1.159575,1.032974,1.115084,1.147281,1.159575
b,NBA,000028,000140,000144,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=3,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=3,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.035824,1.123423,1.142630,1.117947,1.035824,1.123423,1.142630,1.117947,1.035824,1.123423,1.142630,1.117947
b,NBA,000029,000145,000149,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=4,court_length=0,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.032239,1.176690,1.166538,1.114960,1.032239,1.176690,1.166538,1.114960,1.032239,1.176690,1.166538,1.114960
b,NBA,000030,000150,000154,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=2,court_length=2,lane_width=3;wnba:arc_radius=0,corner_straight=2,court_length=1,lane_width=1;fiba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.038807,1.115692,1.170857,1.135233,1.038807,1.115692,1.170857,1.135233,1.038807,1.115692,1.170857,1.135233
b,NBA,000031,000155,000159,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.033220,1.163699,1.140745,1.155326,1.033220,1.163699,1.140745,1.155326,1.033220,1.163699,1.140745,1.155326
b,NBA,000032,000160,000164,validation,validation,UNKNOWN,000100,000002,"nba:arc_radius=5,corner_straight=2,court_length=2,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=2,court_length=2,lane_width=1",1.033716,1.110682,1.135856,1.107264,1.033716,1.110682,1.135856,1.107264,1.033716,1.110682,1.135856,1.107264
b,NBA,000033,000165,000169,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=3;wnba:arc_radius=0,corner_straight=1,court_length=0,lane_width=1;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.033157,1.180133,1.123823,1.122114,1.033157,1.180133,1.123823,1.122114,1.033157,1.180133,1.123823,1.122114
b,NBA,000034,000170,000174,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.034565,1.175987,1.141773,1.128834,1.034565,1.175987,1.141773,1.128834,1.034565,1.175987,1.141773,1.128834
b,NBA,000035,000175,000179,validation,validation,UNKNOWN,000095,000002,"nba:arc_radius=5,corner_straight=1,court_length=1,lane_width=3;wnba:arc_radius=0,corner_straight=3,court_length=3,lane_width=2;fiba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.032610,1.103934,1.120752,1.131127,1.032610,1.103934,1.120752,1.131127,1.032610,1.103934,1.120752,1.131127
b,NBA,000036,000180,000184,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=5,corner_straight=3,court_length=2,lane_width=5;wnba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.034804,1.099222,1.160910,1.122228,1.034804,1.099222,1.160910,1.122228,1.034804,1.099222,1.160910,1.122228
b,NBA,000037,000185,000189,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.033350,1.131302,1.164143,1.162586,1.033350,1.131302,1.164143,1.162586,1.033350,1.131302,1.164143,1.162586
b,NBA,000038,000190,000194,validation,validation,UNKNOWN,000095,000004,"nba:arc_radius=5,corner_straight=3,court_length=4,lane_width=5;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=1,court_length=0,lane_width=0",1.034420,1.228849,1.163027,1.133014,1.034420,1.228849,1.163027,1.133014,1.034420,1.228849,1.163027,1.133014
b,NBA,000039,000195,000199,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=5,corner_straight=4,court_length=2,lane_width=4;wnba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;fiba:arc_radius=0,corner_straight=1,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.033832,1.139613,1.144682,1.123530,1.033832,1.139613,1.144682,1.123530,1.033832,1.139613,1.144682,1.123530
a,WNBA,000000,000000,000004,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.160026,1.035203,1.161427,1.212746,1.160026,1.035203,1.161427,1.212746,1.160026,1.035203,1.161427,1.212746
a,WNBA,000001,000005,000009,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.155697,1.034100,1.138642,1.140183,1.155697,1.034100,1.138642,1.140183,1.155697,1.034100,1.138642,1.140183
a,WNBA,000002,000010,000014,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.164626,1.033591,1.196283,1.159273,1.164626,1.033591,1.196283,1.159273,1.164626,1.033591,1.196283,1.159273
a,WNBA,000003,000015,000019,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=4,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.153950,1.032401,1.154526,1.108552,1.153950,1.032401,1.154526,1.108552,1.153950,1.032401,1.154526,1.108552
a,WNBA,000004,000020,000024,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.113461,1.034159,1.133647,1.134301,1.113461,1.034159,1.133647,1.134301,1.113461,1.034159,1.133647,1.134301
a,WNBA,000005,000025,000029,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=0,lane_width=2;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.192189,1.030922,1.169711,1.188990,1.192189,1.030922,1.169711,1.188990,1.192189,1.030922,1.169711,1.188990
a,WNBA,000006,000030,000034,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=4,lane_width=2;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.132613,1.033771,1.173841,1.183725,1.132613,1.033771,1.173841,1.183725,1.132613,1.033771,1.173841,1.183725
a,WNBA,000007,000035,000039,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=4,lane_width=2;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.099675,1.024447,1.201743,1.166836,1.099675,1.024447,1.201743,1.166836,1.099675,1.024447,1.201743,1.166836
a,WNBA,000008,000040,000044,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=5;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.181652,1.033170,1.112583,1.193385,1.181652,1.033170,1.112583,1.193385,1.181652,1.033170,1.112583,1.193385
a,WNBA,000009,000045,000049,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.163063,1.033435,1.149784,1.173612,1.163063,1.033435,1.149784,1.173612,1.163063,1.033435,1.149784,1.173612
a,WNBA,000010,000050,000054,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.216304,1.034034,1.148284,1.184725,1.216304,1.034034,1.148284,1.184725,1.216304,1.034034,1.148284,1.184725
a,WNBA,000011,000055,000059,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=5;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.142107,1.033947,1.169119,1.207612,1.142107,1.033947,1.169119,1.207612,1.142107,1.033947,1.169119,1.207612
a,WNBA,000012,000060,000064,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=5;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.219680,1.034539,1.150233,1.177698,1.219680,1.034539,1.150233,1.177698,1.219680,1.034539,1.150233,1.177698
a,WNBA,000013,000065,000069,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=3,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.133518,1.032414,1.135719,1.144156,1.133518,1.032414,1.135719,1.144156,1.133518,1.032414,1.135719,1.144156
a,WNBA,000014,000070,000074,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=3,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.138011,1.030141,1.145528,1.130299,1.138011,1.030141,1.145528,1.130299,1.138011,1.030141,1.145528,1.130299
a,WNBA,000015,000075,000079,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=3,lane_width=5;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.122091,1.033187,1.153891,1.184032,1.122091,1.033187,1.153891,1.184032,1.122091,1.033187,1.153891,1.184032
a,WNBA,000016,000080,000084,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=1",1.218930,1.032870,1.222914,1.120461,1.218930,1.032870,1.222914,1.120461,1.218930,1.032870,1.222914,1.120461
a,WNBA,000017,000085,000089,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.122473,1.030257,1.127335,1.139564,1.122473,1.030257,1.127335,1.139564,1.122473,1.030257,1.127335,1.139564
a,WNBA,000018,000090,000094,validation,validation,UNKNOWN,000095,000004,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.144177,1.034017,1.146673,1.126556,1.144177,1.034017,1.146673,1.126556,1.144177,1.034017,1.146673,1.126556
a,WNBA,000019,000095,000099,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=5;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.109267,1.033904,1.155473,1.166109,1.109267,1.033904,1.155473,1.166109,1.109267,1.033904,1.155473,1.166109
a,WNBA,000020,000100,000104,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.144115,1.032966,1.166831,1.169566,1.144115,1.032966,1.166831,1.169566,1.144115,1.032966,1.166831,1.169566
a,WNBA,000021,000105,000109,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.162189,1.025286,1.145019,1.183400,1.162189,1.025286,1.145019,1.183400,1.162189,1.025286,1.145019,1.183400
a,WNBA,000022,000110,000114,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=2;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.157571,1.032095,1.161076,1.184332,1.157571,1.032095,1.161076,1.184332,1.157571,1.032095,1.161076,1.184332
a,WNBA,000023,000115,000119,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.107888,1.033134,1.089101,1.173813,1.107888,1.033134,1.089101,1.173813,1.107888,1.033134,1.089101,1.173813
a,WNBA,000024,000120,000124,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=3,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.129936,1.033656,1.168918,1.188489,1.129936,1.033656,1.168918,1.188489,1.129936,1.033656,1.168918,1.188489
a,WNBA,000025,000125,000129,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=5;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.185293,1.030731,1.168813,1.205741,1.185293,1.030731,1.168813,1.205741,1.185293,1.030731,1.168813,1.205741
a,WNBA,000026,000130,000134,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=1",1.150828,1.032897,1.180198,1.196077,1.150828,1.032897,1.180198,1.196077,1.150828,1.032897,1.180198,1.196077
a,WNBA,000027,000135,000139,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=2;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.218718,1.035784,1.160897,1.172657,1.218718,1.035784,1.160897,1.172657,1.218718,1.035784,1.160897,1.172657
a,WNBA,000028,000140,000144,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=4,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=2;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.146769,1.025356,1.199527,1.137083,1.146769,1.025356,1.199527,1.137083,1.146769,1.025356,1.199527,1.137083
a,WNBA,000029,000145,000149,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.147992,1.032192,1.164284,1.127546,1.147992,1.032192,1.164284,1.127546,1.147992,1.032192,1.164284,1.127546
a,WNBA,000030,000150,000154,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.141323,1.032003,1.139003,1.167613,1.141323,1.032003,1.139003,1.167613,1.141323,1.032003,1.139003,1.167613
a,WNBA,000031,000155,000159,validation,validation,UNKNOWN,000100,000004,"nba:arc_radius=0,corner_straight=0,court_length=0,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=3,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=1",1.172281,1.029536,1.147346,1.111489,1.172281,1.029536,1.147346,1.111489,1.172281,1.029536,1.147346,1.111489
a,WNBA,000032,000160,000164,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=2",1.175056,1.031322,1.164335,1.130651,1.175056,1.031322,1.164335,1.130651,1.175056,1.031322,1.164335,1.130651
a,WNBA,000033,000165,000169,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=2,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.116435,1.034270,1.125732,1.131067,1.116435,1.034270,1.125732,1.131067,1.116435,1.034270,1.125732,1.131067
a,WNBA,000034,000170,000174,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=3;fiba:arc_radius=0,corner_straight=0,court_length=2,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=1,lane_width=0",1.130766,1.033778,1.120026,1.148370,1.130766,1.033778,1.120026,1.148370,1.130766,1.033778,1.120026,1.148370
a,WNBA,000035,000175,000179,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=1",1.180039,1.032699,1.168304,1.161483,1.180039,1.032699,1.168304,1.161483,1.180039,1.032699,1.168304,1.161483
a,WNBA,000036,000180,000184,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=1,lane_width=4;fiba:arc_radius=0,corner_straight=0,court_length=4,lane_width=1;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=0",1.136557,1.032315,1.128060,1.132838,1.136557,1.032315,1.128060,1.132838,1.136557,1.032315,1.128060,1.132838
a,WNBA,000037,000185,000189,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=4,lane_width=2;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=2;fiba:arc_radius=0,corner_straight=0,court_length=1,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=0,lane_width=1",1.171029,1.034283,1.112707,1.144093,1.171029,1.034283,1.112707,1.144093,1.171029,1.034283,1.112707,1.144093
a,WNBA,000038,000190,000194,validation,validation,UNKNOWN,000100,000003,"nba:arc_radius=0,corner_straight=0,court_length=3,lane_width=0;wnba:arc_radius=5,corner_straight=5,court_length=0,lane_width=5;fiba:arc_radius=0,corner_straight=0,court_length=0,lane_width=0;ncaa:arc_radius=0,corner_straight=0,court_length=2,lane_width=0",1.158455,1.027782,1.119983,1.181576,1.158455,1.027782,1.119983,1.181576,1.158455,1.027782,1.119983,1.181576
