arm,true_template,frame_id,shot_id,scored_template,h00,h01,h02,h10,h11,h12,h20,h21,h22,cost,h00_repr,h01_repr,h02_repr,h10_repr,h11_repr,h12_repr,h20_repr,h21_repr,h22_repr,cost_repr
a,NBA,000020,000004,FIBA,12.574209,0.000000,-104.846176,0.000000,12.478222,47.964298,-0.000029,-0.000182,1.006250,1.105631,12.574209213256836,0.0,-104.84617614746094,0.0,12.478221893310547,47.964298248291016,-2.8707494493573904e-05,-0.00018193238065578043,1.006250023841858,1.1056308299457194
a,NBA,000021,000004,FIBA,10.092182,0.000000,260.902802,0.000000,9.955138,60.120708,0.000005,0.000329,0.989914,1.123883,10.092182159423828,0.0,260.9028015136719,0.0,9.955138206481934,60.12070846557617,4.7425169213966e-06,0.0003289264568593353,0.9899135828018188,1.1238833603968406
a,NBA,000022,000004,FIBA,11.015791,0.000000,186.689545,0.000000,10.908293,134.383484,0.000151,-0.000211,0.998149,1.207124,11.015790939331055,0.0,186.68954467773438,0.0,10.908292770385742,134.38348388671875,0.00015091546811163425,-0.0002107616455759853,0.9981488585472107,1.2071244431425991
a,NBA,000023,000004,FIBA,15.189506,0.000000,-70.952797,0.000000,15.109867,-63.506165,-0.000322,-0.000258,1.022300,1.124763,15.189505577087402,0.0,-70.95279693603516,0.0,15.109867095947266,-63.50616455078125,-0.0003217974444851279,-0.0002582388115115464,1.022299885749817,1.1247632440173956
a,NBA,000024,000004,FIBA,10.451009,0.000000,83.553772,0.000000,10.444583,57.652672,0.000076,0.000218,0.989655,1.107530,10.451008796691895,0.0,83.55377197265625,0.0,10.44458293914795,57.652671813964844,7.560774247394875e-05,0.0002183048491133377,0.9896549582481384,1.1075295209615552
a,NBA,000025,000005,FIBA,12.111811,0.000000,105.563850,0.000000,11.650979,36.956100,-0.000036,-0.000135,1.005349,1.124163,12.111810684204102,0.0,105.56385040283203,0.0,11.650979042053223,36.95610046386719,-3.627503610914573e-05,-0.00013520504580810666,1.0053493976593018,1.1241632487719293
a,NBA,000026,000005,FIBA,14.675360,0.000000,-124.052605,0.000000,14.260130,-3.300272,0.000115,0.000173,0.989617,1.129285,14.675359725952148,0.0,-124.05260467529297,0.0,14.260129928588867,-3.30027174949646,0.00011500837717903778,0.00017253769328817725,0.9896165728569031,1.129285478463769
a,NBA,000027,000005,FIBA,13.698481,0.000000,-171.233170,0.000000,13.562776,-66.819412,0.000250,0.000158,0.980209,1.119081,13.698480606079102,0.0,-171.23316955566406,0.0,13.562775611877441,-66.81941223144531,0.0002504943695385009,0.00015750237798783928,0.9802089929580688,1.119081393649765
a,NBA,000028,000005,FIBA,13.208064,0.000000,21.151106,0.000000,12.959112,86.793678,-0.000042,-0.000223,1.006669,1.122857,13.208064079284668,0.0,21.151105880737305,0.0,12.959112167358398,86.7936782836914,-4.205168079352006e-05,-0.00022288515174295753,1.0066691637039185,1.122856702650361
a,NBA,000029,000005,FIBA,9.841891,0.000000,270.325897,0.000000,9.567514,166.688675,-0.000318,0.000293,1.006034,1.112801,9.841891288757324,0.0,270.3258972167969,0.0,9.567514419555664,166.6886749267578,-0.00031809689244255424,0.0002926929446402937,1.006034255027771,1.1128011210790947
a,NBA,000030,000006,FIBA,12.145211,0.000000,41.531845,0.000000,12.143248,11.705079,0.000145,0.000336,0.983211,1.070620,12.145211219787598,0.0,41.53184509277344,0.0,12.143247604370117,11.705079078674316,0.00014510605251416564,0.0003360639966558665,0.9832106828689575,1.0706202451476
a,NBA,000031,000006,FIBA,13.968710,0.000000,-150.216782,0.000000,13.947322,66.546936,-0.000048,-0.000343,1.009940,1.197584,13.968709945678711,0.0,-150.21678161621094,0.0,13.947321891784668,66.54693603515625,-4.824818461202085e-05,-0.0003427042975090444,1.0099399089813232,1.1975835341735461
a,NBA,000032,000006,FIBA,14.959178,0.000000,-30.748331,0.000000,14.245864,103.221092,0.000317,0.000279,0.980774,1.094124,14.95917797088623,0.0,-30.74833106994629,0.0,14.245863914489746,103.2210922241211,0.0003168210678268224,0.0002785280521493405,0.9807738065719604,1.0941239623877
a,NBA,000033,000006,FIBA,14.816796,0.000000,2.626808,0.000000,14.815641,-59.120842,-0.000336,-0.000234,1.021061,1.099973,14.81679630279541,0.0,2.6268084049224854,0.0,14.815641403198242,-59.12084197998047,-0.00033587467623874545,-0.00023374866577796638,1.021060824394226,1.0999725865931833
a,NBA,000034,000006,FIBA,10.601137,0.000000,261.640045,0.000000,10.589690,104.970711,-0.000144,-0.000118,1.007976,1.102846,10.601137161254883,0.0,261.6400451660156,0.0,10.589690208435059,104.97071075439453,-0.0001440138294128701,-0.00011777851614169776,1.0079764127731323,1.1028462701267658
a,NBA,000035,000007,FIBA,9.810743,0.000000,264.920319,0.000000,9.780345,186.201645,-0.000243,0.000173,1.006217,1.075995,9.81074333190918,0.0,264.9203186035156,0.0,9.78034496307373,186.20164489746094,-0.00024305930128321052,0.00017305233632214367,1.006217360496521,1.0759947306326847
a,NBA,000036,000007,FIBA,14.031341,0.000000,-27.649801,0.000000,13.624488,-38.658947,-0.000334,0.000305,1.006985,1.106976,14.031340599060059,0.0,-27.64980125427246,0.0,13.62448787689209,-38.6589469909668,-0.0003340788243804127,0.0003045568009838462,1.0069849491119385,1.106975873606923
a,NBA,000037,000007,FIBA,11.102598,0.000000,269.838654,0.000000,10.711004,149.529861,0.000323,0.000301,0.983304,1.204434,11.102598190307617,0.0,269.8386535644531,0.0,10.711004257202148,149.5298614501953,0.00032341430778615177,0.00030094952671788633,0.9833037257194519,1.2044342433830302
a,NBA,000038,000007,FIBA,15.060081,0.000000,-244.346390,0.000000,14.573290,5.226370,-0.000169,-0.000071,1.011633,1.154314,15.060080528259277,0.0,-244.3463897705078,0.0,14.57328987121582,5.226369857788086,-0.00016862768097780645,-7.110025762813166e-05,1.0116329193115234,1.154314126816862
a,NBA,000039,000007,FIBA,10.859148,0.000000,51.618713,0.000000,10.773526,37.841198,0.000300,-0.000294,0.992522,1.164445,10.859148025512695,0.0,51.61871337890625,0.0,10.773526191711426,37.8411979675293,0.00030036448151804507,-0.00029417683253996074,0.9925220608711243,1.1644448520102526
a,NBA,000040,000008,FIBA,15.801908,0.000000,-159.210388,0.000000,15.351139,-50.808422,0.000005,0.000168,0.995249,1.153533,15.801907539367676,0.0,-159.21038818359375,0.0,15.351139068603516,-50.80842208862305,5.073677129985299e-06,0.00016796449199318886,0.995248556137085,1.1535331849227548
a,NBA,000041,000008,FIBA,15.516959,0.000000,-188.727615,0.000000,15.507125,-116.224876,0.000231,0.000148,0.983124,1.153891,15.516959190368652,0.0,-188.7276153564453,0.0,15.507124900817871,-116.2248764038086,0.00023106667504180223,0.0001476699108025059,0.9831242561340332,1.1538913892954894
a,NBA,000042,000008,FIBA,12.160950,0.000000,-36.227028,0.000000,11.981250,34.165489,0.000319,0.000118,0.979029,1.141575,12.16094970703125,0.0,-36.227027893066406,0.0,11.981249809265137,34.165489196777344,0.00031942760688252747,0.00011797957995440811,0.9790292978286743,1.141574860735311
a,NBA,000043,000008,FIBA,12.830440,0.000000,159.837494,0.000000,12.288370,48.439766,0.000243,0.000058,0.989460,1.203221,12.830439567565918,0.0,159.83749389648438,0.0,12.288370132446289,48.43976593017578,0.00024265148385893553,5.7545763411326334e-05,0.9894600510597229,1.2032212748980595
a,NBA,000044,000008,FIBA,11.811354,0.000000,111.550179,0.000000,11.583343,76.708435,-0.000224,-0.000198,1.014872,1.113836,11.81135368347168,0.0,111.55017852783203,0.0,11.583342552185059,76.70843505859375,-0.00022437564621213824,-0.00019760747090913355,1.014871597290039,1.1138358112706233
a,NBA,000045,000009,FIBA,10.654371,0.000000,81.017616,0.000000,10.650036,78.360420,0.000065,-0.000105,0.999379,1.200582,10.65437126159668,0.0,81.01761627197266,0.0,10.650035858154297,78.36042022705078,6.479045987362042e-05,-0.00010505233512958512,0.9993788599967957,1.2005815024764437
a,NBA,000046,000009,FIBA,12.893942,0.000000,74.998718,0.000000,12.844002,119.601257,-0.000081,0.000209,0.999613,1.105287,12.893941879272461,0.0,74.99871826171875,0.0,12.844001770019531,119.60125732421875,-8.062351116677746e-05,0.0002094453520840034,0.9996126890182495,1.1052867719871229
a,NBA,000047,000009,FIBA,10.339012,0.000000,116.943626,0.000000,10.023808,53.060825,0.000232,0.000024,0.987516,1.207381,10.339012145996094,0.0,116.9436264038086,0.0,10.023807525634766,53.06082534790039,0.00023240011068992317,2.3739001335343346e-05,0.9875158667564392,1.2073805610034594
a,NBA,000048,000009,FIBA,14.771625,0.000000,-27.460239,0.000000,14.563528,53.451160,0.000029,0.000252,0.993380,1.084791,14.771624565124512,0.0,-27.46023941040039,0.0,14.563528060913086,53.4511604309082,2.8977296096854843e-05,0.0002522856811992824,0.9933802485466003,1.0847913050947784
a,NBA,000049,000009,FIBA,15.225426,0.000000,-125.189819,0.000000,14.482055,81.784142,-0.000017,-0.000256,1.005761,1.179914,15.225425720214844,0.0,-125.1898193359375,0.0,14.482054710388184,81.78414154052734,-1.6749530914239585e-05,-0.00025606490089558065,1.0057610273361206,1.1799137239305493
a,NBA,000050,000010,FIBA,16.231106,0.000000,-16.583103,0.000000,15.525878,66.970581,0.000166,0.000047,0.992385,1.095786,16.23110580444336,0.0,-16.58310317993164,0.0,15.525877952575684,66.9705810546875,0.000166171565069817,4.732519664685242e-05,0.9923847913742065,1.095785792549423
a,NBA,000051,000010,FIBA,11.722401,0.000000,-1.374221,0.000000,11.531123,64.596062,-0.000215,-0.000287,1.019118,1.174823,11.722400665283203,0.0,-1.374220609664917,0.0,11.531123161315918,64.59606170654297,-0.00021502262097783387,-0.0002870315802283585,1.019117832183838,1.1748227073048012
a,NBA,000052,000010,FIBA,15.180263,0.000000,-13.522162,0.000000,15.167114,-15.876479,0.000007,-0.000236,1.005536,1.130193,15.180262565612793,0.0,-13.522162437438965,0.0,15.1671142578125,-15.876479148864746,7.494237706850981e-06,-0.00023640620929654688,1.0055360794067383,1.1301929769189936
a,NBA,000053,000010,FIBA,11.950180,0.000000,164.415833,0.000000,11.611458,97.353745,0.000310,-0.000177,0.991680,1.168704,11.950180053710938,0.0,164.41583251953125,0.0,11.611457824707031,97.35374450683594,0.00030979764414951205,-0.00017722378834150732,0.9916796088218689,1.1687042050722536
a,NBA,000054,000010,FIBA,14.425714,0.000000,-161.056931,0.000000,13.896123,65.170097,-0.000014,0.000030,1.000116,1.172873,14.425713539123535,0.0,-161.0569305419922,0.0,13.896122932434082,65.17009735107422,-1.360154874419095e-05,3.0121420422801748e-05,1.000116229057312,1.172872529236174
a,NBA,000055,000011,FIBA,11.880299,0.000000,-52.254135,0.000000,11.869647,111.876183,-0.000346,0.000030,1.019510,1.125555,11.880298614501953,0.0,-52.25413513183594,0.0,11.869647026062012,111.87618255615234,-0.000345533830113709,2.982852493005339e-05,1.0195103883743286,1.125555082039099
a,NBA,000056,000011,FIBA,16.643610,0.000000,-108.914200,0.000000,16.635782,-138.424484,-0.000173,0.000280,0.999379,1.145690,16.64361000061035,0.0,-108.91419982910156,0.0,16.63578224182129,-138.4244842529297,-0.00017259408195968717,0.0002799289650283754,0.9993792772293091,1.1456903124124036
a,NBA,000057,000011,FIBA,12.836051,0.000000,96.347527,0.000000,12.239815,43.147209,0.000256,-0.000112,0.992061,1.164302,12.836050987243652,0.0,96.34752655029297,0.0,12.239814758300781,43.14720916748047,0.0002557089028414339,-0.00011167822231072932,0.9920608401298523,1.1643016615007693
a,NBA,000058,000011,FIBA,13.303925,0.000000,59.439465,0.000000,12.826799,114.217148,0.000150,0.000242,0.988819,1.221632,13.303924560546875,0.0,59.4394645690918,0.0,12.826799392700195,114.21714782714844,0.0001500140206189826,0.0002418950170977041,0.9888185262680054,1.221631541743441
a,NBA,000059,000011,FIBA,14.109597,0.000000,-131.009247,0.000000,13.828841,-73.428734,-0.000290,-0.000273,1.024403,1.138572,14.109597206115723,0.0,-131.00924682617188,0.0,13.828841209411621,-73.4287338256836,-0.00028972956351935863,-0.0002734528679866344,1.0244027376174927,1.1385718309383277
a,NBA,000060,000012,FIBA,11.359397,0.000000,86.671692,0.000000,11.163471,123.995094,-0.000134,-0.000116,1.009006,1.214260,11.359396934509277,0.0,86.67169189453125,0.0,11.163471221923828,123.9950942993164,-0.0001344426564173773,-0.00011622310557868332,1.0090059041976929,1.2142595013034332
a,NBA,000061,000012,FIBA,14.649106,0.000000,-131.189606,0.000000,14.587053,-52.277073,-0.000071,-0.000086,1.006178,1.112439,14.6491060256958,0.0,-131.18960571289062,0.0,14.587053298950195,-52.27707290649414,-7.137694046832621e-05,-8.565609459765255e-05,1.0061784982681274,1.1124388716991802
a,NBA,000062,000012,FIBA,17.280848,0.000000,-59.068214,0.000000,16.561665,49.019905,0.000286,0.000310,0.982612,1.153689,17.280847549438477,0.0,-59.068214416503906,0.0,16.561664581298828,49.01990509033203,0.00028606574051082134,0.0003097088192589581,0.9826122522354126,1.1536893642054884
a,NBA,000063,000012,FIBA,12.528726,0.000000,105.318260,0.000000,12.239077,59.451912,0.000342,-0.000278,0.992234,1.135759,12.528725624084473,0.0,105.3182601928711,0.0,12.239076614379883,59.45191192626953,0.00034207364660687745,-0.000278241845080629,0.9922341108322144,1.1357591016659474
a,NBA,000064,000012,FIBA,14.238642,0.000000,145.179749,0.000000,14.233907,79.455673,-0.000103,0.000224,0.999154,1.150304,14.238641738891602,0.0,145.17974853515625,0.0,14.233906745910645,79.45567321777344,-0.00010293541708961129,0.0002244151255581528,0.9991540908813477,1.1503041444277768
a,NBA,000065,000013,FIBA,12.003445,0.000000,-42.303825,0.000000,11.989468,27.326551,0.000292,-0.000113,0.986572,1.172567,12.00344467163086,0.0,-42.30382537841797,0.0,11.98946762084961,27.32655143737793,0.0002915914519689977,-0.00011342303332639858,0.9865724444389343,1.172567100168407
a,NBA,000066,000013,FIBA,13.391029,0.000000,119.299355,0.000000,13.288979,10.513984,-0.000130,0.000294,0.997312,1.214554,13.391029357910156,0.0,119.29935455322266,0.0,13.288978576660156,10.513983726501465,-0.0001297790149692446,0.00029410546994768083,0.9973117113113403,1.2145539435161
a,NBA,000067,000013,FIBA,16.253807,0.000000,-299.149902,0.000000,15.968286,-114.828926,-0.000077,-0.000206,1.010606,1.140416,16.253807067871094,0.0,-299.14990234375,0.0,15.96828556060791,-114.82892608642578,-7.742767047602683e-05,-0.00020622614829335362,1.010606050491333,1.1404158999998044
a,NBA,000068,000013,FIBA,15.586250,0.000000,49.739006,0.000000,15.583898,-40.689861,0.000193,-0.000254,0.999208,1.112410,15.586250305175781,0.0,49.73900604248047,0.0,15.583897590637207,-40.68986129760742,0.0001934220636030659,-0.0002541047288104892,0.9992084503173828,1.112410055208233
a,NBA,000069,000013,FIBA,14.041575,0.000000,114.418861,0.000000,13.369065,16.669065,-0.000037,-0.000029,1.002116,1.175955,14.04157543182373,0.0,114.41886138916016,0.0,13.369065284729004,16.669065475463867,-3.681272210087627e-05,-2.8726928576361388e-05,1.0021156072616577,1.1759545681729457
a,NBA,000070,000014,FIBA,12.169070,0.000000,-21.742771,0.000000,11.898623,66.624527,0.000343,0.000267,0.974766,1.065444,12.16907024383545,0.0,-21.74277114868164,0.0,11.898622512817383,66.62452697753906,0.00034313410287722945,0.0002666454529389739,0.974766194820404,1.065443670510657
a,NBA,000071,000014,FIBA,10.618236,0.000000,43.568283,0.000000,10.592557,122.947418,0.000076,-0.000093,0.997813,1.146836,10.61823558807373,0.0,43.56828308105469,0.0,10.592556953430176,122.94741821289062,7.591283792862669e-05,-9.282601240556687e-05,0.9978132843971252,1.1468357598618264
a,NBA,000072,000014,FIBA,10.094219,0.000000,185.167511,0.000000,9.699074,101.695084,-0.000254,-0.000099,1.014083,1.128255,10.094219207763672,0.0,185.16751098632812,0.0,9.699073791503906,101.69508361816406,-0.0002540457935538143,-9.899210999719799e-05,1.0140832662582397,1.1282554153456557
a,NBA,000073,000014,FIBA,11.542718,0.000000,226.547821,0.000000,11.527871,16.650026,0.000330,0.000075,0.985936,1.162912,11.542717933654785,0.0,226.54782104492188,0.0,11.527871131896973,16.650026321411133,0.0003299819363746792,7.534299220424145e-05,0.9859362244606018,1.1629117344220259
a,NBA,000074,000014,FIBA,14.329519,0.000000,-116.131958,0.000000,14.042130,26.026161,0.000126,0.000322,0.985717,1.122525,14.329519271850586,0.0,-116.1319580078125,0.0,14.042129516601562,26.026161193847656,0.00012566022633109242,0.00032172430655919015,0.9857174158096313,1.1225250341607382
a,NBA,000075,000015,FIBA,13.341852,0.000000,146.789719,0.000000,12.736338,5.445581,0.000010,0.000034,0.998665,1.259080,13.341852188110352,0.0,146.7897186279297,0.0,12.736337661743164,5.445580959320068,1.037811398418853e-05,3.418655978748575e-05,0.9986646771430969,1.2590801754236562
a,NBA,000076,000015,FIBA,12.540392,0.000000,32.418392,0.000000,12.171509,75.950005,-0.000180,0.000065,1.007225,1.216225,12.54039192199707,0.0,32.418392181396484,0.0,12.1715087890625,75.95000457763672,-0.00018039422866422683,6.49054636596702e-05,1.0072253942489624,1.2162250271983504
a,NBA,000077,000015,FIBA,15.094632,0.000000,37.213528,0.000000,14.626128,11.138925,0.000031,-0.000135,1.002001,1.119057,15.094632148742676,0.0,37.21352767944336,0.0,14.626128196716309,11.138924598693848,3.057238427572884e-05,-0.00013509465497918427,1.002001404762268,1.119057229450983
a,NBA,000078,000015,FIBA,13.306182,0.000000,-42.992279,0.000000,12.857105,34.764214,0.000086,0.000174,0.991200,1.102256,13.306181907653809,0.0,-42.992279052734375,0.0,12.857105255126953,34.76421356201172,8.57961131259799e-05,0.00017377836047671735,0.9912002682685852,1.1022556786941515
a,NBA,000079,000015,FIBA,13.768910,0.000000,-176.468475,0.000000,13.706936,94.023506,0.000316,0.000150,0.978341,1.167854,13.76891040802002,0.0,-176.46847534179688,0.0,13.70693588256836,94.02350616455078,0.0003161129425279796,0.00015018244448583573,0.9783409237861633,1.1678541708128407
a,NBA,000080,000016,FIBA,10.377299,0.000000,275.591461,0.000000,10.171216,134.515625,0.000299,-0.000208,0.994105,1.142199,10.377299308776855,0.0,275.5914611816406,0.0,10.171216011047363,134.515625,0.0002991628716699779,-0.00020796283206436783,0.9941049218177795,1.142199339669256
a,NBA,000081,000016,FIBA,12.830688,0.000000,190.123764,0.000000,12.612946,-3.247545,-0.000026,0.000079,0.998656,1.134525,12.8306884765625,0.0,190.12376403808594,0.0,12.612945556640625,-3.247545003890991,-2.6250814698869362e-05,7.861916674301028e-05,0.9986562132835388,1.1345249618110855
a,NBA,000082,000016,FIBA,11.020412,0.000000,156.958939,0.000000,10.490565,53.649300,0.000137,0.000175,0.988887,1.119173,11.02041244506836,0.0,156.9589385986328,0.0,10.490565299987793,53.64929962158203,0.00013704720186069608,0.00017486308934167027,0.9888865947723389,1.119173285995822
a,NBA,000083,000016,FIBA,11.758455,0.000000,-62.100952,0.000000,11.702408,4.157690,-0.000260,0.000059,1.013705,1.175962,11.758455276489258,0.0,-62.1009521484375,0.0,11.702407836914062,4.157689571380615,-0.00025958765763789415,5.901778058614582e-05,1.0137054920196533,1.1759619911628887
a,NBA,000084,000016,FIBA,9.942695,0.000000,70.641869,0.000000,9.664794,155.569931,0.000135,0.000059,0.991014,1.125451,9.942694664001465,0.0,70.6418685913086,0.0,9.664793968200684,155.56993103027344,0.00013511917495634407,5.9045167290605605e-05,0.9910135865211487,1.1254508557333236
a,NBA,000085,000017,FIBA,15.437240,0.000000,-180.916595,0.000000,14.795894,-45.353149,-0.000063,0.000033,1.002440,1.125767,15.437239646911621,0.0,-180.91659545898438,0.0,14.795893669128418,-45.3531494140625,-6.279457011260092e-05,3.28376263496466e-05,1.0024396181106567,1.1257671570987862
a,NBA,000086,000017,FIBA,10.690776,0.000000,44.470234,0.000000,10.680771,136.476074,-0.000071,-0.000213,1.008432,1.181405,10.690775871276855,0.0,44.47023391723633,0.0,10.680770874023438,136.47607421875,-7.140881643863395e-05,-0.00021285287220962346,1.008432388305664,1.1814046611389284
a,NBA,000087,000017,FIBA,14.116961,0.000000,-82.243851,0.000000,13.730513,90.292999,-0.000241,-0.000102,1.014311,1.160806,14.116961479187012,0.0,-82.24385070800781,0.0,13.730512619018555,90.29299926757812,-0.00024052085063885897,-0.00010212403140030801,1.01431143283844,1.1608055621818816
a,NBA,000088,000017,FIBA,10.662584,0.000000,244.496216,0.000000,10.565147,55.556572,-0.000087,-0.000128,1.006905,1.195589,10.66258430480957,0.0,244.4962158203125,0.0,10.565147399902344,55.55657196044922,-8.672931289765984e-05,-0.00012797274393960834,1.0069047212600708,1.1955890726723934
a,NBA,000089,000017,FIBA,12.500992,0.000000,25.196917,0.000000,12.010653,45.679058,-0.000019,0.000188,0.995991,1.108463,12.500991821289062,0.0,25.196916580200195,0.0,12.010652542114258,45.67905807495117,-1.8766335415421054e-05,0.0001884553348645568,0.995991051197052,1.1084629477869048
a,NBA,000090,000018,FIBA,15.833925,0.000000,-274.621521,0.000000,15.578462,77.995056,0.000261,-0.000151,0.987659,1.130994,15.833925247192383,0.0,-274.62152099609375,0.0,15.578461647033691,77.99505615234375,0.00026111985789611936,-0.00015145927318371832,0.9876585602760315,1.1309938386557359
a,NBA,000091,000018,FIBA,14.252722,0.000000,181.021667,0.000000,14.252587,-21.057928,0.000127,0.000189,0.990860,1.138193,14.252721786499023,0.0,181.02166748046875,0.0,14.25258731842041,-21.05792808532715,0.00012650084681808949,0.00018948539218399674,0.9908602237701416,1.1381930169980103
a,NBA,000092,000018,FIBA,11.712122,0.000000,246.621735,0.000000,11.593517,95.178284,-0.000254,0.000135,1.005431,1.090990,11.712121963500977,0.0,246.62173461914062,0.0,11.593517303466797,95.17828369140625,-0.0002538244007155299,0.00013545446563512087,1.0054311752319336,1.090990284374095
a,NBA,000093,000018,FIBA,14.278465,0.000000,-150.999588,0.000000,14.072096,-26.969469,0.000202,0.000087,0.986432,1.094401,14.278465270996094,0.0,-150.9995880126953,0.0,14.07209587097168,-26.96946907043457,0.000201624003238976,8.72014497872442e-05,0.9864324331283569,1.0944013130764305
a,NBA,000094,000018,FIBA,10.834070,0.000000,113.788559,0.000000,10.328881,34.628639,0.000122,-0.000241,1.001650,1.120551,10.834070205688477,0.0,113.78855895996094,0.0,10.32888126373291,34.628639221191406,0.0001222501159645617,-0.00024086589110083878,1.0016498565673828,1.1205513389480206
a,NBA,000095,000019,FIBA,10.278162,0.000000,223.613205,0.000000,10.184345,80.123993,-0.000275,-0.000077,1.013269,1.150227,10.278162002563477,0.0,223.6132049560547,0.0,10.184345245361328,80.12399291992188,-0.0002751958090811968,-7.717354310443625e-05,1.0132694244384766,1.1502271486775615
a,NBA,000096,000019,FIBA,10.179646,0.000000,265.454681,0.000000,10.169032,79.070969,-0.000289,-0.000285,1.018486,1.137320,10.179646492004395,0.0,265.4546813964844,0.0,10.169032096862793,79.07096862792969,-0.0002885793219320476,-0.0002848115982487798,1.0184860229492188,1.1373202084306855
a,NBA,000097,000019,FIBA,11.711972,0.000000,-16.619789,0.000000,11.364150,127.626854,0.000276,-0.000345,0.991571,1.126138,11.7119722366333,0.0,-16.619789123535156,0.0,11.364150047302246,127.6268539428711,0.00027630123076960444,-0.00034535813028924167,0.991571307182312,1.1261380257761975
a,NBA,000098,000019,FIBA,14.116588,0.000000,23.951225,0.000000,14.051612,82.136528,0.000194,0.000197,0.987620,1.130896,14.11658763885498,0.0,23.95122528076172,0.0,14.05161190032959,82.13652801513672,0.00019433244597166777,0.00019721420540008694,0.9876195192337036,1.1308955935402354
a,NBA,000099,000019,FIBA,12.278596,0.000000,-82.480858,0.000000,12.101954,100.891556,0.000138,-0.000032,0.992531,1.179778,12.278595924377441,0.0,-82.4808578491211,0.0,12.101953506469727,100.89155578613281,0.00013839808525517583,-3.150432530674152e-05,0.9925310611724854,1.1797782238866081
a,NBA,000100,000020,FIBA,14.445699,0.000000,-83.163910,0.000000,14.373190,-17.989981,0.000028,-0.000279,1.005906,1.197784,14.445698738098145,0.0,-83.16390991210938,0.0,14.373189926147461,-17.989980697631836,2.8440637834137306e-05,-0.0002787226112559438,1.005906105041504,1.1977836873228818
a,NBA,000101,000020,FIBA,14.988587,0.000000,-11.511015,0.000000,14.959194,90.317139,0.000206,0.000329,0.985112,1.174871,14.988587379455566,0.0,-11.511014938354492,0.0,14.95919418334961,90.317138671875,0.00020607134501915425,0.00032895695767365396,0.9851122498512268,1.174870718327201
a,NBA,000102,000020,FIBA,12.901208,0.000000,-123.611580,0.000000,12.842215,74.848190,-0.000183,0.000077,1.009129,1.168450,12.90120792388916,0.0,-123.61157989501953,0.0,12.842214584350586,74.84819030761719,-0.0001830258552217856,7.675588858546689e-05,1.0091288089752197,1.1684502193634156
a,NBA,000103,000020,FIBA,12.847189,0.000000,-94.711975,0.000000,12.478263,19.885521,0.000272,-0.000084,0.986752,1.110136,12.847188949584961,0.0,-94.71197509765625,0.0,12.478262901306152,19.885520935058594,0.00027183370548300445,-8.428594446741045e-05,0.9867515563964844,1.1101355343632715
a,NBA,000104,000020,FIBA,11.777475,0.000000,145.711456,0.000000,11.774349,144.818481,-0.000341,0.000009,1.014151,1.103313,11.777475357055664,0.0,145.71145629882812,0.0,11.774349212646484,144.8184814453125,-0.00034106982639059424,8.942672138800845e-06,1.0141509771347046,1.1033132253911937
a,NBA,000105,000021,FIBA,12.289055,0.000000,38.782383,0.000000,12.282753,120.222221,0.000291,0.000037,0.985026,1.163277,12.289054870605469,0.0,38.78238296508789,0.0,12.282752990722656,120.22222137451172,0.00029133024509064853,3.696421845233999e-05,0.9850256443023682,1.16327672027225
a,NBA,000106,000021,FIBA,16.103336,0.000000,-317.951080,0.000000,16.017824,-48.350658,-0.000113,-0.000281,1.013885,1.076773,16.103336334228516,0.0,-317.9510803222656,0.0,16.017824172973633,-48.35065841674805,-0.00011312347487546504,-0.000280693027889356,1.013885259628296,1.0767734725243054
a,NBA,000107,000021,FIBA,12.778584,0.000000,-16.796499,0.000000,12.773893,134.635483,-0.000117,0.000189,1.002683,1.102449,12.778584480285645,0.0,-16.796499252319336,0.0,12.773893356323242,134.63548278808594,-0.0001172360498458147,0.00018948082288261503,1.0026828050613403,1.102449125543438
a,NBA,000108,000021,FIBA,12.916645,0.000000,-53.030582,0.000000,12.562043,134.945770,-0.000205,0.000165,1.008066,1.101550,12.916645050048828,0.0,-53.030582427978516,0.0,12.562043190002441,134.94577026367188,-0.00020542473066598177,0.00016497216711286455,1.0080662965774536,1.1015497345092071
a,NBA,000109,000021,FIBA,11.429992,0.000000,149.329559,0.000000,10.970896,169.010330,0.000254,0.000269,0.984409,1.022903,11.429991722106934,0.0,149.32955932617188,0.0,10.970895767211914,169.0103302001953,0.0002539856359362602,0.00026926121790893376,0.9844093322753906,1.02290347259422
a,NBA,000110,000022,FIBA,14.021050,0.000000,66.315559,0.000000,13.650525,112.033714,-0.000105,0.000119,1.002141,1.138469,14.021050453186035,0.0,66.31555938720703,0.0,13.650525093078613,112.0337142944336,-0.00010505162936169654,0.00011878382792929187,1.0021405220031738,1.1384693045466454
a,NBA,000111,000022,FIBA,10.142184,0.000000,282.780365,0.000000,9.764254,139.714966,0.000131,-0.000009,0.995595,1.091312,10.142184257507324,0.0,282.7803649902344,0.0,9.764253616333008,139.7149658203125,0.00013071930152364075,-8.825619261187967e-06,0.9955950379371643,1.0913121870643854
a,NBA,000112,000022,FIBA,10.239325,0.000000,278.214508,0.000000,9.957269,157.321945,-0.000195,0.000168,1.003457,1.136206,10.239324569702148,0.0,278.2145080566406,0.0,9.957268714904785,157.3219451904297,-0.0001947976415976882,0.00016831126413308084,1.0034568309783936,1.1362062523883187
