arm,true_template,frame_id,shot_id,scored_template,h00,h01,h02,h10,h11,h12,h20,h21,h22,cost,h00_repr,h01_repr,h02_repr,h10_repr,h11_repr,h12_repr,h20_repr,h21_repr,h22_repr,cost_repr
a,NBA,000011,000002,NBA,14.570111,0.000000,68.753746,0.000000,14.123166,-39.307693,-0.000184,-0.000296,1.015598,1.028073,14.570111274719238,0.0,68.75374603271484,0.0,14.12316608428955,-39.30769348144531,-0.0001842911442508921,-0.000296128069749102,1.015597939491272,1.0280733394861779
a,NBA,000012,000002,NBA,12.616302,0.000000,-43.066486,0.000000,12.452696,-31.885212,-0.000271,-0.000161,1.019754,1.028582,12.616302490234375,0.0,-43.06648635864258,0.0,12.452695846557617,-31.885211944580078,-0.0002710000262595713,-0.00016147710266523063,1.0197540521621704,1.0285818267511468
a,NBA,000013,000002,NBA,11.017245,0.000000,53.176041,0.000000,10.894160,126.771736,-0.000159,0.000143,1.005429,1.035629,11.017245292663574,0.0,53.17604064941406,0.0,10.894160270690918,126.77173614501953,-0.00015936630370561033,0.00014289183309301734,1.0054293870925903,1.0356286333774585
a,NBA,000014,000002,NBA,12.166430,0.000000,101.985130,0.000000,11.719905,114.625496,-0.000099,0.000347,0.997117,1.033324,12.166430473327637,0.0,101.9851303100586,0.0,11.719904899597168,114.62549591064453,-9.90726039162837e-05,0.00034694792702794075,0.9971172213554382,1.0333239758808932
a,NBA,000015,000003,NBA,11.857663,0.000000,-12.316853,0.000000,11.387475,71.749634,0.000346,-0.000082,0.983036,1.033692,11.85766315460205,0.0,-12.316852569580078,0.0,11.38747501373291,71.7496337890625,0.0003459100262261927,-8.158226410159841e-05,0.9830358028411865,1.0336923277151409
a,NBA,000016,000003,NBA,15.697548,0.000000,-13.438519,0.000000,15.589107,-126.356743,-0.000099,0.000251,0.996307,1.034703,15.697547912597656,0.0,-13.438518524169922,0.0,15.589106559753418,-126.35674285888672,-9.916115959640592e-05,0.00025067682145163417,0.9963070154190063,1.0347028175258586
a,NBA,000017,000003,NBA,15.994424,0.000000,-202.621048,0.000000,15.967032,24.219370,-0.000116,0.000272,1.000412,1.036958,15.994423866271973,0.0,-202.6210479736328,0.0,15.967032432556152,24.219369888305664,-0.00011629262735368684,0.000271717639407143,1.0004124641418457,1.0369578298606408
a,NBA,000018,000003,NBA,13.575863,0.000000,-94.120941,0.000000,13.223989,-32.562527,-0.000345,0.000189,1.013048,1.033343,13.575862884521484,0.0,-94.12094116210938,0.0,13.22398853302002,-32.56252670288086,-0.0003449230280239135,0.0001887612888822332,1.0130484104156494,1.0333428529379631
a,NBA,000019,000003,NBA,13.012678,0.000000,108.851944,0.000000,12.708905,89.800041,-0.000285,0.000332,1.004565,1.029516,13.012678146362305,0.0,108.85194396972656,0.0,12.708905220031738,89.80004119873047,-0.0002850242017302662,0.0003324918798170984,1.0045650005340576,1.029516248513159
a,NBA,000020,000004,NBA,13.563161,0.000000,-186.821823,0.000000,13.498166,13.049972,-0.000231,0.000133,1.010648,1.032539,13.56316089630127,0.0,-186.8218231201172,0.0,13.49816608428955,13.049971580505371,-0.00023059359227772802,0.00013265135930851102,1.0106475353240967,1.0325392802323436
a,NBA,000021,000004,NBA,10.820960,0.000000,190.342911,0.000000,10.620137,43.682896,-0.000063,0.000345,0.992338,1.034508,10.82096004486084,0.0,190.34291076660156,0.0,10.620137214660645,43.68289566040039,-6.319567182799801e-05,0.0003454165125731379,0.9923379421234131,1.0345081853646378
a,NBA,000022,000004,NBA,9.843563,0.000000,212.866364,0.000000,9.700360,132.096008,0.000152,-0.000288,1.000181,0.987013,9.843563079833984,0.0,212.86636352539062,0.0,9.700360298156738,132.09600830078125,0.00015176860324572772,-0.0002880205574911088,1.0001813173294067,0.9870131808623834
a,NBA,000023,000004,NBA,16.857117,0.000000,-151.304123,0.000000,16.434832,-90.470886,0.000047,-0.000335,1.006983,1.031865,16.85711669921875,0.0,-151.3041229248047,0.0,16.434831619262695,-90.47088623046875,4.7007248213049024e-05,-0.00033527135383337736,1.0069830417633057,1.0318645594615008
a,NBA,000024,000004,NBA,11.156149,0.000000,-0.795382,0.000000,10.836462,17.321964,0.000190,0.000208,0.982485,1.035027,11.156148910522461,0.0,-0.795382022857666,0.0,10.836462020874023,17.321964263916016,0.0001902382937259972,0.0002083252475131303,0.9824851155281067,1.0350266341851182
a,NBA,000025,000005,NBA,11.449856,0.000000,125.417336,0.000000,11.449574,29.368731,0.000292,-0.000085,0.989335,1.030792,11.44985580444336,0.0,125.4173355102539,0.0,11.449573516845703,29.368730545043945,0.0002917302481364459,-8.468999294564128e-05,0.9893345832824707,1.0307922238143405
a,NBA,000026,000005,NBA,16.037119,0.000000,-197.657471,0.000000,15.540019,-14.147632,-0.000060,0.000113,1.000390,1.039286,16.037118911743164,0.0,-197.657470703125,0.0,15.540019035339355,-14.147631645202637,-5.9763144236058e-05,0.00011343538790242746,1.0003904104232788,1.0392856068688585
a,NBA,000027,000005,NBA,15.276749,0.000000,-208.285965,0.000000,14.726929,-96.530983,0.000003,0.000322,0.989821,1.036088,15.276748657226562,0.0,-208.2859649658203,0.0,14.7269287109375,-96.5309829711914,3.4335407690377906e-06,0.00032220256980508566,0.9898211359977722,1.0360876905920937
a,NBA,000028,000005,NBA,13.266453,0.000000,44.470577,0.000000,13.266218,60.403629,-0.000312,0.000258,1.008192,1.034357,13.26645278930664,0.0,44.470577239990234,0.0,13.266218185424805,60.403629302978516,-0.0003124895738437772,0.00025839931913651526,1.0081920623779297,1.0343574917293212
a,NBA,000029,000005,NBA,10.572252,0.000000,260.458893,0.000000,10.451002,143.675400,0.000220,-0.000151,0.995236,1.028963,10.57225227355957,0.0,260.4588928222656,0.0,10.45100212097168,143.67539978027344,0.00021969589579384774,-0.00015086468192748725,0.9952357411384583,1.0289634143436086
a,NBA,000030,000006,NBA,12.102754,0.000000,29.672646,0.000000,11.640885,25.875145,0.000178,-0.000099,0.993851,1.032645,12.102753639221191,0.0,29.672645568847656,0.0,11.640885353088379,25.875144958496094,0.00017826462863013148,-9.897864947561175e-05,0.9938513040542603,1.032644554608853
a,NBA,000031,000006,NBA,15.926501,0.000000,-166.413834,0.000000,15.875670,-13.473826,-0.000121,-0.000156,1.009794,1.031722,15.926501274108887,0.0,-166.41383361816406,0.0,15.875670433044434,-13.47382640838623,-0.00012081505701644346,-0.0001563090190757066,1.0097944736480713,1.0317220663645306
a,NBA,000032,000006,NBA,14.460314,0.000000,-33.567829,0.000000,14.286629,93.575485,-0.000252,0.000081,1.010203,1.038206,14.46031379699707,0.0,-33.56782913208008,0.0,14.286628723144531,93.57548522949219,-0.00025150980218313634,8.107423491310328e-05,1.01020348072052,1.0382057110195564
a,NBA,000033,000006,NBA,14.374757,0.000000,-4.979475,0.000000,14.328485,-34.753147,-0.000271,-0.000098,1.014865,1.033990,14.374756813049316,0.0,-4.9794745445251465,0.0,14.328485488891602,-34.75314712524414,-0.00027126382337883115,-9.778646199265495e-05,1.0148653984069824,1.0339902843163533
a,NBA,000034,000006,NBA,10.529214,0.000000,264.706207,0.000000,10.219412,102.910416,-0.000073,0.000243,0.996492,1.033651,10.529213905334473,0.0,264.7062072753906,0.0,10.219411849975586,102.91041564941406,-7.272970833582804e-05,0.00024250056594610214,0.9964917302131653,1.0336511670795434
a,NBA,000035,000007,NBA,9.986978,0.000000,230.638245,0.000000,9.684232,184.742325,-0.000239,-0.000155,1.012612,1.028683,9.986977577209473,0.0,230.63824462890625,0.0,9.684231758117676,184.74232482910156,-0.0002390836161794141,-0.0001554127666167915,1.0126124620437622,1.02868302931281
a,NBA,000036,000007,NBA,13.649069,0.000000,13.545917,0.000000,13.649060,-38.126907,-0.000272,0.000065,1.010594,1.033535,13.649068832397461,0.0,13.545916557312012,0.0,13.649060249328613,-38.12690734863281,-0.0002723700017668307,6.537492299685255e-05,1.010594129562378,1.03353508676551
a,NBA,000037,000007,NBA,12.264696,0.000000,219.459320,0.000000,12.113259,74.402275,-0.000159,0.000317,0.997984,1.034604,12.26469612121582,0.0,219.45932006835938,0.0,12.113259315490723,74.40227508544922,-0.0001589457388035953,0.0003166841634083539,0.9979835152626038,1.0346042055220892
a,NBA,000038,000007,NBA,15.737645,0.000000,-290.375946,0.000000,15.008809,-36.477226,-0.000056,-0.000094,1.005770,1.036883,15.737645149230957,0.0,-290.3759460449219,0.0,15.008809089660645,-36.47722625732422,-5.574446186074056e-05,-9.366643644170836e-05,1.0057698488235474,1.0368829109961617
a,NBA,000039,000007,NBA,9.695339,0.000000,96.295975,0.000000,9.650555,83.806206,-0.000008,-0.000319,1.009605,1.033780,9.69533920288086,0.0,96.29597473144531,0.0,9.650554656982422,83.80620574951172,-8.231215360865463e-06,-0.00031948141986504197,1.0096049308776855,1.0337801488264367
a,NBA,000040,000008,NBA,16.993210,0.000000,-181.960159,0.000000,16.812519,-124.159187,0.000112,-0.000119,0.998019,1.033518,16.993209838867188,0.0,-181.9601593017578,0.0,16.812519073486328,-124.15918731689453,0.00011199013533769175,-0.00011931484914384782,0.9980190396308899,1.0335177868008238
a,NBA,000041,000008,NBA,16.745777,0.000000,-160.944550,0.000000,16.063618,-126.015099,-0.000337,-0.000315,1.025651,1.034561,16.745777130126953,0.0,-160.94454956054688,0.0,16.063617706298828,-126.01509857177734,-0.0003369819314684719,-0.0003150728880427778,1.0256505012512207,1.034560834399489
a,NBA,000042,000008,NBA,12.514548,0.000000,-26.458803,0.000000,12.508132,41.117722,0.000131,-0.000127,0.996268,1.026305,12.514548301696777,0.0,-26.458803176879883,0.0,12.508131980895996,41.11772155761719,0.0001306533085880801,-0.00012655403406824917,0.9962684512138367,1.0263048427448995
a,NBA,000043,000008,NBA,14.398616,0.000000,121.849556,0.000000,14.090861,-0.776816,-0.000230,-0.000124,1.011437,1.044609,14.398615837097168,0.0,121.84955596923828,0.0,14.090861320495605,-0.7768163084983826,-0.00022983417147770524,-0.00012365197471808642,1.0114368200302124,1.044608846786993
a,NBA,000044,000008,NBA,12.929188,0.000000,19.373554,0.000000,12.568727,19.338715,0.000092,-0.000306,1.003880,1.034596,12.929187774658203,0.0,19.373554229736328,0.0,12.568727493286133,19.338714599609375,9.185779344988987e-05,-0.0003058380971197039,1.0038800239562988,1.0345957407545858
a,NBA,000045,000009,NBA,12.683599,0.000000,62.458935,0.000000,12.478989,33.444786,-0.000342,-0.000146,1.019409,1.033453,12.683598518371582,0.0,62.45893478393555,0.0,12.478988647460938,33.444786071777344,-0.00034233485348522663,-0.00014599910355173051,1.0194085836410522,1.0334531718901054
a,NBA,000046,000009,NBA,12.121870,0.000000,103.873260,0.000000,12.046486,108.023712,-0.000284,-0.000308,1.019002,1.034983,12.121870040893555,0.0,103.87326049804688,0.0,12.046485900878906,108.02371215820312,-0.0002839983790181577,-0.00030794108170084655,1.019001841545105,1.0349829027728152
a,NBA,000047,000009,NBA,12.628386,0.000000,-113.454361,0.000000,12.306285,32.878521,0.000073,0.000218,0.989843,1.029476,12.628386497497559,0.0,-113.45436096191406,0.0,12.30628490447998,32.87852096557617,7.33203996787779e-05,0.0002175220288336277,0.9898433685302734,1.0294756321486167
a,NBA,000048,000009,NBA,14.662958,0.000000,-35.593376,0.000000,14.514489,53.832275,0.000292,-0.000105,0.988768,1.042630,14.662958145141602,0.0,-35.59337615966797,0.0,14.51448917388916,53.832275390625,0.0002917609235737473,-0.00010479563206899911,0.9887677431106567,1.0426300424638062
a,NBA,000049,000009,NBA,16.620611,0.000000,-162.207825,0.000000,16.616571,-46.281830,-0.000220,-0.000315,1.018295,1.035790,16.6206111907959,0.0,-162.20782470703125,0.0,16.6165714263916,-46.281829833984375,-0.0002196271379943937,-0.0003146841481793672,1.0182946920394897,1.035789530448424
a,NBA,000050,000010,NBA,15.548333,0.000000,13.836486,0.000000,15.233617,75.737686,0.000031,-0.000185,1.002222,1.036338,15.548333168029785,0.0,13.836485862731934,0.0,15.233616828918457,75.73768615722656,3.066498175030574e-05,-0.0001852448913268745,1.0022218227386475,1.0363380134029125
a,NBA,000051,000010,NBA,12.708537,0.000000,10.464972,0.000000,12.661322,14.146299,-0.000311,-0.000038,1.016481,1.034885,12.708537101745605,0.0,10.464971542358398,0.0,12.661321640014648,14.146299362182617,-0.00031147358822636306,-3.849512359010987e-05,1.016480803489685,1.0348846774749816
a,NBA,000052,000010,NBA,14.698157,0.000000,-56.188908,0.000000,14.653651,-3.591053,0.000191,0.000327,0.982833,1.033477,14.69815731048584,0.0,-56.188907623291016,0.0,14.653651237487793,-3.591052770614624,0.00019126325787510723,0.00032676674891263247,0.9828328490257263,1.0334773949861034
a,NBA,000053,000010,NBA,11.888783,0.000000,202.977402,0.000000,11.495812,120.115883,-0.000200,-0.000135,1.010194,1.029000,11.888782501220703,0.0,202.97740173339844,0.0,11.49581241607666,120.11588287353516,-0.00020046041754540056,-0.00013541248335968703,1.0101944208145142,1.029000044428096
a,NBA,000054,000010,NBA,16.831455,0.000000,-205.405289,0.000000,16.770290,4.002972,-0.000181,0.000193,1.004984,1.033478,16.83145523071289,0.0,-205.40528869628906,0.0,16.77029037475586,4.00297212600708,-0.00018080248264595866,0.00019302491273265332,1.0049837827682495,1.033478224683784
a,NBA,000055,000011,NBA,12.768151,0.000000,-105.029602,0.000000,12.765823,52.735863,0.000276,0.000090,0.981736,1.034915,12.76815128326416,0.0,-105.02960205078125,0.0,12.765823364257812,52.735862731933594,0.0002756839676294476,9.045594924828038e-05,0.9817364811897278,1.0349148479515953
a,NBA,000056,000011,NBA,16.319239,0.000000,-69.469009,0.000000,15.809772,-142.276230,-0.000333,0.000301,1.004915,1.036046,16.319238662719727,0.0,-69.46900939941406,0.0,15.809772491455078,-142.27622985839844,-0.0003333426720928401,0.00030143000185489655,1.004915475845337,1.0360458418616094
a,NBA,000057,000011,NBA,14.515593,0.000000,85.155975,0.000000,14.293653,9.957553,-0.000270,-0.000174,1.014569,1.035496,14.515592575073242,0.0,85.15597534179688,0.0,14.293652534484863,9.957552909851074,-0.00026996826636604965,-0.00017354809097014368,1.0145694017410278,1.035496265710753
a,NBA,000058,000011,NBA,14.528983,0.000000,72.307800,0.000000,14.528948,48.265030,-0.000185,-0.000200,1.011526,1.027526,14.528983116149902,0.0,72.30780029296875,0.0,14.528947830200195,48.26502990722656,-0.00018504049512557685,-0.0002002371911657974,1.0115264654159546,1.027525699730478
a,NBA,000059,000011,NBA,15.474455,0.000000,-143.822556,0.000000,15.322541,-128.707275,0.000256,-0.000340,0.997856,1.034681,15.474454879760742,0.0,-143.8225555419922,0.0,15.322541236877441,-128.707275390625,0.00025620529777370393,-0.0003396805841475725,0.9978564977645874,1.034681355959335
a,NBA,000060,000012,NBA,12.694273,0.000000,79.673500,0.000000,12.498189,69.043564,-0.000257,0.000012,1.011054,1.034189,12.694272994995117,0.0,79.67350006103516,0.0,12.498188972473145,69.04356384277344,-0.00025653495686128736,1.157207225332968e-05,1.0110540390014648,1.034188526301277
a,NBA,000061,000012,NBA,13.750941,0.000000,-121.895332,0.000000,13.682754,-43.022034,-0.000322,-0.000314,1.027092,1.034347,13.750941276550293,0.0,-121.89533233642578,0.0,13.682753562927246,-43.02203369140625,-0.000321987405186519,-0.00031409316579811275,1.0270918607711792,1.0343472964579121
a,NBA,000062,000012,NBA,15.821480,0.000000,-40.596386,0.000000,15.746806,80.524712,0.000177,-0.000084,0.993867,1.034602,15.821479797363281,0.0,-40.59638595581055,0.0,15.746806144714355,80.52471160888672,0.00017712840053718537,-8.374590834137052e-05,0.9938667416572571,1.034601805070454
a,NBA,000063,000012,NBA,11.332352,0.000000,145.181046,0.000000,11.171734,72.975830,0.000003,0.000170,0.995520,1.034571,11.332351684570312,0.0,145.18104553222656,0.0,11.171733856201172,72.975830078125,2.6322234134568134e-06,0.00016988086281344295,0.9955204725265503,1.0345710426697794
a,NBA,000064,000012,NBA,12.780767,0.000000,162.613037,0.000000,12.755067,83.043877,0.000005,0.000095,0.997759,1.030012,12.780767440795898,0.0,162.613037109375,0.0,12.755066871643066,83.04387664794922,4.511471615842311e-06,9.543640044284984e-05,0.997759222984314,1.030012356906751
a,NBA,000065,000013,NBA,13.039056,0.000000,-28.965343,0.000000,12.653790,-2.597187,0.000041,0.000036,0.996866,1.036932,13.039055824279785,0.0,-28.965343475341797,0.0,12.653789520263672,-2.597187042236328,4.073881063959561e-05,3.642774390755221e-05,0.9968660473823547,1.0369315429452086
a,NBA,000066,000013,NBA,15.849473,0.000000,103.157532,0.000000,15.484890,-53.404045,-0.000311,-0.000010,1.010801,1.036475,15.849472999572754,0.0,103.15753173828125,0.0,15.48488998413086,-53.40404510498047,-0.0003113668935839087,-9.538657650409732e-06,1.010801076889038,1.0364753573812628
a,NBA,000067,000013,NBA,15.534474,0.000000,-299.565002,0.000000,15.258727,-61.556625,-0.000006,-0.000187,1.005497,1.034830,15.53447437286377,0.0,-299.56500244140625,0.0,15.258727073669434,-61.55662536621094,-5.632012744172243e-06,-0.00018662543152458966,1.005496621131897,1.0348302311098234
a,NBA,000068,000013,NBA,16.926367,0.000000,30.942017,0.000000,16.602163,-28.156393,0.000238,0.000239,0.985865,1.032187,16.926366806030273,0.0,30.9420166015625,0.0,16.602163314819336,-28.15639305114746,0.00023762820637784898,0.00023887561110313982,0.9858645796775818,1.0321869808304311
a,NBA,000069,000013,NBA,13.777508,0.000000,68.579964,0.000000,13.777430,-20.810057,0.000223,-0.000335,1.000023,1.033829,13.777507781982422,0.0,68.57996368408203,0.0,13.777429580688477,-20.810056686401367,0.00022261784761212766,-0.0003348802565596998,1.0000231266021729,1.0338294493936462
a,NBA,000070,000014,NBA,11.841314,0.000000,-25.236002,0.000000,11.321122,76.114021,-0.000017,0.000114,0.998073,1.033547,11.841314315795898,0.0,-25.23600196838379,0.0,11.321122169494629,76.11402130126953,-1.6538579075131565e-05,0.00011388827988412231,0.9980732798576355,1.0335473468084282
a,NBA,000071,000014,NBA,12.223194,0.000000,-84.727654,0.000000,12.095736,94.813675,-0.000345,0.000000,1.020430,1.034181,12.223194122314453,0.0,-84.72765350341797,0.0,12.095735549926758,94.81367492675781,-0.00034462171606719494,1.340171422725689e-07,1.020430088043213,1.0341805584716495
a,NBA,000072,000014,NBA,11.641671,0.000000,67.970650,0.000000,11.223603,83.445358,0.000097,0.000144,0.991687,1.033047,11.641671180725098,0.0,67.97064971923828,0.0,11.223603248596191,83.44535827636719,9.697049245005473e-05,0.00014400901272892952,0.9916867613792419,1.033047282565744
a,NBA,000073,000014,NBA,12.897576,0.000000,214.262238,0.000000,12.851292,30.673403,-0.000258,0.000338,0.999875,1.035543,12.897576332092285,0.0,214.26223754882812,0.0,12.85129165649414,30.673402786254883,-0.0002584912581369281,0.0003378589462954551,0.9998745918273926,1.0355428793271613
a,NBA,000074,000014,NBA,14.010660,0.000000,-90.908684,0.000000,13.544884,21.870806,-0.000268,0.000059,1.012526,1.032523,14.010660171508789,0.0,-90.90868377685547,0.0,13.544883728027344,21.870805740356445,-0.0002682320773601532,5.8754569181473926e-05,1.0125263929367065,1.0325227658797351
a,NBA,000075,000015,NBA,16.141462,0.000000,70.153748,0.000000,15.951551,-127.835503,0.000135,0.000333,0.985042,1.030828,16.141462326049805,0.0,70.15374755859375,0.0,15.95155143737793,-127.83550262451172,0.0001349728845525533,0.0003333109780214727,0.985041618347168,1.0308281318053625
a,NBA,000076,000015,NBA,14.276580,0.000000,-36.141228,0.000000,14.274285,-0.079477,-0.000022,0.000260,0.994479,1.035455,14.276579856872559,0.0,-36.14122772216797,0.0,14.274285316467285,-0.07947732508182526,-2.1886167814955115e-05,0.00025995937176048756,0.9944788813591003,1.0354550779905838
a,NBA,000077,000015,NBA,15.558949,0.000000,26.104008,0.000000,15.515141,-27.915424,-0.000072,-0.000243,1.008923,1.034043,15.558948516845703,0.0,26.104007720947266,0.0,15.515140533447266,-27.915424346923828,-7.226187881315127e-05,-0.0002428537409286946,1.008923053741455,1.0340429926791896
a,NBA,000078,000015,NBA,13.180612,0.000000,-100.596352,0.000000,12.797711,17.754642,-0.000204,-0.000270,1.018678,1.032926,13.180611610412598,0.0,-100.59635162353516,0.0,12.797711372375488,17.754642486572266,-0.00020384906383696944,-0.0002701199846342206,1.0186777114868164,1.0329258600112172
a,NBA,000079,000015,NBA,13.449656,0.000000,-168.695328,0.000000,13.449121,122.651581,-0.000224,-0.000130,1.015760,1.042504,13.44965648651123,0.0,-168.69532775878906,0.0,13.44912052154541,122.65158081054688,-0.00022396327403839678,-0.000129966254462488,1.0157599449157715,1.042504490713632
a,NBA,000080,000016,NBA,10.551195,0.000000,244.071228,0.000000,10.190100,95.711098,0.000104,0.000153,0.992154,1.030243,10.55119514465332,0.0,244.07122802734375,0.0,10.190099716186523,95.71109771728516,0.00010352998651796952,0.00015273061580955982,0.9921538829803467,1.0302427235802694
a,NBA,000081,000016,NBA,12.809586,0.000000,191.295639,0.000000,12.250286,24.780344,0.000040,-0.000125,1.002032,1.035279,12.809585571289062,0.0,191.29563903808594,0.0,12.250286102294922,24.780344009399414,3.9935443055583164e-05,-0.0001253767841262743,1.002031922340393,1.0352788190124644
a,NBA,000082,000016,NBA,10.476081,0.000000,182.608765,0.000000,10.300418,37.843044,0.000160,0.000236,0.985639,1.031526,10.476080894470215,0.0,182.6087646484375,0.0,10.30041790008545,37.84304428100586,0.00016014180437196046,0.00023560845875181258,0.985639214515686,1.0315263952761764
a,NBA,000083,000016,NBA,11.528096,0.000000,-18.870743,0.000000,11.001245,4.553495,-0.000232,-0.000016,1.013745,1.035764,11.528096199035645,0.0,-18.870742797851562,0.0,11.001245498657227,4.553495407104492,-0.00023164117010310292,-1.5656594769097865e-05,1.0137449502944946,1.035764137572664
a,NBA,000084,000016,NBA,10.306499,0.000000,73.172935,0.000000,10.198736,141.430161,0.000048,0.000296,0.991001,1.037260,10.306499481201172,0.0,73.17293548583984,0.0,10.198736190795898,141.43016052246094,4.8336878535337746e-05,0.0002958740515168756,0.9910007119178772,1.0372595103691697
a,NBA,000085,000017,NBA,14.852918,0.000000,-153.547165,0.000000,14.809318,-87.082855,-0.000066,0.000338,0.993340,1.034270,14.852917671203613,0.0,-153.5471649169922,0.0,14.809317588806152,-87.08285522460938,-6.60467121633701e-05,0.00033750422880984843,0.9933396577835083,1.034270150276994
a,NBA,000086,000017,NBA,12.019847,0.000000,24.914330,0.000000,11.979450,85.890869,-0.000137,-0.000002,1.007043,1.031598,12.01984691619873,0.0,24.914329528808594,0.0,11.979450225830078,85.890869140625,-0.00013681213022209704,-1.845555175350455e-06,1.0070432424545288,1.031598110863569
a,NBA,000087,000017,NBA,16.134003,0.000000,-125.556633,0.000000,15.358687,44.937222,-0.000054,0.000236,0.997725,1.033370,16.134002685546875,0.0,-125.55663299560547,0.0,15.358687400817871,44.93722152709961,-5.40283253940288e-05,0.00023588888871017843,0.997724711894989,1.0333695275191959
a,NBA,000088,000017,NBA,11.927190,0.000000,221.288803,0.000000,11.685140,0.159085,-0.000188,-0.000033,1.007603,1.033822,11.927189826965332,0.0,221.28880310058594,0.0,11.685139656066895,0.15908458828926086,-0.00018750572053249925,-3.3136406273115426e-05,1.0076029300689697,1.033821805964787
a,NBA,000089,000017,NBA,13.558016,0.000000,7.755053,0.000000,13.548679,36.427143,-0.000137,0.000040,1.005447,1.034257,13.558015823364258,0.0,7.7550530433654785,0.0,13.54867935180664,36.42714309692383,-0.0001370824029436335,3.959525201935321e-05,1.0054469108581543,1.0342568484203953
a,NBA,000090,000018,NBA,14.612859,0.000000,-190.149292,0.000000,14.571267,85.669395,-0.000026,-0.000200,1.005226,1.035509,14.612858772277832,0.0,-190.1492919921875,0.0,14.571267127990723,85.66939544677734,-2.5817796995397657e-05,-0.00019969303684774786,1.0052262544631958,1.0355092952740306
a,NBA,000091,000018,NBA,15.395555,0.000000,78.391594,0.000000,15.385255,-32.520412,-0.000012,0.000134,0.997012,1.035100,15.39555549621582,0.0,78.39159393310547,0.0,15.385254859924316,-32.52041244506836,-1.2020348549413029e-05,0.00013428980309981853,0.9970123767852783,1.0351003977204074
