frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid
90,3.003,1,green,99,1431,0.0291,0.8364,0.0,0.0,0.0,3pt_arc,0,,,2211.9,none,0.0,0.0,1155.5,1104.0,0,0,,,434,122,681,542,,,0.0,578.0,0.0,0,2.73,41.82,17.0,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,556.25,539.25,0.5049504919728836,0,unknown,,,0.0,,,,0,1,1
90,3.003,2,green,2212,777,0.6498,0.4541,0.0,0.0,0.0,mid_range,0,,,2211.9,none,0.0,0.0,1155.5,1104.0,0,0,,,603,238,729,426,,,0.0,1041.8,0.0,0,61.08,22.71,27.76,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.21913579976375558,0,unknown,,,0.0,,,,0,1,1
93,3.103,1,green,324,1442,0.0952,0.8428,75.09,75.09,2.8,3pt_arc,0,,,1873.9,none,0.0,0.0,1218.0,1161.5,0,0,,,451,116,697,549,,,0.0,610.9,-24.49,0,8.95,42.14,17.53,0,2,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,556.25,539.25,0.5049504919728836,0,unknown,,,0.0,,,,0,1,1
93,3.103,2,green,2112,881,0.6204,0.5149,48.09,48.09,133.9,mid_range,0,,,1873.9,none,0.0,0.0,1218.0,1161.5,0,0,,,603.0,238.0,729.0,426.0,,,0.0,1139.1,-34.1,0,58.32,25.75,30.44,0,2,0,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.21913579976375558,0,unknown,,,0.0,,,,0,1,1
96,3.203,1,green,180,1394,0.0529,0.8147,50.6,-24.49,198.4,3pt_arc,0,,,1227.0,none,976.9,976.9,783.7,816.0,0,0,,,418,116,700,548,,,0.0,539.2,18.37,0,4.97,40.74,15.74,0,3,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,556.25,539.25,0.5049504919728836,0,unknown,,,0.0,,,,0,2,1
96,3.203,3,green,59,173,0.0173,0.1011,0.0,0.0,0.0,corner_3,0,,,1227.0,none,976.9,976.9,783.7,816.0,0,0,,,284,187,565,404,,,0.0,689.0,0.0,0,1.63,5.06,20.27,0,3,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,0.0,,,,0,2,1
96,3.203,2,green,2112,881,0.6204,0.5149,0.0,-48.09,0.0,mid_range,0,,,1998.9,none,976.9,976.9,783.7,816.0,0,0,,,603.0,238.0,729.0,426.0,,,0.0,1139.1,0.0,0,58.32,25.75,30.44,0,3,0,0.867,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,,,0.21913579976375558,0,unknown,,,0.0,,,,0,2,1
99,3.303,1,green,481,1394,0.1413,0.8147,100.33,49.73,0.0,3pt_arc,0,,,1709.8,none,0.0,0.0,1296.5,1137.5,0,0,,,468,119,696,540,,,0.0,630.4,-52.17,0,13.28,40.74,17.67,0,4,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.3,half_court,556.25,539.25,0.5049504919728836,0,unknown,,,0.0,,,,0,1,1
99,3.303,2,green,2112,881,0.6204,0.5149,0.0,0.0,0.0,mid_range,0,,,1709.8,none,0.0,0.0,1296.5,1137.5,0,0,,,603.0,238.0,729.0,426.0,,,0.0,1139.1,0.0,0,58.32,25.75,30.44,0,4,0,0.8,unclassified,0,0.0,24.0,,,,,0.0,0.3,half_court,,,0.21913579976375558,0,unknown,,,0.0,,,,0,1,1
102,3.403,1,green,601,1271,0.1766,0.7428,57.28,-43.05,314.3,3pt_arc,0,,,1203.5,none,745.1,745.1,935.3,777.3,0,0,,,467,121,696,524,,,0.0,610.9,-1.44,0,16.6,37.14,16.62,0,5,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.4,half_court,556.25,539.25,0.5049504919728836,0,unknown,,,0.0,,,,0,2,1
