frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence
409,6.823,1,green,786,1342,0.0,0.0,0.0,3pt_arc,0,,,143.9,none,260801.5,868.5,1408.3,0,0,,0.0,147,237,233,379,,,0.0,798.2,0.0,0,0,1,0,1.0
409,6.823,2,green,2589,1555,0.0,0.0,0.0,corner_3,0,,,1687.2,none,260801.5,868.5,1408.3,0,0,,0.0,339,492,425,631,,,0.0,963.0,0.0,0,0,1,0,1.0
409,6.823,5,green,95,1471,0.0,0.0,0.0,3pt_arc,0,,,158.6,none,260801.5,868.5,1408.3,0,0,,0.0,331,182,385,268,,,0.0,618.2,0.0,0,0,1,0,1.0
409,6.823,6,green,249,1433,0.0,0.0,0.0,3pt_arc,0,,,158.6,none,260801.5,868.5,1408.3,0,0,,0.0,272,185,326,270,,,0.0,585.4,0.0,0,0,1,0,1.0
409,6.823,9,green,570,1354,0.0,0.0,0.0,3pt_arc,0,,,216.3,none,260801.5,868.5,1408.3,0,0,,0.0,129,179,196,276,,,0.0,649.8,0.0,0,0,1,0,1.0
409,6.823,10,green,922,1295,0.0,0.0,0.0,3pt_arc,0,,,143.9,none,260801.5,868.5,1408.3,0,0,,0.0,53,248,144,356,,,0.0,885.6,0.0,0,0,1,0,1.0
410,6.84,1,green,792,1341,6.08,6.08,350.5,3pt_arc,0,,,150.5,none,274344.5,904.0,1404.2,0,0,,0.0,147,237,231,380,,,0.0,802.4,-4.17,0,0,2,0,1.0
410,6.84,2,green,2721,1550,132.09,132.09,357.8,corner_3,0,,,1805.7,none,274344.5,904.0,1404.2,0,0,,0.0,338,493,423,634,,,0.0,873.5,84.04,0,0,2,0,1.0
410,6.84,5,green,99,1470,4.12,4.12,346.0,3pt_arc,0,,,215.1,none,274344.5,904.0,1404.2,0,0,,0.0,329,180,383,267,,,0.0,616.9,1.35,0,0,2,0,1.0
410,6.84,6,green,308,1419,60.64,60.64,346.7,3pt_arc,0,,,215.1,none,274344.5,904.0,1404.2,0,0,,0.0,249,174,304,272,,,0.0,584.4,-2.13,0,0,2,0,1.0
410,6.84,9,green,570,1354,0.0,0.0,0.0,3pt_arc,0,,,222.4,none,274344.5,904.0,1404.2,0,0,,0.0,129,284,200,380,,,0.0,649.8,0.0,0,0,2,0,1.0
410,6.84,10,green,934,1291,12.65,12.65,341.6,3pt_arc,0,,,150.5,none,274344.5,904.0,1404.2,0,0,,0.0,45,241,137,355,,,0.0,894.1,-8.53,0,0,2,0,1.0
411,6.857,2,green,2773,1543,52.47,-79.62,352.3,corner_3,0,,,1919.8,none,233047.0,923.8,1421.0,0,0,,0.0,335,493,422,635,,,0.0,837.2,35.42,0,0,3,0,1.0
411,6.857,5,green,104,1468,5.39,1.27,338.2,3pt_arc,0,,,204.0,none,233047.0,923.8,1421.0,0,0,,0.0,329,183,379,267,,,0.0,614.5,2.39,0,0,3,0,1.0
411,6.857,6,green,302,1419,6.0,-54.64,180.0,3pt_arc,0,,,204.0,none,233047.0,923.8,1421.0,0,0,,0.0,249,174,304,269,,,0.0,582.8,1.53,0,0,3,0,1.0
411,6.857,9,green,574,1353,4.12,4.12,346.0,3pt_arc,0,,,279.9,none,233047.0,923.8,1421.0,0,0,,0.0,124,178,192,274,,,0.0,651.6,-1.82,0,0,3,0,1.0
