frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
810,13.514,266,1376,1,1,0
816,13.614,266,1376,1,1,0
822,13.714,307,1359,1,1,0
828,13.814,307,1359,1,1,0
834,13.914,307,1359,1,1,0
840,14.014,812,1308,1,1,1
846,14.114,307,1359,1,1,0
852,14.214,804,1295,1,1,1
858,14.314,307,1359,1,1,0
864,14.414,708,1351,1,1,1
870,14.514,307,1359,1,1,0
876,14.615,307,1359,1,1,0
882,14.715,307,1359,1,1,0
888,14.815,307,1359,1,1,0
894,14.915,307,1359,1,1,0
900,15.015,307,1359,1,1,0
906,15.115,307,1359,1,1,0
912,15.215,307,1359,1,1,0
918,15.315,307,1359,1,1,0
924,15.415,307,1359,1,1,0
930,15.515,307,1359,1,1,0
936,15.616,307,1359,1,1,0
942,15.716,307,1359,1,1,0
948,15.816,307,1359,1,1,0
954,15.916,307,1359,1,1,0
960,16.016,307,1359,1,1,0
966,16.116,307,1359,1,1,0
972,16.216,307,1359,1,1,0
978,16.316,645,1221,1,1,0
984,16.416,645,1221,1,1,0
990,16.517,649,1230,1,1,0
996,16.617,649,1230,1,1,0
1002,16.717,,,0,1,0
1008,16.817,,,0,1,0
1014,16.917,,,0,1,0
1020,17.017,,,0,1,0
1026,17.117,785,1512,1,1,0
1032,17.217,,,0,1,1
1038,17.317,,,0,1,0
1044,17.417,,,0,1,0
1050,17.518,,,0,1,0
1056,17.618,,,0,1,0
1062,17.718,,,0,1,0
1068,17.818,,,0,1,0
1074,17.918,,,0,1,0
1080,18.018,,,0,1,0
1086,18.118,,,0,1,0
1092,18.218,,,0,1,0
1098,18.318,,,0,1,0
1104,18.418,,,0,1,0
1110,18.518,,,0,1,0
1116,18.619,,,0,1,0
1122,18.719,,,0,1,0
1128,18.819,,,0,1,0
1134,18.919,,,0,1,0
1140,19.019,,,0,1,0
1146,19.119,,,0,1,0
1152,19.219,,,0,1,0
1158,19.319,,,0,1,0
1164,19.419,,,0,1,0
