game_id,path,bytes,sha256,total_rows,detected_rows
0022500174,data/tracking/0022500174/ball_tracking.csv,171221,140f3af7b2a04b8f5e91e4f7e5f4fc27bbfa4e7a3c55365df24f1e7eb2313a80,7140,4021
0022500175,data/tracking/0022500175/ball_tracking.csv,916118,1a17c15ac4b2e2820182df5e3f303bf8bdd2e229aa88b50b9d0c28c896e4efa1,39255,9153
0022500176,data/tracking/0022500176/ball_tracking.csv,175024,faade59a8603067ad9d9914caad3e42f1e95cd460e11b4d331cbeaad2f7c8c75,7620,2946
0022500177,data/tracking/0022500177/ball_tracking.csv,153660,6c9787d61c9da5382bcee3e8adad7506a372610807a17463073c4449271d20f6,6000,5142
0022500178,data/tracking/0022500178/ball_tracking.csv,149318,97e9f2a1f4055519b219e0c975c83813d1783bfb6921449b7f1e9b4007f8fbb6,6870,1398
0022500181,data/tracking/0022500181/ball_tracking.csv,154050,0f00246c8049fd214b78749cf2d8e6aa31c85ad82ee4d370b852115d4fff3aef,6000,5092
0022500188,data/tracking/0022500188/ball_tracking.csv,840250,3e4d7c77975712982d85b4f891f48cb9389012b3110178827ce890723a70d3dd,32622,9512
0022500214,data/tracking/0022500214/ball_tracking.csv,1060674,fc26fc52ba9e2e8e6d1cda8b6a09f556876d54c5568e32a0f579b93c547c69ec,41832,6154
0022500216,data/tracking/0022500216/ball_tracking.csv,1096172,7429597ae4b0b05b6472af7fb0e4e9d1183c1131df6d89430b6c4c93d5eefdad,43137,7969
0022500217,data/tracking/0022500217/ball_tracking.csv,999860,7ba3a44f7ebc906097d58724ff3a4291876f2b0861c40356c8987056f30276b2,38683,10733
0022500219,data/tracking/0022500219/ball_tracking.csv,1086487,cb18ea43a7fc1e3a4dbfd7b929d75b52812600daa6f176f1efd348dad66cfab6,42297,9579
0022500222,data/tracking/0022500222/ball_tracking.csv,512401,fd5dcd1f55086a0b37286bd83b5a0412e12168b01db850af24c9fcf4fffda4de,21240,8644
0022500223,data/tracking/0022500223/ball_tracking.csv,1062559,0e81fbdbb7da30c3b676c86fa3bdb088328542d5cd704c19e04626598e929d92,42282,5181
0022500224,data/tracking/0022500224/ball_tracking.csv,504612,c42dc1d971b4fe6ed6e7e469bd451cd076421f93847767361dc55e4203e5fd89,20260,11144
0022500225,data/tracking/0022500225/ball_tracking.csv,656673,6dda553f3c6ca1dbb6cf7ca0fa6a849ccff2ab5c4a299953f7dc5dc9afaeaad9,24984,10137
0022500227,data/tracking/0022500227/ball_tracking.csv,331475,7c832e2efce81b58f743618fbc6623e17e078f6d7d558d473db6e823bf42b8c6,11988,9574
0022500309,data/tracking/0022500309/ball_tracking.csv,215342,bc4bfd9fe81478bdea5a2097e3a0fc773e89f1cf0090ab6f695ae58eaef4918b,8685,4713
0022500318,data/tracking/0022500318/ball_tracking.csv,191769,9d8bf92543470aaeada84775d0c021cc4fb8f254003d7ffb8d43500994f19d1b,8355,2847
0022500319,data/tracking/0022500319/ball_tracking.csv,206190,cb42f0ffe715a7737916416cc90016aa9bd54e7a3a4edd08c6b670ba625c4982,8640,4580
0022500320,data/tracking/0022500320/ball_tracking.csv,158815,188c7314ccbc25920836e1ee345dafbcd70f34bd3413a576e1c9eb1597b55fe6,6000,4352
0022500321,data/tracking/0022500321/ball_tracking.csv,205436,8e04d02cd223328a9610a95fac6ac22747b4476c58e91ee99a65d1e599cfed3d,8340,4935
0022500323,data/tracking/0022500323/ball_tracking.csv,193663,5efcb0b8faa9b513ca0eeaa3dc3f6e3fec148bd9ef558d8655653e1c6b31fa8e,8220,3165
0022500325,data/tracking/0022500325/ball_tracking.csv,184558,bae7462bfdd334b7a3fa911516314e97bb82c60b247819491a8dbd1bdda06ce7,8280,2673
0022500326,data/tracking/0022500326/ball_tracking.csv,190065,7d9734e62d425a616dc70a2427d6c42a0a2acb5713118faa015a3f106cb98ed7,8430,2406
0022500330,data/tracking/0022500330/ball_tracking.csv,186039,67757366bba47c8ed274ab0140c79844330e93f12401d27bff7e858c6fa8128a,8655,1353
0022500331,data/tracking/0022500331/ball_tracking.csv,185131,713b074fb495bc0ac22e00ad3da9f7ab21306430723ece26eedd8db062914a48,8295,2329
0022500332,data/tracking/0022500332/ball_tracking.csv,193314,11388692f39445cec282e8caa1cd32bf312ff0e759ca014a0a3d874bc5e391a8,8055,4555
0022500334,data/tracking/0022500334/ball_tracking.csv,289614,aa89048ea626f441da8128e04b41ffd796943a287667db7fafe7d107d537ea7e,12000,5838
0022500338,data/tracking/0022500338/ball_tracking.csv,184530,55c480d914a3425b08043295613a49b578607bd6513e1ba7165acf3863ec9b27,7770,4272
0022500339,data/tracking/0022500339/ball_tracking.csv,918425,bafeb441abb3fb4a0c7f4f686b7016eeb6fbcad8757b10434269b03a261f796b,39855,4902
0022500340,data/tracking/0022500340/ball_tracking.csv,194069,05a6aa518fc3e2e2ebbc57f60f48c341259c89dd23bb3c8b2f5b93e1992837be,8520,2928
0022500341,data/tracking/0022500341/ball_tracking.csv,178896,fdacb3703b82faf46a6ebc2c89671fe1d8055663f35f6e5e8543e67687ff02b4,6880,5568
0022500342,data/tracking/0022500342/ball_tracking.csv,572700,c0140c821d1ded891f25d548498ba64cc4225b285be4cb08a4a1c5ae2dc5f9a3,23380,10303
0022500343,data/tracking/0022500343/ball_tracking.csv,826382,ca4951c53912e813cfaa8a9833e60c46796c80644e7d19e4c68d946258eab54c,34560,9452
0022500344,data/tracking/0022500344/ball_tracking.csv,919795,cd4c8f8f84d295a4489371696943f96991eceef3c4b70b8da0d9591e7ecb4ab5,39030,7333
0022500345,data/tracking/0022500345/ball_tracking.csv,188727,5ec0928722a70da33d3fba1fe0d92ee5e9e908b5d6d323d574dbcf90dfa4d85b,8610,1790
0022500347,data/tracking/0022500347/ball_tracking.csv,891759,9a61e5123bde5fa8ece88a1f8a3242f94170e3bbe84d6a17a867a31c0e0fb58f,38205,5762
0022500348,data/tracking/0022500348/ball_tracking.csv,917213,66627630f1184af020d3322b16eeb8215c7388b8d9d8c537e7764c68776e4a72,39000,7426
0022500349,data/tracking/0022500349/ball_tracking.csv,199327,da38cf5f35bc1c933f5f0541ddc238b0cd7f46b43e73b019dd2c4af5a31edafb,8250,4102
0022500350,data/tracking/0022500350/ball_tracking.csv,185367,b73412600d74db2e5dc02faeaa8c26fc9125c1240e64ed13dc43362f99e9c191,7995,3423
0022500351,data/tracking/0022500351/ball_tracking.csv,139855,89991093ad6809eabd9165c42b247a60fbb261ce0796a94b9a4119e193914ab7,6000,2862
0022500352,data/tracking/0022500352/ball_tracking.csv,213921,3673174a444a1a7f0dfcb554605b1c90c338a047e02299286e873d4941306a60,8602,3688
0022500353,data/tracking/0022500353/ball_tracking.csv,908592,71ccd9980d44ca2f8c363ff9770d4020698e87030050e101a22f65171ca1d6f6,39525,4439
0022500354,data/tracking/0022500354/ball_tracking.csv,199720,e207b1d81692201914df79d5a5ba4891bcac72bda745277491d3882a2b9533a9,8445,4139
0022500356,data/tracking/0022500356/ball_tracking.csv,188231,199564b9cf7676f55edb31b145776d0601cb5af96de1026519d00a709dd67394,8250,2874
0022500358,data/tracking/0022500358/ball_tracking.csv,982573,b2e195b14473296042f8b2fdab6f6075db613e137e389c85bdc380cf46b97b81,41610,9257
0022500359,data/tracking/0022500359/ball_tracking.csv,948906,a9b4fcac44eeb4a8c5cdd916dce3c031d236a4c93ab0b3ba3b6a503ddb067777,39510,10035
0022500361,data/tracking/0022500361/ball_tracking.csv,321153,c21ba7220f75df6e2d1f434f3996d87d211c5a1e36079a9e246935cf398b5865,12000,10973
0022500369,data/tracking/0022500369/ball_tracking.csv,894584,d76365b0a4e330ba749d830759f73ae7663a6d81acf231d8b47d7e1c96a3b0d5,37755,7839
0022500371,data/tracking/0022500371/ball_tracking.csv,962728,48294dc0cf4d24e39a5bd000f48aa7211c037b7b72ccdd9131bbfe4082ac08e9,41535,5926
0022500375,data/tracking/0022500375/ball_tracking.csv,808665,44b4e63d01461f4daccf11afa31579fe3e5940133ac7967b94a79f0e5573e1a0,33040,11726
0022500376,data/tracking/0022500376/ball_tracking.csv,919717,f1b404b8a8392ecabdd570f403c9a193344ab7af78e7c6d4d8adddf9dd8f4761,39630,5514
0022500377,data/tracking/0022500377/ball_tracking.csv,887482,17d4e25e0ad7cb504f69237c8c762e4d65dd8afcdca4d22025b5b6b891ee75bb,38715,3843
0022500378,data/tracking/0022500378/ball_tracking.csv,929505,18de086c5f671629cdef334d108e0b00e29b959b82807c1d8d829840283fec33,39615,7568
0022500379,data/tracking/0022500379/ball_tracking.csv,856467,5a30d866a3a29f6e745f7f3a3747cdce5c0fd382110321cecba34a4c9a4de074,36180,8544
0022500381,data/tracking/0022500381/ball_tracking.csv,864327,320c8836545a858ba6e5531647df79536ee06db38252b8b1a71de2798a16bf16,36320,9466
0022500382,data/tracking/0022500382/ball_tracking.csv,596940,58bf558213e290f9a675f42710dcbb5012e268eafca4bc91013c8589d83f30cc,23940,11944
0022500383,data/tracking/0022500383/ball_tracking.csv,907498,590bafaf699d8eb87a4b0063279088b3a14919b7c477adc6c3490957cdc3c677,39195,5680
0022500384,data/tracking/0022500384/ball_tracking.csv,563918,cfe02dc34dcb4a59994578cf11471ed4b26aa18ec9df170da8b9ae17fb7b2a09,24960,3599
0022500385,data/tracking/0022500385/ball_tracking.csv,1116394,52d01bb141a2cc545c203fa3495d0a936251de1a7c3290bf3ce4815ad5cfd473,43797,8757
0022500478,data/tracking/0022500478/ball_tracking.csv,199559,b8a4f8c8853cb4bcfffa9c8aec19112bc5ac8d72506172bbece3678ccb595f1b,8295,4298
0022500480,data/tracking/0022500480/ball_tracking.csv,159780,f94184ecb5d94d205186c3cc250bfd9c39277e261291dd2aef294a1db8b07ece,6000,5713
0022500481,data/tracking/0022500481/ball_tracking.csv,186108,dcd0508f91781b98b52d86399e523fd2983762a90dd3a4cb3a10c0de35923bcf,8370,2313
0022500482,data/tracking/0022500482/ball_tracking.csv,212110,c0e67e570324beab59c8d2bfa2a365e03cf05884a736bc995b0b6fbdddb4c2c8,8595,5337
0022500484,data/tracking/0022500484/ball_tracking.csv,196423,22c0e9b7e0ba38d48a65532a1cac1f40e078f40e848060c16f2a63ff6d00d27d,8010,4105
0022500485,data/tracking/0022500485/ball_tracking.csv,146763,909a4e7efefa02ab2878d8640c2ada02869c8e8274532ba79ab2ce2415006957,6140,3704
0022500486,data/tracking/0022500486/ball_tracking.csv,195954,66da3b4621ba6db482f3315c84baa75712c0c15852145129008845f9a6099a4a,8580,2634
0022500487,data/tracking/0022500487/ball_tracking.csv,200839,bda2ee67b0069b6c2d59cad87d8369971b4deae28faf0d78bd295133d689c18e,8325,4536
0022500488,data/tracking/0022500488/ball_tracking.csv,188766,ac8222cff077254b57e70e37e1f86dfdacf01908b7dd5da3ea94dd81c0a7eaaf,8640,1925
0022500489,data/tracking/0022500489/ball_tracking.csv,140605,8fa9e127ad852400a73496f15710cff938fdd1a1fba383fb6b9cf1219f879f84,6000,2347
0022500490,data/tracking/0022500490/ball_tracking.csv,191303,2d0202bd3d3eeb8fafebc89818e7ec5c743cc94dacbac359ee19304c52536f3b,8415,2893
0022500491,data/tracking/0022500491/ball_tracking.csv,143603,985e85a85dff0119804be749fa53d58fb6998e10375648f02a8a2997234b98e8,6000,3516
0022500492,data/tracking/0022500492/ball_tracking.csv,153909,31fbc209055fab0f2c1960fa645778de6af7f63ca6e58bb4a1733073994a9735,6000,4475
0022500493,data/tracking/0022500493/ball_tracking.csv,159453,ec819c6488123c985798cfc94d30d02217256399e1c52d0fd656dd6373e714db,6000,5332
0022500494,data/tracking/0022500494/ball_tracking.csv,155012,c718b7e4ba4534449b80f6f4f31f2630520f9ef42c3e5ab409491ed95f3b430c,6000,4751
0022500496,data/tracking/0022500496/ball_tracking.csv,882893,909c47703c601835d9a5e0b924753873241fe38cbe38e7848be3ee76d78718af,37125,8385
0022500497,data/tracking/0022500497/ball_tracking.csv,793182,dc66de9e925f7eaad4637965831641d1ff9fc022221766e1c2d8a905f71253bf,32620,9859
0022500503,data/tracking/0022500503/ball_tracking.csv,189381,935ef2722bdbe94a7408e3cd841e643b024dfb285299baf61850e95ca4d4ee68,8265,3155
0022500507,data/tracking/0022500507/ball_tracking.csv,189482,00f1ae10a5ba22260e770f7296ce5330bc2afcf4d077b43f9ae88bce970c763e,8400,2837
0022500508,data/tracking/0022500508/ball_tracking.csv,194371,4c13d012b80aa3272c86f601d7cb0b7f55cbc18ead63d020aaaef3e570d4712e,8040,4964
0022500509,data/tracking/0022500509/ball_tracking.csv,867183,382c9d93041a3b886c14c3c84bd1e049ff9b29cf5e9b95014507997844dd2910,37080,6928
0022500510,data/tracking/0022500510/ball_tracking.csv,148990,715c297efb35af9e6a2fb9d5d6d8bab810f677e305298d271587c630b3c0bdd2,6000,4351
0022500511,data/tracking/0022500511/ball_tracking.csv,152023,97e73a55b17239e0807be7d15f786ab257a0e014b6e824559da0f5c9d8bb57e5,6000,4832
0022500512,data/tracking/0022500512/ball_tracking.csv,193952,363408a9affe6611a38e724be3636b00448a5ed0431a7af4b29fc6950abd73f9,8362,1207
0022500513,data/tracking/0022500513/ball_tracking.csv,159173,3ab5812f1769570a35b64049d25239040f8af2a05e3cc6a2e86c7cda0819c3ef,6000,5992
0022500514,data/tracking/0022500514/ball_tracking.csv,179945,5e8029c1c9cac6bdbbff28805cc68b2920fd232fc2868cd997c1430ee25fba0d,7905,2913
0022500517,data/tracking/0022500517/ball_tracking.csv,870702,0579acbbb8270597aed64b6c3ae8fada277d51bd4c441796d04863cfff688831,37125,7326
0022500519,data/tracking/0022500519/ball_tracking.csv,944862,4fdbe7de3be574ea0ccefee7bd0de9b16255f294b7a3366ffcb343f99c236a62,40230,7035
0022500526,data/tracking/0022500526/ball_tracking.csv,205553,1dd2dfcd7adc30de3aa752c122bfdfd13f2ed8fd1c714ca8ef6042eecd463879,7710,5355
0022500527,data/tracking/0022500527/ball_tracking.csv,816153,610ee08b1629a441ae8da774690b21d0679f07d49b24b394b8dd823fc92de912,35940,2544
0022500564,data/tracking/0022500564/ball_tracking.csv,795083,44b9d8c9afbd10b1da29e0a155ec7a9b89505d7e6f93fd94d8b187961bcf7ca8,33260,8923
0022500565,data/tracking/0022500565/ball_tracking.csv,887261,d5da2d1ba2534a908f41c4cf54a766ed8235eb5d537f8d2ec3d02198791eb3e5,37080,10168
0022500566,data/tracking/0022500566/ball_tracking.csv,911722,e129a3d6afe17f31cef1d0183983ff9fdac0fa1bb3a53ede89b51469eeb0dc37,37815,10649
0022500567,data/tracking/0022500567/ball_tracking.csv,840569,83426e4a61927b93feefe4b56136cedaf58a46ab5f2b4e6fbf5745d85031d6c7,36810,3638
