game_id,path,bytes,sha256,total_rows,detected_rows
0022400625,data/tracking/0022400625/ball_tracking.csv,19818,0df5ffefdcd7fa875226fe923abe653b5de89d77d48289aa09e2cd471c64d42b,806,448
0022400687,data/tracking/0022400687/ball_tracking.csv,236202,1f066332a2fee3a78f452d7a6ae528f9bf857cbc661a99378343804612cd5db7,9099,5083
0022400690,data/tracking/0022400690/ball_tracking.csv,135798,19e43952f71daca52a8ce9c66768c6f96c2f90ea4c222ca11d311613b4568546,5355,4474
0022400710,data/tracking/0022400710/ball_tracking.csv,199310,faf65a52cdf1b3c868b7e741d19c633a1e9eae19c42f3a15eeb0f803d7e0fed6,7290,6184
0022400852,data/tracking/0022400852/ball_tracking.csv,199228,ba3ebc0672fb241d1076d4cc8ad2df2556514981eca9e88192d3d23e8a66de08,7290,6167
0022400909,data/tracking/0022400909/ball_tracking.csv,471552,26fb067f6ed2889dbe3dd66a11873b53daed42f11fc27c0347478ff57dc6ed7b,19110,4537
0022400923,data/tracking/0022400923/ball_tracking.csv,497173,5d9a7d93b334421321ffb2f9927921ebca541759b7593361ae5591799b53bdd5,17878,12173
0022401123,data/tracking/0022401123/ball_tracking.csv,153613,cbe7ac48555eca67356682731d37fc4537a0b0ea28244a19e0661e9fc0ddeec1,6000,3975
0022401156,data/tracking/0022401156/ball_tracking.csv,353148,0d8622ca94012b9d36f647fadfac6f6d2c212e2b865d2cf05659c52839ce5611,15240,5397
0022401183,data/tracking/0022401183/ball_tracking.csv,421643,28e9d720a0ae8b6492d419df983d906b35e12f660becee9a926b2c7b791f212a,18000,5463
0022401185,data/tracking/0022401185/ball_tracking.csv,943471,76aee0bf71625726eee0c23f61670d169ae5227869a0e0dcd6c155418e81876f,36000,24424
0022401190,data/tracking/0022401190/ball_tracking.csv,429115,9f073b49389e9cfb313189d5f008d8cc6c1038071ca8ad01825462cd6043900e,17400,4620
0022401194,data/tracking/0022401194/ball_tracking.csv,233787,fd71f49a566f2ad312fb71cfb73b592f04e9c789cddbb883dfae7b59a16d9cfb,9225,4258
0022401196,data/tracking/0022401196/ball_tracking.csv,241170,a0894e6fea70d99407260e4314c683ace0348bae2c4d07bfce3017ead87dfc73,9225,5214
0022401198,data/tracking/0022401198/ball_tracking.csv,63,abc2c770a0e9f83d515acc67442519cbd37d56289db2135c7664e8960b2630ed,0,0
0022500002,data/tracking/0022500002/ball_tracking.csv,1388748,a0535d58b74f07c0ef2b875695e5d5b23602b5bfc98f68fe0fdd2daa0f8af5a9,54416,8866
0022500003,data/tracking/0022500003/ball_tracking.csv,63,abc2c770a0e9f83d515acc67442519cbd37d56289db2135c7664e8960b2630ed,0,0
0022500004,data/tracking/0022500004/ball_tracking.csv,148002,ec6332ef98702eee31f9f41e19157f0eca08a46df758653fabd5923be6269b7f,6000,4193
0022500005,data/tracking/0022500005/ball_tracking.csv,176106,8282d8a6dbdfeffe0bebbdbd8b991a168f9bfe03eb953832875770374cb6f403,7500,3638
0022500006,data/tracking/0022500006/ball_tracking.csv,162653,54878f24b486c22b3486a93787b65242805401cc657475841633be12f7e928cc,5994,4892
0022500020,data/tracking/0022500020/ball_tracking.csv,152081,850936f01c5e511de615b3baf261a8c6550d6f6f025ca86f966203c9921d0ec0,6000,5107
0022500021,data/tracking/0022500021/ball_tracking.csv,190813,588ffca31a822c0badd3a3c82a6a0c3a8dbc5510df71fc8290283729dae83b80,7800,2727
0022500023,data/tracking/0022500023/ball_tracking.csv,149976,f30d04a7e0eadd4ee90fccb3231b4458615192e7f5fe87638b2ee3d578b5549f,5760,5464
0022500024,data/tracking/0022500024/ball_tracking.csv,1076467,e9ef1832601f55585c5c89454dd6f5781db722c6b6011bc312f166806231f134,42921,5451
0022500028,data/tracking/0022500028/ball_tracking.csv,152493,9d1854913fd63689784833d2e65be0bbe59024a391a1d5a3addf650fef7467fb,6600,2946
0022500029,data/tracking/0022500029/ball_tracking.csv,175367,70ad4e212634baa073261b1eeb7fce74a9c894498268fc8055442430af39081f,7530,3615
0022500030,data/tracking/0022500030/ball_tracking.csv,164380,96f07706437338aa4f933ee7f1ce587c65c2b0635fa20e4176288beeb8624cd5,5994,4961
0022500031,data/tracking/0022500031/ball_tracking.csv,178829,8dcc20d1cdd57199bb528cef842d84181cd381613a8a538d3c115769a26688ef,7560,3902
0022500032,data/tracking/0022500032/ball_tracking.csv,174268,ee5b2e25f8ccf19d7f8ac63ff4dc0618a870933b11572d2357a2440c703a9f6d,7710,2722
0022500033,data/tracking/0022500033/ball_tracking.csv,158259,1e21fb4140bd4a28daf2400a6b54c942f5bded1a94bb47ff3057b55369684b7f,6990,2364
0022500034,data/tracking/0022500034/ball_tracking.csv,518096,da8f087c3204943f7392807454b2277bb7c473192623ead479fad4f87e9b4e2e,18000,15047
0022500035,data/tracking/0022500035/ball_tracking.csv,169512,98f792ed10f7440dcf9361f3d944a12e32ecb29be794b992aa6003461a54bcd3,5994,5786
0022500036,data/tracking/0022500036/ball_tracking.csv,163747,d6df346c03fa154ceea2abb66cac5b72f0a77878e555574e3f89b855dc9175b4,6990,3279
0022500037,data/tracking/0022500037/ball_tracking.csv,155325,468ccf0b24c6667d86abc06401a628b2141191dfd0c9c5645a27809494b2112d,6000,5452
0022500038,data/tracking/0022500038/ball_tracking.csv,839451,1cf5459c4bf843b667db5b029185b3b2e390415a98cd1a7ef69ecb2a6572d3af,32252,10093
0022500039,data/tracking/0022500039/ball_tracking.csv,539296,598843dfd7fd8b77dddea781102e080f1e9173a1945a6d962712ac3a03005d25,18000,16389
0022500040,data/tracking/0022500040/ball_tracking.csv,466164,73cb4a1d8c28d1019083374aa8911958243437e7ef5504153e20fe7a2af0b69b,16705,10249
0022500041,data/tracking/0022500041/ball_tracking.csv,57551,37a3631ca3e575cdac7b717c4eb10c83cf1c084c86e46f3a8942eb89927b3aac,1965,1774
0022500042,data/tracking/0022500042/ball_tracking.csv,70576,9675f98fdc0d524b8dadea4dfa350838c31fbeac2d08478ea50d998349243dbf,2729,855
0022500043,data/tracking/0022500043/ball_tracking.csv,11941,259f13c78de20a5cce463b6750a81d0323b9cde0466a11d1a910dae9e404ca98,468,166
0022500044,data/tracking/0022500044/ball_tracking.csv,490452,5ccd1595763f403c86bf0dd9a61ade045fa8b150cf7d3aa3624b74d89e5a2c72,18000,10607
0022500045,data/tracking/0022500045/ball_tracking.csv,178182,4089a779ae878d30373d53680b6f1335f6530a8a75fe7cae5fb88a56a44bf3b2,6000,5280
0022500046,data/tracking/0022500046/ball_tracking.csv,100234,117cfa05cd26735540c97d31c6750c52e6809a0212a3ec3db6c4f2c51763588d,3478,3070
0022500047,data/tracking/0022500047/ball_tracking.csv,1387847,ac50690d1aeff9474493d547200621f99606a09ea06a9b20147aed9f6af03a91,48990,33776
0022500048,data/tracking/0022500048/ball_tracking.csv,179129,27524d9b46d7541e864dbac964b7e9ad6dca27b7be2614dbd24195842c039152,6000,5604
0022500049,data/tracking/0022500049/ball_tracking.csv,390062,d96386ad7196edc4e567e8a702332247c91868a00710d0f87dc9d396f626655e,15900,2253
0022500053,data/tracking/0022500053/ball_tracking.csv,172138,76950012ea88cb18798fe23766a21f5c32f5e4fc2c8034d2ef41da870e348dc0,6000,5317
0022500054,data/tracking/0022500054/ball_tracking.csv,164816,028372516be722f2fd05add99ee72efb56944df8ab146984346efacd023e8c9b,6000,5207
0022500055,data/tracking/0022500055/ball_tracking.csv,167868,b04eb46051f0f164e5c61e0d86e37046cf319841eaf66a44e49c11cfcdba5ca1,6000,5442
0022500060,data/tracking/0022500060/ball_tracking.csv,499024,5f805eb72d63042496b38ea0ebd218fbaffbe55a40ba3654f0d942ad19fb114a,18000,13888
0022500061,data/tracking/0022500061/ball_tracking.csv,514840,2eb08713919e23f8e00df5bf7ef864b5171a91e2ad00a11294c4d14136be925b,18000,16037
0022500062,data/tracking/0022500062/ball_tracking.csv,151904,3d3c1ad6a8d3b97a7e8c6937baabb094e04ef1f90b64acb2cae5d9d0250e9d15,6000,2281
0022500063,data/tracking/0022500063/ball_tracking.csv,165808,f6ff916ccab196ab762d3e7bc7978aceadfda609dfeb7ea4004e16ca09bfcd89,6000,5441
0022500064,data/tracking/0022500064/ball_tracking.csv,163810,f6581669dc131f1dae4c7cc55919552431faa61ab0e06b537e87302f0bc4dd78,6000,4362
0022500065,data/tracking/0022500065/ball_tracking.csv,448291,9c800ebe25c40fbb7d52f84501e673aee2a8e8fb74d21b39b6b716e2d04bd823,18210,2716
0022500066,data/tracking/0022500066/ball_tracking.csv,420563,c2ebc9d971eb03c3e1f5d7848f29617e93d4b87fd3c2ec1f9588a7b8fe6a5ee5,18000,0
0022500067,data/tracking/0022500067/ball_tracking.csv,477690,f0c9bebfd4f20f906aa950cca7b45914b4f981ae7eb64341677f1342b0037f52,20130,1133
0022500068,data/tracking/0022500068/ball_tracking.csv,514936,f8c2c949c302a8b2feee8f1729b7df0d28098ae95a7094c0b074806d8c274894,18000,15806
0022500081,data/tracking/0022500081/ball_tracking.csv,306917,16bef616531771a0ca9f38ab51d7570ff22437e4a560e2c4a8bb3c59ea268887,14204,0
0022500083,data/tracking/0022500083/ball_tracking.csv,156760,7a923864572ec2a7601b04fe836ee05ffad333068bad6715e8d333aeab790924,6000,5743
0022500088,data/tracking/0022500088/ball_tracking.csv,614180,fc6ad5a46a4a273c24056a9665de8c328eac9f579cc99afe24ce272bfe2d67ed,25035,10722
0022500090,data/tracking/0022500090/ball_tracking.csv,173203,08b79fd444279ed2f9678caa9db0e650bc4f933a667c69b9996032b1b618e624,7710,2072
0022500093,data/tracking/0022500093/ball_tracking.csv,147591,e9b5abac324ec13ccd37fa5b6259b843f5c28e29c9552ad3cf699a193a3d2c04,6000,4169
0022500097,data/tracking/0022500097/ball_tracking.csv,179423,aad8a066fcbfd76367b8617c1f336fd2f182456959bf8ef14ee4ecdd82f210c1,8610,463
0022500099,data/tracking/0022500099/ball_tracking.csv,154404,0e3d9ff17c2179c120cca878e2e60e4e5e5f19d35e76bbf207fb8e3b08146a92,6450,4110
0022500101,data/tracking/0022500101/ball_tracking.csv,172424,315c71a48e8c7202858837971bfdf6afc21d8cc0ce1cdd95d978318c336f00cb,7830,2062
0022500119,data/tracking/0022500119/ball_tracking.csv,182178,823e2bfa2a4ca5ded007aa97051576c3e06d9ba9ee7b58de5d51cf0e40905107,8070,2649
0022500127,data/tracking/0022500127/ball_tracking.csv,150833,978ba65fdc0361fb2444355b02d62fdd2f08d64f03d88acbf8554303a6462c3c,6210,3968
0022500136,data/tracking/0022500136/ball_tracking.csv,144710,70a47e3391db6df6ebb1228bda75eae211b2488ee317788c38d68a8c5bb1cadc,6300,2366
0022500138,data/tracking/0022500138/ball_tracking.csv,150225,9acbfb18076c4355918827e6f25a888afc53e0806832e2769784293d266f05ca,6000,3878
0022500139,data/tracking/0022500139/ball_tracking.csv,167765,762072a000c737e2279d9db5bc3556361866800dfe8e4d3bddd6f75eb5307aaf,7710,1726
0022500148,data/tracking/0022500148/ball_tracking.csv,210206,3d3f3010480a738f52abf18e573991838dc781e16e271991f9f2745323b79884,8452,3750
0022500151,data/tracking/0022500151/ball_tracking.csv,168310,02105aedbfe69e97c037527d17519ff05842f019b975f05575b52ad3106acc96,6675,5160
0022500153,data/tracking/0022500153/ball_tracking.csv,162492,fb4d5d823c7b63816eae3d2edad103330e33fd30b846f40f1b210eb97bef6e3e,6618,2612
0022500154,data/tracking/0022500154/ball_tracking.csv,174798,40f989791f44d555b48323e15e16dc854d319a22e96fe835888fb72a4de80062,7710,2966
0022500156,data/tracking/0022500156/ball_tracking.csv,154838,1c484fbece97fa183a7c8526a07ad24851e68a002d2f73a8c7d517a12ad4ea67,6285,4322
0022500157,data/tracking/0022500157/ball_tracking.csv,169172,76c5081d86dd220b21a2df229cc40d89860d45a33cec8df25ea5a3a9a16e84d9,5994,5828
0022500158,data/tracking/0022500158/ball_tracking.csv,160832,db1d12ec2ccdbe823153aba549fd59025d73fbbc46cab5818ed6d2de6883f65b,5994,4528
0022500159,data/tracking/0022500159/ball_tracking.csv,173486,71d06ba1590c4f74bc67b9b954e680aa669d273a09b83e92c9619264a29d3d90,7410,3499
0022500160,data/tracking/0022500160/ball_tracking.csv,177512,5cb415fabe4d29e16e535280ef2ef5c6425832684646b902312e8d6ad93814d1,6811,3737
0022500161,data/tracking/0022500161/ball_tracking.csv,153418,b31fbf9a71382b92f808e7248802272f7f88c5151b2ede645aa7f502718d95c8,6000,5133
0022500162,data/tracking/0022500162/ball_tracking.csv,167710,015f6f9300d54ac7f34c808a14e0fb975764b20388e8c54a77e7294d0a2c9840,6765,5186
0022500163,data/tracking/0022500163/ball_tracking.csv,147699,3dd100042d92270fdbe4fe8d66d547eb2976d2bf1d43242f4d7c7b40b3e9c187,6210,3584
0022500164,data/tracking/0022500164/ball_tracking.csv,185083,7e3e6a2734e700d0e644c3102e3034800665325206902b93bf2831d8fdc94325,7455,5771
0022500171,data/tracking/0022500171/ball_tracking.csv,183712,a925a4d37cc75c0ac1783644237fd8f08c24fa14ecbe486c48ac07a000715f6e,7365,5399
