frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
270,4.505,,,0,1,0
276,4.605,,,0,1,0
282,4.705,,,0,1,0
288,4.805,,,0,1,0
294,4.905,,,0,1,0
300,5.005,3139,1086,1,1,0
306,5.105,3499,1080,1,1,1
312,5.205,3712,1077,1,1,1
318,5.305,3069,1094,1,1,0
324,5.405,3069,1094,1,1,0
330,5.506,3052,1088,1,1,0
336,5.606,3052,1088,1,1,0
342,5.706,3051,1088,1,1,0
348,5.806,3051,1088,1,1,0
354,5.906,3071,1088,1,1,0
360,6.006,3071,1088,1,1,0
366,6.106,3071,1088,1,1,0
372,6.206,3060,1088,1,1,0
378,6.306,3060,1088,1,1,0
384,6.406,3060,1088,1,1,0
390,6.506,3060,1088,1,1,0
396,6.607,3060,1088,1,1,0
402,6.707,3060,1088,1,1,0
408,6.807,3060,1088,1,1,0
414,6.907,3057,1088,1,1,0
420,7.007,3057,1088,1,1,0
426,7.107,3060,1088,1,1,0
432,7.207,3060,1088,1,1,0
438,7.307,3060,1088,1,1,0
444,7.407,3201,1085,1,1,0
450,7.508,3201,1085,1,1,0
456,7.608,3201,1085,1,1,0
462,7.708,3201,1085,1,1,0
468,7.808,3126,1085,1,1,0
474,7.908,3127,1085,1,1,0
480,8.008,3126,1085,1,1,0
486,8.108,3125,1085,1,1,0
492,8.208,3123,1085,1,1,0
498,8.308,3122,1085,1,1,0
504,8.408,3120,1085,1,1,0
510,8.508,3118,1085,1,1,0
516,8.609,3115,1085,1,1,0
522,8.709,3111,1085,1,1,0
528,8.809,3109,1085,1,1,0
534,8.909,3106,1086,1,1,0
540,9.009,3105,1086,1,1,0
546,9.109,3100,1086,1,1,0
552,9.209,3097,1086,1,1,0
558,9.309,3094,1086,1,1,0
564,9.409,3090,1086,1,1,0
570,9.51,3086,1086,1,1,0
576,9.61,3083,1086,1,1,0
582,9.71,3080,1086,1,1,0
588,9.81,3077,1087,1,1,0
594,9.91,3074,1087,1,1,0
600,10.01,3073,1087,1,1,0
606,10.11,3068,1087,1,1,0
612,10.21,3068,1087,1,1,0
618,10.31,3067,1087,1,1,0
624,10.41,3101,1086,1,1,0
630,10.511,3102,1086,1,1,0
636,10.611,3102,1086,1,1,0
642,10.711,3053,1087,1,1,0
648,10.811,3053,1087,1,1,0
654,10.911,226,189,1,1,0
660,11.011,216,193,1,1,0
666,11.111,206,196,1,1,0
672,11.211,2984,1091,1,1,0
678,11.311,186,201,1,1,0
684,11.411,173,203,1,1,0
690,11.511,161,208,1,1,0
696,11.612,146,210,1,1,0
702,11.712,136,214,1,1,0
708,11.812,122,216,1,1,0
714,11.912,108,221,1,1,0
720,12.012,95,224,1,1,0
726,12.112,84,228,1,1,0
732,12.212,67,233,1,1,0
738,12.312,53,232,1,1,0
744,12.412,81,214,1,1,1
750,12.513,81,214,1,1,0
756,12.613,81,214,1,1,0
