game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss
0022400689,6,HOU,300,887,588,9.81,,72.3,-1.31,1,1,306,0,hand_off,,,1,19,0,7,15,1,4.7,14.3,paint,,0
0022400689,7,BKN,888,1073,186,3.1,,42.1,,0,0,,0,transition,,,0,0,0,1,32,0,,21.0,paint,,0
0022400689,8,HOU,1074,1361,288,4.8,,30.4,,0,1,1356,0,hand_off,,,0,0,0,0,37,0,,19.3,paint,,0
0022400689,9,BKN,1362,1901,540,9.01,,,,0,0,,0,hand_off,,,0,0,0,0,33,0,,15.1,paint,,0
0022400689,147,HOU,2724,3563,840,14.01,,,,0,1,2724,0,hand_off,,,1,0,0,0,6,1,,10.1,paint,,0
0022400689,148,BKN,3564,4493,930,15.52,,51.8,,0,1,3930,0,hand_off,,,0,0,0,0,33,0,,8.6,paint,,0
0022400689,149,HOU,4494,4679,186,3.1,,51.0,,0,1,4494,0,hand_off,,,0,0,0,0,33,1,,21.0,paint,,0
0022400689,150,BKN,4680,5693,1014,16.92,,41.7,,0,1,5142,0,hand_off,,,0,0,0,0,33,1,,7.2,paint,,0
0022400689,175,HOU,5838,6665,827,13.8,,42.7,,0,0,,0,hand_off,,,2,0,0,0,33,0,,14.6,paint,,0
0022400689,178,BKN,6666,7187,522,8.71,,42.0,,0,0,,0,hand_off,,,0,0,0,0,33,0,,15.4,paint,,0
0022400689,179,HOU,7188,9443,2256,37.64,,35.9,,0,1,7506,0,transition,,,0,0,0,0,32,1,,0.0,paint,,0
0022400689,180,BKN,9444,9641,198,3.3,,59.0,,0,1,9624,0,hand_off,,,0,0,0,0,33,1,,20.8,paint,,0
0022400689,181,HOU,9642,11453,1812,30.23,,45.4,,0,1,10866,0,hand_off,,,1,0,0,0,33,0,,0.0,paint,,0
0022400689,182,BKN,11454,12665,1212,20.22,,43.4,,0,1,12162,0,hand_off,,,0,0,0,0,34,5,,3.9,paint,,0
0022400689,183,HOU,12666,13445,780,13.01,,66.0,,0,1,13026,0,hand_off,,,0,0,0,0,33,2,,11.1,paint,,0
0022400689,197,HOU,13524,13721,198,3.3,,20.6,,0,0,,0,hand_off,,,0,0,0,0,32,0,,20.8,paint,,0
0022400689,198,BKN,13722,14093,372,6.21,,4.7,,0,0,,0,hand_off,,,0,0,0,0,33,0,,17.9,paint,,0
0022400689,199,HOU,14094,17069,2976,49.65,,37.7,,0,1,14994,0,hand_off,,,1,0,0,0,33,0,,0.0,paint,,0
0022400689,210,HOU,17130,36833,19704,328.73,,46.9,,0,1,17778,0,transition,,,0,0,0,0,33,2,,0.0,paint,,0
0022400689,211,BKN,36834,37409,576,9.61,,40.9,,0,1,36888,0,hand_off,,,0,0,0,0,32,0,,14.5,paint,,0
0022400689,212,HOU,37410,37739,330,5.51,,51.0,,0,0,,0,hand_off,,,1,0,0,0,33,1,,18.6,paint,,0
0022400689,213,BKN,37740,38315,576,9.61,,43.0,,0,1,38034,0,transition,,,0,0,0,0,33,0,,14.5,paint,,0
0022400689,214,HOU,38316,39137,822,13.71,,44.1,,0,1,38868,0,hand_off,,,0,0,0,0,32,0,,10.4,paint,,0
0022400689,215,BKN,39138,39257,120,2.0,,56.0,,0,0,,0,transition,,,0,0,0,0,33,0,,22.1,paint,,0
0022400689,216,HOU,39258,39611,354,5.91,,34.0,,0,1,39390,0,transition,,,1,0,0,0,32,0,,18.2,paint,,0
0022400689,217,BKN,39612,39767,156,2.6,,37.3,,0,0,,0,hand_off,,,1,0,0,0,7,0,,21.5,paint,,0
0022400689,218,HOU,39768,40883,1116,18.62,,40.0,,0,1,40806,0,hand_off,,,0,0,0,0,33,0,,5.5,paint,,0
0022400689,219,BKN,40884,41885,1002,16.72,,42.6,,0,1,41730,0,hand_off,,,0,0,0,0,33,1,,7.4,paint,,0
0022400689,220,HOU,41886,42263,378,6.31,,40.2,,0,0,,0,transition,,,0,0,0,0,34,2,,17.8,paint,,0
0022400689,221,BKN,42264,43151,888,14.81,,41.3,,0,1,42474,0,hand_off,,,1,0,0,0,33,1,,9.3,paint,,0
0022400689,285,HOU,43710,55145,11436,190.79,,34.2,,0,1,44286,0,hand_off,,,2,0,0,0,33,0,,10.4,paint,,0
