frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
183,6.1,2216,1020,1,1,0
186,6.2,2216,1020,1,1,0
189,6.3,2909,766,1,1,0
192,6.4,2909,766,1,1,0
195,6.5,2757,836,1,1,0
198,6.6,3012,683,1,1,1
201,6.7,2751,840,1,1,0
204,6.8,2751,840,1,1,0
207,6.9,2910,766,1,1,0
210,7.0,2910,766,1,1,0
213,7.1,2881,778,1,1,0
216,7.2,2881,778,1,1,0
219,7.3,2876,786,1,1,0
222,7.4,2876,786,1,1,0
225,7.5,2114,1048,1,1,0
228,7.6,2114,1048,1,1,0
231,7.7,2781,830,1,1,0
234,7.8,2781,830,1,1,0
237,7.9,2686,858,1,1,0
240,8.0,2686,858,1,1,0
243,8.1,2001,1087,1,1,0
246,8.2,2001,1087,1,1,0
249,8.3,2744,844,1,1,0
252,8.4,2744,844,1,1,0
255,8.5,2863,796,1,1,0
258,8.6,2863,796,1,1,0
261,8.7,,,0,1,0
264,8.8,,,0,1,0
267,8.9,2780,831,1,1,0
270,9.0,2780,831,1,1,0
273,9.1,3251,466,1,1,0
276,9.2,3251,466,1,1,1
279,9.3,,,0,1,0
282,9.4,,,0,1,0
285,9.5,876,23,1,1,0
288,9.6,876,23,1,1,0
291,9.7,19,212,1,1,0
294,9.8,56,374,1,1,1
297,9.9,98,185,1,1,0
300,10.0,98,185,1,1,0
303,10.1,103,188,1,1,0
306,10.2,103,188,1,1,0
309,10.3,2887,751,1,1,0
312,10.4,2887,751,1,1,1
315,10.5,2887,751,1,1,0
318,10.6,2887,751,1,1,1
321,10.7,,,0,1,0
324,10.8,,,0,1,0
327,10.9,118,189,1,1,0
330,11.0,118,189,1,1,0
333,11.1,120,189,1,1,0
336,11.2,120,189,1,1,0
339,11.3,229,94,1,1,0
342,11.4,229,94,1,1,0
345,11.5,65,168,1,1,0
348,11.6,65,168,1,1,0
351,11.7,,,0,1,0
354,11.8,,,0,1,0
357,11.9,102,154,1,1,0
360,12.0,100,154,1,1,0
363,12.1,99,154,1,1,0
366,12.2,96,153,1,1,0
369,12.3,94,153,1,1,0
372,12.4,465,224,1,1,1
375,12.5,330,359,1,1,0
378,12.6,270,352,1,1,1
381,12.7,317,359,1,1,0
384,12.8,160,319,1,1,1
387,12.9,309,96,1,1,0
390,13.0,191,97,1,1,1
393,13.1,292,95,1,1,0
396,13.2,417,123,1,1,1
399,13.3,317,363,1,1,0
402,13.4,317,363,1,1,0
