frame_key,section,frame_index,sheet,sheet_scale,strip_complete,bytes,sha256
02dddb34b9b8817030964763a057ceb1ab7312f7ec733707aea7c87603f4ee58,14Mh4JjtLVg_s1414,2178,02dddb34b9b8.jpg,0.500000,1,189876,936986705d664656abfa6677e46080e8e9941584cda4fc11d2a6d327bd25d4b9
06f27f5134eccc12470cba7dc87941fcab7249090d1c62f7fa9a3eca661e8c80,UPco-jzOoEg_s1443,2067,06f27f5134ec.jpg,0.500000,1,95237,65c8b4e5d4bab59f464bf94bef034c4186d1d6b17ff216762b111b91a45ec212
07265745508f33647c689e24882fe29fbb6f76a5064d2110804b356eb9f53ef1,UPco-jzOoEg_s1443,4667,07265745508f.jpg,0.500000,1,143433,4d85cb88122ef7e4ed6add1172b9a99bdd378defa9a2d4a8a4bfafbe97c38f7e
0b8e8327fa094fb2a7448da1edaa4190c1534808e7ea368c0ec53996819c4c24,RIrGQJ_jsGQ_s90,1733,0b8e8327fa09.jpg,0.500000,1,94777,52130398d90ba1d8c5d26ad4587a667249712b8378b1fa00dc253f81f15f1afb
0d853150976d313d68a2217c229bc7d8f28db9fd879de5b3a96aa2539001f9df,gkwmu8Hf364_s1180,3804,0d853150976d.jpg,0.500000,1,161447,b630c1bc76f31a21b859d259414acd9716646940544baa426a1b45686385389e
143228f627bffd6729445a1ec0b6ee6a2482835f2012f72c934c31abd8917dba,WeheQidCPXI_s90,3847,143228f627bf.jpg,0.500000,1,166835,df51906e374bed8684484f3f56b7adf05951216c3f5275a7ee8c1fe11a7eea48
15401bcf5ba924ddece7895f36acf38ec518a0e31dd11bb120636f4a0a9c1599,wptZj4SuFtE_s5106,1090,15401bcf5ba9.jpg,0.500000,1,114387,a4e879a80ea4caf8c5e9e21fc060ef31c96919a8d5a10197528755f15e352971
17291a8cec9b6375dd54f1ea9995b4be00faf4781a57740b48f93c3571e3910a,JEDeqqcqdzo_s958,1644,17291a8cec9b.jpg,0.500000,1,137625,7f281d17aea3b4ca52da8ea2cfab753f05687068a7daa7eb4d0bb1746bf550b6
1bc84eef01722a7be6c1a6f1e7bcd5ebe1cf1c13d6e2c52912ffd0671566f6d3,RIrGQJ_jsGQ_s90,3033,1bc84eef0172.jpg,0.500000,1,123455,7eea70bedcdf078dbcc456f26a6b60d00f2e4e8730af88efb29ebcd30b8bbebe
242bb07ea212d35bd832c3efb054bceece430e11f57a3f25cc314a74421c8890,i2y-_7B0IUg_s90,1769,242bb07ea212.jpg,0.500000,1,158456,b95a9e0ec508dd759cba1357fe9e3e9ce09561e2577d3203efbc91cf2b36b9a9
2f7155b1fa0567c4f85e104ffb8f220d655fbc82ba2b4ed6199c2cac6987be92,14Mh4JjtLVg_s1414,3478,2f7155b1fa05.jpg,0.500000,1,165170,b8ead270d523691b081aa7a2f63c60101d2b3dcc84484b3c1708ca8307431dbb
3122fc9a9ad8c32d34a44806e26284240668fe7dd3fa0909ad963ccbfd443a4e,wptZj4SuFtE_s5106,3690,3122fc9a9ad8.jpg,0.500000,1,122629,4fc297babef395caefff40a95f7b0ef2001ee1862ceb64744703437bcd366cbe
375db5b3677c0cbe551781dd27a12ed5804152d57c019e35615208f6371ba03d,JEDeqqcqdzo_s958,2944,375db5b3677c.jpg,0.500000,1,186052,9958f3b6460146d1d4866b1e688740940edcccacb8f5f2665270e5030622dbc2
376e8cd89f673db6828d3257379939e8e17517bfa865b2ac00a9674f16964cdb,EqseleqhpTk_s4005,2361,376e8cd89f67.jpg,0.500000,1,153042,b7229ec57d9f98b830f38f82951b30b34a84dd61796562ddf8350dc95fdc02fc
3fcafd69932d75e9c9bed67fe0d6c9bc9f9101fc4a83ec28a23cbc87d2952400,_fl2i6vToTM_s3097,947,3fcafd69932d.jpg,0.500000,1,184027,f4791b730dac482ee4c05c95301a2c772803a30cd8a0d1c5755a4d5c7e215600
54fd997468279668d5c528f7cdc8ac8012573b2840d1408b60fb1e9d76ff8c9c,XCaGht2GmPg_s1416,5581,54fd99746827.jpg,0.500000,1,151989,49e628ac1206d0e303b7df93ffaf0f86f18e7f0f9529af0b8b3c9389b5e57caf
5558ffd9de4384143f31253001fcd5288a4f5a0bb504895355a2b1b1f8afc7db,WeheQidCPXI_s90,1249,5558ffd9de43.jpg,0.500000,1,146822,559bb015aed590898f674f102445e3f89698e9f77460d69f1fe44966666741c2
620729444f5459e38ca0c75f06258eb14ddf5c078e93788dfac420688e0d137d,ignUn4xeR90_s90,6580,620729444f54.jpg,0.500000,1,86484,f18dea1dd14656b8b15d2ed19b0cf6231f4b9b1e0f98be99dd93ce5a1de9764a
62883553c6b7c09892fab3992e0a23c89be3c8c34c8a0bfb045f73635f6db1e7,EqseleqhpTk_s4005,1062,62883553c6b7.jpg,0.500000,1,120379,9d88d1a6c37a1c17d70059ab33a4aba3c62e878061b4c5b7a704557a10aafa56
62d42af3b7de8110b4385f9df0d9119622b45287ba8769695e87548e8bd67e98,gkwmu8Hf364_s1180,2505,62d42af3b7de.jpg,0.500000,1,179909,4f98b620e0d3addbe110ae735ba785f7344019369558eeeb7d3253b9bb883e7e
637217c2143b54da8a6ee7c276b4c6f8f600471c9bfc246331dd2d78b2e9df42,7HQqWMaKxpA_s5550,2883,637217c2143b.jpg,0.500000,1,112969,38330dc0d474397c8a78e1de2d241cda00df173068b99a39f5706a70cc853b75
66790fc43dfbe667c4d7b311f09fcedfed4d6265abf28058eee89da9c8a64d34,i2y-_7B0IUg_s90,3936,66790fc43dfb.jpg,0.500000,1,171459,38ebe21d62b1c484b52e3b92d1b9720e6eb80645095dad0ef4e47806225ccba7
692bf76ed482454e2c55d68917cb0a47111d23d621221a97b27201a6605ece89,8R8t7v2N-zQ_s5538,3069,692bf76ed482.jpg,0.500000,1,175317,6602576728fec5875463e37ccb05ccc5cee22be29fdad123459edca448746176
772a984d9c44347d20276d5f1829bc73d5b8e44b0c2ff7a33520463b19ee6461,ignUn4xeR90_s90,3980,772a984d9c44.jpg,0.500000,1,86184,427353517d6dfea4b016f73cd1a8797ff74578863aa1dff151ec3447385f0572
78ffd0ac45693702ce9e0a723650e008ff51892b1f975d4b65d625097a480f9a,WeheQidCPXI_s90,2548,78ffd0ac4569.jpg,0.500000,1,182998,a05fc26d0f460b674875f6cede65296c310e11c1b2dea926152acc208d9d7562
7de4cb670552a1e12e9016b87de0b27a1b60244f13353915f70b236771d739eb,8R8t7v2N-zQ_s5538,469,7de4cb670552.jpg,0.500000,1,101368,a09ba7fbc871be59d2f073a9b3e8281ab7a153a91fd7f73ff337d38113e2ff07
81187356c30bd89dbbbf41614dc4e6ed4840e39e25bc90a4bbe41d5a106fba36,FaMCJR6tFm0_s2576,1615,81187356c30b.jpg,0.500000,1,147150,afdb2d05a19607a2b9827f9567ac705d2ea252c3b33ae5eb2d77f3bceb090e50
86075dea486dd1151765428709290bc5302c9e3d8d5bf0a0dfd8414aff55ada1,JEDeqqcqdzo_s958,344,86075dea486d.jpg,0.500000,1,134144,170ac61a762c17e6f7a3b5308398f212adacac28d7e1c1a1296b5ae1cfaefb4e
879870a27bd52c76a5b9d6cec61c17b739d779126b74032fe5a80bc05b7150f9,wptZj4SuFtE_s5106,2390,879870a27bd5.jpg,0.500000,1,164741,ce3df89339c970f505bd30f4b3f280cd6bc5644ca14a8d3d13f78ae591f424f0
8bf65dace3daacebc252e4ed97155d01cbf6a14d1b7a18c204e1d43fe84b2234,_fl2i6vToTM_s3097,3609,8bf65dace3da.jpg,0.500000,1,181118,f63af856d63981d1367fc23cdbbbcf8a3c532fcee25a59797cc63621bcb635e0
9490160d883cd5bba16a0c22841d5e10a1e8396d3f2c348524cf5c96a6e73ac1,RIrGQJ_jsGQ_s90,433,9490160d883c.jpg,0.500000,1,102092,87e54a9af73c2c6221c43ec9a582bb11b3c6d0cd8de31ac344381be861c5adf5
96d70941bb6fc459b8382b4deb30e434da176f57c3acd7737ddf4f82eced3f8e,XCaGht2GmPg_s1416,387,96d70941bb6f.jpg,0.500000,1,155241,035fb8a509755c44f92bb03916062840cc50191c5f86c34f05eade1d8a6e4f00
9d43dd8c41cde270ea7e4e0391a2dcf0ce4bb3dd1ecda426a5e7954a1034eab7,8R8t7v2N-zQ_s5538,1769,9d43dd8c41cd.jpg,0.500000,1,189174,ecfa892f792d51981abfacbfd80a08eece9064ab04036c105fd540937e21c241
