card_id,draw_kind,section_id,sealed_start_frame,sealed_end_frame_exclusive,frame,player_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,native_width,native_height,box_within_frame,position_source,matched_event_id,matched_event_valid,repeated_coordinate,target_weight,mask_reason
720p60_05,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1755,10,51,238,135,441,1280,720,1,DETECTION,1755_238_51_441_135,1,0,1,CANDIDATE_ONLY
720p60_05,720p60,Kh7Fj4ogPN4_s3606,1161,1761,1755,3,44,325,217,566,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_06,720p60,Kh7Fj4ogPN4_s5950,1392,1992,1968,8,303,298,402,533,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_06,720p60,Kh7Fj4ogPN4_s5950,1392,1992,1968,2,299,293,400,538,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,3,694,-13,996,389,1280,720,0,DETECTION,2183_-13_694_389_996,1,0,1,CANDIDATE_ONLY
720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,5,92,-14,394,391,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,9,372,64,797,661,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,4,533,199,630,400,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_07,720p60,Ktu6yFS9iMo_s2532,1625,2225,2183,7,985,540,1079,659,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_08,720p60,Ktu6yFS9iMo_s6195,1857,2457,2397,3,195,-11,688,666,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_08,720p60,Ktu6yFS9iMo_s6195,1857,2457,2397,4,324,-207,837,362,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_08,720p60,Ktu6yFS9iMo_s6195,1857,2457,2397,5,9,-21,580,649,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_09,720p60,L7o4UCIIqS4_s2656,2089,2689,2611,4,321,-17,880,592,1280,720,0,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_09,720p60,L7o4UCIIqS4_s2656,2089,2689,2611,8,771,439,959,653,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_09,720p60,L7o4UCIIqS4_s2656,2089,2689,2611,5,1051,339,1202,567,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_10,720p60,L7o4UCIIqS4_s5222,2321,2921,2885,9,638,-13,1290,665,1280,720,0,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_10,720p60,L7o4UCIIqS4_s5222,2321,2921,2885,1,694,426,898,595,1280,720,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,1,578,190,717,471,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,2,1173,136,1289,402,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,3,648,210,775,432,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,6,953,148,1079,447,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,8,741,213,972,512,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_11,720p60,oL9Uaie2v2A_s5960,2785,3385,3175,9,798,425,1002,660,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,1,773,-12,1136,345,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,2,929,38,1295,667,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,3,172,-14,586,370,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,4,301,-13,987,665,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_12,720p60,6rQ2sV4upfc_s1509,3018,3618,3390,8,782,-13,1135,348,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_13,720p60,6rQ2sV4upfc_s90,3249,3849,3603,4,808,538,920,668,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,3,825,68,983,353,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,5,281,306,399,557,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,6,1001,-15,1117,137,1280,720,0,DETECTION,3817_-15_1001_137_1117,1,0,1,CANDIDATE_ONLY
720p60_14,720p60,7blRl4zVfrY_s3489,3481,4081,3817,10,212,109,307,280,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,7,841,-13,1295,611,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,8,491,20,783,519,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,10,383,181,473,318,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,2,172,125,494,584,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,4,154,63,267,298,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,5,816,-29,1340,573,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,6,493,112,599,349,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,3,581,158,712,317,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_16,720p60,FyMWTVsJvv8_s4332,3945,4545,4515,1,381,59,480,213,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_17,720p60,Ge4uewCFUFQ_s2382,4177,4777,4729,5,97,323,189,457,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_17,720p60,Ge4uewCFUFQ_s2382,4177,4777,4729,3,-4,319,78,459,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_17,720p60,Ge4uewCFUFQ_s2382,4177,4777,4729,4,539,277,643,455,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_18,720p60,Ge4uewCFUFQ_s4674,4410,5010,4944,5,689,250,809,503,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_18,720p60,Ge4uewCFUFQ_s4674,4410,5010,4944,3,1184,402,1294,643,1280,720,0,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_20,720p60,KZK9rv9TnGE_s1474,4873,5473,5365,3,481,152,598,383,1280,720,1,DETECTION,5365_152_481_383_598,1,0,1,CANDIDATE_ONLY
720p60_20,720p60,KZK9rv9TnGE_s1474,4873,5473,5365,5,748,226,850,414,1280,720,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_20,720p60,KZK9rv9TnGE_s1474,4873,5473,5365,6,570,280,699,519,1280,720,1,DETECTION,5365_280_570_519_699,1,0,1,CANDIDATE_ONLY
720p60_20,720p60,KZK9rv9TnGE_s1474,4873,5473,5365,9,258,169,409,337,1280,720,1,DETECTION,5365_169_258_337_409,1,0,1,CANDIDATE_ONLY
720p60_20,720p60,KZK9rv9TnGE_s1474,4873,5473,5365,10,337,132,416,303,1280,720,1,DETECTION,5365_132_337_303_416,1,0,1,CANDIDATE_ONLY
720p60_20,720p60,KZK9rv9TnGE_s1474,4873,5473,5365,1,167,26,251,177,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_21,720p60,KZK9rv9TnGE_s4242,5105,5705,5579,3,574,269,692,520,1280,720,1,SUBPIXEL,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_21,720p60,KZK9rv9TnGE_s4242,5105,5705,5579,10,669,219,791,419,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_22,720p60,KZK9rv9TnGE_s90,5337,5937,5793,3,996,595,1090,698,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_22,720p60,KZK9rv9TnGE_s90,5337,5937,5793,5,1148,402,1354,721,1280,720,0,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_23,720p60,dAy3tnlu3EQ_s4326,5570,6170,6008,1,0,216,80,406,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_23,720p60,dAy3tnlu3EQ_s4326,5570,6170,6008,4,200,289,325,465,1280,720,1,DETECTION,6008_289_200_465_325,1,0,1,CANDIDATE_ONLY
720p60_23,720p60,dAy3tnlu3EQ_s4326,5570,6170,6008,5,187,136,273,301,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_23,720p60,dAy3tnlu3EQ_s4326,5570,6170,6008,7,556,204,652,386,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_23,720p60,dAy3tnlu3EQ_s4326,5570,6170,6008,2,525,109,594,285,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_23,720p60,dAy3tnlu3EQ_s4326,5570,6170,6008,8,691,211,759,373,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_23,720p60,dAy3tnlu3EQ_s4326,5570,6170,6008,6,0,34,80,199,1280,720,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_24,720p60,qTXrSRHHR2M_s2262,5803,6403,6313,3,306,267,394,470,1280,720,1,DETECTION,6313_267_306_470_394,1,0,1,CANDIDATE_ONLY
720p60_24,720p60,qTXrSRHHR2M_s2262,5803,6403,6313,4,771,330,862,506,1280,720,1,DETECTION,6313_330_771_506_862,1,0,1,CANDIDATE_ONLY
720p60_24,720p60,qTXrSRHHR2M_s2262,5803,6403,6313,5,301,162,373,302,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_24,720p60,qTXrSRHHR2M_s2262,5803,6403,6313,9,617,119,692,245,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_24,720p60,qTXrSRHHR2M_s2262,5803,6403,6313,8,432,433,521,547,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_25,720p60,s-0Y7aLxXgM_s1275,6266,6866,6338,5,765,188,838,355,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_25,720p60,s-0Y7aLxXgM_s1275,6266,6866,6338,7,301,-89,412,46,1280,720,0,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_26,720p60,s-0Y7aLxXgM_s4830,6499,7099,6547,3,810,45,926,243,1280,720,1,DETECTION,6547_45_810_243_926,1,0,1,CANDIDATE_ONLY
720p60_26,720p60,s-0Y7aLxXgM_s4830,6499,7099,6547,4,34,310,127,471,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_26,720p60,s-0Y7aLxXgM_s4830,6499,7099,6547,7,973,143,1077,335,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_26,720p60,s-0Y7aLxXgM_s4830,6499,7099,6547,8,263,122,367,266,1280,720,1,DETECTION,6547_122_263_266_367,1,0,1,CANDIDATE_ONLY
720p60_26,720p60,s-0Y7aLxXgM_s4830,6499,7099,6547,2,911,130,1004,331,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_28,720p60,xv0WyG7_99c_s4530,6963,7563,6975,6,878,234,962,402,1280,720,1,DETECTION,6975_234_878_402_962,1,0,1,CANDIDATE_ONLY
720p60_28,720p60,xv0WyG7_99c_s4530,6963,7563,6975,4,843,233,937,404,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_28,720p60,xv0WyG7_99c_s4530,6963,7563,6975,5,582,296,693,491,1280,720,1,PREDICTION,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_28,720p60,xv0WyG7_99c_s4530,6963,7563,6975,1,504,301,625,525,1280,720,1,SUBPIXEL,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_29,720p60,xv0WyG7_99c_s4530,6963,7563,7557,6,371,75,692,668,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_29,720p60,xv0WyG7_99c_s4530,6963,7563,7557,3,126,209,440,668,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_29,720p60,xv0WyG7_99c_s4530,6963,7563,7557,10,640,131,1044,669,1280,720,1,CLAMP,,0,1,0,PROVENANCE_MASKED;REPEATED_COORDINATE;MATCHED_EVENT_ABSENT;NOT_DETECTION
720p60_29,720p60,xv0WyG7_99c_s4530,6963,7563,7557,1,680,148,920,671,1280,720,1,CLAMP,,0,0,0,PROVENANCE_MASKED;MATCHED_EVENT_ABSENT;NOT_DETECTION
