draw_kind,draw_order,section_id,competition,game,source_tree,source_path,source_bytes,source_sha256,receiver_dir,receiver_path,receiver_bytes,receiver_sha256,bytes_equal,sha256_equal,source_status,usable_span_s,usable_start_s,width,height,avg_fps,codec_name
720p60,11,oL9Uaie2v2A_s5960,nba,oL9Uaie2v2A,footage_corpus,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s5960.mp4,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\nba__oL9Uaie2v2A_s5960.mp4,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,1,1,RETAINED,130.034,0.0,1280,720,59.940065,h264
720p60,12,6rQ2sV4upfc_s1509,ncaa_basketball,6rQ2sV4upfc,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s1509.mp4,50953115,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__6rQ2sV4upfc_s1509.mp4,50953115,d10e7b95e85fbad71589d18da9098e31dfa312df913c1b701396038528056c0a,1,1,RETAINED,130.07,0.0,1280,720,59.940062,h264
720p60,13,6rQ2sV4upfc_s90,ncaa_basketball,6rQ2sV4upfc,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__6rQ2sV4upfc_s90.mp4,54041007,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__6rQ2sV4upfc_s90.mp4,54041007,8cf60bd1df8a9b74c7126efcf14219fd356040e62923f4f07fdb089661ffcee5,1,1,RETAINED,130.037,0.0,1280,720,59.940065,h264
720p60,14,7blRl4zVfrY_s3489,ncaa_basketball,7blRl4zVfrY,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s3489.mp4,56326299,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__7blRl4zVfrY_s3489.mp4,56326299,b5d027dbca93a647b4545a8a1e5b9f7da80e078b394f74fd504c5c0e8e7b31ea,1,1,RETAINED,130.032,0.0,1280,720,59.940062,h264
720p60,15,7blRl4zVfrY_s90,ncaa_basketball,7blRl4zVfrY,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__7blRl4zVfrY_s90.mp4,57345020,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__7blRl4zVfrY_s90.mp4,57345020,38864a8e2c87e4535209cfe37a3c2913bb321f19e39de735cc310f9b8cf83698,1,1,RETAINED,130.037,0.0,1280,720,59.940065,h264
720p60,16,FyMWTVsJvv8_s4332,ncaa_basketball,FyMWTVsJvv8,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__FyMWTVsJvv8_s4332.mp4,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,1,1,RETAINED,130.024,0.0,1280,720,59.940065,h264
720p60,17,Ge4uewCFUFQ_s2382,ncaa_basketball,Ge4uewCFUFQ,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,1,1,RETAINED,130.026,0.0,1280,720,59.940062,h264
720p60,18,Ge4uewCFUFQ_s4674,ncaa_basketball,Ge4uewCFUFQ,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,1,1,RETAINED,130.033,0.0,1280,720,59.940065,h264
720p60,19,IpR4pT8iN0Y_s2432,ncaa_basketball,IpR4pT8iN0Y,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,1,1,RETAINED,130.026,0.0,1280,720,59.940065,h264
720p60,20,KZK9rv9TnGE_s1474,ncaa_basketball,KZK9rv9TnGE,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,56938793,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__KZK9rv9TnGE_s1474.mp4,56938793,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,1,1,RETAINED,130.019,0.0,1280,720,59.940062,h264
720p60,21,KZK9rv9TnGE_s4242,ncaa_basketball,KZK9rv9TnGE,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,57308946,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__KZK9rv9TnGE_s4242.mp4,57308946,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,1,1,RETAINED,130.018,0.0,1280,720,59.940062,h264
720p60,22,KZK9rv9TnGE_s90,ncaa_basketball,KZK9rv9TnGE,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s90.mp4,57656755,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__KZK9rv9TnGE_s90.mp4,57656755,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,1,1,RETAINED,130.02,0.0,1280,720,59.940065,h264
720p60,23,dAy3tnlu3EQ_s4326,ncaa_basketball,dAy3tnlu3EQ,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,56393316,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,56393316,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,1,1,RETAINED,130.035,0.0,1280,720,59.940065,h264
720p60,24,qTXrSRHHR2M_s2262,ncaa_basketball,qTXrSRHHR2M,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s2262.mp4,56808008,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__qTXrSRHHR2M_s2262.mp4,56808008,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,1,1,RETAINED,130.039,0.0,1280,720,59.940065,h264
720p60,25,qTXrSRHHR2M_s4434,ncaa_basketball,qTXrSRHHR2M,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s4434.mp4,57333697,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__qTXrSRHHR2M_s4434.mp4,57333697,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,1,1,RETAINED,130.027,0.0,1280,720,59.940065,h264
720p60,26,s-0Y7aLxXgM_s1275,ncaa_basketball,s-0Y7aLxXgM,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,55405416,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,55405416,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,1,1,RETAINED,130.02,0.0,1280,720,59.940062,h264
720p60,27,s-0Y7aLxXgM_s4830,ncaa_basketball,s-0Y7aLxXgM,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,54805277,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,54805277,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,1,1,RETAINED,130.038,0.0,1280,720,59.940065,h264
720p60,28,xv0WyG7_99c_s1200,wnba,xv0WyG7_99c,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s1200.mp4,54435376,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\wnba__xv0WyG7_99c_s1200.mp4,54435376,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,1,1,RETAINED,130.045,0.0,1280,720,59.940065,h264
720p60,29,xv0WyG7_99c_s4530,wnba,xv0WyG7_99c,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,C:\Users\neelj\g402_receiver,C:\Users\neelj\g402_receiver\wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1,1,RETAINED,130.039,0.0,1280,720,59.940065,h264
