kind,competition,game,section_id,source_tree,source_path,source_bytes,source_sha256,width,height,avg_fps,r_fps,codec_name,duration_s,usable_start_s,usable_span_s,frame_cap,eligible,reason
720p60,ncaa_basketball,Ge4uewCFUFQ,Ge4uewCFUFQ_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s90.mp4,57603919,b89463951cc4ed27c1fd3bf32c52d012c3ba845322f96143a5f9099e5d5cf83d,1280,720,59.940065,59.94006,h264,130.037,0.0,130.037,600,YES,
720p60,ncaa_basketball,IpR4pT8iN0Y,IpR4pT8iN0Y_s1261,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s1261.mp4,53045191,aca5d098a29e600463699677b0469441fed6520a12307c219c57a0b5f9b07ec8,1280,720,59.940065,59.94006,h264,130.106,0.0,130.106,600,YES,
720p60,ncaa_basketball,IpR4pT8iN0Y,IpR4pT8iN0Y_s2432,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,1280,720,59.940065,59.94006,h264,130.026,0.0,130.026,600,YES,
720p60,ncaa_basketball,IpR4pT8iN0Y,IpR4pT8iN0Y_s3603,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,53781321,b759425f9be982b2a38e48b165364e1c159031e2aec312f7ce9640424241b882,1280,720,59.940065,59.94006,h264,130.029,0.0,130.029,600,YES,
720p60,ncaa_basketball,IpR4pT8iN0Y,IpR4pT8iN0Y_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s90.mp4,53555283,dd151d31a85857e0933192d1a032670f74c2b72f5753f4f4f82190ef82568594,1280,720,59.940065,59.94006,h264,130.087,0.0,130.087,600,YES,
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s1474,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,56938793,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,1280,720,59.940062,59.94006,h264,130.019,0.0,130.019,600,YES,
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s2858,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s2858.mp4,56773280,c8cdc0843e0dc1fe9017db43d681a45712444f6f53debb7a73c82bc2439c332f,1280,720,59.940065,59.94006,h264,130.051,0.0,130.051,600,YES,
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s4242,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,57308946,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,1280,720,59.940062,59.94006,h264,130.018,0.0,130.018,600,YES,
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s5626,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s5626.mp4,33004654,3fe02b84fc6967e81c48d897f3bbea6370998bb99a8707dcc6d07cce9db938bd,1280,720,59.940065,59.94006,h264,130.034,0.0,130.034,600,YES,
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s7010,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s7010.mp4,56448407,ff08f42fc407650ced673a86a2a45ce5fba92cacdfb39a428f7779a9d81f92cd,1280,720,59.940065,59.94006,h264,130.033,0.0,130.033,600,YES,
720p60,ncaa_basketball,KZK9rv9TnGE,KZK9rv9TnGE_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s90.mp4,57656755,b66f1198f2b4c2e10e6c195e15717ef045775ad12d35aa5d582997f5298debdd,1280,720,59.940065,59.94006,h264,130.02,0.0,130.02,600,YES,
720p60,ncaa_basketball,dAy3tnlu3EQ,dAy3tnlu3EQ_s1502,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__dAy3tnlu3EQ_s1502.mp4,56250979,436dacea633215586240930aa19a44a0f8085ce3a1fee5eba042ee01e45d3afc,1280,720,59.940065,59.94006,h264,130.031,0.0,130.031,600,YES,
720p60,ncaa_basketball,dAy3tnlu3EQ,dAy3tnlu3EQ_s2914,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,52008265,351c95528ab0c8b078a4a502485ea0b977b973d824b498e76cd3663728c40841,1280,720,59.940062,59.94006,h264,130.024,0.0,130.024,600,YES,
720p60,ncaa_basketball,dAy3tnlu3EQ,dAy3tnlu3EQ_s4326,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__dAy3tnlu3EQ_s4326.mp4,56393316,4b29aa56d687868bea366ecde8382fff8eac24f2dce52041ef01edca2ccb92ea,1280,720,59.940065,59.94006,h264,130.035,0.0,130.035,600,YES,
720p60,ncaa_basketball,dAy3tnlu3EQ,dAy3tnlu3EQ_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__dAy3tnlu3EQ_s90.mp4,57139571,8e77ae311a8f8f51f2c3c988401b374800cc0867d562f4e710c41d9172e1096f,1280,720,59.940065,59.94006,h264,130.036,0.0,130.036,600,YES,
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s1176,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s1176.mp4,55295560,09ce5c2bc7aa82e0ababd37f2fd1ef686efdc7034eee83299b9a58cc9751204b,1280,720,59.940062,59.94006,h264,130.021,0.0,130.021,600,YES,
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s2262,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s2262.mp4,56808008,7f076a1a4b3935c5912f35f831aada9b130f176f40736535837f96917162894b,1280,720,59.940065,59.94006,h264,130.039,0.0,130.039,600,YES,
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s3348,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s3348.mp4,47134657,7e6352279cc9219d846963128790e47545389adc81a425d0f808eb0d3e504e5e,1280,720,59.940062,59.94006,h264,130.042,0.0,130.042,600,YES,
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s4434,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s4434.mp4,57333697,1b93f3a24ea0835ab220f08bae0c87baecaecc51db43b6150ab83ee7597dcb22,1280,720,59.940065,59.94006,h264,130.027,0.0,130.027,600,YES,
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s5520,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s5520.mp4,53630393,02480104aababed82253f0937a7b43228e912275ac8650149762659919346672,1280,720,59.940062,59.94006,h264,130.061,0.0,130.061,600,YES,
720p60,ncaa_basketball,qTXrSRHHR2M,qTXrSRHHR2M_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__qTXrSRHHR2M_s90.mp4,57394972,ad2dc332ed60aaf82447225c3c00938ddf71eff73295c1119c6ffe2afc43f8dc,1280,720,59.940065,59.94006,h264,130.02,0.0,130.02,600,YES,
720p60,ncaa_basketball,s-0Y7aLxXgM,s-0Y7aLxXgM_s1275,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,55405416,f237a5cb4ab3e88218e632df9961a586bff4d955d7721926152028501a271b84,1280,720,59.940062,59.94006,h264,130.02,0.0,130.02,600,YES,
720p60,ncaa_basketball,s-0Y7aLxXgM,s-0Y7aLxXgM_s2460,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,55664026,00434a7138bfcb9d46297a9d0a851a4808c6cfae3d0b50cb6aef2d4ccaa212c0,1280,720,59.940065,59.94006,h264,130.037,0.0,130.037,600,YES,
720p60,ncaa_basketball,s-0Y7aLxXgM,s-0Y7aLxXgM_s3645,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s3645.mp4,56736244,bc72d87f7c2a7803d553efd4397d0257f495489c92bb207d9852c811e382e260,1280,720,59.940062,59.94006,h264,130.021,0.0,130.021,600,YES,
720p60,ncaa_basketball,s-0Y7aLxXgM,s-0Y7aLxXgM_s4830,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,54805277,57712e03d9af9728fa4927f3e8d2ade44d855fb2abc719e86d8c64d4c883d0b2,1280,720,59.940065,59.94006,h264,130.038,0.0,130.038,600,YES,
720p60,ncaa_basketball,s-0Y7aLxXgM,s-0Y7aLxXgM_s90,footage_corpus,/workspace/data/footage_corpus/ncaa_basketball__s-0Y7aLxXgM_s90.mp4,57272045,1085ecb1ab9e88f74725ec5dd0a06d90fc2d11b845997e89a09d9d4059d09a5d,1280,720,59.940065,59.94006,h264,130.02,0.0,130.02,600,YES,
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s1331,footage_corpus,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s1331.mp4,71255359,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,1920,1080,30.0,30.0,h264,130.034,0.0,130.034,300,YES,
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,footage_corpus,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1920,1080,30.0,30.0,h264,130.066,0.0,130.066,300,YES,
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s3813,footage_corpus,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,67932625,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,1920,1080,30.0,30.0,h264,130.1,0.0,130.1,300,YES,
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s5054,footage_corpus,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,67115625,f74fb1d98f8f624981d3a3fa14213a74b5d9763bc73fb3d2207ba010dead8eee,1920,1080,30.0,30.0,h264,130.034,0.0,130.034,300,YES,
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s6295,footage_corpus,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,63899908,2c1e70f510d0fc55e0b0b4cccaf4c14a6e3aec1fe20ef5d62bb1f74859776b33,1920,1080,30.0,30.0,h264,130.034,0.0,130.034,300,YES,
1080p30,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s90,footage_corpus,/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,68766082,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,1920,1080,30.0,30.0,h264,130.033,0.0,130.033,300,YES,
1080p30,wnba,J8pMOFvFlsU,J8pMOFvFlsU_s1384,footage_corpus,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s1384.mp4,42176869,4c1d058692f70800de83c62d500663c409836f17583b63eee686417819291104,1920,1080,30.0,30.0,h264,130.033,0.0,130.033,300,YES,
1080p30,wnba,J8pMOFvFlsU,J8pMOFvFlsU_s2678,footage_corpus,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s2678.mp4,45300421,f670db517e54ca5792fc89db6b6518e1885bcbd1a484d63e901af41455b32c29,1920,1080,30.0,30.0,h264,130.033,0.0,130.033,300,YES,
1080p30,wnba,J8pMOFvFlsU,J8pMOFvFlsU_s3972,footage_corpus,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s3972.mp4,44234735,3de8f9f051dcc218266201eb853db4a06f52025bdd70cadd3e6532e1d1b422f2,1920,1080,30.0,30.0,h264,130.067,0.0,130.067,300,YES,
1080p30,wnba,J8pMOFvFlsU,J8pMOFvFlsU_s90,footage_corpus,/workspace/data/footage_corpus/wnba__J8pMOFvFlsU_s90.mp4,44642137,59c10e316187abf81295f6d2c8310d6cfc9991b588f007aa59d9e8f2c29b4450,1920,1080,30.0,30.0,h264,130.067,0.0,130.067,300,YES,
720p60,wnba,xv0WyG7_99c,xv0WyG7_99c_s1200,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s1200.mp4,54435376,19161e47d3317d67f754340c00c03406830879b772e2d41c2fc00913dc894b53,1280,720,59.940065,59.94006,h264,130.045,0.0,130.045,600,YES,
720p60,wnba,xv0WyG7_99c,xv0WyG7_99c_s2310,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s2310.mp4,56416669,5dfcca7e23fd7bb2d001ae14f1f83017df16b350be887d1bc36224f437cf8720,1280,720,59.940062,59.94006,h264,130.02,0.0,130.02,600,YES,
720p60,wnba,xv0WyG7_99c,xv0WyG7_99c_s3420,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s3420.mp4,50969750,31fd82ac7628ba79864de6acaa2e07a31b555f2a317a8cec93cb5139eca7212d,1280,720,59.940062,59.94006,h264,130.03,0.0,130.03,600,YES,
720p60,wnba,xv0WyG7_99c,xv0WyG7_99c_s4530,footage_corpus,/workspace/data/footage_corpus/wnba__xv0WyG7_99c_s4530.mp4,52154279,5398cdc3ed36f2123eef01738d010d8234294e1e15d7bb3246a245054929b45c,1280,720,59.940065,59.94006,h264,130.039,0.0,130.039,600,YES,
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s1239,footage_bridge,/workspace/data/footage_bridge/ncaa_basketball__4JS090XPhmM_s1239.mp4,63176573,5e74d5fe8658309b9cc28505500335d8207e0b750ffd7cfb7c3320717d1605b2,1920,1080,29.97003,29.97003,h264,130.035,0.0,130.035,300,YES,
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s2388,footage_bridge,/workspace/data/footage_bridge/ncaa_basketball__4JS090XPhmM_s2388.mp4,66778666,89420d570a4a4c75ada21a1aee4a231ec8ba9b4fdb785ea8843f075691adfde9,1920,1080,29.97003,29.97003,h264,130.083,0.0,130.083,300,YES,
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s3537,footage_bridge,/workspace/data/footage_bridge/ncaa_basketball__4JS090XPhmM_s3537.mp4,63404198,25a78d9554165483c59a08b5a4d42635ac5d30a0fcc4f9ba74b44f599126235d,1920,1080,29.97003,29.97003,h264,130.064,0.0,130.064,300,YES,
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s4686,footage_bridge,/workspace/data/footage_bridge/ncaa_basketball__4JS090XPhmM_s4686.mp4,64513325,898fb2bcd40278b2707fe72e27bd1e098e857ba450ba0aa2abd569cea73a6006,1920,1080,29.97003,29.97003,h264,130.045,0.0,130.045,300,YES,
1080p30,ncaa_basketball,4JS090XPhmM,4JS090XPhmM_s90,footage_bridge,/workspace/data/footage_bridge/ncaa_basketball__4JS090XPhmM_s90.mp4,66918792,ba4ed35ea6b25a1ef86c391a68a5ea9251752f81c2b8327382bbfc5b57781126,1920,1080,29.97003,29.97003,h264,130.054,0.0,130.054,300,YES,
1080p30,UNDECLARED,9sq-YMlIo9Q,9sq-YMlIo9Q_s2346,g364_scratch_val,/workspace/g364_scratch/val/9sq-YMlIo9Q_s2346.mp4,64995066,a5d300b6beb34128d2535062c51fb6727f982bd91630484d5d7c08a8a91cafbb,1920,1080,29.97003,29.97003,h264,132.076,0.0,132.076,300,YES,
1080p30,UNDECLARED,9sq-YMlIo9Q,9sq-YMlIo9Q_s90,g364_scratch_val,/workspace/g364_scratch/val/9sq-YMlIo9Q_s90.mp4,65354306,9d6a95e5001c31e1e08177dd628908db74e2eeafc81d1f0a9aa9d44b5775ba8e,1920,1080,29.97003,29.97003,h264,131.054,0.0,131.054,300,YES,
1080p30,UNDECLARED,RIrGQJ_jsGQ,RIrGQJ_jsGQ_s1410,g364_scratch_val,/workspace/g364_scratch/val/RIrGQJ_jsGQ_s1410.mp4,61150234,ee8f89ad65e8c1280aa68141918b3a39880da821b50d27883244c8e4064977d7,1920,1080,30.0,30.0,h264,133.1,0.0,133.1,300,YES,
1080p30,UNDECLARED,RIrGQJ_jsGQ,RIrGQJ_jsGQ_s90,g364_scratch_val,/workspace/g364_scratch/val/RIrGQJ_jsGQ_s90.mp4,57018293,847cbd82427b01f791a16da4498160ac6e16495eae86219a743fc872cf9fd7ad,1920,1080,30.0,30.0,h264,135.1,0.0,135.1,300,YES,
1080p30,UNDECLARED,UCVSlzgun0o,UCVSlzgun0o_s2298,g364_scratch_val,/workspace/g364_scratch/val/UCVSlzgun0o_s2298.mp4,68986280,1c85f2c131f251b0f4113d0f5b4eec57b6e83903e0e3dddcb15252e3833e6631,1920,1080,29.97003,29.97003,h264,131.06,0.0,131.06,300,YES,
1080p30,UNDECLARED,UCVSlzgun0o,UCVSlzgun0o_s90,g364_scratch_val,/workspace/g364_scratch/val/UCVSlzgun0o_s90.mp4,74729263,50397259a00b0706ad9d2f7207eb6caa51a10abb3b7c46d0a213aadcb517c35e,1920,1080,29.97003,29.97003,h264,133.09,0.0,133.09,300,YES,
1080p30,UNDECLARED,UzaYBYy3GZg,UzaYBYy3GZg_s1378,g364_scratch_val,/workspace/g364_scratch/val/UzaYBYy3GZg_s1378.mp4,62843736,c5fca9b20bda39bbdb2c55454bc502ba07699f13af51601e290c32397e87928a,1920,1080,29.97003,29.97003,h264,132.142,0.0,132.142,300,YES,
1080p30,UNDECLARED,UzaYBYy3GZg,UzaYBYy3GZg_s90,g364_scratch_val,/workspace/g364_scratch/val/UzaYBYy3GZg_s90.mp4,70876617,a8c2f18b4509e1f7fc74e23d96d1657c996ea95e6fce1a86b0b24b0b13f3fc85,1920,1080,29.97003,29.97003,h264,135.059,0.0,135.059,300,YES,
1080p30,UNDECLARED,Vm0FqeGo-8g,Vm0FqeGo-8g_s1317,g364_scratch_val,/workspace/g364_scratch/val/Vm0FqeGo-8g_s1317.mp4,65439426,71fe96c38e5f01972ddcb6db59f5dbf410a2cb02ba03daab0a2e0b64ec3e7e5a,1920,1080,29.97003,29.97003,h264,131.08,0.0,131.08,300,YES,
1080p30,UNDECLARED,Vm0FqeGo-8g,Vm0FqeGo-8g_s90,g364_scratch_val,/workspace/g364_scratch/val/Vm0FqeGo-8g_s90.mp4,78483924,dd161f33b5ac3ca12cffbb56c07486878d88b9e5bf2792035a02284f66f7cbde,1920,1080,29.97003,29.97003,h264,135.125,0.0,135.125,300,YES,
1080p30,UNDECLARED,X5w3V6rh26s,X5w3V6rh26s_s1376,g364_scratch_val,/workspace/g364_scratch/val/X5w3V6rh26s_s1376.mp4,71085559,9899c861af53fdfeb7a84f21b7eef692ba1c6eac0e7cac4fbda2878db17b6251,1920,1080,29.97003,29.97003,h264,135.043,0.0,135.043,300,YES,
1080p30,UNDECLARED,X5w3V6rh26s,X5w3V6rh26s_s90,g364_scratch_val,/workspace/g364_scratch/val/X5w3V6rh26s_s90.mp4,71367114,781a0a74b4488c1c69c99b7b5c2c593cb11a8ea44442b6eb3a23a8e0bcb21c4a,1920,1080,29.97003,29.97003,h264,135.092,0.0,135.092,300,YES,
1080p30,UNDECLARED,Y1cgaIWW8gk,Y1cgaIWW8gk_s1437,g364_scratch_val,/workspace/g364_scratch/val/Y1cgaIWW8gk_s1437.mp4,73218045,7077f787eb256e82e4d8c0bba660ee40c32ba7926ba36a2f3af364987c6fd96a,1920,1080,30.0,30.0,h264,133.034,0.0,133.034,300,YES,
1080p30,UNDECLARED,Y1cgaIWW8gk,Y1cgaIWW8gk_s2784,g364_scratch_val,/workspace/g364_scratch/val/Y1cgaIWW8gk_s2784.mp4,68904225,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,1920,1080,30.0,30.0,h264,135.067,0.0,135.067,300,YES,
OTHER_1920x1080_59.94,UNDECLARED,_fl2i6vToTM,_fl2i6vToTM_s2496,g364_scratch_val,/workspace/g364_scratch/val/_fl2i6vToTM_s2496.mp4,87504446,4e04a523599c4a8eb9bb45f97b59e29e4d1da3128a9bcf83da5ac41c4a0df9f7,1920,1080,59.940065,59.94006,h264,131.024,0.0,131.024,300,,KIND_NOT_TARGETED
OTHER_1920x1080_59.94,UNDECLARED,_fl2i6vToTM,_fl2i6vToTM_s90,g364_scratch_val,/workspace/g364_scratch/val/_fl2i6vToTM_s90.mp4,86508102,4638270b60ddf67acf4b71638ad26de95c8fd71adfaf8bf79f291087fa0db345,1920,1080,59.940065,59.94006,h264,131.021,0.0,131.021,300,,KIND_NOT_TARGETED
OTHER_1920x1080_25.00,UNDECLARED,d3_0714DiHo,d3_0714DiHo_s217,g364_scratch_val,/workspace/g364_scratch/val/d3_0714DiHo_s217.mp4,81000315,299048a6420e357f97db0ebfe9db789562cd01bac1eea9fd72ff0a47577b5588,1920,1080,25.0,25.0,h264,136.12,0.0,136.12,300,,KIND_NOT_TARGETED
OTHER_1920x1080_25.00,UNDECLARED,d3_0714DiHo,d3_0714DiHo_s90,g364_scratch_val,/workspace/g364_scratch/val/d3_0714DiHo_s90.mp4,77324920,5d41aead28a0ff3330838ba47c610783de7b6de017922854e79b50ed4d2449aa,1920,1080,25.0,25.0,h264,132.12,0.0,132.12,300,,KIND_NOT_TARGETED
OTHER_1920x1080_50.00,UNDECLARED,i2y-_7B0IUg,i2y-_7B0IUg_s490,g364_scratch_val,/workspace/g364_scratch/val/i2y-_7B0IUg_s490.mp4,82586552,ab54b648cb86e1db5fd0e075239e8f29b7acdb95b81ebfd843ffbd9a44417e87,1920,1080,50.0,50.0,h264,135.04,0.0,135.04,300,,KIND_NOT_TARGETED
OTHER_1920x1080_50.00,UNDECLARED,i2y-_7B0IUg,i2y-_7B0IUg_s90,g364_scratch_val,/workspace/g364_scratch/val/i2y-_7B0IUg_s90.mp4,76518525,cf0c723aa1593f7c30044653d75543ea653e118b89bbd5a213c7b77d14698cc3,1920,1080,50.0,50.0,h264,131.04,0.0,131.04,300,,KIND_NOT_TARGETED
OTHER_1920x1080_50.00,UNDECLARED,iwbowtaIIz8,iwbowtaIIz8_s1371,g364_scratch_val,/workspace/g364_scratch/val/iwbowtaIIz8_s1371.mp4,61970821,dad6efea6460b5b4145646fe8a1525db5c37a5dea1f41a8033afabb6007e2faa,1920,1080,50.0,50.0,h264,134.02,0.0,134.02,300,,KIND_NOT_TARGETED
OTHER_1920x1080_50.00,UNDECLARED,iwbowtaIIz8,iwbowtaIIz8_s90,g364_scratch_val,/workspace/g364_scratch/val/iwbowtaIIz8_s90.mp4,60983970,8c6d06adc9560e7314ddf5963a93dd8798b03775feb994dcc74f8783d47e807b,1920,1080,50.0,50.0,h264,133.02,0.0,133.02,300,,KIND_NOT_TARGETED
1080p30,UNDECLARED,qrWmO434a0k,qrWmO434a0k_s1447,g364_scratch_val,/workspace/g364_scratch/val/qrWmO434a0k_s1447.mp4,72031233,db5854c4f6dca5b82c1a3ca87fff42861fff4bb5093e651a54078c601864f513,1920,1080,30.0,30.0,h264,133.034,0.0,133.034,300,YES,
1080p30,UNDECLARED,qrWmO434a0k,qrWmO434a0k_s2804,g364_scratch_val,/workspace/g364_scratch/val/qrWmO434a0k_s2804.mp4,74235194,2c33e311213b951f10b58648bd8a7b179ddc0212f49af4a27910c9e233a822f3,1920,1080,30.0,30.0,h264,135.067,0.0,135.067,300,YES,
1080p30,UNDECLARED,tFnl0NVn6FA,tFnl0NVn6FA_s2774,g364_scratch_val,/workspace/g364_scratch/val/tFnl0NVn6FA_s2774.mp4,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1920,1080,30.0,30.0,h264,135.1,0.0,135.1,300,YES,
1080p30,UNDECLARED,tFnl0NVn6FA,tFnl0NVn6FA_s90,g364_scratch_val,/workspace/g364_scratch/val/tFnl0NVn6FA_s90.mp4,65212592,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,1920,1080,30.0,30.0,h264,136.034,0.0,136.034,300,YES,
1080p30,UNDECLARED,tZeqmc_-,tZeqmc_-_sA_s1332,g364_scratch_val,/workspace/g364_scratch/val/tZeqmc_-_sA_s1332.mp4,72183029,6ed357a28fae8afd9964cc61981220f335c247337ff9ba23e1d9406f33366710,1920,1080,30.0,30.0,h264,133.034,0.0,133.034,300,YES,
1080p30,UNDECLARED,tZeqmc_-,tZeqmc_-_sA_s2574,g364_scratch_val,/workspace/g364_scratch/val/tZeqmc_-_sA_s2574.mp4,75846958,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,1920,1080,30.0,30.0,h264,135.034,0.0,135.034,300,YES,
OTHER_1920x1080_59.94,UNDECLARED,wHs1OssEcAw,wHs1OssEcAw_s2276,g364_scratch_val,/workspace/g364_scratch/val/wHs1OssEcAw_s2276.mp4,100578787,af9bf71d5fa732f6c6e5cb1b0b056b35f2cd4f8498e3b7d9f55ffee47d1878ed,1920,1080,59.940062,59.94006,h264,135.059,0.0,135.059,300,,KIND_NOT_TARGETED
OTHER_1920x1080_59.94,UNDECLARED,wHs1OssEcAw,wHs1OssEcAw_s90,g364_scratch_val,/workspace/g364_scratch/val/wHs1OssEcAw_s90.mp4,96563518,53bdfd3c257f4999ea35342d74c5a848bf4093c2e1eb23c4438361c74a856adc,1920,1080,59.940065,59.94006,h264,133.023,0.0,133.023,300,,KIND_NOT_TARGETED
