draw_kind,draw_order,section_id,source_path,source_bytes,source_sha256,start_frame,frames,window_start_s,argv,returncode,seconds,vram_free_mib_before,weight_digest,tree_sha256_digest,log_sha256,outputs_present,status
1080p30,5,UzaYBYy3GZg_s90,/workspace/g364_scratch/val/UzaYBYy3GZg_s90.mp4,70876617,a8c2f18b4509e1f7fc74e23d96d1657c996ea95e6fce1a86b0b24b0b13f3fc85,725,300,24.204968,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/UzaYBYy3GZg_s90.mp4 --game-id=UzaYBYy3GZg_s90 --no-show --frames 300 --start-frame 725 --data-dir=/workspace/g402_scratch/out/UzaYBYy3GZg_s90,0,69.0,7254,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,ee4c0380d3f0a75ecbccbf3177b07f34e6302d6c458068c2fb18a685b27ab195,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,5,Kh7Fj4ogPN4_s5950,/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s5950.mp4,54056259,83fa214abc8f82813c17d35794bac5902578b0d74e12d943acde1b41e5675c23,1392,600,23.230452,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/nba__Kh7Fj4ogPN4_s5950.mp4 --game-id=Kh7Fj4ogPN4_s5950 --no-show --frames 600 --start-frame 1392 --data-dir=/workspace/g402_scratch/out/Kh7Fj4ogPN4_s5950,0,50.73,13855,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,72c612122f32747bc6831c6903ea443400a7153f066bf22adcc4a5f5d336b62d,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,6,Vm0FqeGo-8g_s1317,/workspace/g364_scratch/val/Vm0FqeGo-8g_s1317.mp4,65439426,71fe96c38e5f01972ddcb6db59f5dbf410a2cb02ba03daab0a2e0b64ec3e7e5a,819,300,27.340645,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/Vm0FqeGo-8g_s1317.mp4 --game-id=Vm0FqeGo-8g_s1317 --no-show --frames 300 --start-frame 819 --data-dir=/workspace/g402_scratch/out/Vm0FqeGo-8g_s1317,0,78.3,10234,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,bb83245992b7a70d473347a7c5591e6828d96320785a3df6f54d9c510696ae3c,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,6,Ktu6yFS9iMo_s2532,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s2532.mp4,46239769,b8a9ec95176c333ef6aa473c35b43a072f2c648efbb6d1a973c314b5c04a0e9c,1625,600,27.102645,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s2532.mp4 --game-id=Ktu6yFS9iMo_s2532 --no-show --frames 600 --start-frame 1625 --data-dir=/workspace/g402_scratch/out/Ktu6yFS9iMo_s2532,0,56.3,6384,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,acb303a7c2752fdb4f4f1145458f06064f01bab44c4a6c012adebc3d9d30d08e,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,7,Vm0FqeGo-8g_s90,/workspace/g364_scratch/val/Vm0FqeGo-8g_s90.mp4,78483924,dd161f33b5ac3ca12cffbb56c07486878d88b9e5bf2792035a02284f66f7cbde,968,300,32.290323,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/Vm0FqeGo-8g_s90.mp4 --game-id=Vm0FqeGo-8g_s90 --no-show --frames 300 --start-frame 968 --data-dir=/workspace/g402_scratch/out/Vm0FqeGo-8g_s90,0,77.21,4971,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,a548b9a9bf0e75c007f779c359125fc6a3f60d09ccadddca157cf01108266580,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,7,Ktu6yFS9iMo_s6195,/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s6195.mp4,45328752,dce9d31c4a8eec01d6c25d9121ef8ef5df2928241cad4634eedb5a1855d9c95a,1857,600,30.981161,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/nba__Ktu6yFS9iMo_s6195.mp4 --game-id=Ktu6yFS9iMo_s6195 --no-show --frames 600 --start-frame 1857 --data-dir=/workspace/g402_scratch/out/Ktu6yFS9iMo_s6195,0,56.42,3374,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,2bb558b77da1ad0ef6c08f78973a754652c8eefdfab11e1cf6295d7946764660,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,8,X5w3V6rh26s_s90,/workspace/g364_scratch/val/X5w3V6rh26s_s90.mp4,71367114,781a0a74b4488c1c69c99b7b5c2c593cb11a8ea44442b6eb3a23a8e0bcb21c4a,1088,300,36.317032,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/X5w3V6rh26s_s90.mp4 --game-id=X5w3V6rh26s_s90 --no-show --frames 300 --start-frame 1088 --data-dir=/workspace/g402_scratch/out/X5w3V6rh26s_s90,0,87.28,4936,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,8f09c05820527814a250b903d509a3c146e76776b94cf16fdbb17fc8dbdb73dc,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,8,L7o4UCIIqS4_s2656,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s2656.mp4,54975598,b1eebfff7d799fedb2a8f485ba98a6fa26021926e7da36bdb4b6a30f1e33d3b0,2089,600,34.858161,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s2656.mp4 --game-id=L7o4UCIIqS4_s2656 --no-show --frames 600 --start-frame 2089 --data-dir=/workspace/g402_scratch/out/L7o4UCIIqS4_s2656,0,56.91,9860,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,1970cbb8d63b68906a571adf6496bade59336d1c188b16a15d12af9e69417503,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,9,Y1cgaIWW8gk_s1437,/workspace/g364_scratch/val/Y1cgaIWW8gk_s1437.mp4,73218045,7077f787eb256e82e4d8c0bba660ee40c32ba7926ba36a2f3af364987c6fd96a,1191,300,39.688387,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/Y1cgaIWW8gk_s1437.mp4 --game-id=Y1cgaIWW8gk_s1437 --no-show --frames 300 --start-frame 1191 --data-dir=/workspace/g402_scratch/out/Y1cgaIWW8gk_s1437,0,82.57,16039,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,902517438da50d56393cee14c2a4af5019d88164c2d201dbc0eb9719d48b09d4,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,9,L7o4UCIIqS4_s5222,/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s5222.mp4,46736475,683cc5b0c45ba119f7f545359536042468c67f351fbad50babbe5601f7fbc862,2321,600,38.724839,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/nba__L7o4UCIIqS4_s5222.mp4 --game-id=L7o4UCIIqS4_s5222 --no-show --frames 600 --start-frame 2321 --data-dir=/workspace/g402_scratch/out/L7o4UCIIqS4_s5222,0,47.32,13818,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,b97077cc0b6117b985623159ff9f58cd77ba175f41f003790255b87b66187c79,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,10,Y1cgaIWW8gk_s2784,/workspace/g364_scratch/val/Y1cgaIWW8gk_s2784.mp4,68904225,22a91f62f26f48260e14d5c5a0646b8dcb15cbe0394e696558211ab64370e6a6,1331,300,44.378613,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/Y1cgaIWW8gk_s2784.mp4 --game-id=Y1cgaIWW8gk_s2784 --no-show --frames 300 --start-frame 1331 --data-dir=/workspace/g402_scratch/out/Y1cgaIWW8gk_s2784,0,77.29,16102,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,c82d721ebc0d7171617846852b8f12acee358493158f171174daf533de0a62ed,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,10,oL9Uaie2v2A_s2438,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s2438.mp4,50026054,083be07558717cdfc7f4aa2375b99132e90b1130a2a3fe9452e66eafb5693744,2553,600,42.598032,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s2438.mp4 --game-id=oL9Uaie2v2A_s2438 --no-show --frames 600 --start-frame 2553 --data-dir=/workspace/g402_scratch/out/oL9Uaie2v2A_s2438,0,60.18,17225,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,23ae61015bc020d8d26ae14775efd1096bc7d7826886858876b9eec4a031985c,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,11,qrWmO434a0k_s2804,/workspace/g364_scratch/val/qrWmO434a0k_s2804.mp4,74235194,2c33e311213b951f10b58648bd8a7b179ddc0212f49af4a27910c9e233a822f3,1452,300,48.413032,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/qrWmO434a0k_s2804.mp4 --game-id=qrWmO434a0k_s2804 --no-show --frames 300 --start-frame 1452 --data-dir=/workspace/g402_scratch/out/qrWmO434a0k_s2804,0,77.9,12712,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,4a4fa4db7dead602383df27b2c1d8162b0c0fdddb4ddcbb6e2f53c9952a35fc3,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,11,oL9Uaie2v2A_s5960,/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s5960.mp4,40086716,973783b470a0e9999cb2cc543c966313b80a5a6b5c3a9e8c6bee80bd754c676f,2785,600,46.464774,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/nba__oL9Uaie2v2A_s5960.mp4 --game-id=oL9Uaie2v2A_s5960 --no-show --frames 600 --start-frame 2785 --data-dir=/workspace/g402_scratch/out/oL9Uaie2v2A_s5960,0,57.49,21509,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,682ea7c63c3ae3ef024adf173d5ca0ce5c728a85214f55116e95467ae0a9ba2a,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,12,tFnl0NVn6FA_s2774,/workspace/g364_scratch/val/tFnl0NVn6FA_s2774.mp4,69117769,989b21a52bd79e7ae078f3ce3b366fdc093a5ac95997fa20a764abfebf945350,1574,300,52.46129,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/tFnl0NVn6FA_s2774.mp4 --game-id=tFnl0NVn6FA_s2774 --no-show --frames 300 --start-frame 1574 --data-dir=/workspace/g402_scratch/out/tFnl0NVn6FA_s2774,0,77.63,18279,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,8d5e33f1f0d1953e034be09f85eb5e043a325c771e06a38df0af3a96195b6fee,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,13,tFnl0NVn6FA_s90,/workspace/g364_scratch/val/tFnl0NVn6FA_s90.mp4,65212592,f7b6d933bc6f93b65843014bfc0a230c678f645b31cb8995d4616f86e1209e5b,1708,300,56.918581,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/tFnl0NVn6FA_s90.mp4 --game-id=tFnl0NVn6FA_s90 --no-show --frames 300 --start-frame 1708 --data-dir=/workspace/g402_scratch/out/tFnl0NVn6FA_s90,0,87.28,18927,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,fd1c8f1db6162810f4d85f8d6b8b2184cb97db948ed58aa1b1ea2c531a3340d4,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
1080p30,14,tZeqmc_-_sA_s2574,/workspace/g364_scratch/val/tZeqmc_-_sA_s2574.mp4,75846958,fa1af41f9feec5521f0115083f0ae6150d9679e320030b1b5cd332a5d801f90b,1815,300,60.500323,/usr/bin/python3 scripts/run_clip.py --video=/workspace/g364_scratch/val/tZeqmc_-_sA_s2574.mp4 --game-id=tZeqmc_-_sA_s2574 --no-show --frames 300 --start-frame 1815 --data-dir=/workspace/g402_scratch/out/tZeqmc_-_sA_s2574,0,80.63,19806,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,64f9fa4da218119f2a847f47efe3d074be60115d99b7cff4e9ea2dfa5eff4acf,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,16,FyMWTVsJvv8_s4332,/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s4332.mp4,57043679,378f11f7d00dc6c7f75b4c1ca6f7331b5950a3d6491d14fb254ef62f1bf9cf80,3945,600,65.819613,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/ncaa_basketball__FyMWTVsJvv8_s4332.mp4 --game-id=FyMWTVsJvv8_s4332 --no-show --frames 600 --start-frame 3945 --data-dir=/workspace/g402_scratch/out/FyMWTVsJvv8_s4332,0,70.44,20044,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,eeb2968e4fb8ecd5c5ec0c219e2bd729017a3313e0d8cab946531e8563cf86b9,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,17,Ge4uewCFUFQ_s2382,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,56676340,b175030e1237c857424b6d449d8138dde0f94f389227f0a4afa4dbda195a13de,4177,600,69.692516,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s2382.mp4 --game-id=Ge4uewCFUFQ_s2382 --no-show --frames 600 --start-frame 4177 --data-dir=/workspace/g402_scratch/out/Ge4uewCFUFQ_s2382,0,59.22,23347,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,69944d42d6887934451d4c6c3e7515cd7625ccbdbe00b0c10faee48da62803c5,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,18,Ge4uewCFUFQ_s4674,/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4,56750617,081a5b8634af9e6ef013ebb6215c2fcf698308f6e35ca8e045daf1c4a5d69932,4410,600,73.568613,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/ncaa_basketball__Ge4uewCFUFQ_s4674.mp4 --game-id=Ge4uewCFUFQ_s4674 --no-show --frames 600 --start-frame 4410 --data-dir=/workspace/g402_scratch/out/Ge4uewCFUFQ_s4674,0,68.25,22436,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,ba4b812d0dd5cbc1ecd92d4aaab65da385e3cfe8678d35bb624b91e2743b9628,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
720p60,19,IpR4pT8iN0Y_s2432,/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4,50526631,d2e9618fca2988d0e74654b65178e7b219551eeb90c17275e5f2e5f8a94765fe,4642,600,77.436129,/usr/bin/python3 scripts/run_clip.py --video=/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s2432.mp4 --game-id=IpR4pT8iN0Y_s2432 --no-show --frames 600 --start-frame 4642 --data-dir=/workspace/g402_scratch/out/IpR4pT8iN0Y_s2432,0,61.96,16972,a167df3e58ff0e01842a1e724d1ad93b2586ca8f7898a9b11eb0421356a9fbda,651d6c3e637f748ed0ec8e2abbbe102d6736f155b1c710be252f8cd9ab68f68c,21c1b46d4ca02653bd23562e290489b7db67dc65d901a8d1670a07b977d2f91d,tracking_data.csv;ball_tracking.csv;evaluated_tick_receipt.json;evaluated_frame_count.json,COMPLETE
