section,frame,score,bbox_x1,bbox_y1,bbox_x2,bbox_y2
nba_0081,540,0.90673828125,926.0,75.0,1218.0,668.0
nba_0081,540,0.89208984375,571.0,87.0,782.0,670.0
nba_0081,540,0.890625,742.0,110.0,953.0,670.0
nba_0081,540,0.86083984375,398.0,59.0,609.0,671.0
nba_0081,543,0.91259765625,933.0,77.0,1223.0,669.0
nba_0081,543,0.89306640625,738.0,109.0,953.0,670.0
nba_0081,543,0.892578125,570.0,87.0,781.0,670.0
nba_0081,543,0.859375,398.0,66.0,610.0,670.0
nba_0081,546,0.9140625,936.0,80.0,1226.0,669.0
nba_0081,546,0.89501953125,570.0,88.0,782.0,670.0
nba_0081,546,0.890625,738.0,110.0,952.0,669.0
nba_0081,546,0.88232421875,395.0,59.0,609.0,672.0
nba_0081,549,0.92529296875,936.0,79.0,1226.0,667.0
nba_0081,549,0.892578125,570.0,88.0,782.0,670.0
nba_0081,549,0.89306640625,737.0,111.0,950.0,669.0
nba_0081,549,0.88623046875,390.0,59.0,604.0,672.0
nba_0081,552,0.92626953125,935.0,81.0,1223.0,667.0
nba_0081,552,0.89599609375,571.0,89.0,781.0,671.0
nba_0081,552,0.89404296875,737.0,111.0,950.0,670.0
nba_0081,552,0.8857421875,381.0,59.0,603.0,668.0
nba_0081,555,0.91748046875,934.0,80.0,1222.0,667.0
nba_0081,555,0.9013671875,574.0,88.0,782.0,670.0
nba_0081,555,0.896484375,740.0,111.0,954.0,671.0
nba_0081,555,0.88134765625,381.0,56.0,601.0,668.0
nba_0081,558,0.91650390625,928.0,79.0,1219.0,668.0
nba_0081,558,0.896484375,574.0,86.0,782.0,670.0
nba_0081,558,0.89208984375,740.0,111.0,952.0,671.0
nba_0081,558,0.8857421875,379.0,53.0,600.0,669.0
nba_0081,561,0.9169921875,932.0,78.0,1220.0,668.0
nba_0081,561,0.896484375,574.0,86.0,782.0,670.0
nba_0081,561,0.89111328125,740.0,110.0,952.0,671.0
nba_0081,561,0.8857421875,383.0,53.0,601.0,668.0
nba_0081,564,0.9140625,932.0,74.0,1220.0,667.0
