section,frame,score,bbox_x1,bbox_y1,bbox_x2,bbox_y2
wnba_5l4,90,0.814453125,591.0,273.0,819.0,525.0
wnba_5l4,90,0.78515625,591.0,582.0,834.0,901.0
wnba_5l4,90,0.60302734375,137.0,855.0,264.0,1032.0
wnba_5l4,90,0.56787109375,982.0,544.0,1105.0,855.0
wnba_5l4,90,0.4931640625,921.0,545.0,1107.0,858.0
wnba_5l4,90,0.414794921875,218.0,863.0,361.0,1034.0
wnba_5l4,90,0.39990234375,70.0,218.0,243.0,456.0
wnba_5l4,90,0.32080078125,-15.0,876.0,124.0,1035.0
wnba_5l4,90,0.301513671875,321.0,892.0,478.0,1035.0
wnba_5l4,93,0.75146484375,927.0,538.0,1131.0,873.0
wnba_5l4,93,0.5498046875,31.0,867.0,160.0,1032.0
wnba_5l4,93,0.541015625,21.0,261.0,156.0,459.0
wnba_5l4,93,0.478515625,555.0,584.0,800.0,907.0
wnba_5l4,93,0.275146484375,145.0,876.0,265.0,1033.0
wnba_5l4,93,0.245849609375,555.0,280.0,786.0,534.0
wnba_5l4,96,0.7470703125,895.0,520.0,1132.0,865.0
wnba_5l4,96,0.5029296875,643.0,597.0,790.0,852.0
wnba_5l4,96,0.490234375,591.0,285.0,779.0,531.0
wnba_5l4,96,0.436767578125,9.0,886.0,160.0,1035.0
wnba_5l4,96,0.421630859375,-15.0,215.0,108.0,489.0
wnba_5l4,96,0.345947265625,580.0,597.0,789.0,903.0
wnba_5l4,96,0.2861328125,123.0,910.0,276.0,1035.0
wnba_5l4,96,0.26123046875,-15.0,883.0,55.0,1033.0
wnba_5l4,99,0.64697265625,590.0,593.0,804.0,909.0
wnba_5l4,99,0.638671875,880.0,525.0,1114.0,858.0
wnba_5l4,99,0.440673828125,619.0,290.0,768.0,550.0
wnba_5l4,102,0.74462890625,943.0,536.0,1135.0,851.0
wnba_5l4,102,0.609375,575.0,283.0,708.0,545.0
wnba_5l4,102,0.595703125,305.0,882.0,463.0,1032.0
wnba_5l4,102,0.552734375,524.0,585.0,801.0,909.0
wnba_5l4,102,0.273681640625,579.0,586.0,799.0,873.0
wnba_5l4,105,0.8125,888.0,510.0,1117.0,828.0
wnba_5l4,105,0.7294921875,524.0,297.0,726.0,566.0
wnba_5l4,105,0.67041015625,624.0,603.0,753.0,909.0
wnba_5l4,105,0.59912109375,337.0,868.0,499.0,1035.0
wnba_5l4,105,0.552734375,206.0,891.0,364.0,1032.0
wnba_5l4,105,0.2386474609375,465.0,928.0,619.0,1035.0
wnba_5l4,108,0.78515625,883.0,503.0,1116.0,826.0
wnba_5l4,108,0.6513671875,246.0,879.0,404.0,1035.0
wnba_5l4,108,0.64697265625,605.0,607.0,788.0,904.0
wnba_5l4,108,0.254638671875,590.0,356.0,707.0,570.0
wnba_5l4,108,0.2213134765625,376.0,906.0,522.0,1035.0
wnba_5l4,111,0.763671875,544.0,593.0,777.0,912.0
wnba_5l4,111,0.75830078125,952.0,500.0,1095.0,825.0
wnba_5l4,111,0.50390625,18.0,910.0,169.0,1027.0
wnba_5l4,111,0.4677734375,563.0,315.0,722.0,570.0
wnba_5l4,111,0.6875,148.0,889.0,313.0,1033.0
wnba_5l4,111,0.505859375,286.0,906.0,440.0,1035.0
wnba_5l4,114,0.70166015625,609.0,601.0,745.0,907.0
wnba_5l4,114,0.470703125,498.0,307.0,693.0,577.0
wnba_5l4,114,0.440673828125,191.0,918.0,345.0,1035.0
wnba_5l4,114,0.262939453125,480.0,303.0,622.0,563.0
wnba_5l4,114,0.87939453125,883.0,486.0,1105.0,826.0
wnba_5l4,114,0.60009765625,48.0,901.0,211.0,1035.0
wnba_5l4,117,0.61669921875,871.0,477.0,1117.0,798.0
wnba_5l4,117,0.37744140625,427.0,304.0,672.0,555.0
wnba_5l4,117,0.37109375,582.0,613.0,735.0,913.0
wnba_5l4,117,0.235107421875,552.0,307.0,669.0,549.0
wnba_5l4,120,0.73876953125,540.0,630.0,748.0,915.0
wnba_5l4,120,0.529296875,510.0,291.0,643.0,552.0
wnba_5l4,120,0.2401123046875,-7.0,940.0,128.0,1035.0
wnba_5l4,120,0.77880859375,924.0,469.0,1079.0,768.0
wnba_5l4,123,0.67822265625,897.0,446.0,1068.0,758.0
wnba_5l4,123,0.35400390625,494.0,634.0,752.0,910.0
wnba_5l4,123,0.320068359375,441.0,287.0,602.0,555.0
wnba_5l4,123,0.276611328125,501.0,337.0,677.0,559.0
wnba_5l4,126,0.8427734375,865.0,439.0,1069.0,738.0
wnba_5l4,126,0.6396484375,517.0,337.0,655.0,625.0
wnba_5l4,129,0.822265625,871.0,428.0,1066.0,731.0
wnba_5l4,129,0.4619140625,461.0,342.0,630.0,594.0
wnba_5l4,129,0.367431640625,54.0,112.0,165.0,340.0
wnba_5l4,129,0.3056640625,53.0,115.0,191.0,351.0
wnba_5l4,129,0.30322265625,254.0,146.0,388.0,360.0
wnba_5l4,129,0.5078125,559.0,617.0,756.0,920.0
wnba_5l4,132,0.85546875,820.0,411.0,1056.0,728.0
wnba_5l4,132,0.78466796875,521.0,611.0,772.0,912.0
wnba_5l4,132,0.4580078125,440.0,279.0,614.0,604.0
wnba_5l4,135,0.86669921875,807.0,405.0,1038.0,702.0
wnba_5l4,135,0.72705078125,459.0,351.0,621.0,629.0
wnba_5l4,135,0.533203125,590.0,591.0,728.0,870.0
wnba_5l4,135,0.316650390625,562.0,589.0,729.0,909.0
wnba_5l4,135,0.32763671875,481.0,286.0,586.0,419.0
wnba_5l4,135,0.23095703125,235.0,150.0,332.0,373.0
wnba_5l4,138,0.85888671875,788.0,400.0,1004.0,694.0
wnba_5l4,138,0.76611328125,455.0,357.0,590.0,613.0
wnba_5l4,138,0.60595703125,609.0,586.0,740.0,885.0
wnba_5l4,138,0.5263671875,498.0,279.0,580.0,416.0
wnba_5l4,141,0.78662109375,548.0,570.0,789.0,911.0
wnba_5l4,141,0.77685546875,805.0,403.0,982.0,682.0
wnba_5l4,141,0.70654296875,447.0,350.0,600.0,625.0
wnba_5l4,141,0.2493896484375,888.0,422.0,987.0,682.0
wnba_5l4,141,0.42919921875,482.0,273.0,594.0,436.0
wnba_5l4,141,0.2744140625,181.0,147.0,279.0,364.0
wnba_5l4,141,0.2568359375,499.0,273.0,595.0,389.0
wnba_5l4,144,0.89990234375,822.0,406.0,1017.0,670.0
wnba_5l4,144,0.79638671875,561.0,573.0,784.0,906.0
wnba_5l4,144,0.63232421875,426.0,352.0,628.0,650.0
wnba_5l4,147,0.88818359375,811.0,399.0,1027.0,663.0
wnba_5l4,147,0.8203125,621.0,564.0,778.0,901.0
wnba_5l4,147,0.4951171875,447.0,358.0,566.0,655.0
wnba_5l4,147,0.2744140625,526.0,267.0,627.0,401.0
wnba_5l4,150,0.81396484375,817.0,387.0,982.0,664.0
wnba_5l4,150,0.76220703125,626.0,538.0,795.0,882.0
wnba_5l4,150,0.56298828125,437.0,344.0,630.0,653.0
wnba_5l4,150,0.33984375,447.0,341.0,580.0,632.0
wnba_5l4,150,0.2493896484375,134.0,154.0,248.0,364.0
wnba_5l4,153,0.77197265625,850.0,375.0,964.0,666.0
wnba_5l4,153,0.74609375,411.0,343.0,620.0,651.0
wnba_5l4,153,0.658203125,531.0,253.0,676.0,475.0
wnba_5l4,153,0.64501953125,645.0,513.0,805.0,863.0
wnba_5l4,153,0.3876953125,126.0,135.0,248.0,370.0
wnba_5l4,156,0.73095703125,648.0,546.0,805.0,867.0
wnba_5l4,156,0.71923828125,422.0,351.0,592.0,647.0
wnba_5l4,156,0.56787109375,558.0,253.0,668.0,481.0
wnba_5l4,156,0.404541015625,386.0,843.0,474.0,969.0
wnba_5l4,156,0.383056640625,849.0,381.0,998.0,664.0
wnba_5l4,156,0.30810546875,135.0,156.0,225.0,369.0
wnba_5l4,159,0.81640625,669.0,535.0,832.0,865.0
wnba_5l4,159,0.7548828125,465.0,355.0,587.0,643.0
wnba_5l4,159,0.5908203125,557.0,248.0,658.0,478.0
wnba_5l4,159,0.4560546875,862.0,438.0,1027.0,674.0
wnba_5l4,159,0.247314453125,337.0,849.0,424.0,975.0
wnba_5l4,162,0.79833984375,644.0,528.0,872.0,857.0
wnba_5l4,162,0.79638671875,445.0,351.0,598.0,648.0
wnba_5l4,162,0.56005859375,838.0,483.0,1042.0,696.0
wnba_5l4,162,0.447509765625,556.0,250.0,684.0,472.0
wnba_5l4,162,0.23583984375,289.0,859.0,378.0,987.0
wnba_5l4,162,0.22607421875,217.0,223.0,335.0,354.0
wnba_5l4,165,0.865234375,438.0,359.0,628.0,656.0
wnba_5l4,165,0.79638671875,803.0,429.0,1014.0,708.0
