frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,acceleration_mean_30,velocity_std_30,acceleration_mean_90,velocity_std_90,acceleration_mean_150,velocity_std_150,acceleration_std_90,defender_dist_mean_30,defender_dist_mean_90,defender_dist_mean_150,defender_dist_min_90,contested_fraction_90,off_ball_dist_mean_90,off_ball_dist_mean_150,off_ball_dist_std_90,paint_pressure_90,paint_pressure_opp_90,shot_selection_shift,velocity_ewma,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150,contest_arm_mean_30,jump_shot_flag,shot_quality_pose,bbref_bpm,bbref_vorp,bbref_ws,bbref_ws_per_48,hustle_deflections_pg,hustle_charges_pg,hustle_contested_shots,on_off_diff,on_court_net_rtg,synergy_iso_ppp,synergy_pnr_ppp,synergy_spotup_ppp,injury_status_multiplier,contract_year_flag,cap_hit_pct,contested_shot_pct,catch_and_shoot_pct,pull_up_pct,avg_defender_dist,elo_home,elo_away,elo_diff,opp_def_rtg_trend,home_away_pts_delta,home_away_reb_delta,home_away_ast_delta,drive_finish_rate,drive_foul_rate,drive_kickout_rate,drive_tov_rate
90,3.003,1,green,326,59,0.0958,0.0345,0.0,0.0,0.0,corner_3,0,,,,none,,0.0,326.0,59.0,0,0,,,5.0,-8.0,1295.0,666.0,,,0.0,815.0,0.0,0,9.0,1.72,23.58,0,1,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,815.0,0.0,0.0,815.0,0.0,0.0,815.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
93,3.103,1,green,206,32,0.0605,0.0187,41.0,41.0,192.7,corner_3,0,,,,none,,0.0,206.0,32.0,0,0,,,200.0,-1.0,1022.0,664.0,,,0.0,825.2,-6.42,0,5.69,0.94,24.07,0,2,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,20.5,28.991,20.5,28.991,20.5,28.991,28.991,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.516,20.5,41.0,41.0,0.0,20.5,41.0,41.0,0.0,20.5,41.0,41.0,0.0,0,0,0,0,41.0,,,820.1,-3.21,0.0,820.1,-3.21,0.0,820.1,-3.21,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,4100.0,4100.0,4100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
96,3.203,1,green,406,88,0.1193,0.0514,60.0,28.23,15.6,corner_3,0,,,,none,,0.0,406.0,88.0,0,0,,,70.0,-6.0,1294.0,664.0,,,0.0,808.1,-3.13,0,11.21,2.57,23.21,0,3,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.2,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,23.077,30.665,23.077,30.665,23.077,30.665,20.98,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.697,33.67,60.0,101.0,0.0,33.67,60.0,101.0,0.0,33.67,60.0,101.0,0.0,0,0,0,0,60.0,,,816.1,-3.18,0.0,816.1,-3.18,0.0,816.1,-3.18,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,10100.0,10100.0,10100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
99,3.303,1,green,173,15,0.0508,0.0088,60.0,12.16,197.4,corner_3,0,,,,none,,0.0,173.0,15.0,0,0,,,69.0,-8.0,1085.0,667.0,,,0.0,840.7,-22.5,0,4.78,0.44,24.57,0,4,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.3,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,20.348,28.289,20.348,28.289,20.348,28.289,17.979,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.288,40.25,60.0,161.0,0.0,40.25,60.0,161.0,0.0,40.25,60.0,161.0,0.0,0,0,0,0,60.0,,,822.2,-8.01,0.0,822.2,-8.01,0.0,822.2,-8.01,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,16100.0,16100.0,16100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
102,3.403,1,green,114,4,0.0335,0.0023,20.01,-61.38,190.6,corner_3,0,,,,none,,0.0,114.0,4.0,0,0,,,29.0,-9.0,1068.0,665.0,,,0.0,852.4,-4.57,0,3.15,0.12,24.97,0,5,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.4,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,4.002,26.117,4.002,26.117,4.002,26.117,39.728,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.22,36.2,60.0,181.0,0.0,36.2,60.0,181.0,0.0,36.2,60.0,181.0,0.0,0,0,0,0,20.01,,,828.3,-7.32,0.0,828.3,-7.32,0.0,828.3,-7.32,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,18100.0,18100.0,18100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
105,3.504,1,green,142,14,0.0417,0.0082,9.91,-10.1,19.7,corner_3,0,,,,none,,0.0,142.0,14.0,0,0,,,25.0,-9.0,1123.0,664.0,,,0.0,841.6,3.46,0,3.92,0.41,24.63,0,6,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.5,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,1.652,25.708,1.652,25.708,1.652,25.708,35.997,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.818,31.82,60.0,190.9,0.0,31.82,60.0,190.9,0.0,31.82,60.0,190.9,0.0,0,0,0,0,9.91,,,830.5,-5.53,0.0,830.5,-5.53,0.0,830.5,-5.53,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,19090.0,19090.0,19090.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
108,3.604,1,green,143,12,0.042,0.007,0.75,-9.16,296.6,corner_3,0,,,,none,,0.0,143.0,12.0,0,0,,,1.0,-10.0,1137.0,665.0,,,0.0,843.6,-0.66,0,3.95,0.35,24.68,0,7,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.6,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,0.107,26.242,0.107,26.242,0.107,26.242,33.114,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.359,27.38,60.0,191.7,0.0,27.38,60.0,191.7,0.0,27.38,60.0,191.7,0.0,0,0,0,0,0.75,,,832.4,-4.83,0.0,832.4,-4.83,0.0,832.4,-4.83,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,19170.0,19170.0,19170.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
111,3.704,1,green,176,23,0.0517,0.0134,11.6,10.85,18.4,corner_3,0,,,,none,,0.0,176.0,23.0,0,0,,,15.0,-7.0,1175.0,664.0,,,0.0,832.8,3.36,0,4.86,0.67,24.33,0,8,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.7,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,1.45,24.928,1.45,24.928,1.45,24.928,30.892,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.379,25.41,60.0,203.3,0.0,25.41,60.0,203.3,0.0,25.41,60.0,203.3,0.0,0,0,0,0,11.6,,,832.4,-3.81,0.0,832.4,-3.81,0.0,832.4,-3.81,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,20330.0,20330.0,20330.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
114,3.804,1,green,140,11,0.0411,0.0064,12.65,1.05,198.4,corner_3,0,,,,none,,0.0,140.0,11.0,0,0,,,27.0,-10.0,1107.0,665.0,,,0.0,844.6,-4.19,0,3.87,0.32,24.72,0,9,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.8,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,1.406,23.703,1.406,23.703,1.406,23.703,28.897,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.956,23.99,60.0,215.9,0.0,23.99,60.0,215.9,0.0,23.99,60.0,215.9,0.0,0,0,0,0,12.65,,,833.8,-3.85,0.0,833.8,-3.85,0.0,833.8,-3.85,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,21590.0,21590.0,21590.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
117,3.904,1,green,121,8,0.0355,0.0047,6.41,-6.24,189.0,corner_3,0,,,,none,,0.0,121.0,8.0,0,0,,,61.0,-9.0,1057.0,664.0,,,0.0,848.1,-1.24,0,3.34,0.23,24.84,0,10,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.9,half_court,,,0.0,0,unknown,,,0.0,,,,0,1,1,0.641,23.028,0.641,23.028,0.641,23.028,27.351,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.189,22.23,60.0,222.3,0.0,22.23,60.0,222.3,0.0,22.23,60.0,222.3,0.0,0,0,0,0,6.41,,,835.2,-3.59,0.0,835.2,-3.59,0.0,835.2,-3.59,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,22230.0,22230.0,22230.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
