opaque_id,frame_key,tile,x,y,width,height,context,context_sha256,sender_sha256,tile_sha256,native_width,native_height,pts_seconds
G387_002,9sq-YMlIo9Q_s2346:002003,G387_002_tile5.png,640,540,640,540,G387_002_context.png,a49cde1512374246b403da7bc85fcfab86c88459deb9c14adeae24e905e6a88d,a49cde1512374246b403da7bc85fcfab86c88459deb9c14adeae24e905e6a88d,6fbdc8c19825e9e4865eb3d8f0f4eef94f803c39d135ba2c05c6c3bf3529f8a6,1920,1080,UNKNOWN
G387_002,9sq-YMlIo9Q_s2346:002003,G387_002_tile6.png,1280,540,640,540,G387_002_context.png,a49cde1512374246b403da7bc85fcfab86c88459deb9c14adeae24e905e6a88d,a49cde1512374246b403da7bc85fcfab86c88459deb9c14adeae24e905e6a88d,8bbb8bc1ca0420142d36de10d85c90a529199d4248bc6a71e104291e100547f9,1920,1080,UNKNOWN
G387_003,9sq-YMlIo9Q_s2346:002964,G387_003_tile1.png,0,0,640,540,G387_003_context.png,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,b989e913207465be9cdb4586f1d7c06ffb5d0fd0993926a4a5c88bd67b1afbb5,1920,1080,UNKNOWN
G387_003,9sq-YMlIo9Q_s2346:002964,G387_003_tile2.png,640,0,640,540,G387_003_context.png,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,99077cffb01caba7cd568e24cbda36727a8c5ad2917585e545255ae368ea5d75,1920,1080,UNKNOWN
G387_003,9sq-YMlIo9Q_s2346:002964,G387_003_tile3.png,1280,0,640,540,G387_003_context.png,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,4f071681e70fa6e43e9f062787a9a640ecf5c574cd1c6b56c1245465430e3fd0,1920,1080,UNKNOWN
G387_003,9sq-YMlIo9Q_s2346:002964,G387_003_tile4.png,0,540,640,540,G387_003_context.png,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,b5ff35b4dc264a5218adb6ce7546928e43b603e74e696428882db92b63504ca4,1920,1080,UNKNOWN
G387_003,9sq-YMlIo9Q_s2346:002964,G387_003_tile5.png,640,540,640,540,G387_003_context.png,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,baeec9a370457037423215475582ed6f1bf621ba95858b457c9eaad48f36589f,1920,1080,UNKNOWN
G387_003,9sq-YMlIo9Q_s2346:002964,G387_003_tile6.png,1280,540,640,540,G387_003_context.png,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,362b7052075945816625229c19c24ef3a9cece02fff2ba1413b897f8ad498b43,ef3794111af9e1f80a9b3c9aa646a6ecaab6f29396ec57a19b64043cc11754ec,1920,1080,UNKNOWN
G387_004,GtwFiAa1gXI_s3762:001049,G387_004_tile1.png,0,0,640,540,G387_004_context.png,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,7cad883581980c7250ca007612319662086575b77332fe96b5a22b3eafa57bfe,1920,1080,UNKNOWN
G387_004,GtwFiAa1gXI_s3762:001049,G387_004_tile2.png,640,0,640,540,G387_004_context.png,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,e7bdcec9632d4d683618597dbc7e1e543988891c0cc6d2caf53ff77ede9eefd5,1920,1080,UNKNOWN
G387_004,GtwFiAa1gXI_s3762:001049,G387_004_tile3.png,1280,0,640,540,G387_004_context.png,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,041ed3ff4800cb5a3c2894db1ae90f1ae85a32482871b8d2d1140feb54494b00,1920,1080,UNKNOWN
G387_004,GtwFiAa1gXI_s3762:001049,G387_004_tile4.png,0,540,640,540,G387_004_context.png,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,6ee0d7a62c156b5271b776f2ffcecaa05af3b2bc17c45a3d71a6e682ebe7f5f5,1920,1080,UNKNOWN
G387_004,GtwFiAa1gXI_s3762:001049,G387_004_tile5.png,640,540,640,540,G387_004_context.png,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,1a3239ce89e9e58b372aa070e60e0c4baff2becd144aa990e5834530a4341098,1920,1080,UNKNOWN
G387_004,GtwFiAa1gXI_s3762:001049,G387_004_tile6.png,1280,540,640,540,G387_004_context.png,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,2af7576a07b971e018acada551367e26165077406e1870e49c3134335c9ae591,8732f574b3699d651ce8b346d755a4dc71234cafa4d6e3b60e35a4894a528e49,1920,1080,UNKNOWN
G387_005,GtwFiAa1gXI_s3762:002984,G387_005_tile1.png,0,0,640,540,G387_005_context.png,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,ac6bb7d01dc61f3adb1d01a95a7580c3e6927861cd087fd8a8f5f074dc57f477,1920,1080,UNKNOWN
G387_005,GtwFiAa1gXI_s3762:002984,G387_005_tile2.png,640,0,640,540,G387_005_context.png,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,c3db9b4291b4e10aee3c6e9feead62515b2a3f8298aa3c4f1a01ea8c954c4821,1920,1080,UNKNOWN
G387_005,GtwFiAa1gXI_s3762:002984,G387_005_tile3.png,1280,0,640,540,G387_005_context.png,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,692d7bf1164b2c281678f1602876990bcf77b8f91972ba4ce02ca06e4a6562bb,1920,1080,UNKNOWN
G387_005,GtwFiAa1gXI_s3762:002984,G387_005_tile4.png,0,540,640,540,G387_005_context.png,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,5d35137f9419870ac4a73888f577808f5cf96d63642e5eef023945aa28e4b89a,1920,1080,UNKNOWN
G387_005,GtwFiAa1gXI_s3762:002984,G387_005_tile5.png,640,540,640,540,G387_005_context.png,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,2486d6dae376d828dce1788d15f2a991eca339bd5156cbba07f6bafa5b081d96,1920,1080,UNKNOWN
G387_005,GtwFiAa1gXI_s3762:002984,G387_005_tile6.png,1280,540,640,540,G387_005_context.png,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,ddf223cd3466d086a0dccbb205cd0c7b76d5f89466bd83a005546d830b6e0571,0a7280a3e11bd8cc9484afb89b74003fa1ec6a00df95868b60f2b87c9702f9f0,1920,1080,UNKNOWN
G387_006,UCVSlzgun0o_s2298:000039,G387_006_tile1.png,0,0,640,540,G387_006_context.png,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,0f8cde70c80c5759c7c1f8838378216ec30a1995c4fe2d74fcf040de4d77b5f2,1920,1080,UNKNOWN
G387_006,UCVSlzgun0o_s2298:000039,G387_006_tile2.png,640,0,640,540,G387_006_context.png,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,e5a2edd9ffb9cd7a7320af7e0262c13590139d1e22fcaccafb488e9de9f60852,1920,1080,UNKNOWN
G387_006,UCVSlzgun0o_s2298:000039,G387_006_tile3.png,1280,0,640,540,G387_006_context.png,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,f0ec8b797e404fd6f8ad2d898e5b5d4f9c703f122a2492114a2c516d6ac6dc0b,1920,1080,UNKNOWN
G387_006,UCVSlzgun0o_s2298:000039,G387_006_tile4.png,0,540,640,540,G387_006_context.png,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,05ab6c077d06d3d12a0cd186b3780d6e4cedc554d954b9a307a18511d9f7b038,1920,1080,UNKNOWN
G387_006,UCVSlzgun0o_s2298:000039,G387_006_tile5.png,640,540,640,540,G387_006_context.png,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,05a14d244c143d40c16088c8d8dd801698f4697b0aacd2a228e74ee0c69ba889,1920,1080,UNKNOWN
G387_006,UCVSlzgun0o_s2298:000039,G387_006_tile6.png,1280,540,640,540,G387_006_context.png,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,4908d93642b7fe9954d1be586da99cb621f98a820fee37d50dad72081cf33db3,0012233f914544920598afee0026fdb42401468337b1cf9233aa7c999f6e04fd,1920,1080,UNKNOWN
G387_007,UCVSlzgun0o_s2298:001974,G387_007_tile1.png,0,0,640,540,G387_007_context.png,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,993fc3465326c14599438de40ae3be9ef3a77153f52c3cff02bfd3f1353d4641,1920,1080,UNKNOWN
G387_007,UCVSlzgun0o_s2298:001974,G387_007_tile2.png,640,0,640,540,G387_007_context.png,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,178e356ca67066b47f665e8c2284779e38fcfb4e931f04f3c623b826f8b1cd9f,1920,1080,UNKNOWN
G387_007,UCVSlzgun0o_s2298:001974,G387_007_tile3.png,1280,0,640,540,G387_007_context.png,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,8f44cb87395fd7e0375328513ae6c7dcecca0e902fe7ab6c16faceff9e948beb,1920,1080,UNKNOWN
G387_007,UCVSlzgun0o_s2298:001974,G387_007_tile4.png,0,540,640,540,G387_007_context.png,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,762c6be3d4d5b21f950e05eed0c0aceff25c707d38c56cc9aee86448a1c35263,1920,1080,UNKNOWN
G387_007,UCVSlzgun0o_s2298:001974,G387_007_tile5.png,640,540,640,540,G387_007_context.png,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,f642781893e9235747ab7c7d70c20d554d6ec049f613c7b13aa0935afcb1ea53,1920,1080,UNKNOWN
G387_007,UCVSlzgun0o_s2298:001974,G387_007_tile6.png,1280,540,640,540,G387_007_context.png,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,17eac1cd6ff4205198310ba5fa999be1fff29236cfe30731ed1043419fae25f5,b3ec53fd3483e94a72b0ca6c0211b0dd1815c36567ae189183a5812c81dcb8de,1920,1080,UNKNOWN
G387_008,UCVSlzgun0o_s2298:003909,G387_008_tile1.png,0,0,640,540,G387_008_context.png,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,6bc087405ea3e5f7bad3aba1cd5b1a5da6a109f273d324e18b273b014c68332d,1920,1080,UNKNOWN
G387_008,UCVSlzgun0o_s2298:003909,G387_008_tile2.png,640,0,640,540,G387_008_context.png,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,629881c7fbd69779b6cb304291fb39b6329f5b921aa1e8f0fc95bf60b600558e,1920,1080,UNKNOWN
G387_008,UCVSlzgun0o_s2298:003909,G387_008_tile3.png,1280,0,640,540,G387_008_context.png,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,a33981c797e7223a5dce821752786cbae2076888744307197e7dea759c5b78d1,1920,1080,UNKNOWN
G387_008,UCVSlzgun0o_s2298:003909,G387_008_tile4.png,0,540,640,540,G387_008_context.png,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,29bf0979f981998a4e07ac3bf5254fb5d13bdac4f8ffea0ba82124da3cd8e816,1920,1080,UNKNOWN
G387_008,UCVSlzgun0o_s2298:003909,G387_008_tile5.png,640,540,640,540,G387_008_context.png,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,c4fc4fb6c3891b2abe2cddeb80c596235709c42d67ab178224a28fe449785b90,1920,1080,UNKNOWN
G387_008,UCVSlzgun0o_s2298:003909,G387_008_tile6.png,1280,540,640,540,G387_008_context.png,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,e99f25ccaf75e960e40d17eebf1e3945b2650d895fffe83bfec2470bccc6f82a,749c8839361f71674326b69342b3a90f3b23136ae51ae928db87514d84294c36,1920,1080,UNKNOWN
G387_009,UzaYBYy3GZg_s90:000042,G387_009_tile1.png,0,0,640,540,G387_009_context.png,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,804a492c19ec315745c2ac3c561076ccb1da26a4290d031a8727e30972d5643f,1920,1080,UNKNOWN
G387_009,UzaYBYy3GZg_s90:000042,G387_009_tile2.png,640,0,640,540,G387_009_context.png,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,b0f11fa3aa7b416953822fcb88ab3a4de2eed8eb89e455f39a83ca14524fefb0,1920,1080,UNKNOWN
G387_009,UzaYBYy3GZg_s90:000042,G387_009_tile3.png,1280,0,640,540,G387_009_context.png,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,9c5c1393c5a6d51150a636ded56e924f442cff6e04fb8f6ceccf641e18f6125a,1920,1080,UNKNOWN
G387_009,UzaYBYy3GZg_s90:000042,G387_009_tile4.png,0,540,640,540,G387_009_context.png,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,3bdeb9af134dd4fa7126b3df723c2897ccfd323bc2223d833350297bea070d79,1920,1080,UNKNOWN
G387_009,UzaYBYy3GZg_s90:000042,G387_009_tile5.png,640,540,640,540,G387_009_context.png,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,6ecc7c9bb5a335fa2bfde0978a5d666faef1b48c25e28ccbc3bf997f0ed56d31,1920,1080,UNKNOWN
G387_009,UzaYBYy3GZg_s90:000042,G387_009_tile6.png,1280,540,640,540,G387_009_context.png,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,bcc631cf3693c0d639d382a0787e22525d2c541250025c72a34467f3d1ef588a,a0c1e465ac8ce77e514b2727f8c78162cef232ca4731dcb27310cbf74a08fb95,1920,1080,UNKNOWN
G387_010,UzaYBYy3GZg_s90:002097,G387_010_tile1.png,0,0,640,540,G387_010_context.png,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,239298b22fddb4f01ee8cabb231594f96d3d8208e817640e9766f0f548516343,1920,1080,UNKNOWN
G387_010,UzaYBYy3GZg_s90:002097,G387_010_tile2.png,640,0,640,540,G387_010_context.png,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,6c565bea831d4ef76cfdfc14d5b95d952da62068864630f82c6c90bcdb701216,1920,1080,UNKNOWN
G387_010,UzaYBYy3GZg_s90:002097,G387_010_tile3.png,1280,0,640,540,G387_010_context.png,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,8fa6d5959df812c3704dd25f537c6e24b02e8c317310a657498990e3006d444f,1920,1080,UNKNOWN
G387_010,UzaYBYy3GZg_s90:002097,G387_010_tile4.png,0,540,640,540,G387_010_context.png,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,dada1af60e07337cc42da6117cf68494e99a9d83ce49cb5e70f0c0b978bfe80a,1920,1080,UNKNOWN
G387_010,UzaYBYy3GZg_s90:002097,G387_010_tile5.png,640,540,640,540,G387_010_context.png,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,2301433184ac73d167a42342624e7cec4607d85f2237d072df20e568e5408e53,1920,1080,UNKNOWN
G387_010,UzaYBYy3GZg_s90:002097,G387_010_tile6.png,1280,540,640,540,G387_010_context.png,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,3ff9d023b7694747e4bc5b4b4e71c40cf966cc9780d34d67a7176ee8fff2b81d,f54bf2a3f63e778d6912f04669741b6c67d170cbd98066bba3721808dd0a8ba9,1920,1080,UNKNOWN
G387_011,X5w3V6rh26s_s1376:000042,G387_011_tile1.png,0,0,640,540,G387_011_context.png,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,4df696cb490e603298975f9f0fe87b927348bff25e469ad4c9b32ce61bff3fa6,1920,1080,UNKNOWN
G387_011,X5w3V6rh26s_s1376:000042,G387_011_tile2.png,640,0,640,540,G387_011_context.png,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,5995fe9714f86f9c857051472ddc8e811db733aa5c64618693ff56e13acf0045,1920,1080,UNKNOWN
G387_011,X5w3V6rh26s_s1376:000042,G387_011_tile3.png,1280,0,640,540,G387_011_context.png,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,4a6e0b232ff9bb0af2dfcbf1e36950890d2e9dcf6f1128f4bb75160f447252a4,1920,1080,UNKNOWN
G387_011,X5w3V6rh26s_s1376:000042,G387_011_tile4.png,0,540,640,540,G387_011_context.png,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,9ec465ea54a0539e78bf687cfd2c6406d20182fb720e7e51a358d9c96e94c485,1920,1080,UNKNOWN
G387_011,X5w3V6rh26s_s1376:000042,G387_011_tile5.png,640,540,640,540,G387_011_context.png,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,8f9fc795b1efe7a173959500fae4ee3f13ba73b16ab63ef725576700a68cbcdd,1920,1080,UNKNOWN
G387_011,X5w3V6rh26s_s1376:000042,G387_011_tile6.png,1280,540,640,540,G387_011_context.png,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,b7aac1e6bedd91f04a2f50c0c48f4d0ced718c955b1e0e2d6087032a09330a8d,00d1cbf16f92de90fa0a145d45b847540e10bd5eae9baeaf6685325b17f2d357,1920,1080,UNKNOWN
G387_012,X5w3V6rh26s_s1376:001088,G387_012_tile1.png,0,0,640,540,G387_012_context.png,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,8f52884706650d3716ae18dfe19527b20e8c4223da852f286e2373f2adc13b69,1920,1080,UNKNOWN
G387_012,X5w3V6rh26s_s1376:001088,G387_012_tile2.png,640,0,640,540,G387_012_context.png,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,0e9c68c2e88ec3c03bc57b1eb4799a1cafcffae5ad7d9afcb6308e5381a45db8,1920,1080,UNKNOWN
G387_012,X5w3V6rh26s_s1376:001088,G387_012_tile3.png,1280,0,640,540,G387_012_context.png,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,0bbe7c0551f449278f4fb919206d45ac1ba6f5dd4e37bf9697a8af4505997c1b,1920,1080,UNKNOWN
G387_012,X5w3V6rh26s_s1376:001088,G387_012_tile4.png,0,540,640,540,G387_012_context.png,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,fa4967db4048a7fb7bfdb7f29a63c20d491623f7bc07f51cc6940a58483706db,1920,1080,UNKNOWN
G387_012,X5w3V6rh26s_s1376:001088,G387_012_tile5.png,640,540,640,540,G387_012_context.png,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,f8881f6022c45d5fa630629c216689fb6bba5fa6b0e0112723db6473eb1a1e3c,1e6f993ac81a5368e3cf4c595cc8a377a81d9884b08927c0cfebadbe47d24d81,1920,1080,UNKNOWN
