game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss
0022500044,5,MIN,12972,13079,108,3.6,6.0,,-6.33,1,1,12972,0,off_screen,,,3,0,0,0,3,0,175.1,20.5,corner_3,,0
0022500044,6,SAC,13080,13160,81,2.7,,1343.5,-9.46,3,0,,0,hand_off,,,5,1,0,6,17,0,502.2,21.4,corner_3,,0
0022500044,7,MIN,13161,13340,180,6.01,,465.7,12.25,2,1,13212,0,hand_off,,,2,0,0,4,1,0,,18.1,corner_3,,0
0022500044,8,SAC,13341,13448,108,3.6,,,-33.14,0,0,,0,hand_off,,,2,0,0,5,10,0,,20.5,corner_3,,0
0022500044,9,MIN,13449,13520,72,2.4,,,,0,1,13452,0,cut,,,0,0,0,0,1,1,,21.7,mid_range,,0
0022500044,10,SAC,13521,13634,114,3.8,,,,0,0,,0,cut,,,0,0,0,0,1,0,,20.3,corner_3,,0
0022500044,11,MIN,13635,13754,120,4.0,,,-1.01,0,1,13734,0,fast_break,,,4,0,0,7,13,0,30.5,20.1,mid_range,,0
0022500044,12,SAC,13755,14639,885,29.53,,,,0,1,14580,0,spot_up,,,0,0,0,1,1,1,72.0,0.0,mid_range,,0
0022500044,14,SAC,14658,14867,210,7.01,175.0,109.7,6.97,1,0,,0,transition,,,1,0,0,2,44,2,88.3,17.1,mid_range,,0
0022500044,17,MIN,14952,15032,81,2.7,,1071.1,,0,0,,0,transition,,,0,0,0,0,60,1,,21.4,corner_3,,0
0022500044,18,SAC,15033,15569,536,17.87,32.8,2139.0,,2,0,,0,hand_off,,,0,0,0,3,14,1,7.2,17.9,corner_3,,0
0022500044,25,MIN,15570,15872,303,10.11,,339.0,-3.11,4,0,,0,transition,,,0,0,0,3,1,0,484.5,14.0,3pt_arc,,0
0022500044,26,SAC,15873,17006,1133,37.77,150.9,1401.4,,0,0,,0,off_screen,,,1,0,0,0,1,0,,0.0,mid_range,,0
0022500044,29,MIN,17007,17306,300,10.01,,,,0,0,,0,transition,,,0,0,0,0,118,0,,14.1,corner_3,,0
0022500044,30,SAC,17307,18368,1062,35.44,,1326.6,3.9,11,0,,0,cut,,,3,0,0,7,1,1,432.7,0.0,3pt_arc,,0
0022500044,31,MIN,18369,22085,3716,123.87,14.7,1243.2,1.51,2,0,,0,post_up,,,1,0,0,10,135,3,1118.5,16.3,3pt_arc,,0
0022500044,117,SAC,22086,22154,69,2.3,,534.2,,0,0,,0,transition,,,0,0,0,2,179,0,,21.8,3pt_arc,,0
0022500044,118,MIN,22155,22493,339,11.31,33.9,584.5,-13.53,2,0,,0,cut,,,1,0,0,9,181,0,180.3,12.8,3pt_arc,,0
0022500044,119,SAC,22494,22766,273,9.11,,76.6,-6.64,7,0,,0,pick_and_roll,,,6,1,0,3,70,1,253.6,15.0,3pt_arc,,0
0022500044,120,MIN,22767,22859,93,3.1,129.7,1708.3,-18.59,1,0,,0,transition,,,0,2,0,9,204,0,543.5,21.0,3pt_arc,,0
0022500044,121,SAC,22860,23774,914,30.47,,1512.5,-53.83,5,0,,0,cut,,,0,0,0,0,1,0,,15.5,3pt_arc,,0
0022500044,124,MIN,23775,23960,186,6.21,,255.1,-2.5,2,0,,0,off_screen,,,6,0,0,4,64,1,195.1,17.9,3pt_arc,,0
