frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
12960,432.432,,,0,1,0
12963,432.533,,,0,1,0
12966,432.633,,,0,1,0
12969,432.733,,,0,1,0
12972,432.833,354,31,1,1,0
12975,432.933,354,31,1,1,0
12978,433.033,354,31,1,1,1
12981,433.133,354,31,1,1,0
12984,433.233,1470,62,1,1,1
12987,433.333,1414,922,1,1,0
12990,433.433,2640,661,1,1,1
12993,433.534,,,0,1,0
12996,433.634,,,0,1,0
12999,433.734,,,0,1,0
13002,433.834,1527,430,1,1,0
13005,433.934,214,280,1,1,1
13008,434.034,214,280,1,1,0
13011,434.134,214,280,1,1,1
13014,434.234,,,0,1,0
13017,434.334,,,0,1,0
13020,434.434,,,0,1,0
13023,434.535,,,0,1,0
13026,434.635,937,310,1,1,0
13029,434.735,1034,332,1,1,1
13032,434.835,,,0,1,0
13035,434.935,,,0,1,0
13038,435.035,,,0,1,0
13041,435.135,,,0,1,0
13044,435.235,,,0,1,0
13047,435.335,65,95,1,1,0
13050,435.435,454,162,1,1,1
13053,435.536,391,157,1,1,0
13056,435.636,778,230,1,1,1
13059,435.736,939,322,1,1,0
13062,435.836,1141,370,1,1,1
13065,435.936,606,204,1,1,0
13068,436.036,452,180,1,1,1
13071,436.136,301,156,1,1,0
13074,436.236,315,159,1,1,1
13077,436.336,315,159,1,1,0
13080,436.436,330,162,1,1,1
13083,436.537,374,172,1,1,0
13086,436.637,451,190,1,1,1
13089,436.737,1607,338,1,1,0
13092,436.837,2036,544,1,1,0
13095,436.937,703,372,1,1,1
13098,437.037,910,281,1,1,0
13101,437.137,780,252,1,1,1
13104,437.237,661,226,1,1,0
13107,437.337,642,212,1,1,1
13110,437.437,157,167,1,1,0
13113,437.538,198,168,1,1,1
13116,437.638,517,204,1,1,0
13119,437.738,517,204,1,1,0
13122,437.838,467,193,1,1,1
13125,437.938,467,193,1,1,0
13128,438.038,374,172,1,1,1
13131,438.138,519,185,1,1,0
13134,438.238,331,153,1,1,1
13137,438.338,259,31,1,1,0
13140,438.438,304,139,1,1,1
13143,438.539,,,0,1,0
13146,438.639,,,0,1,0
13149,438.739,,,0,1,0
13152,438.839,802,279,1,1,0
13155,438.939,12,212,1,1,1
13158,439.039,12,212,1,1,0
13161,439.139,569,226,1,1,0
13164,439.239,500,210,1,1,0
13167,439.339,342,174,1,1,1
13170,439.439,14,46,1,1,0
13173,439.54,14,46,1,1,1
13176,439.64,14,46,1,1,0
13179,439.74,14,46,1,1,0
13182,439.84,14,46,1,1,0
13185,439.94,14,46,1,1,0
13188,440.04,,,0,1,0
13191,440.14,,,0,1,0
13194,440.24,,,0,1,0
13197,440.34,,,0,1,0
13200,440.44,,,0,1,0
13203,440.541,,,0,1,0
13206,440.641,,,0,1,1
13209,440.741,,,0,1,0
13212,440.841,,,0,1,1
13215,440.941,1571,609,1,1,0
13218,441.041,,,0,1,1
13221,441.141,,,0,1,0
13224,441.241,,,0,1,1
13227,441.341,,,0,1,0
13320,444.444,,,0,1,1
13323,444.545,,,0,1,0
13326,444.645,,,0,1,1
13329,444.745,990,104,1,1,0
13332,444.845,70,80,1,1,1
13335,444.945,2621,694,1,1,0
13338,445.045,2621,694,1,1,1
13341,445.145,1081,159,1,1,0
13344,445.245,1028,42,1,1,1
13347,445.345,1167,192,1,1,0
13350,445.445,1186,152,1,1,1
13353,445.546,1067,126,1,1,0
13356,445.646,999,365,1,1,1
13359,445.746,1086,147,1,1,0
13362,445.846,990,361,1,1,1
13365,445.946,,,0,1,0
13368,446.046,,,0,1,0
13371,446.146,,,0,1,0
13374,446.246,,,0,1,0
13377,446.346,,,0,1,0
13380,446.446,,,0,1,0
13383,446.547,,,0,1,0
13386,446.647,,,0,1,0
13389,446.747,,,0,1,0
13392,446.847,,,0,1,0
13395,446.947,,,0,1,0
13398,447.047,,,0,1,0
13401,447.147,,,0,1,0
13404,447.247,930,433,1,1,0
13407,447.347,1186,660,1,1,1
13410,447.447,,,0,1,0
13413,447.548,,,0,1,0
13416,447.648,679,383,1,1,0
13419,447.748,679,383,1,1,0
13422,447.848,,,0,1,0
13425,447.948,,,0,1,0
13428,448.048,1094,769,1,1,0
13431,448.148,,,0,1,0
13434,448.248,,,0,1,0
13437,448.348,,,0,1,0
13440,448.448,1042,478,1,1,0
13443,448.549,1176,626,1,1,1
13446,448.649,848,735,1,1,0
13449,448.749,1221,631,1,1,1
13452,448.849,1310,511,1,1,0
13455,448.949,1262,638,1,1,1
13458,449.049,1001,287,1,1,0
13461,449.149,1299,642,1,1,1
13464,449.249,875,410,1,1,0
13467,449.349,1332,648,1,1,1
13470,449.449,,,0,1,0
13473,449.55,1362,651,1,1,1
13476,449.65,1037,563,1,1,0
13479,449.75,1390,656,1,1,1
13482,449.85,,,0,1,0
13485,449.95,1414,658,1,1,1
13488,450.05,889,444,1,1,0
13491,450.15,1437,662,1,1,1
13494,450.25,,,0,1,0
13497,450.35,1458,664,1,1,1
13500,450.45,338,599,1,1,0
13503,450.551,1477,668,1,1,1
13506,450.651,1155,649,1,1,0
13509,450.751,1324,507,1,1,1
13512,450.851,,,0,1,0
13515,450.951,,,0,1,0
13518,451.051,1328,626,1,1,0
13521,451.151,1305,497,1,1,1
13524,451.251,,,0,1,0
13527,451.351,,,0,1,0
13530,451.451,1366,705,1,1,0
13533,451.552,1297,640,1,1,1
13536,451.652,1364,705,1,1,0
13539,451.752,1286,662,1,1,1
13542,451.852,979,437,1,1,0
13545,451.952,1276,683,1,1,1
13548,452.052,,,0,1,0
13551,452.152,,,0,1,0
13554,452.252,1171,586,1,1,0
13557,452.352,1171,586,1,1,0
13560,452.452,,,0,1,0
13563,452.553,,,0,1,0
13566,452.653,,,0,1,0
13569,452.753,,,0,1,0
13572,452.853,,,0,1,0
13575,452.953,,,0,1,0
13578,453.053,,,0,1,0
13581,453.153,,,0,1,0
13584,453.253,,,0,1,0
13587,453.353,,,0,1,0
13590,453.453,,,0,1,0
13593,453.554,,,0,1,0
13596,453.654,,,0,1,0
13599,453.754,,,0,1,0
13602,453.854,,,0,1,0
13605,453.954,475,192,1,1,0
13608,454.054,475,192,1,1,0
13611,454.154,1088,364,1,1,0
13614,454.254,1088,364,1,1,0
13617,454.354,1295,557,1,1,0
13620,454.454,1295,557,1,1,0
13623,454.555,1365,604,1,1,0
13626,454.655,1334,577,1,1,0
13629,454.755,1365,606,1,1,0
13632,454.855,1335,474,1,1,1
13635,454.955,1228,667,1,1,0
13638,455.055,1292,479,1,1,1
13641,455.155,,,0,1,0
13644,455.255,,,0,1,0
13647,455.355,1297,435,1,1,0
13650,455.455,1184,494,1,1,1
13653,455.556,963,348,1,1,0
13656,455.656,1115,502,1,1,1
13659,455.756,,,0,1,0
13662,455.856,,,0,1,0
13665,455.956,,,0,1,0
13668,456.056,,,0,1,0
13671,456.156,623,390,1,1,0
13674,456.256,88,297,1,1,1
13677,456.356,1432,638,1,1,0
13680,456.456,1309,499,1,1,1
13683,456.557,1444,646,1,1,0
13686,456.657,1444,646,1,1,0
13689,456.757,1441,652,1,1,0
13692,456.857,1441,652,1,1,0
13695,456.957,1331,658,1,1,0
13698,457.057,1332,662,1,1,0
13701,457.157,1334,665,1,1,0
13704,457.257,1334,669,1,1,0
13707,457.357,1334,669,1,1,0
13710,457.457,1294,627,1,1,0
13713,457.558,1294,627,1,1,0
13716,457.658,1299,602,1,1,0
13719,457.758,1299,602,1,1,0
13722,457.858,1332,651,1,1,0
13725,457.958,1332,651,1,1,0
13728,458.058,1336,628,1,1,0
13731,458.158,1336,628,1,1,0
13734,458.258,1357,548,1,1,0
13737,458.358,1357,548,1,1,0
13740,458.458,896,428,1,1,0
13743,458.559,695,131,1,1,1
13746,458.659,1326,556,1,1,0
13749,458.759,1325,566,1,1,1
13752,458.859,579,385,1,1,0
13755,458.959,753,542,1,1,1
13758,459.059,1073,512,1,1,0
13761,459.159,729,521,1,1,1
13764,459.259,649,206,1,1,0
13767,459.359,701,502,1,1,1
14580,486.486,,,0,1,0
14583,486.587,,,0,1,0
14586,486.687,816,474,1,1,0
14589,486.787,816,474,1,1,0
14592,486.887,556,7,1,1,0
14595,486.987,556,7,1,1,0
14598,487.087,1121,454,1,1,0
14601,487.187,1121,454,1,1,0
14604,487.287,1343,526,1,1,0
14607,487.387,1343,526,1,1,0
14610,487.487,1371,638,1,1,0
14613,487.588,1371,638,1,1,0
14616,487.688,,,0,1,0
14619,487.788,,,0,1,0
14622,487.888,,,0,1,0
14625,487.988,,,0,1,0
14628,488.088,214,782,1,1,0
14631,488.188,234,781,1,1,0
14634,488.288,243,781,1,1,0
14637,488.388,243,781,1,1,0
14640,488.488,243,781,1,1,0
14643,488.589,220,777,1,1,0
14646,488.689,234,781,1,1,0
14649,488.789,243,781,1,1,0
14652,488.889,243,781,1,1,0
14655,488.989,243,781,1,1,0
14658,489.089,243,781,1,1,0
14661,489.189,228,786,1,1,0
14664,489.289,200,777,1,1,0
14667,489.389,194,782,1,1,0
14670,489.489,169,778,1,1,0
14673,489.59,183,782,1,1,0
14676,489.69,194,782,1,1,0
14679,489.79,214,782,1,1,0
14682,489.89,210,777,1,1,0
14685,489.99,214,782,1,1,0
14688,490.09,224,782,1,1,0
14691,490.19,240,777,1,1,0
14694,490.29,259,776,1,1,0
14697,490.39,247,786,1,1,0
14700,490.49,263,781,1,1,0
14703,490.591,259,776,1,1,0
14706,490.691,243,781,1,1,0
14709,490.791,253,781,1,1,0
14712,490.891,263,781,1,1,0
14715,490.991,259,776,1,1,0
14718,491.091,464,61,1,1,0
14721,491.191,506,142,1,1,0
14724,491.291,506,142,1,1,0
14727,491.391,243,781,1,1,0
14730,491.491,204,782,1,1,0
14733,491.592,194,782,1,1,0
