game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made
22400396,1,411,6.857,4,green,1222,1651,mid_range,,0.0,12,7,
22400396,17,924,15.415,1,green,857,1591,corner_3,,0.0,61,13,
22400396,29,2028,33.834,4,green,1222,1651,mid_range,,0.0,88,5,
22400396,33,2565,42.793,4,green,1222,1651,mid_range,,0.0,120,30,
22400396,40,3048,50.851,5,green,195,860,paint,,0.0,150,5,
22400396,49,3738,62.362,7,white,488,1100,paint,,87377.0,206,45,
22400396,53,4464,74.474,1,green,857,1591,corner_3,,0.0,267,2,
22400396,56,5022,83.784,1,green,857,1591,corner_3,,0.0,339,3,
22400396,57,6027,100.55,6,white,436,1406,3pt_arc,,0.0,544,3,
22400396,61,6561,109.459,7,white,488,1100,paint,,0.0,643,3,
22400396,62,7293,121.672,5,green,195,860,paint,,496756.5,644,3,
22400396,67,7827,130.58,4,green,1222,1651,mid_range,,0.0,721,3,
22400396,74,8571,142.993,8,white,986,479,mid_range,,0.0,753,7,
22400396,81,9066,151.251,2,green,2246,1624,mid_range,,0.0,830,7,
22400396,82,9882,164.865,3,green,744,1570,corner_3,,0.0,847,13,
22400396,89,10386,173.273,9,white,745,1514,corner_3,,0.0,962,25,
22400396,91,10992,183.383,2,green,2246,1624,mid_range,,0.0,1058,3,
