game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22400396,18,green,555,650,95,3.1666666666666665,,189.3,,0,1,561.0,0,,
22400396,43,green,741,809,68,2.2666666666666666,266502.4,348.0,-37.38,1,1,756.0,0,,
22400396,61,green,888,1115,227,7.566666666666666,,200.0,,0,1,924.0,0,,
22400396,80,white,1242,1994,753,12.56,341362.3,160.7,,0,0,,0,,
22400396,88,green,2016,3149,1133,37.766666666666666,147455.5,200.0,,0,1,2028.0,0,,
22400396,189,green,3240,3575,335,11.166666666666666,525761.1,200.0,,0,0,,0,,
22400396,206,white,3606,3857,251,8.366666666666667,115009.8,212.2,,0,1,3738.0,0,,
22400396,250,green,3945,4475,530,17.666666666666668,,338.1,,0,1,3951.0,0,,
22400396,544,white,6021,6140,120,2.0,,200.0,,0,1,6027.0,0,,
22400396,644,green,6567,7418,851,28.366666666666667,496756.5,227.8,,0,1,7293.0,0,,
22400396,675,green,7461,7580,120,2.0,,156.8,,0,1,7560.0,0,,
22400396,733,green,7881,7988,107,3.566666666666667,36524.5,433.7,,0,1,7887.0,0,,
22400396,761,white,8613,8828,215,7.166666666666667,,298.8,,0,1,8619.0,0,,
22400396,808,green,8952,9077,125,4.166666666666667,,360.7,,0,1,8958.0,0,,
22400396,878,white,9984,10397,413,13.766666666666667,,200.0,,0,1,9990.0,0,,
22400396,1033,green,10608,10781,173,5.766666666666667,,470.5,,0,0,,0,,
