state_id,game_id,state_ts_s,delay_seconds,arm,p_full_prefix_probability,p_deleted_prefix_probability,p_delay_probability,prefix_changed,delay_changed,absolute_delay_change_probability,delay_window_records,access_violations,verdict
000000,401703374,1731461463,000000,N,0.785,0.785,0.785,000000,000000,0.0,000000,000000,ACCEPTED
000000,401703374,1731461463,000030,N,0.785,0.785,0.785,000000,000000,0.0,000001,000000,ACCEPTED
000000,401703374,1731461463,000060,N,0.785,0.785,0.785,000000,000000,0.0,000001,000000,ACCEPTED
000000,401703374,1731461463,000120,N,0.785,0.785,0.795,000000,000001,0.010000000000000009,000002,000000,ACCEPTED
000000,401703374,1731461463,000000,S320_SUBSTITUTE,0.785,0.785,0.785,000000,000000,0.0,000000,000000,ACCEPTED
000000,401703374,1731461463,000030,S320_SUBSTITUTE,0.785,0.785,0.785,000000,000000,0.0,000001,000000,ACCEPTED
000000,401703374,1731461463,000060,S320_SUBSTITUTE,0.785,0.785,0.785,000000,000000,0.0,000001,000000,ACCEPTED
000000,401703374,1731461463,000120,S320_SUBSTITUTE,0.785,0.785,0.795,000000,000001,0.010000000000000009,000002,000000,ACCEPTED
000001,401772992,1748391906,000000,N,0.625,0.625,0.625,000000,000000,0.0,000000,000000,ACCEPTED
000001,401772992,1748391906,000030,N,0.625,0.625,0.625,000000,000000,0.0,000001,000000,ACCEPTED
000001,401772992,1748391906,000060,N,0.625,0.625,0.625,000000,000000,0.0,000001,000000,ACCEPTED
000001,401772992,1748391906,000120,N,0.625,0.625,0.655,000000,000001,0.030000000000000027,000002,000000,ACCEPTED
000001,401772992,1748391906,000000,S320_SUBSTITUTE,0.625,0.625,0.625,000000,000000,0.0,000000,000000,ACCEPTED
000001,401772992,1748391906,000030,S320_SUBSTITUTE,0.625,0.625,0.625,000000,000000,0.0,000001,000000,ACCEPTED
000001,401772992,1748391906,000060,S320_SUBSTITUTE,0.625,0.625,0.625,000000,000000,0.0,000001,000000,ACCEPTED
000001,401772992,1748391906,000120,S320_SUBSTITUTE,0.625,0.625,0.655,000000,000001,0.030000000000000027,000002,000000,ACCEPTED
000002,401810027,1762389127,000000,N,0.7650475147020004,0.7650475147020004,0.7650475147020004,000000,000000,0.0,000000,000000,ACCEPTED
000002,401810027,1762389127,000030,N,0.7650475147020004,0.7650475147020004,0.7650475147020004,000000,000000,0.0,000001,000000,ACCEPTED
000002,401810027,1762389127,000060,N,0.7650475147020004,0.7650475147020004,0.7650475147020004,000000,000000,0.0,000001,000000,ACCEPTED
000002,401810027,1762389127,000120,N,0.7650475147020004,0.7650475147020004,0.7457777727701029,000000,000001,0.019269741931897455,000003,000000,ACCEPTED
000002,401810027,1762389127,000000,S320_SUBSTITUTE,0.775,0.775,0.775,000000,000000,0.0,000000,000000,ACCEPTED
000002,401810027,1762389127,000030,S320_SUBSTITUTE,0.775,0.775,0.775,000000,000000,0.0,000001,000000,ACCEPTED
000002,401810027,1762389127,000060,S320_SUBSTITUTE,0.775,0.775,0.775,000000,000000,0.0,000001,000000,ACCEPTED
000002,401810027,1762389127,000120,S320_SUBSTITUTE,0.775,0.775,0.755,000000,000001,0.020000000000000018,000003,000000,ACCEPTED
000003,401810422,1768354271,000000,N,0.4442573913700123,0.4442573913700123,0.4442573913700123,000000,000000,0.0,000000,000000,ACCEPTED
000003,401810422,1768354271,000030,N,0.4442573913700123,0.4442573913700123,0.43954782283779414,000000,000001,0.004709568532218156,000001,000000,ACCEPTED
000003,401810422,1768354271,000060,N,0.4442573913700123,0.4442573913700123,0.43954782283779414,000000,000001,0.004709568532218156,000002,000000,ACCEPTED
000003,401810422,1768354271,000120,N,0.4442573913700123,0.4442573913700123,0.43954782283779414,000000,000001,0.004709568532218156,000003,000000,ACCEPTED
000003,401810422,1768354271,000000,S320_SUBSTITUTE,0.43500000000000005,0.43500000000000005,0.43500000000000005,000000,000000,0.0,000000,000000,ACCEPTED
000003,401810422,1768354271,000030,S320_SUBSTITUTE,0.43500000000000005,0.43500000000000005,0.43000000000000005,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000003,401810422,1768354271,000060,S320_SUBSTITUTE,0.43500000000000005,0.43500000000000005,0.43000000000000005,000000,000001,0.0050000000000000044,000002,000000,ACCEPTED
000003,401810422,1768354271,000120,S320_SUBSTITUTE,0.43500000000000005,0.43500000000000005,0.43000000000000005,000000,000001,0.0050000000000000044,000003,000000,ACCEPTED
000004,401810786,1773099140,000000,N,0.8335448842998292,0.8335448842998292,0.8335448842998292,000000,000000,0.0,000000,000000,ACCEPTED
000004,401810786,1773099140,000030,N,0.8335448842998292,0.8335448842998292,0.8335448842998292,000000,000000,0.0,000001,000000,ACCEPTED
000004,401810786,1773099140,000060,N,0.8335448842998292,0.8335448842998292,0.8335448842998292,000000,000000,0.0,000002,000000,ACCEPTED
000004,401810786,1773099140,000120,N,0.8335448842998292,0.8335448842998292,0.8236384405220872,000000,000001,0.009906443777741969,000003,000000,ACCEPTED
000004,401810786,1773099140,000000,S320_SUBSTITUTE,0.845,0.845,0.845,000000,000000,0.0,000000,000000,ACCEPTED
000004,401810786,1773099140,000030,S320_SUBSTITUTE,0.845,0.845,0.845,000000,000000,0.0,000001,000000,ACCEPTED
000004,401810786,1773099140,000060,S320_SUBSTITUTE,0.845,0.845,0.845,000000,000000,0.0,000002,000000,ACCEPTED
000004,401810786,1773099140,000120,S320_SUBSTITUTE,0.845,0.845,0.835,000000,000001,0.010000000000000009,000003,000000,ACCEPTED
000005,401810042,1762652287,000000,N,0.35899024041423866,0.35899024041423866,0.35899024041423866,000000,000000,0.0,000000,000000,ACCEPTED
000005,401810042,1762652287,000030,N,0.35899024041423866,0.35899024041423866,0.35421489959110924,000000,000001,0.004775340823129415,000001,000000,ACCEPTED
000005,401810042,1762652287,000060,N,0.35899024041423866,0.35899024041423866,0.35421489959110924,000000,000001,0.004775340823129415,000001,000000,ACCEPTED
000005,401810042,1762652287,000120,N,0.35899024041423866,0.35899024041423866,0.3302605463007593,000000,000001,0.028729694113479365,000003,000000,ACCEPTED
000005,401810042,1762652287,000000,S320_SUBSTITUTE,0.345,0.345,0.345,000000,000000,0.0,000000,000000,ACCEPTED
000005,401810042,1762652287,000030,S320_SUBSTITUTE,0.345,0.345,0.33999999999999997,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000005,401810042,1762652287,000060,S320_SUBSTITUTE,0.345,0.345,0.33999999999999997,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000005,401810042,1762652287,000120,S320_SUBSTITUTE,0.345,0.345,0.31499999999999995,000000,000001,0.030000000000000027,000003,000000,ACCEPTED
000006,401810131,1763940964,000000,N,0.7893024734463011,0.7893024734463011,0.7893024734463011,000000,000000,0.0,000000,000000,ACCEPTED
000006,401810131,1763940964,000030,N,0.7893024734463011,0.7893024734463011,0.7990638050555008,000000,000001,0.009761331609199675,000001,000000,ACCEPTED
000006,401810131,1763940964,000060,N,0.7893024734463011,0.7893024734463011,0.8137773929370166,000000,000001,0.024474919490715452,000002,000000,ACCEPTED
000006,401810131,1763940964,000120,N,0.7893024734463011,0.7893024734463011,0.8039584406224882,000000,000001,0.014655967176187112,000003,000000,ACCEPTED
000006,401810131,1763940964,000000,S320_SUBSTITUTE,0.8,0.8,0.8,000000,000000,0.0,000000,000000,ACCEPTED
000006,401810131,1763940964,000030,S320_SUBSTITUTE,0.8,0.8,0.81,000000,000001,0.010000000000000009,000001,000000,ACCEPTED
000006,401810131,1763940964,000060,S320_SUBSTITUTE,0.8,0.8,0.825,000000,000001,0.02499999999999991,000002,000000,ACCEPTED
000006,401810131,1763940964,000120,S320_SUBSTITUTE,0.8,0.8,0.815,000000,000001,0.014999999999999902,000003,000000,ACCEPTED
000007,401810278,1766795829,000000,N,0.5755591390270195,0.5755591390270195,0.5755591390270195,000000,000000,0.0,000000,000000,ACCEPTED
000007,401810278,1766795829,000030,N,0.5755591390270195,0.5755591390270195,0.6036902511875722,000000,000001,0.02813111216055275,000001,000000,ACCEPTED
000007,401810278,1766795829,000060,N,0.5755591390270195,0.5755591390270195,0.6036902511875722,000000,000001,0.02813111216055275,000001,000000,ACCEPTED
000007,401810278,1766795829,000120,N,0.5755591390270195,0.5755591390270195,0.5849316914175643,000000,000001,0.009372552390544797,000003,000000,ACCEPTED
000007,401810278,1766795829,000000,S320_SUBSTITUTE,0.575,0.575,0.575,000000,000000,0.0,000000,000000,ACCEPTED
000007,401810278,1766795829,000030,S320_SUBSTITUTE,0.575,0.575,0.605,000000,000001,0.030000000000000027,000001,000000,ACCEPTED
000007,401810278,1766795829,000060,S320_SUBSTITUTE,0.575,0.575,0.605,000000,000001,0.030000000000000027,000001,000000,ACCEPTED
000007,401810278,1766795829,000120,S320_SUBSTITUTE,0.575,0.575,0.585,000000,000001,0.010000000000000009,000003,000000,ACCEPTED
000008,401810669,1771724422,000000,N,0.26234847900495284,0.26234847900495284,0.26234847900495284,000000,000000,0.0,000000,000000,ACCEPTED
000008,401810669,1771724422,000030,N,0.26234847900495284,0.26234847900495284,0.26234847900495284,000000,000000,0.0,000001,000000,ACCEPTED
000008,401810669,1771724422,000060,N,0.26234847900495284,0.26234847900495284,0.26234847900495284,000000,000000,0.0,000001,000000,ACCEPTED
000008,401810669,1771724422,000120,N,0.26234847900495284,0.26234847900495284,0.24759820921866085,000000,000001,0.014750269786291986,000002,000000,ACCEPTED
000008,401810669,1771724422,000000,S320_SUBSTITUTE,0.245,0.245,0.245,000000,000000,0.0,000000,000000,ACCEPTED
000008,401810669,1771724422,000030,S320_SUBSTITUTE,0.245,0.245,0.245,000000,000000,0.0,000001,000000,ACCEPTED
000008,401810669,1771724422,000060,S320_SUBSTITUTE,0.245,0.245,0.245,000000,000000,0.0,000001,000000,ACCEPTED
000008,401810669,1771724422,000120,S320_SUBSTITUTE,0.245,0.245,0.22999999999999998,000000,000001,0.015000000000000013,000002,000000,ACCEPTED
000009,401810673,1771794382,000000,N,0.7747255350623816,0.7747255350623816,0.7747255350623816,000000,000000,0.0,000000,000000,ACCEPTED
000009,401810673,1771794382,000030,N,0.7747255350623816,0.7747255350623816,0.7747255350623816,000000,000000,0.0,000001,000000,ACCEPTED
000009,401810673,1771794382,000060,N,0.7747255350623816,0.7747255350623816,0.7553989249679891,000000,000001,0.019326610094392516,000002,000000,ACCEPTED
