state_id,game_id,state_ts_s,delay_seconds,arm,p_full_prefix_probability,p_deleted_prefix_probability,p_delay_probability,prefix_changed,delay_changed,absolute_delay_change_probability,delay_window_records,access_violations,verdict
000009,401810673,1771794382,000120,N,0.7747255350623816,0.7747255350623816,0.7553989249679891,000000,000001,0.019326610094392516,000002,000000,ACCEPTED
000009,401810673,1771794382,000000,S320_SUBSTITUTE,0.785,0.785,0.785,000000,000000,0.0,000000,000000,ACCEPTED
000009,401810673,1771794382,000030,S320_SUBSTITUTE,0.785,0.785,0.785,000000,000000,0.0,000001,000000,ACCEPTED
000009,401810673,1771794382,000060,S320_SUBSTITUTE,0.785,0.785,0.765,000000,000001,0.020000000000000018,000002,000000,ACCEPTED
000009,401810673,1771794382,000120,S320_SUBSTITUTE,0.785,0.785,0.765,000000,000001,0.020000000000000018,000002,000000,ACCEPTED
000010,401704786,1731545342,000000,N,0.21499999999999997,0.21499999999999997,0.21499999999999997,000000,000000,0.0,000000,000000,ACCEPTED
000010,401704786,1731545342,000030,N,0.21499999999999997,0.21499999999999997,0.19499999999999995,000000,000001,0.020000000000000018,000001,000000,ACCEPTED
000010,401704786,1731545342,000060,N,0.21499999999999997,0.21499999999999997,0.19499999999999995,000000,000001,0.020000000000000018,000002,000000,ACCEPTED
000010,401704786,1731545342,000120,N,0.21499999999999997,0.21499999999999997,0.20999999999999996,000000,000001,0.0050000000000000044,000003,000000,ACCEPTED
000010,401704786,1731545342,000000,S320_SUBSTITUTE,0.21499999999999997,0.21499999999999997,0.21499999999999997,000000,000000,0.0,000000,000000,ACCEPTED
000010,401704786,1731545342,000030,S320_SUBSTITUTE,0.21499999999999997,0.21499999999999997,0.19499999999999995,000000,000001,0.020000000000000018,000001,000000,ACCEPTED
000010,401704786,1731545342,000060,S320_SUBSTITUTE,0.21499999999999997,0.21499999999999997,0.19499999999999995,000000,000001,0.020000000000000018,000002,000000,ACCEPTED
000010,401704786,1731545342,000120,S320_SUBSTITUTE,0.21499999999999997,0.21499999999999997,0.20999999999999996,000000,000001,0.0050000000000000044,000003,000000,ACCEPTED
000011,401704925,1733792103,000000,N,0.28500000000000003,0.28500000000000003,0.28500000000000003,000000,000000,0.0,000000,000000,ACCEPTED
000011,401704925,1733792103,000030,N,0.28500000000000003,0.28500000000000003,0.29000000000000004,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000011,401704925,1733792103,000060,N,0.28500000000000003,0.28500000000000003,0.29000000000000004,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000011,401704925,1733792103,000120,N,0.28500000000000003,0.28500000000000003,0.29000000000000004,000000,000001,0.0050000000000000044,000002,000000,ACCEPTED
000011,401704925,1733792103,000000,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.28500000000000003,000000,000000,0.0,000000,000000,ACCEPTED
000011,401704925,1733792103,000030,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.29000000000000004,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000011,401704925,1733792103,000060,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.29000000000000004,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000011,401704925,1733792103,000120,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.29000000000000004,000000,000001,0.0050000000000000044,000002,000000,ACCEPTED
000012,401769749,1747094166,000000,N,0.28500000000000003,0.28500000000000003,0.28500000000000003,000000,000000,0.0,000000,000000,ACCEPTED
000012,401769749,1747094166,000030,N,0.28500000000000003,0.28500000000000003,0.245,000000,000001,0.040000000000000036,000001,000000,ACCEPTED
000012,401769749,1747094166,000060,N,0.28500000000000003,0.28500000000000003,0.235,000000,000001,0.050000000000000044,000002,000000,ACCEPTED
000012,401769749,1747094166,000120,N,0.28500000000000003,0.28500000000000003,0.235,000000,000001,0.050000000000000044,000002,000000,ACCEPTED
000012,401769749,1747094166,000000,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.28500000000000003,000000,000000,0.0,000000,000000,ACCEPTED
000012,401769749,1747094166,000030,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.245,000000,000001,0.040000000000000036,000001,000000,ACCEPTED
000012,401769749,1747094166,000060,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.235,000000,000001,0.050000000000000044,000002,000000,ACCEPTED
000012,401769749,1747094166,000120,S320_SUBSTITUTE,0.28500000000000003,0.28500000000000003,0.235,000000,000001,0.050000000000000044,000002,000000,ACCEPTED
000013,401810386,1767925270,000000,N,0.4112323115312411,0.4112323115312411,0.4112323115312411,000000,000000,0.0,000000,000000,ACCEPTED
000013,401810386,1767925270,000030,N,0.4112323115312411,0.4112323115312411,0.4159590981239346,000000,000001,0.004726786592693488,000001,000000,ACCEPTED
000013,401810386,1767925270,000060,N,0.4112323115312411,0.4112323115312411,0.4159590981239346,000000,000001,0.004726786592693488,000001,000000,ACCEPTED
000013,401810386,1767925270,000120,N,0.4112323115312411,0.4112323115312411,0.39703158873471245,000000,000001,0.014200722796528675,000002,000000,ACCEPTED
000013,401810386,1767925270,000000,S320_SUBSTITUTE,0.4,0.4,0.4,000000,000000,0.0,000000,000000,ACCEPTED
000013,401810386,1767925270,000030,S320_SUBSTITUTE,0.4,0.4,0.405,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000013,401810386,1767925270,000060,S320_SUBSTITUTE,0.4,0.4,0.405,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000013,401810386,1767925270,000120,S320_SUBSTITUTE,0.4,0.4,0.385,000000,000001,0.015000000000000013,000002,000000,ACCEPTED
000014,401810693,1771982006,000000,N,0.5193582041343356,0.5193582041343356,0.5193582041343356,000000,000000,0.0,000000,000000,ACCEPTED
000014,401810693,1771982006,000030,N,0.5193582041343356,0.5193582041343356,0.4912382723707385,000000,000001,0.028119931763597117,000001,000000,ACCEPTED
000014,401810693,1771982006,000060,N,0.5193582041343356,0.5193582041343356,0.4912382723707385,000000,000001,0.028119931763597117,000001,000000,ACCEPTED
000014,401810693,1771982006,000120,N,0.5193582041343356,0.5193582041343356,0.48185598495590154,000000,000001,0.037502219178434104,000002,000000,ACCEPTED
000014,401810693,1771982006,000000,S320_SUBSTITUTE,0.515,0.515,0.515,000000,000000,0.0,000000,000000,ACCEPTED
000014,401810693,1771982006,000030,S320_SUBSTITUTE,0.515,0.515,0.485,000000,000001,0.030000000000000027,000001,000000,ACCEPTED
000014,401810693,1771982006,000060,S320_SUBSTITUTE,0.515,0.515,0.485,000000,000001,0.030000000000000027,000001,000000,ACCEPTED
000014,401810693,1771982006,000120,S320_SUBSTITUTE,0.515,0.515,0.475,000000,000001,0.040000000000000036,000002,000000,ACCEPTED
000015,401704725,1730771102,000000,N,0.585,0.585,0.585,000000,000000,0.0,000000,000000,ACCEPTED
000015,401704725,1730771102,000030,N,0.585,0.585,0.62,000000,000001,0.03500000000000003,000001,000000,ACCEPTED
000015,401704725,1730771102,000060,N,0.585,0.585,0.62,000000,000001,0.03500000000000003,000001,000000,ACCEPTED
000015,401704725,1730771102,000120,N,0.585,0.585,0.56,000000,000001,0.02499999999999991,000002,000000,ACCEPTED
000015,401704725,1730771102,000000,S320_SUBSTITUTE,0.585,0.585,0.585,000000,000000,0.0,000000,000000,ACCEPTED
000015,401704725,1730771102,000030,S320_SUBSTITUTE,0.585,0.585,0.62,000000,000001,0.03500000000000003,000001,000000,ACCEPTED
000015,401704725,1730771102,000060,S320_SUBSTITUTE,0.585,0.585,0.62,000000,000001,0.03500000000000003,000001,000000,ACCEPTED
000015,401704725,1730771102,000120,S320_SUBSTITUTE,0.585,0.585,0.56,000000,000001,0.02499999999999991,000002,000000,ACCEPTED
000016,401704884,1733189583,000000,N,0.675,0.675,0.675,000000,000000,0.0,000000,000000,ACCEPTED
000016,401704884,1733189583,000030,N,0.675,0.675,0.675,000000,000000,0.0,000001,000000,ACCEPTED
000016,401704884,1733189583,000060,N,0.675,0.675,0.675,000000,000000,0.0,000001,000000,ACCEPTED
000016,401704884,1733189583,000120,N,0.675,0.675,0.64,000000,000001,0.03500000000000003,000002,000000,ACCEPTED
000016,401704884,1733189583,000000,S320_SUBSTITUTE,0.675,0.675,0.675,000000,000000,0.0,000000,000000,ACCEPTED
000016,401704884,1733189583,000030,S320_SUBSTITUTE,0.675,0.675,0.675,000000,000000,0.0,000001,000000,ACCEPTED
000016,401704884,1733189583,000060,S320_SUBSTITUTE,0.675,0.675,0.675,000000,000000,0.0,000001,000000,ACCEPTED
000016,401704884,1733189583,000120,S320_SUBSTITUTE,0.675,0.675,0.64,000000,000001,0.03500000000000003,000002,000000,ACCEPTED
000017,401705112,1736732044,000000,N,0.5349999999999999,0.5349999999999999,0.5349999999999999,000000,000000,0.0,000000,000000,ACCEPTED
000017,401705112,1736732044,000030,N,0.5349999999999999,0.5349999999999999,0.475,000000,000001,0.05999999999999994,000001,000000,ACCEPTED
000017,401705112,1736732044,000060,N,0.5349999999999999,0.5349999999999999,0.475,000000,000001,0.05999999999999994,000001,000000,ACCEPTED
000017,401705112,1736732044,000120,N,0.5349999999999999,0.5349999999999999,0.45999999999999996,000000,000001,0.07499999999999996,000002,000000,ACCEPTED
000017,401705112,1736732044,000000,S320_SUBSTITUTE,0.5349999999999999,0.5349999999999999,0.5349999999999999,000000,000000,0.0,000000,000000,ACCEPTED
000017,401705112,1736732044,000030,S320_SUBSTITUTE,0.5349999999999999,0.5349999999999999,0.475,000000,000001,0.05999999999999994,000001,000000,ACCEPTED
000017,401705112,1736732044,000060,S320_SUBSTITUTE,0.5349999999999999,0.5349999999999999,0.475,000000,000001,0.05999999999999994,000001,000000,ACCEPTED
000017,401705112,1736732044,000120,S320_SUBSTITUTE,0.5349999999999999,0.5349999999999999,0.45999999999999996,000000,000001,0.07499999999999996,000002,000000,ACCEPTED
000018,401809774,1762564087,000000,N,0.3780448743520139,0.3780448743520139,0.3780448743520139,000000,000000,0.0,000000,000000,ACCEPTED
000018,401809774,1762564087,000030,N,0.3780448743520139,0.3780448743520139,0.4112323115312411,000000,000001,0.03318743717922723,000001,000000,ACCEPTED
000018,401809774,1762564087,000060,N,0.3780448743520139,0.3780448743520139,0.4112323115312411,000000,000001,0.03318743717922723,000001,000000,ACCEPTED
000018,401809774,1762564087,000120,N,0.3780448743520139,0.3780448743520139,0.44896451792622416,000000,000001,0.07091964357421027,000002,000000,ACCEPTED
000018,401809774,1762564087,000000,S320_SUBSTITUTE,0.365,0.365,0.365,000000,000000,0.0,000000,000000,ACCEPTED
000018,401809774,1762564087,000030,S320_SUBSTITUTE,0.365,0.365,0.4,000000,000001,0.03500000000000003,000001,000000,ACCEPTED
000018,401809774,1762564087,000060,S320_SUBSTITUTE,0.365,0.365,0.4,000000,000001,0.03500000000000003,000001,000000,ACCEPTED
000018,401809774,1762564087,000120,S320_SUBSTITUTE,0.365,0.365,0.43999999999999995,000000,000001,0.07499999999999996,000002,000000,ACCEPTED
000019,401869414,1777138444,000000,N,0.472467681697501,0.472467681697501,0.472467681697501,000000,000000,0.0,000000,000000,ACCEPTED
000019,401869414,1777138444,000030,N,0.472467681697501,0.472467681697501,0.4442573913700123,000000,000001,0.028210290327488674,000001,000000,ACCEPTED
000019,401869414,1777138444,000060,N,0.472467681697501,0.472467681697501,0.4630724381999383,000000,000001,0.009395243497562655,000002,000000,ACCEPTED
000019,401869414,1777138444,000120,N,0.472467681697501,0.472467681697501,0.472467681697501,000000,000000,0.0,000003,000000,ACCEPTED
000019,401869414,1777138444,000000,S320_SUBSTITUTE,0.46499999999999997,0.46499999999999997,0.46499999999999997,000000,000000,0.0,000000,000000,ACCEPTED
000019,401869414,1777138444,000030,S320_SUBSTITUTE,0.46499999999999997,0.46499999999999997,0.43500000000000005,000000,000001,0.029999999999999916,000001,000000,ACCEPTED
000019,401869414,1777138444,000060,S320_SUBSTITUTE,0.46499999999999997,0.46499999999999997,0.45499999999999996,000000,000001,0.010000000000000009,000002,000000,ACCEPTED
000019,401869414,1777138444,000120,S320_SUBSTITUTE,0.46499999999999997,0.46499999999999997,0.46499999999999997,000000,000000,0.0,000003,000000,ACCEPTED
000020,401769742,1747010046,000000,N,0.575,0.575,0.575,000000,000000,0.0,000000,000000,ACCEPTED
000020,401769742,1747010046,000030,N,0.575,0.575,0.525,000000,000001,0.04999999999999993,000001,000000,ACCEPTED
000020,401769742,1747010046,000060,N,0.575,0.575,0.525,000000,000001,0.04999999999999993,000001,000000,ACCEPTED
000020,401769742,1747010046,000120,N,0.575,0.575,0.5349999999999999,000000,000001,0.040000000000000036,000002,000000,ACCEPTED
000020,401769742,1747010046,000000,S320_SUBSTITUTE,0.575,0.575,0.575,000000,000000,0.0,000000,000000,ACCEPTED
000020,401769742,1747010046,000030,S320_SUBSTITUTE,0.575,0.575,0.525,000000,000001,0.04999999999999993,000001,000000,ACCEPTED
000020,401769742,1747010046,000060,S320_SUBSTITUTE,0.575,0.575,0.525,000000,000001,0.04999999999999993,000001,000000,ACCEPTED
000020,401769742,1747010046,000120,S320_SUBSTITUTE,0.575,0.575,0.5349999999999999,000000,000001,0.040000000000000036,000002,000000,ACCEPTED
000021,401809938,1761179703,000000,N,0.3827975718156429,0.3827975718156429,0.3827975718156429,000000,000000,0.0,000000,000000,ACCEPTED
000021,401809938,1761179703,000030,N,0.3827975718156429,0.3827975718156429,0.3827975718156429,000000,000000,0.0,000001,000000,ACCEPTED
000021,401809938,1761179703,000060,N,0.3827975718156429,0.3827975718156429,0.37328793448473596,000000,000001,0.009509637330906928,000002,000000,ACCEPTED
000021,401809938,1761179703,000120,N,0.3827975718156429,0.3827975718156429,0.3685266113029989,000000,000001,0.014270960512643982,000003,000000,ACCEPTED
000021,401809938,1761179703,000000,S320_SUBSTITUTE,0.37,0.37,0.37,000000,000000,0.0,000000,000000,ACCEPTED
000021,401809938,1761179703,000030,S320_SUBSTITUTE,0.37,0.37,0.37,000000,000000,0.0,000001,000000,ACCEPTED
000021,401809938,1761179703,000060,S320_SUBSTITUTE,0.37,0.37,0.36,000000,000001,0.010000000000000009,000002,000000,ACCEPTED
000021,401809938,1761179703,000120,S320_SUBSTITUTE,0.37,0.37,0.355,000000,000001,0.015000000000000013,000003,000000,ACCEPTED
000022,401810661,1771636036,000000,N,0.92556473915701,0.92556473915701,0.92556473915701,000000,000000,0.0,000000,000000,ACCEPTED
000022,401810661,1771636036,000030,N,0.92556473915701,0.92556473915701,0.92556473915701,000000,000000,0.0,000001,000000,ACCEPTED
000022,401810661,1771636036,000060,N,0.92556473915701,0.92556473915701,0.92556473915701,000000,000000,0.0,000001,000000,ACCEPTED
000022,401810661,1771636036,000120,N,0.92556473915701,0.92556473915701,0.9045412845292475,000000,000001,0.02102345462776245,000002,000000,ACCEPTED
000022,401810661,1771636036,000000,S320_SUBSTITUTE,0.935,0.935,0.935,000000,000000,0.0,000000,000000,ACCEPTED
000022,401810661,1771636036,000030,S320_SUBSTITUTE,0.935,0.935,0.935,000000,000000,0.0,000001,000000,ACCEPTED
000022,401810661,1771636036,000060,S320_SUBSTITUTE,0.935,0.935,0.935,000000,000000,0.0,000001,000000,ACCEPTED
000022,401810661,1771636036,000120,S320_SUBSTITUTE,0.935,0.935,0.915,000000,000001,0.020000000000000018,000002,000000,ACCEPTED
000023,401812707,1760312404,000000,N,0.8686322400416853,0.8686322400416853,0.8686322400416853,000000,000000,0.0,000000,000000,ACCEPTED
000023,401812707,1760312404,000030,N,0.8686322400416853,0.8686322400416853,0.8635756377223771,000000,000001,0.005056602319308157,000001,000000,ACCEPTED
000023,401812707,1760312404,000060,N,0.8686322400416853,0.8686322400416853,0.8635756377223771,000000,000001,0.005056602319308157,000001,000000,ACCEPTED
000023,401812707,1760312404,000120,N,0.8686322400416853,0.8686322400416853,0.8535090927692517,000000,000001,0.01512314727243358,000002,000000,ACCEPTED
000023,401812707,1760312404,000000,S320_SUBSTITUTE,0.88,0.88,0.88,000000,000000,0.0,000000,000000,ACCEPTED
000023,401812707,1760312404,000030,S320_SUBSTITUTE,0.88,0.88,0.875,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000023,401812707,1760312404,000060,S320_SUBSTITUTE,0.88,0.88,0.875,000000,000001,0.0050000000000000044,000001,000000,ACCEPTED
000023,401812707,1760312404,000120,S320_SUBSTITUTE,0.88,0.88,0.865,000000,000001,0.015000000000000013,000002,000000,ACCEPTED
000024,401869393,1777591563,000000,N,0.2916244017249236,0.2916244017249236,0.2916244017249236,000000,000000,0.0,000000,000000,ACCEPTED
000024,401869393,1777591563,000030,N,0.2916244017249236,0.2916244017249236,0.3206395885735683,000000,000001,0.02901518684864468,000001,000000,ACCEPTED
000024,401869393,1777591563,000060,N,0.2916244017249236,0.2916244017249236,0.3685266113029989,000000,000001,0.07690220957807531,000002,000000,ACCEPTED
000024,401869393,1777591563,000120,N,0.2916244017249236,0.2916244017249236,0.3780448743520139,000000,000001,0.0864204726270903,000003,000000,ACCEPTED
000024,401869393,1777591563,000000,S320_SUBSTITUTE,0.275,0.275,0.275,000000,000000,0.0,000000,000000,ACCEPTED
000024,401869393,1777591563,000030,S320_SUBSTITUTE,0.275,0.275,0.30500000000000005,000000,000001,0.030000000000000027,000001,000000,ACCEPTED
000024,401869393,1777591563,000060,S320_SUBSTITUTE,0.275,0.275,0.355,000000,000001,0.07999999999999996,000002,000000,ACCEPTED
