section_name,corpus,status,class,held_steps,held_step_share,runs,run_share,coast_row_share
gLdwA_gHN8Y_s4774,FRESH_G366,ABSENT,,,,,,
gLdwA_gHN8Y_s5945,FRESH_G366,ABSENT,,,,,,
gLdwA_gHN8Y_s90,FRESH_G366,ABSENT,,,,,,
mJRz1DoW6VU_s1178,FRESH_G366,ABSENT,,,,,,
mJRz1DoW6VU_s2266,FRESH_G366,ABSENT,,,,,,
mJRz1DoW6VU_s3354,FRESH_G366,ABSENT,,,,,,
mJRz1DoW6VU_s4442,FRESH_G366,ABSENT,,,,,,
mJRz1DoW6VU_s5530,FRESH_G366,ABSENT,,,,,,
mJRz1DoW6VU_s90,FRESH_G366,ABSENT,,,,,,
ouRk-j987wk_s1275,FRESH_G366,ABSENT,,,,,,
ouRk-j987wk_s2460,FRESH_G366,ABSENT,,,,,,
ouRk-j987wk_s3645,FRESH_G366,ABSENT,,,,,,
ouRk-j987wk_s4830,FRESH_G366,ABSENT,,,,,,
ouRk-j987wk_s90,FRESH_G366,ABSENT,,,,,,
wptZj4SuFtE_s1344,FRESH_G366,ABSENT,,,,,,
wptZj4SuFtE_s2598,FRESH_G366,ABSENT,,,,,,
wptZj4SuFtE_s3852,FRESH_G366,ABSENT,,,,,,
wptZj4SuFtE_s5106,FRESH_G366,ABSENT,,,,,,
wptZj4SuFtE_s90,FRESH_G366,ABSENT,,,,,,
1zPhldjbJnU_s1196,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.619866
1zPhldjbJnU_s1196,G358,PRESENT,COAST_LOST,002454,0.621581,000019,1.000000,0.619866
1zPhldjbJnU_s1196,G358,PRESENT,BBOX_FROZEN,000002,0.000507,000000,0.000000,0.619866
1zPhldjbJnU_s1196,G358,PRESENT,CLAMP_OR_SUBPIXEL,001492,0.377913,000000,0.000000,0.619866
1zPhldjbJnU_s3408,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.616080
1zPhldjbJnU_s3408,G358,PRESENT,COAST_LOST,002241,0.631623,000104,0.712329,0.616080
1zPhldjbJnU_s3408,G358,PRESENT,BBOX_FROZEN,000063,0.017756,000014,0.095890,0.616080
1zPhldjbJnU_s3408,G358,PRESENT,CLAMP_OR_SUBPIXEL,001244,0.350620,000028,0.191781,0.616080
1zPhldjbJnU_s5620,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.282825
1zPhldjbJnU_s5620,G358,PRESENT,COAST_LOST,001549,0.283129,000004,0.190476,0.282825
1zPhldjbJnU_s5620,G358,PRESENT,BBOX_FROZEN,000040,0.007311,000000,0.000000,0.282825
1zPhldjbJnU_s5620,G358,PRESENT,CLAMP_OR_SUBPIXEL,003882,0.709559,000017,0.809524,0.282825
3fT6aYz2N9w_s1339,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.395114
3fT6aYz2N9w_s1339,G358,PRESENT,COAST_LOST,001805,0.398103,000038,0.452381,0.395114
3fT6aYz2N9w_s1339,G358,PRESENT,BBOX_FROZEN,000033,0.007278,000003,0.035714,0.395114
3fT6aYz2N9w_s1339,G358,PRESENT,CLAMP_OR_SUBPIXEL,002696,0.594618,000043,0.511905,0.395114
3fT6aYz2N9w_s5086,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.462025
3fT6aYz2N9w_s5086,G358,PRESENT,COAST_LOST,000171,0.826087,000069,0.775281,0.462025
3fT6aYz2N9w_s5086,G358,PRESENT,BBOX_FROZEN,000006,0.028986,000003,0.033708,0.462025
3fT6aYz2N9w_s5086,G358,PRESENT,CLAMP_OR_SUBPIXEL,000030,0.144928,000017,0.191011,0.462025
50pp-OqYVok_s2750,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.379326
50pp-OqYVok_s2750,G358,PRESENT,COAST_LOST,001273,0.418888,000080,0.423280,0.379326
50pp-OqYVok_s2750,G358,PRESENT,BBOX_FROZEN,000001,0.000329,000001,0.005291,0.379326
50pp-OqYVok_s2750,G358,PRESENT,CLAMP_OR_SUBPIXEL,001765,0.580783,000108,0.571429,0.379326
50pp-OqYVok_s5410,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.329041
50pp-OqYVok_s5410,G358,PRESENT,COAST_LOST,001009,0.339388,000036,0.333333,0.329041
50pp-OqYVok_s5410,G358,PRESENT,BBOX_FROZEN,000211,0.070972,000011,0.101852,0.329041
50pp-OqYVok_s5410,G358,PRESENT,CLAMP_OR_SUBPIXEL,001753,0.589640,000061,0.564815,0.329041
7Ci3zQ5Vm4M_s2312,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.588677
7Ci3zQ5Vm4M_s2312,G358,PRESENT,COAST_LOST,001666,0.593516,000125,0.753012,0.588677
7Ci3zQ5Vm4M_s2312,G358,PRESENT,BBOX_FROZEN,000000,0.000000,000000,0.000000,0.588677
7Ci3zQ5Vm4M_s2312,G358,PRESENT,CLAMP_OR_SUBPIXEL,001141,0.406484,000041,0.246988,0.588677
UPco-jzOoEg_s2796,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.657877
UPco-jzOoEg_s2796,G358,PRESENT,COAST_LOST,000884,0.662669,000030,0.857143,0.657877
UPco-jzOoEg_s2796,G358,PRESENT,BBOX_FROZEN,000003,0.002249,000000,0.000000,0.657877
UPco-jzOoEg_s2796,G358,PRESENT,CLAMP_OR_SUBPIXEL,000447,0.335082,000005,0.142857,0.657877
acb-8Oh7-GrvKvE_s2630,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.228860
acb-8Oh7-GrvKvE_s2630,G358,PRESENT,COAST_LOST,000257,0.265496,000033,0.259843,0.228860
acb-8Oh7-GrvKvE_s2630,G358,PRESENT,BBOX_FROZEN,000012,0.012397,000004,0.031496,0.228860
acb-8Oh7-GrvKvE_s2630,G358,PRESENT,CLAMP_OR_SUBPIXEL,000699,0.722107,000090,0.708661,0.228860
acb-8Oh7-GrvKvE_s6440,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.319763
acb-8Oh7-GrvKvE_s6440,G358,PRESENT,COAST_LOST,000396,0.352000,000042,0.320611,0.319763
acb-8Oh7-GrvKvE_s6440,G358,PRESENT,BBOX_FROZEN,000023,0.020444,000003,0.022901,0.319763
acb-8Oh7-GrvKvE_s6440,G358,PRESENT,CLAMP_OR_SUBPIXEL,000706,0.627556,000086,0.656489,0.319763
eurocup-Y6POC6V1Y5E_s1221,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.542144
eurocup-Y6POC6V1Y5E_s1221,G358,PRESENT,COAST_LOST,001505,0.577513,000056,0.528302,0.542144
eurocup-Y6POC6V1Y5E_s1221,G358,PRESENT,BBOX_FROZEN,000003,0.001151,000002,0.018868,0.542144
eurocup-Y6POC6V1Y5E_s1221,G358,PRESENT,CLAMP_OR_SUBPIXEL,001098,0.421335,000048,0.452830,0.542144
eurocup-Y6POC6V1Y5E_s3483,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.512177
eurocup-Y6POC6V1Y5E_s3483,G358,PRESENT,COAST_LOST,001655,0.522577,000057,0.600000,0.512177
eurocup-Y6POC6V1Y5E_s3483,G358,PRESENT,BBOX_FROZEN,000001,0.000316,000000,0.000000,0.512177
eurocup-Y6POC6V1Y5E_s3483,G358,PRESENT,CLAMP_OR_SUBPIXEL,001511,0.477108,000038,0.400000,0.512177
eurocup-Y6POC6V1Y5E_s5745,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.295923
eurocup-Y6POC6V1Y5E_s5745,G358,PRESENT,COAST_LOST,001141,0.304186,000011,0.117021,0.295923
eurocup-Y6POC6V1Y5E_s5745,G358,PRESENT,BBOX_FROZEN,000271,0.072247,000022,0.234043,0.295923
eurocup-Y6POC6V1Y5E_s5745,G358,PRESENT,CLAMP_OR_SUBPIXEL,002339,0.623567,000061,0.648936,0.295923
euroleague-AIPW_g_VZN0_s1153,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.688012
euroleague-AIPW_g_VZN0_s1153,G358,PRESENT,COAST_LOST,000927,0.703338,000085,0.934066,0.688012
euroleague-AIPW_g_VZN0_s1153,G358,PRESENT,BBOX_FROZEN,000001,0.000759,000000,0.000000,0.688012
euroleague-AIPW_g_VZN0_s1153,G358,PRESENT,CLAMP_OR_SUBPIXEL,000390,0.295903,000006,0.065934,0.688012
euroleague-AIPW_g_VZN0_s3279,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.545849
euroleague-AIPW_g_VZN0_s3279,G358,PRESENT,COAST_LOST,002112,0.544470,000042,0.724138,0.545849
euroleague-AIPW_g_VZN0_s3279,G358,PRESENT,BBOX_FROZEN,000023,0.005929,000001,0.017241,0.545849
euroleague-AIPW_g_VZN0_s3279,G358,PRESENT,CLAMP_OR_SUBPIXEL,001744,0.449600,000015,0.258621,0.545849
euroleague-AIPW_g_VZN0_s5405,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.542788
euroleague-AIPW_g_VZN0_s5405,G358,PRESENT,COAST_LOST,001760,0.555731,000092,0.585987,0.542788
euroleague-AIPW_g_VZN0_s5405,G358,PRESENT,BBOX_FROZEN,000009,0.002842,000001,0.006369,0.542788
euroleague-AIPW_g_VZN0_s5405,G358,PRESENT,CLAMP_OR_SUBPIXEL,001398,0.441427,000064,0.407643,0.542788
fiba-1DKl1QOo_b8_s1289,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.698788
fiba-1DKl1QOo_b8_s1289,G358,PRESENT,COAST_LOST,000646,0.805486,000111,0.834586,0.698788
fiba-1DKl1QOo_b8_s1289,G358,PRESENT,BBOX_FROZEN,000003,0.003741,000001,0.007519,0.698788
fiba-1DKl1QOo_b8_s1289,G358,PRESENT,CLAMP_OR_SUBPIXEL,000153,0.190773,000021,0.157895,0.698788
fiba-1DKl1QOo_b8_s4886,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.390202
fiba-1DKl1QOo_b8_s4886,G358,PRESENT,COAST_LOST,001473,0.386513,000014,0.451613,0.390202
fiba-1DKl1QOo_b8_s4886,G358,PRESENT,BBOX_FROZEN,000008,0.002099,000001,0.032258,0.390202
fiba-1DKl1QOo_b8_s4886,G358,PRESENT,CLAMP_OR_SUBPIXEL,002330,0.611388,000016,0.516129,0.390202
fiba-UG_eQNRDHiI_s1385,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.462878
fiba-UG_eQNRDHiI_s1385,G358,PRESENT,COAST_LOST,001818,0.466513,000054,0.412214,0.462878
fiba-UG_eQNRDHiI_s1385,G358,PRESENT,BBOX_FROZEN,000077,0.019759,000003,0.022901,0.462878
fiba-UG_eQNRDHiI_s1385,G358,PRESENT,CLAMP_OR_SUBPIXEL,002002,0.513729,000074,0.564885,0.462878
fiba-UG_eQNRDHiI_s3975,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.242647
fiba-UG_eQNRDHiI_s3975,G358,PRESENT,COAST_LOST,000927,0.235938,000049,0.231132,0.242647
fiba-UG_eQNRDHiI_s3975,G358,PRESENT,BBOX_FROZEN,000015,0.003818,000004,0.018868,0.242647
fiba-UG_eQNRDHiI_s3975,G358,PRESENT,CLAMP_OR_SUBPIXEL,002987,0.760244,000159,0.750000,0.242647
fiba-UG_eQNRDHiI_s90,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.257845
fiba-UG_eQNRDHiI_s90,G358,PRESENT,COAST_LOST,000746,0.294862,000068,0.277551,0.257845
fiba-UG_eQNRDHiI_s90,G358,PRESENT,BBOX_FROZEN,000065,0.025692,000015,0.061224,0.257845
fiba-UG_eQNRDHiI_s90,G358,PRESENT,CLAMP_OR_SUBPIXEL,001719,0.679447,000162,0.661224,0.257845
fiba-jFUMvm_epUE_s6740,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.530441
fiba-jFUMvm_epUE_s6740,G358,PRESENT,COAST_LOST,000422,0.586111,000037,0.711538,0.530441
fiba-jFUMvm_epUE_s6740,G358,PRESENT,BBOX_FROZEN,000000,0.000000,000000,0.000000,0.530441
fiba-jFUMvm_epUE_s6740,G358,PRESENT,CLAMP_OR_SUBPIXEL,000298,0.413889,000015,0.288462,0.530441
lnb-1CBY-LXG8VA_s6525,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.218625
lnb-1CBY-LXG8VA_s6525,G358,PRESENT,COAST_LOST,000947,0.204845,000034,0.272000,0.218625
lnb-1CBY-LXG8VA_s6525,G358,PRESENT,BBOX_FROZEN,000121,0.026173,000002,0.016000,0.218625
lnb-1CBY-LXG8VA_s6525,G358,PRESENT,CLAMP_OR_SUBPIXEL,003555,0.768981,000089,0.712000,0.218625
lnb-ouDVA0vM20g_s1379,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.381564
lnb-ouDVA0vM20g_s1379,G358,PRESENT,COAST_LOST,001603,0.377265,000003,0.214286,0.381564
lnb-ouDVA0vM20g_s1379,G358,PRESENT,BBOX_FROZEN,000333,0.078371,000000,0.000000,0.381564
lnb-ouDVA0vM20g_s1379,G358,PRESENT,CLAMP_OR_SUBPIXEL,002313,0.544363,000011,0.785714,0.381564
nbl-kRQtUZmPm0E_s363,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.670739
nbl-kRQtUZmPm0E_s363,G358,PRESENT,COAST_LOST,000607,0.793464,000112,0.881890,0.670739
nbl-kRQtUZmPm0E_s363,G358,PRESENT,BBOX_FROZEN,000000,0.000000,000000,0.000000,0.670739
nbl-kRQtUZmPm0E_s363,G358,PRESENT,CLAMP_OR_SUBPIXEL,000158,0.206536,000015,0.118110,0.670739
nbl-kRQtUZmPm0E_s90,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.708435
nbl-kRQtUZmPm0E_s90,G358,PRESENT,COAST_LOST,001671,0.710459,000016,1.000000,0.708435
nbl-kRQtUZmPm0E_s90,G358,PRESENT,BBOX_FROZEN,000000,0.000000,000000,0.000000,0.708435
nbl-kRQtUZmPm0E_s90,G358,PRESENT,CLAMP_OR_SUBPIXEL,000681,0.289541,000000,0.000000,0.708435
ncaaw-lFZWLVzvCEs_s2232,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.555556
ncaaw-lFZWLVzvCEs_s2232,G358,PRESENT,COAST_LOST,001652,0.571824,000089,0.640288,0.555556
ncaaw-lFZWLVzvCEs_s2232,G358,PRESENT,BBOX_FROZEN,000219,0.075805,000011,0.079137,0.555556
ncaaw-lFZWLVzvCEs_s2232,G358,PRESENT,CLAMP_OR_SUBPIXEL,001018,0.352371,000039,0.280576,0.555556
ncaaw-lFZWLVzvCEs_s4374,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.379461
ncaaw-lFZWLVzvCEs_s4374,G358,PRESENT,COAST_LOST,001057,0.393229,000012,0.279070,0.379461
ncaaw-lFZWLVzvCEs_s4374,G358,PRESENT,BBOX_FROZEN,000028,0.010417,000004,0.093023,0.379461
ncaaw-lFZWLVzvCEs_s4374,G358,PRESENT,CLAMP_OR_SUBPIXEL,001603,0.596354,000027,0.627907,0.379461
ncaaw-lFZWLVzvCEs_s90,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.126277
ncaaw-lFZWLVzvCEs_s90,G358,PRESENT,COAST_LOST,000367,0.125599,000036,0.170616,0.126277
ncaaw-lFZWLVzvCEs_s90,G358,PRESENT,BBOX_FROZEN,000013,0.004449,000000,0.000000,0.126277
ncaaw-lFZWLVzvCEs_s90,G358,PRESENT,CLAMP_OR_SUBPIXEL,002542,0.869952,000175,0.829384,0.126277
tDpmV777-IQ_s5262,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.218302
tDpmV777-IQ_s5262,G358,PRESENT,COAST_LOST,000465,0.228951,000028,0.252252,0.218302
tDpmV777-IQ_s5262,G358,PRESENT,BBOX_FROZEN,000023,0.011324,000000,0.000000,0.218302
tDpmV777-IQ_s5262,G358,PRESENT,CLAMP_OR_SUBPIXEL,001543,0.759724,000083,0.747748,0.218302
wHs1OssEcAw_s1183,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.223522
wHs1OssEcAw_s1183,G358,PRESENT,COAST_LOST,000484,0.241638,000040,0.289855,0.223522
wHs1OssEcAw_s1183,G358,PRESENT,BBOX_FROZEN,000010,0.004993,000004,0.028986,0.223522
wHs1OssEcAw_s1183,G358,PRESENT,CLAMP_OR_SUBPIXEL,001509,0.753370,000094,0.681159,0.223522
wHs1OssEcAw_s3369,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.673742
wHs1OssEcAw_s3369,G358,PRESENT,COAST_LOST,001084,0.679624,000011,0.846154,0.673742
wHs1OssEcAw_s3369,G358,PRESENT,BBOX_FROZEN,000003,0.001881,000000,0.000000,0.673742
wHs1OssEcAw_s3369,G358,PRESENT,CLAMP_OR_SUBPIXEL,000508,0.318495,000002,0.153846,0.673742
wHs1OssEcAw_s5555,G358,PRESENT,UNATTRIBUTED,000000,0.000000,000000,0.000000,0.663814
wHs1OssEcAw_s5555,G358,PRESENT,COAST_LOST,000426,0.714765,000041,0.820000,0.663814
wHs1OssEcAw_s5555,G358,PRESENT,BBOX_FROZEN,000001,0.001678,000001,0.020000,0.663814
wHs1OssEcAw_s5555,G358,PRESENT,CLAMP_OR_SUBPIXEL,000169,0.283557,000008,0.160000,0.663814
