section_name,game_id,offset_s,pool,sport,status,finished_at,rows,decoded_frames,evaluated_frames,stride,source_fps,source_resolution,unique_frames,frame_size_source,tracking_path,tracking_sha256,tracking_bytes,ball_path,ball_sha256,ball_bytes,eligible,ineligible_reason,selected,select_index
0022400909_s2925,,,FRESH_POST_RELAUNCH,nba,tracked,1788834890,4251,3992,1331,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s3116,,,FRESH_POST_RELAUNCH,nba,tracked,1788834646,5538,3912,1304,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s3307,,,FRESH_POST_RELAUNCH,nba,tracked,1788835804,5761,4002,1334,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s3498,,,FRESH_POST_RELAUNCH,nba,tracked,1788835144,5604,3980,1327,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s3689,,,FRESH_POST_RELAUNCH,nba,tracked,1788835329,1242,3911,1304,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s3880,,,FRESH_POST_RELAUNCH,nba,tracked,1788836094,4425,3935,1312,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s3900,,,FRESH_POST_RELAUNCH,nba,tracked,1788831922,4255,3897,1299,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s4071,,,FRESH_POST_RELAUNCH,nba,tracked,1788836313,4454,3915,1305,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s4262,,,FRESH_POST_RELAUNCH,nba,tracked,1788837468,5267,3957,1319,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s442,,,FRESH_POST_RELAUNCH,nba,tracked,1788832231,4864,3923,1308,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s4453,,,FRESH_POST_RELAUNCH,nba,tracked,1788837535,1700,3968,1323,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s4644,,,FRESH_POST_RELAUNCH,nba,tracked,1788837746,4058,4012,1338,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s4835,,,FRESH_POST_RELAUNCH,nba,tracked,1788839554,3289,4020,1340,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s5026,,,FRESH_POST_RELAUNCH,nba,tracked,1788837351,3540,3914,1305,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s5217,,,FRESH_POST_RELAUNCH,nba,tracked,1788837900,5945,3918,1306,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s5400,,,FRESH_POST_RELAUNCH,nba,tracked,1788831991,4016,3897,1299,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s5408,,,FRESH_POST_RELAUNCH,nba,tracked,1788837399,3425,3916,1306,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s5599,,,FRESH_POST_RELAUNCH,nba,tracked,1788840236,2873,3948,1316,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s60,,,FRESH_POST_RELAUNCH,nba,tracked,1788836440,4516,3982,1328,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s633,,,FRESH_POST_RELAUNCH,nba,tracked,1788834673,4905,4027,1343,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s824,,,FRESH_POST_RELAUNCH,nba,tracked,1788834384,1326,3918,1306,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022400909_s900,,,FRESH_POST_RELAUNCH,nba,tracked,1788831622,5603,3897,1299,3,29.97002997002997,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s1182,,,FRESH_POST_RELAUNCH,nba,tracked,1788837698,4880,3961,1321,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s1369,,,FRESH_POST_RELAUNCH,nba,tracked,1788837277,4781,4021,1341,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s1556,,,FRESH_POST_RELAUNCH,nba,tracked,1788838579,6048,3931,1311,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s1743,,,FRESH_POST_RELAUNCH,nba,tracked,1788838759,932,3939,1313,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s1930,,,FRESH_POST_RELAUNCH,nba,tracked,1788838707,5791,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s2117,,,FRESH_POST_RELAUNCH,nba,tracked,1788840212,4576,3961,1321,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s2304,,,FRESH_POST_RELAUNCH,nba,tracked,1788839396,4284,4021,1341,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s247,,,FRESH_POST_RELAUNCH,nba,tracked,1788837277,4893,3961,1321,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s2491,,,FRESH_POST_RELAUNCH,nba,tracked,1788840082,2365,3931,1311,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s2678,,,FRESH_POST_RELAUNCH,nba,tracked,1788840579,6739,3991,1331,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s2865,,,FRESH_POST_RELAUNCH,nba,tracked,1788841029,6027,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s3052,,,FRESH_POST_RELAUNCH,nba,tracked,1788840580,4040,3961,1321,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s3239,,,FRESH_POST_RELAUNCH,nba,tracked,1788841147,4882,3939,1313,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s3426,,,FRESH_POST_RELAUNCH,nba,tracked,1788841060,5656,3931,1311,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s3613,,,FRESH_POST_RELAUNCH,nba,tracked,1788841815,5468,3977,1326,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s3800,,,FRESH_POST_RELAUNCH,nba,tracked,1788841889,4186,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s3987,,,FRESH_POST_RELAUNCH,nba,tracked,1788842249,3783,3961,1321,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s4174,,,FRESH_POST_RELAUNCH,nba,tracked,1788842102,4658,4021,1341,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s434,,,FRESH_POST_RELAUNCH,nba,tracked,1788840866,5235,4021,1341,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s4361,,,FRESH_POST_RELAUNCH,nba,tracked,1788842526,3931,3931,1311,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s4548,,,FRESH_POST_RELAUNCH,nba,tracked,1788843442,4425,3991,1331,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s4735,,,FRESH_POST_RELAUNCH,nba,tracked,1788843442,3174,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s4922,,,FRESH_POST_RELAUNCH,nba,tracked,1788842662,334,3911,1304,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s5109,,,FRESH_POST_RELAUNCH,nba,tracked,1788843707,3811,4021,1341,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s5296,,,FRESH_POST_RELAUNCH,nba,tracked,1788843707,2462,3931,1311,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s5483,,,FRESH_POST_RELAUNCH,nba,tracked,1788843783,2935,3991,1331,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s60,,,FRESH_POST_RELAUNCH,nba,tracked,1788840696,5297,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s621,,,FRESH_POST_RELAUNCH,nba,tracked,1788844025,4930,3908,1303,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s808,,,FRESH_POST_RELAUNCH,nba,tracked,1788844203,4988,3991,1331,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401156_s995,,,FRESH_POST_RELAUNCH,nba,tracked,1788844231,6040,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401198_s1876,,,FRESH_POST_RELAUNCH,nba,tracked,1788847314,5823,4017,1339,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401198_s2784,,,FRESH_POST_RELAUNCH,nba,tracked,1788847395,3811,3957,1319,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401198_s60,,,FRESH_POST_RELAUNCH,nba,tracked,1788847314,3904,3987,1329,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022401198_s968,,,FRESH_POST_RELAUNCH,nba,tracked,1788847262,2842,3924,1308,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s1248,,,FRESH_POST_RELAUNCH,nba,tracked,1788844231,3928,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s1545,,,FRESH_POST_RELAUNCH,nba,tracked,1788844026,2102,4011,1337,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s1842,,,FRESH_POST_RELAUNCH,nba,tracked,1788844801,5077,3961,1321,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s2139,,,FRESH_POST_RELAUNCH,nba,tracked,1788844922,4719,3911,1304,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s2436,,,FRESH_POST_RELAUNCH,nba,thin,1788845833,0,,,,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s2733,,,FRESH_POST_RELAUNCH,nba,tracked,1788845073,3673,3971,1324,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s3030,,,FRESH_POST_RELAUNCH,nba,tracked,1788845805,1,3921,1307,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s3327,,,FRESH_POST_RELAUNCH,nba,tracked,1788845834,2,4031,1344,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s357,,,FRESH_POST_RELAUNCH,nba,tracked,1788845805,2,4051,1351,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s3624,,,FRESH_POST_RELAUNCH,nba,tracked,1788847468,3104,3981,1327,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s3921,,,FRESH_POST_RELAUNCH,nba,tracked,1788847420,3985,3931,1311,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s4218,,,FRESH_POST_RELAUNCH,nba,tracked,1788847771,4835,4041,1347,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s4515,,,FRESH_POST_RELAUNCH,nba,thin,1788844922,0,,,,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s4812,,,FRESH_POST_RELAUNCH,nba,thin,1788844151,0,,,,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s5109,,,FRESH_POST_RELAUNCH,nba,tracked,1788847494,4441,4051,1351,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s5406,,,FRESH_POST_RELAUNCH,nba,tracked,1788848882,4572,4001,1334,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s5703,,,FRESH_POST_RELAUNCH,nba,tracked,1788848882,6082,3951,1317,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s60,,,FRESH_POST_RELAUNCH,nba,tracked,1788848742,3550,3941,1314,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s6000,,,FRESH_POST_RELAUNCH,nba,tracked,1788850352,3889,3901,1301,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s6297,,,FRESH_POST_RELAUNCH,nba,tracked,1788849186,5093,4011,1337,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s654,,,FRESH_POST_RELAUNCH,nba,tracked,1788849377,3560,4001,1334,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s6594,,,FRESH_POST_RELAUNCH,nba,tracked,1788849570,6114,3961,1321,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s6891,,,FRESH_POST_RELAUNCH,nba,tracked,1788849499,5843,3911,1304,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s7188,,,FRESH_POST_RELAUNCH,nba,tracked,1788851514,6030,3972,1324,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s7485,,,FRESH_POST_RELAUNCH,nba,tracked,1788850653,6128,3971,1324,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s7782,,,FRESH_POST_RELAUNCH,nba,tracked,1788850552,5966,3921,1307,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s8079,,,FRESH_POST_RELAUNCH,nba,tracked,1788850928,6292,4031,1344,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s8376,,,FRESH_POST_RELAUNCH,nba,tracked,1788851345,4649,3981,1327,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s8673,,,FRESH_POST_RELAUNCH,nba,thin,1788849571,0,,,,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500081_s951,,,FRESH_POST_RELAUNCH,nba,tracked,1788851464,5416,3951,1317,3,30.0,1280x720,,,,,,,,,0,not_source_pinnable,0,
0022500575,,,FRESH_POST_RELAUNCH,nba,tracked,1788831228,2459,288822,30000,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s1500,,,FRESH_POST_RELAUNCH,nba,tracked,1788822389,6066,4496,1499,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s2100,,,FRESH_POST_RELAUNCH,nba,tracked,1788823673,1853,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s2700,,,FRESH_POST_RELAUNCH,nba,tracked,1788819597,5746,4496,1499,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s300,,,FRESH_POST_RELAUNCH,nba,tracked,1788818765,2208,4496,1499,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s3300,,,FRESH_POST_RELAUNCH,nba,tracked,1788824136,4403,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s3900,,,FRESH_POST_RELAUNCH,nba,tracked,1788824462,5116,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s4500,,,FRESH_POST_RELAUNCH,nba,thin,1788821990,0,,,,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s5400,,,FRESH_POST_RELAUNCH,nba,tracked,1788819575,3211,4496,1499,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s6000,,,FRESH_POST_RELAUNCH,nba,tracked,1788823884,3161,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s6600,,,FRESH_POST_RELAUNCH,nba,tracked,1788825998,3573,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s7200,,,FRESH_POST_RELAUNCH,nba,tracked,1788826108,2620,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s8100,,,FRESH_POST_RELAUNCH,nba,tracked,1788819597,3461,4496,1499,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s8700,,,FRESH_POST_RELAUNCH,nba,tracked,1788826078,3113,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s900,,,FRESH_POST_RELAUNCH,nba,tracked,1788826108,3303,3898,1300,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500575_s9300,,,FRESH_POST_RELAUNCH,nba,thin,1788823458,0,,,,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s1500,,,FRESH_POST_RELAUNCH,nba,tracked,1788829001,3151,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s2100,,,FRESH_POST_RELAUNCH,nba,tracked,1788828894,5267,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s2700,,,FRESH_POST_RELAUNCH,nba,thin,1788826192,0,,,,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s300,,,FRESH_POST_RELAUNCH,nba,thin,1788826192,0,,,,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s3300,,,FRESH_POST_RELAUNCH,nba,tracked,1788829506,6394,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s3900,,,FRESH_POST_RELAUNCH,nba,tracked,1788829143,4269,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s4500,,,FRESH_POST_RELAUNCH,nba,thin,1788828466,0,,,,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s5400,,,FRESH_POST_RELAUNCH,nba,tracked,1788829143,3578,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s6000,,,FRESH_POST_RELAUNCH,nba,tracked,1788828245,2517,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s6600,,,FRESH_POST_RELAUNCH,nba,tracked,1788829711,5044,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s7200,,,FRESH_POST_RELAUNCH,nba,tracked,1788829190,4319,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s8100,,,FRESH_POST_RELAUNCH,nba,tracked,1788829191,4745,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s8700,,,FRESH_POST_RELAUNCH,nba,tracked,1788829060,3594,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s900,,,FRESH_POST_RELAUNCH,nba,tracked,1788828517,2508,3898,1300,3,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500592_s9300,,,FRESH_POST_RELAUNCH,nba,thin,1788826613,0,,,,29.97,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s1500,,,FRESH_POST_RELAUNCH,nba,tracked,1788821665,4291,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s2100,,,FRESH_POST_RELAUNCH,nba,tracked,1788823407,4750,3901,1301,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s2700,,,FRESH_POST_RELAUNCH,nba,tracked,1788818723,1188,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s300,,,FRESH_POST_RELAUNCH,nba,tracked,1788818642,413,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s3300,,,FRESH_POST_RELAUNCH,nba,tracked,1788823303,3466,3901,1301,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s3900,,,FRESH_POST_RELAUNCH,nba,tracked,1788821875,3839,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s4500,,,FRESH_POST_RELAUNCH,nba,thin,1788822649,0,,,,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s5400,,,FRESH_POST_RELAUNCH,nba,tracked,1788819597,4170,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s6000,,,FRESH_POST_RELAUNCH,nba,tracked,1788822436,1103,3901,1301,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s6600,,,FRESH_POST_RELAUNCH,nba,tracked,1788821897,3850,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s7200,,,FRESH_POST_RELAUNCH,nba,tracked,1788826221,5357,3901,1301,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s8100,,,FRESH_POST_RELAUNCH,nba,tracked,1788819597,3764,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s8700,,,FRESH_POST_RELAUNCH,nba,tracked,1788826191,4204,3901,1301,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s900,,,FRESH_POST_RELAUNCH,nba,tracked,1788823087,3294,3901,1301,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s9300,,,FRESH_POST_RELAUNCH,nba,tracked,1788821852,3253,4501,1501,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500594_s9900,,,FRESH_POST_RELAUNCH,nba,tracked,1788826191,4180,3901,1301,3,30.0,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s1500,,,FRESH_POST_RELAUNCH,nba,tracked,1788831037,1414,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s2100,,,FRESH_POST_RELAUNCH,nba,thin,1788829084,0,,,,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s2700,,,FRESH_POST_RELAUNCH,nba,tracked,1788831513,4664,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s300,,,FRESH_POST_RELAUNCH,nba,tracked,1788831513,3529,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s3300,,,FRESH_POST_RELAUNCH,nba,tracked,1788831676,4616,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s3900,,,FRESH_POST_RELAUNCH,nba,tracked,1788831728,5823,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s4500,,,FRESH_POST_RELAUNCH,nba,tracked,1788831307,1760,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s5400,,,FRESH_POST_RELAUNCH,nba,tracked,1788831679,4361,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s6000,,,FRESH_POST_RELAUNCH,nba,thin,1788829336,0,,,,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s6600,,,FRESH_POST_RELAUNCH,nba,tracked,1788831626,4764,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s7200,,,FRESH_POST_RELAUNCH,nba,thin,1788850181,0,,,,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s8100,,,FRESH_POST_RELAUNCH,nba,tracked,1788851612,3687,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500621_s900,,,FRESH_POST_RELAUNCH,nba,tracked,1788851806,4899,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500630_s1500,,,FRESH_POST_RELAUNCH,nba,tracked,1788826192,3735,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500630_s2100,,,FRESH_POST_RELAUNCH,nba,tracked,1788828949,4787,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500630_s2700,,,FRESH_POST_RELAUNCH,nba,tracked,1788819577,1334,4496,1499,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500630_s300,,,FRESH_POST_RELAUNCH,nba,tracked,1788819577,2027,4496,1499,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500630_s3300,,,FRESH_POST_RELAUNCH,nba,tracked,1788829060,4137,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500630_s3900,,,FRESH_POST_RELAUNCH,nba,tracked,1788828795,5176,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
0022500630_s4500,,,FRESH_POST_RELAUNCH,nba,tracked,1788827853,465,3897,1299,3,29.97002997002997,640x360,,,,,,,,,0,not_source_pinnable,0,
