frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence
0,0.0,1,green,383,1371,0.0,0.0,0.0,3pt_arc,0,,,145.1,none,297539.5,778.2,1359.8,0,0,,0.0,585,191,666,383,,,0.0,564.4,0.0,0,0,1,0,1.0
0,0.0,3,green,2023,976,0.0,0.0,0.0,mid_range,0,,,1090.4,none,297539.5,778.2,1359.8,0,0,,0.0,716,150,830,344,,,0.0,1233.7,0.0,0,0,1,0,1.0
0,0.0,6,green,311,1497,0.0,0.0,0.0,corner_3,0,,,145.1,none,297539.5,778.2,1359.8,0,0,,0.0,529,484,631,674,,,0.0,660.6,0.0,0,0,1,0,1.0
0,0.0,9,green,1064,1495,0.0,0.0,0.0,mid_range,0,,,692.2,none,297539.5,778.2,1359.8,0,0,,0.0,803,342,931,537,,,0.0,1112.9,0.0,0,0,1,0,1.0
0,0.0,10,green,110,1460,0.0,0.0,0.0,3pt_arc,0,,,204.4,none,297539.5,778.2,1359.8,0,0,,0.0,197,434,288,566,,,0.0,606.0,0.0,0,0,1,0,1.0
1,0.017,1,green,388,1368,5.83,5.83,329.0,3pt_arc,0,,,149.7,none,274195.0,754.0,1363.6,0,0,,0.0,586,190,668,381,,,0.0,563.7,0.64,0,0,2,0,1.0
1,0.017,3,green,1947,998,79.12,79.12,163.9,backcourt,0,,,1058.0,none,274195.0,754.0,1363.6,0,0,,0.0,713,149,832,345,,,0.0,1311.6,-77.94,0,0,2,0,1.0
1,0.017,6,green,312,1497,1.0,1.0,0.0,corner_3,0,,,149.7,none,274195.0,754.0,1363.6,0,0,,0.0,530,484,632,673,,,0.0,660.9,-0.24,0,0,2,0,1.0
1,0.017,9,green,1013,1495,51.0,51.0,180.0,mid_range,0,,,637.8,none,274195.0,754.0,1363.6,0,0,,0.0,796,342,926,540,,,0.0,1071.6,40.92,0,0,2,0,1.0
1,0.017,10,green,110,1460,0.0,0.0,0.0,3pt_arc,0,,,205.4,none,274195.0,754.0,1363.6,0,0,,0.0,197,433,288,566,,,0.0,606.0,0.0,0,0,2,0,1.0
2,0.033,1,green,389,1367,1.41,-4.42,315.0,3pt_arc,1,519.7,,151.6,none,288935.0,783.6,1355.8,0,0,left,0.0,586,190,668,380,-129,1325,0.0,563.2,0.49,0,0,3,1,1.0
2,0.033,3,green,2113,963,169.65,90.53,348.1,mid_range,0,2271.0,,1236.8,none,288935.0,783.6,1355.8,0,0,left,0.0,718,148,834,345,-129,1325,0.0,1142.9,168.56,0,0,3,1,1.0
2,0.033,6,green,311,1497,1.0,0.0,180.0,corner_3,0,472.4,,151.6,none,288935.0,783.6,1355.8,0,0,left,0.0,529,484,631,674,-129,1325,0.0,660.6,0.24,0,0,3,1,1.0
2,0.033,9,green,995,1492,18.25,-32.75,189.5,mid_range,0,1136.3,,618.8,none,288935.0,783.6,1355.8,0,0,left,0.0,792,342,920,537,-129,1325,0.0,1055.4,16.17,0,0,3,1,1.0
2,0.033,10,green,110,1460,0.0,0.0,0.0,3pt_arc,0,274.5,,204.4,none,288935.0,783.6,1355.8,0,0,left,0.0,197,433,289,566,-129,1325,0.0,606.0,0.0,0,0,3,1,1.0
3,0.05,1,green,391,1367,2.0,0.59,0.0,3pt_arc,1,522.7,,151.8,none,259995.0,751.6,1362.0,0,0,left,0.0,587,190,669,380,-130,1325,1.0,564.1,-0.84,0,0,3,2,1.0
3,0.05,3,green,1990,995,127.09,-42.56,165.4,mid_range,0,2145.5,,1146.8,none,259995.0,751.6,1362.0,0,0,left,0.0,712,148,836,346,-130,1325,1.0,1268.5,-125.77,0,0,3,2,1.0
3,0.05,6,green,311,1496,1.0,0.0,270.0,corner_3,0,473.0,,151.8,none,259995.0,751.6,1362.0,0,0,left,0.0,529,484,632,673,-130,1325,1.0,659.7,0.97,0,0,3,2,1.0
3,0.05,9,green,956,1491,39.01,20.76,181.5,mid_range,0,1098.6,,578.4,none,259995.0,751.6,1362.0,0,0,left,0.0,786,342,914,538,-130,1325,1.0,1023.9,31.2,0,0,3,2,1.0
3,0.05,10,green,110,1461,1.0,1.0,90.0,3pt_arc,0,275.9,,204.0,none,259995.0,751.6,1362.0,0,0,left,0.0,198,433,289,567,-130,1325,1.0,607.0,-1.0,0,0,3,2,1.0
4,0.067,1,green,388,1368,3.16,1.16,161.6,3pt_arc,1,521.8,,148.9,none,253547.5,742.0,1362.4,0,0,left,0.0,587,190,668,381,-132,1325,2.0,563.7,0.34,0,0,3,3,1.0
4,0.067,3,green,1947,998,43.1,-83.99,176.0,backcourt,0,2104.6,,1109.6,none,253547.5,742.0,1362.4,0,0,left,0.0,710,148,835,345,-132,1325,2.0,1311.6,-43.07,0,0,3,3,1.0
4,0.067,6,green,312,1496,1.0,0.0,0.0,corner_3,0,475.8,,148.9,none,253547.5,742.0,1362.4,0,0,left,0.0,530,483,632,672,-132,1325,2.0,659.9,-0.24,0,0,3,3,1.0
4,0.067,9,green,952,1489,4.47,-34.54,206.6,corner_3,0,1096.3,,576.8,none,253547.5,742.0,1362.4,0,0,left,0.0,784,343,912,536,-132,1325,2.0,1019.5,4.38,0,0,3,3,1.0
4,0.067,10,green,111,1461,1.0,0.0,0.0,3pt_arc,0,278.5,,204.0,none,253547.5,742.0,1362.4,0,0,left,0.0,198,433,290,567,-132,1325,2.0,607.0,0.07,0,0,3,3,1.0
5,0.083,1,green,390,1369,2.24,-0.92,26.6,3pt_arc,1,526.8,,148.5,none,251518.0,744.6,1360.0,0,0,left,0.0,588,189,669,382,-135,1325,3.0,565.5,-1.75,0,0,3,4,1.0
5,0.083,3,green,1982,985,37.34,-5.76,339.6,mid_range,0,2144.1,,1169.2,none,251518.0,744.6,1360.0,0,0,left,0.0,710,147,835,344,-135,1325,3.0,1275.4,36.14,0,0,3,4,1.0
5,0.083,6,green,313,1496,1.0,0.0,0.0,corner_3,0,479.5,,148.5,none,251518.0,744.6,1360.0,0,0,left,0.0,531,483,633,672,-135,1325,3.0,660.1,-0.24,0,0,3,4,1.0
5,0.083,9,green,927,1489,25.0,20.53,180.0,corner_3,0,1074.6,,550.2,none,251518.0,744.6,1360.0,0,0,left,0.0,780,344,908,537,-135,1325,3.0,1000.1,19.34,0,0,3,4,1.0
5,0.083,10,green,111,1461,0.0,-1.0,0.0,3pt_arc,0,281.1,,205.0,none,251518.0,744.6,1360.0,0,0,left,0.0,198,433,290,567,-135,1325,3.0,607.0,0.0,0,0,3,4,1.0
6,0.1,1,green,392,1371,2.83,0.59,45.0,3pt_arc,1,532.1,,147.9,none,228586.5,729.2,1363.2,0,0,left,0.0,588,189,670,384,-138,1324,3.16,568.1,-2.66,0,0,3,5,1.0
6,0.1,3,green,1951,1003,35.85,-1.49,149.9,backcourt,0,2113.5,,1174.9,none,228586.5,729.2,1363.2,0,0,left,0.0,709,147,837,346,-138,1324,3.16,1308.2,-32.83,0,0,3,5,1.0
6,0.1,6,green,313,1496,0.0,-1.0,0.0,corner_3,0,482.7,,147.9,none,228586.5,729.2,1363.2,0,0,left,0.0,531,483,633,672,-138,1324,3.16,660.1,0.0,0,0,3,5,1.0
6,0.1,9,green,880,1486,47.1,22.1,183.7,corner_3,0,1030.8,,501.4,none,228586.5,729.2,1363.2,0,0,left,0.0,777,345,892,536,-138,1324,3.16,962.2,37.47,0,0,3,5,1.0
6,0.1,10,green,110,1460,1.41,1.41,225.0,3pt_arc,0,282.8,,206.2,none,228586.5,729.2,1363.2,0,0,left,0.0,199,432,290,566,-138,1324,3.16,606.0,0.93,0,0,3,5,1.0
7,0.117,1,green,395,1369,3.61,0.78,326.3,3pt_arc,1,539.0,,152.0,none,226013.0,721.4,1360.4,0,0,left,0.0,589,189,671,383,-142,1323,4.12,567.6,0.53,0,0,3,6,1.0
7,0.117,3,green,1939,989,18.44,-17.41,229.4,backcourt,0,2107.6,,1197.5,none,226013.0,721.4,1360.4,0,0,left,0.0,704,146,836,343,-142,1323,4.12,1318.6,-10.52,0,0,3,6,1.0
7,0.117,6,green,313,1497,1.0,1.0,90.0,corner_3,0,487.1,,152.0,none,226013.0,721.4,1360.4,0,0,left,0.0,532,483,634,673,-142,1323,4.12,661.1,-0.97,0,0,3,6,1.0
7,0.117,9,green,850,1487,30.02,-17.08,178.1,corner_3,0,1005.5,,470.1,none,226013.0,721.4,1360.4,0,0,left,0.0,770,345,888,538,-142,1323,4.12,940.4,21.56,0,0,3,6,1.0
7,0.117,10,green,110,1460,0.0,-1.41,0.0,3pt_arc,0,286.8,,206.3,none,226013.0,721.4,1360.4,0,0,left,0.0,199,432,290,565,-142,1323,4.12,606.0,0.0,0,0,3,6,1.0
8,0.133,1,green,399,1364,6.4,2.79,308.7,3pt_arc,1,544.6,,157.8,none,248135.5,740.6,1357.8,0,0,left,0.0,590,188,672,379,-144,1322,2.24,564.8,2.76,0,0,3,7,1.0
8,0.133,3,green,1979,980,41.0,22.56,347.3,mid_range,0,2150.4,,1191.7,none,248135.5,740.6,1357.8,0,0,left,0.0,703,146,839,343,-144,1322,2.24,1277.9,40.69,0,0,3,7,1.0
8,0.133,6,green,314,1497,1.0,0.0,0.0,corner_3,0,490.3,,157.8,none,248135.5,740.6,1357.8,0,0,left,0.0,534,483,634,673,-144,1322,2.24,661.4,-0.24,0,0,3,7,1.0
8,0.133,9,green,901,1488,51.01,20.99,1.1,corner_3,0,1058.1,,517.1,none,248135.5,740.6,1357.8,0,0,left,0.0,769,349,909,537,-144,1322,2.24,979.4,-39.59,0,0,3,7,1.0
8,0.133,10,green,110,1460,0.0,0.0,0.0,3pt_arc,0,289.1,,207.3,none,248135.5,740.6,1357.8,0,0,left,0.0,199,432,291,564,-144,1322,2.24,606.0,0.0,0,0,3,7,1.0
9,0.15,1,green,398,1368,4.12,-2.28,104.0,3pt_arc,1,548.1,,153.9,none,236699.5,724.0,1361.0,0,0,left,0.0,590,189,672,382,-148,1320,4.47,568.0,-3.18,0,0,3,8,1.0
9,0.15,3,green,1897,992,82.87,41.87,171.7,backcourt,0,2071.1,,1112.7,none,236699.5,724.0,1361.0,0,0,left,0.0,699,146,837,342,-148,1320,4.47,1360.7,-82.79,0,0,3,8,1.0
9,0.15,6,green,314,1497,0.0,-1.0,0.0,corner_3,0,494.7,,153.9,none,236699.5,724.0,1361.0,0,0,left,0.0,534,483,634,673,-148,1320,4.47,661.4,0.0,0,0,3,8,1.0
9,0.15,9,green,901,1488,0.0,-51.01,0.0,corner_3,0,1062.4,,517.1,none,236699.5,724.0,1361.0,0,0,left,0.0,259,439,346,551,-148,1320,4.47,979.4,0.0,0,0,3,8,1.0
9,0.15,10,green,110,1460,0.0,0.0,0.0,3pt_arc,0,293.5,,207.3,none,236699.5,724.0,1361.0,0,0,left,0.0,200,432,292,564,-148,1320,4.47,606.0,0.0,0,0,3,8,1.0
10,0.167,1,green,401,1359,9.49,5.37,288.4,3pt_arc,1,556.5,,162.6,none,225151.0,709.0,1356.8,0,0,left,0.0,590,188,672,374,-154,1318,6.32,561.2,6.75,1,0,3,9,1.0
10,0.167,3,green,1889,983,12.04,-70.83,228.4,backcourt,0,2070.3,,1172.0,none,225151.0,709.0,1356.8,0,0,left,0.0,698,146,834,340,-154,1318,6.32,1367.8,-7.13,0,0,3,9,1.0
10,0.167,6,green,315,1497,1.0,1.0,0.0,corner_3,0,502.0,,162.6,none,225151.0,709.0,1356.8,0,0,left,0.0,535,482,635,673,-154,1318,6.32,661.6,-0.24,0,0,3,9,1.0
