# prereg_sha256=7125552f4c772e15c05057a5beaf460b1dc152496007cd20ea14c521f893cc30 k_launch=18
event_id,ts,div,home,away,p_model,p_close,y,loss_model,loss_close,d
20200920-I1-sassuolo-cagliari,2020-09-20T12:00:00,I1,Sassuolo,Cagliari,0.5943025753318959,0.5849999959766863,0,0.3531955510461238,0.342224995292723,-0.010970555753400835
20200921-I1-milan-bologna,2020-09-21T12:00:00,I1,Milan,Bologna,0.6175166657511072,0.606879606087992,0,0.38132683248036464,0.3683028562855163,-0.013023976194848352
20200925-D1-hertha-ein_frankfurt,2020-09-25T12:00:00,D1,Hertha,Ein Frankfurt,0.64941534083147,0.6306954595498017,1,0.12290960324431434,0.13638584359713218,0.013476240352817845
20200925-E1-huddersfield-nott_m_forest,2020-09-25T12:00:00,E1,Huddersfield,Nott'm Forest,0.3996347864886302,0.4004975060201431,0,0.15970796257181305,0.16039825232835456,0.0006902897565415067
20200926-D1-augsburg-dortmund,2020-09-26T12:00:00,D1,Augsburg,Dortmund,0.5823098993525385,0.5681818127084808,0,0.3390848188839635,0.32283057229269513,-0.016254246591268395
20200926-D1-bielefeld-fc_koln,2020-09-26T12:00:00,D1,Bielefeld,FC Koln,0.571680098951344,0.5594936737894266,0,0.32681813553701844,0.3130331710103893,-0.01378496452662914
20200926-D1-leverkusen-rb_leipzig,2020-09-26T12:00:00,D1,Leverkusen,RB Leipzig,0.6548747733677838,0.6357142966620775,0,0.42886096879350616,0.40413266698055983,-0.02472830181294633
20200926-D1-m_gladbach-union_berlin,2020-09-26T12:00:00,D1,M'gladbach,Union Berlin,0.6014253663470505,0.5860349077511814,0,0.36171247128568385,0.34343691310293567,-0.018275558182748175
20200926-D1-mainz-stuttgart,2020-09-26T12:00:00,D1,Mainz,Stuttgart,0.6567736394009174,0.6372315130862208,1,0.1178043346100915,0.13160097509771276,0.013796640487621262
20200926-D1-schalke_04-werder_bremen,2020-09-26T12:00:00,D1,Schalke 04,Werder Bremen,0.5155636790943661,0.5063938710936586,1,0.23467854901258633,0.2436470104939037,0.008968461481317358
20200926-E1-barnsley-coventry,2020-09-26T12:00:00,E1,Barnsley,Coventry,0.4592052675875958,0.45641026581532895,0,0.21086947778019544,0.20831033074161923,-0.0025591470385762094
20200926-E1-birmingham-rotherham,2020-09-26T12:00:00,E1,Birmingham,Rotherham,0.39803530644346363,0.4004975060201431,0,0.15843210517554202,0.16039825232835456,0.001966147152812542
20200926-E1-cardiff-reading,2020-09-26T12:00:00,E1,Cardiff,Reading,0.4336970803397125,0.43147208705448853,1,0.32069899681576614,0.323223987798179,0.002524990982412878
20200926-E1-derby-blackburn,2020-09-26T12:00:00,E1,Derby,Blackburn,0.48706948921176246,0.480719797338078,1,0.2630977088974823,0.2696519288766068,0.006554219979124476
20200926-E1-millwall-brentford,2020-09-26T12:00:00,E1,Millwall,Brentford,0.420877109622868,0.41959798972397927,0,0.17713754140449967,0.17606247298040462,-0.0010750684240950492
20200926-E1-preston-stoke,2020-09-26T12:00:00,E1,Preston,Stoke,0.40143114463978813,0.4029850657749101,0,0.1611469638868105,0.16239696323760863,0.0012499993507981422
20200926-E1-qpr-middlesbrough,2020-09-26T12:00:00,E1,QPR,Middlesbrough,0.45080871101416914,0.44757032265594143,0,0.20322849392625666,0.20031919372234352,-0.00290930020391314
20200926-E1-watford-luton,2020-09-26T12:00:00,E1,Watford,Luton,0.4124678197403747,0.41353383997780735,0,0.17012970232137825,0.17101023680679078,0.0008805344854125319
20200926-E1-wycombe-swansea,2020-09-26T12:00:00,E1,Wycombe,Swansea,0.4412576198380477,0.4387755089628354,0,0.194708287065139,0.19252394726559524,-0.002184339799543772
20200926-I1-cagliari-lazio,2020-09-26T12:00:00,I1,Cagliari,Lazio,0.5632717245541958,0.5558375699023295,0,0.31727503568225784,0.308955404114927,-0.008319631567330843
20200926-I1-inter-fiorentina,2020-09-26T12:00:00,I1,Inter,Fiorentina,0.6060699884413122,0.5955335090353984,1,0.1551808540066279,0.16359314231321817,0.008412288306590271
20200926-I1-sampdoria-benevento,2020-09-26T12:00:00,I1,Sampdoria,Benevento,0.5206572133116795,0.5166240404528648,1,0.22976950715012476,0.23365231826811367,0.00388281111798891
20200926-I1-torino-atalanta,2020-09-26T12:00:00,I1,Torino,Atalanta,0.6289261267127937,0.615571767052055,1,0.13769581943636966,0.1477850662874795,0.010089246851109845
20200927-D1-freiburg-wolfsburg,2020-09-27T12:00:00,D1,Freiburg,Wolfsburg,0.5674882347857296,0.5558375699023295,0,0.3220428966202234,0.308955404114927,-0.013087492505296394
20200927-D1-hoffenheim-bayern_munich,2020-09-27T12:00:00,D1,Hoffenheim,Bayern Munich,0.8192104926967205,0.7962962918365399,1,0.03268484595096254,0.04149520071954411,0.008810354768581566
20200927-E1-bournemouth-norwich,2020-09-27T12:00:00,E1,Bournemouth,Norwich,0.48845463199571026,0.48329048898333016,0,0.23858792751806474,0.23356969674174638,-0.005018230776318355
20200927-E1-bristol_city-sheffield_weds,2020-09-27T12:00:00,E1,Bristol City,Sheffield Weds,0.429748619451488,0.4303797537118,0,0.18468387592045987,0.1852267324050296,0.0005428564845697259
20200927-I1-crotone-milan,2020-09-27T12:00:00,I1,Crotone,Milan,0.49079839851484686,0.4910485865665397,0,0.24088306798473844,0.24112871436899644,0.00024564638425800256
20200927-I1-napoli-genoa,2020-09-27T12:00:00,I1,Napoli,Genoa,0.6486496462589783,0.6378896971615269,1,0.12344707107394111,0.1311238714217707,0.007676800347829596
20200927-I1-roma-juventus,2020-09-27T12:00:00,I1,Roma,Juventus,0.5861150045004583,0.5768262000284481,1,0.17130078949965566,0.17907606498236303,0.007775275482707372
20200927-I1-spezia-sassuolo,2020-09-27T12:00:00,I1,Spezia,Sassuolo,0.5561259831883131,0.5484694014088105,1,0.19702414280054173,0.2038798814641179,0.006855738663576166
20200927-I1-verona-udinese,2020-09-27T12:00:00,I1,Verona,Udinese,0.4058159891253611,0.4104477693820893,0,0.1646866170297952,0.16846737139073278,0.0037807543609375827
20200928-I1-bologna-parma,2020-09-28T12:00:00,I1,Bologna,Parma,0.557277367099834,0.5496183331144291,1,0.19600332968205514,0.20284364586662537,0.006840316184570233
20200930-I1-benevento-inter,2020-09-30T12:00:00,I1,Benevento,Inter,0.6720504783599575,0.6550116474979609,1,0.10755088874393273,0.11901696336207117,0.011466074618138436
20200930-I1-lazio-atalanta,2020-09-30T12:00:00,I1,Lazio,Atalanta,0.6827778683298446,0.6651270223111878,1,0.10062988082135745,0.11213991118617171,0.011510030364814267
20200930-I1-udinese-spezia,2020-09-30T12:00:00,I1,Udinese,Spezia,0.467646558799059,0.4668367507525011,0,0.21869330395660172,0.21793655185315283,-0.0007567521034488878
20201002-D1-union_berlin-mainz,2020-10-02T12:00:00,D1,Union Berlin,Mainz,0.5539113241302611,0.5459183834831397,1,0.19899510673921697,0.20619011445856497,0.007195007719348001
20201002-E1-coventry-bournemouth,2020-10-02T12:00:00,E1,Coventry,Bournemouth,0.43890982118084076,0.4387755089628354,1,0.3148221887673161,0.3149729293399245,0.0001507405726083877
20201002-I1-fiorentina-sampdoria,2020-10-02T12:00:00,I1,Fiorentina,Sampdoria,0.5922155621214075,0.5814536333364156,1,0.16628814777595968,0.1751810610472876,0.008892913271327907
20201003-D1-dortmund-freiburg,2020-10-03T12:00:00,D1,Dortmund,Freiburg,0.6678863640178975,0.6525821543693143,1,0.11029946720525251,0.12069915946266695,0.010399692257414439
20201003-D1-ein_frankfurt-hoffenheim,2020-10-03T12:00:00,D1,Ein Frankfurt,Hoffenheim,0.7346009503825043,0.7145877411470911,1,0.07043665553786996,0.08146015750351987,0.011023501965649912
20201003-D1-fc_koln-m_gladbach,2020-10-03T12:00:00,D1,FC Koln,M'gladbach,0.5894931225916142,0.5789473699935271,1,0.16851589639958345,0.17728531723536772,0.008769420835784275
20201003-D1-rb_leipzig-schalke_04,2020-10-03T12:00:00,D1,RB Leipzig,Schalke 04,0.6944682341777749,0.6772727352774833,1,0.09334965992644699,0.10415288739527735,0.010803227468830362
20201003-D1-stuttgart-leverkusen,2020-10-03T12:00:00,D1,Stuttgart,Leverkusen,0.6144408704399993,0.6000000058868784,0,0.377537583267064,0.3600000070642541,-0.01753757620280988
20201003-D1-werder_bremen-bielefeld,2020-10-03T12:00:00,D1,Werder Bremen,Bielefeld,0.5351658665903573,0.5280612132410017,0,0.28640250476340806,0.27884864492955874,-0.007553859833849319
20201003-E1-blackburn-cardiff,2020-10-03T12:00:00,E1,Blackburn,Cardiff,0.48925661693866385,0.4845360818407413,0,0.23937203721826644,0.23477521460557757,-0.004596822612688872
20201003-E1-luton-wycombe,2020-10-03T12:00:00,E1,Luton,Wycombe,0.46221506062548834,0.46015424763245444,0,0.21364276226902387,0.2117419316141902,-0.0019008306548336795
20201003-E1-middlesbrough-barnsley,2020-10-03T12:00:00,E1,Middlesbrough,Barnsley,0.44256623468687295,0.44132652688850627,1,0.3107324027111704,0.3121160495584589,0.0013836468472884778
20201003-E1-norwich-derby,2020-10-03T12:00:00,E1,Norwich,Derby,0.5366690604127636,0.5283505038236226,0,0.2880136804043185,0.2791542548906758,-0.008859425513642716
20201003-E1-nott_m_forest-bristol_city,2020-10-03T12:00:00,E1,Nott'm Forest,Bristol City,0.4225987481716494,0.4231737999715519,1,0.3333922056129464,0.3327284650392592,-0.0006637405736872326
20201003-E1-reading-watford,2020-10-03T12:00:00,E1,Reading,Watford,0.4029609628992548,0.40547262552967694,0,0.16237753762069462,0.16440805005392964,0.0020305124332350155
20201003-E1-rotherham-huddersfield,2020-10-03T12:00:00,E1,Rotherham,Huddersfield,0.446319294591392,0.44501278039411507,0,0.19920091272455778,0.19803637471410088,-0.0011645380104569059
20201003-E1-sheffield_weds-qpr,2020-10-03T12:00:00,E1,Sheffield Weds,QPR,0.48848615276033325,0.48329048898333016,0,0.23861872143859164,0.23356969674174638,-0.005049024696845261
20201003-E1-swansea-millwall,2020-10-03T12:00:00,E1,Swansea,Millwall,0.3919727519116833,0.3950617273048991,1,0.36969713441785135,0.3659503137713323,-0.0037468206465190446
20201003-I1-sassuolo-crotone,2020-10-03T12:00:00,I1,Sassuolo,Crotone,0.6580497368126194,0.6413301717859646,1,0.1169299824939189,0.12864404567108564,0.01171406317716675
20201003-I1-udinese-roma,2020-10-03T12:00:00,I1,Udinese,Roma,0.566860266640169,0.5558375699023295,0,0.32133056189536346,0.308955404114927,-0.012375157780436463
20201004-D1-bayern_munich-hertha,2020-10-04T12:00:00,D1,Bayern Munich,Hertha,0.818397694131052,0.7962962918365399,1,0.032979397496918944,0.04149520071954411,0.008515803222625164
20201004-D1-wolfsburg-augsburg,2020-10-04T12:00:00,D1,Wolfsburg,Augsburg,0.5499184290082961,0.5370843955460725,0,0.30241027856295244,0.28845964793909,-0.013950630623862426
20201004-E1-brentford-preston,2020-10-04T12:00:00,E1,Brentford,Preston,0.4874860437818231,0.48329048898333016,1,0.26267055531840733,0.26698871877508606,0.004318163456678736
20201004-E1-stoke-birmingham,2020-10-04T12:00:00,E1,Stoke,Birmingham,0.35054818838914414,0.3562945335887036,0,0.12288403238291089,0.12694579466519185,0.004061762282280959
20201004-I1-atalanta-cagliari,2020-10-04T12:00:00,I1,Atalanta,Cagliari,0.7407756000074291,0.7202505196865429,1,0.06719728955150837,0.07825977173564935,0.011062482184140979
20201004-I1-benevento-bologna,2020-10-04T12:00:00,I1,Benevento,Bologna,0.6215468987541098,0.6088019533534929,0,0.3863205473508517,0.3706398184070285,-0.01568072894382322
20201004-I1-lazio-inter,2020-10-04T12:00:00,I1,Lazio,Inter,0.6631476282896244,0.6445497654430125,0,0.4397647769061538,0.4154444001326424,-0.0243203767735114
20201004-I1-milan-spezia,2020-10-04T12:00:00,I1,Milan,Spezia,0.57984308425755,0.5681818127084808,1,0.17653183384620819,0.18646694687573356,0.009935113029525378
20201004-I1-parma-verona,2020-10-04T12:00:00,I1,Parma,Verona,0.4915090793311196,0.48593350188693674,0,0.24158117506492482,0.23613136825610154,-0.005449806808823288
20201016-E1-derby-watford,2020-10-16T12:00:00,E1,Derby,Watford,0.37580509472085133,0.38048779977211833,0,0.14122946921814805,0.1447709657754276,0.003541496557279561
20201017-D1-augsburg-rb_leipzig,2020-10-17T12:00:00,D1,Augsburg,RB Leipzig,0.6093392045034475,0.5920398147155562,0,0.3712942661448942,0.35051114220843016,-0.020783123936464032
20201017-D1-bielefeld-bayern_munich,2020-10-17T12:00:00,D1,Bielefeld,Bayern Munich,0.7937361227577302,0.7697974144536109,1,0.04254478705501415,0.052993230392242574,0.010448443337228427
20201017-D1-freiburg-werder_bremen,2020-10-17T12:00:00,D1,Freiburg,Werder Bremen,0.5628028787805294,0.5547073866988522,0,0.31674708036365123,0.30770028485827,-0.009046795505381233
20201017-D1-hertha-stuttgart,2020-10-17T12:00:00,D1,Hertha,Stuttgart,0.6497973240011382,0.6354916179576183,0,0.42223656227904016,0.4038495964943915,-0.018386965784648657
20201017-D1-hoffenheim-dortmund,2020-10-17T12:00:00,D1,Hoffenheim,Dortmund,0.6721341226440387,0.6573426476266736,0,0.45176427882247167,0.43209935638884517,-0.019664922433626497
20201017-D1-m_gladbach-wolfsburg,2020-10-17T12:00:00,D1,M'gladbach,Wolfsburg,0.594476207498205,0.5849999959766863,0,0.35340196128144885,0.342224995292723,-0.011176965988725862
20201017-D1-mainz-leverkusen,2020-10-17T12:00:00,D1,Mainz,Leverkusen,0.6306321430725771,0.6180048547475419,0,0.39769689987631135,0.3819300004915303,-0.01576689938478104
20201017-E1-barnsley-bristol_city,2020-10-17T12:00:00,E1,Barnsley,Bristol City,0.46962263946596233,0.4692307831032507,1,0.2813001445670525,0.28171596160518847,0.00041581703813597937
20201017-E1-birmingham-sheffield_weds,2020-10-17T12:00:00,E1,Birmingham,Sheffield Weds,0.3879149876086173,0.3916256180054648,0,0.15047803761139372,0.15337062467816223,0.0028925870667685094
20201017-E1-blackburn-nott_m_forest,2020-10-17T12:00:00,E1,Blackburn,Nott'm Forest,0.5089347540112622,0.5025773324948947,0,0.25901458384050396,0.25258397513768394,-0.006430608702820029
20201017-E1-bournemouth-qpr,2020-10-17T12:00:00,E1,Bournemouth,QPR,0.5515538095264506,0.5435897341846712,0,0.30421160480314013,0.29548979911096146,-0.008721805692178675
20201017-E1-brentford-coventry,2020-10-17T12:00:00,E1,Brentford,Coventry,0.5189269945777032,0.5141388193714177,0,0.2692852257014476,0.2643387255846353,-0.004946500116812302
20201017-E1-luton-stoke,2020-10-17T12:00:00,E1,Luton,Stoke,0.4149135691438193,0.4181360212856749,0,0.17215326985966295,0.17483773229661437,0.002684462436951418
20201017-E1-middlesbrough-reading,2020-10-17T12:00:00,E1,Middlesbrough,Reading,0.4317859478626103,0.43401015566312495,0,0.18643910477161282,0.18836481521872994,0.0019257104471171183
20201017-E1-rotherham-norwich,2020-10-17T12:00:00,E1,Rotherham,Norwich,0.47188600252846413,0.468030705508326,1,0.2789043943253654,0.28299133028196943,0.004086935956604032
20201017-E1-swansea-huddersfield,2020-10-17T12:00:00,E1,Swansea,Huddersfield,0.4516908279145876,0.45012786491776785,1,0.3006429481929904,0.3023593649398926,0.0017164167469022051
20201017-E1-wycombe-millwall,2020-10-17T12:00:00,E1,Wycombe,Millwall,0.444827185141174,0.443877544814177,1,0.30821685435827223,0.30927218516190774,0.0010553308036355125
20201017-I1-crotone-juventus,2020-10-17T12:00:00,I1,Crotone,Juventus,0.5431768009382866,0.5310880849817724,0,0.29504103707755097,0.28205455400960633,-0.012986483067944643
20201017-I1-inter-milan,2020-10-17T12:00:00,I1,Inter,Milan,0.5914734041642232,0.5778894497949016,1,0.1668939795051681,0.17817731659445085,0.011283337089282752
20201017-I1-napoli-atalanta,2020-10-17T12:00:00,I1,Napoli,Atalanta,0.6355828984079633,0.6189320265448996,1,0.13279982393274076,0.14521280039317708,0.01241297646043632
20201017-I1-sampdoria-lazio,2020-10-17T12:00:00,I1,Sampdoria,Lazio,0.5823017701049251,0.5681818127084808,1,0.17447181125747882,0.18646694687573356,0.011995135618254743
20201018-D1-fc_koln-ein_frankfurt,2020-10-18T12:00:00,D1,FC Koln,Ein Frankfurt,0.6385292312683353,0.6256038641778838,0,0.4077195791841312,0.3913801948743001,-0.016339384309831118
20201018-D1-schalke_04-union_berlin,2020-10-18T12:00:00,D1,Schalke 04,Union Berlin,0.5102218844849723,0.507692315686619,0,0.2603263714073964,0.2577514874072416,-0.00257488400015482
20201018-E1-preston-cardiff,2020-10-18T12:00:00,E1,Preston,Cardiff,0.438781001024595,0.4387755089628354,0,0.19252876686014564,0.19252394726559524,-4.819594550398154e-06
20201018-I1-bologna-sassuolo,2020-10-18T12:00:00,I1,Bologna,Sassuolo,0.6658152715385505,0.6477541364496012,1,0.11167943273685275,0.12407714838836616,0.012397715651513402
20201018-I1-roma-benevento,2020-10-18T12:00:00,I1,Roma,Benevento,0.7170570779490516,0.6958424573870488,1,0.08005669713872907,0.09251181072834926,0.01245511358962019
20201018-I1-spezia-fiorentina,2020-10-18T12:00:00,I1,Spezia,Fiorentina,0.5557183003237974,0.5433673655574688,1,0.19738622866717545,0.20851336283792635,0.011127134170750896
20201018-I1-torino-cagliari,2020-10-18T12:00:00,I1,Torino,Cagliari,0.5540359664655667,0.5461538621424685,1,0.1988839192063011,0.20597631684819745,0.007092397641896342
20201018-I1-udinese-parma,2020-10-18T12:00:00,I1,Udinese,Parma,0.490897877575651,0.48711339897361416,1,0.2591849710569769,0.2630526655123991,0.003867694455422177
20201019-I1-verona-genoa,2020-10-19T12:00:00,I1,Verona,Genoa,0.5502334386295415,0.5410256339718367,0,0.30275683698608946,0.2927087366146278,-0.010048100371461643
20201020-E1-bristol_city-middlesbrough,2020-10-20T12:00:00,E1,Bristol City,Middlesbrough,0.448361712131219,0.44757032265594143,0,0.20102822490523808,0.20031919372234352,-0.0007090311828945595
20201020-E1-coventry-swansea,2020-10-20T12:00:00,E1,Coventry,Swansea,0.46768689078191256,0.4652956310805167,0,0.2187310278092526,0.21650002430261628,-0.0022310035066363254
20201020-E1-huddersfield-derby,2020-10-20T12:00:00,E1,Huddersfield,Derby,0.39933256705566655,0.4029850657749101,0,0.15946649911126842,0.16239696323760863,0.00293046412634021
20201020-E1-millwall-luton,2020-10-20T12:00:00,E1,Millwall,Luton,0.4025286606564969,0.40648377821733594,0,0.16202932264991324,0.16522906195384035,0.0031997393039271127
20201020-E1-norwich-birmingham,2020-10-20T12:00:00,E1,Norwich,Birmingham,0.4529175616315451,0.45128203780144827,0,0.20513431763426446,0.20365547764222777,-0.0014788399920366846
20201020-E1-nott_m_forest-rotherham,2020-10-20T12:00:00,E1,Nott'm Forest,Rotherham,0.4424422800699744,0.44132652688850627,0,0.19575517119351765,0.19476910333547146,-0.0009860678580461968
20201020-E1-reading-wycombe,2020-10-20T12:00:00,E1,Reading,Wycombe,0.502560883625637,0.49614394720959093,0,0.25256744175058105,0.24615881635271336,-0.006408625397867684
20201021-E1-cardiff-bournemouth,2020-10-21T12:00:00,E1,Cardiff,Bournemouth,0.44438994196272874,0.44132652688850627,0,0.19748242051763742,0.19476910333547146,-0.0027133171821659696
20201021-E1-qpr-preston,2020-10-21T12:00:00,E1,QPR,Preston,0.45436109836678484,0.45012786491776785,0,0.20644400770907112,0.20261509477542827,-0.0038289129336428473
20201021-E1-sheffield_weds-brentford,2020-10-21T12:00:00,E1,Sheffield Weds,Brentford,0.44073456718194254,0.43765903292451325,1,0.3127778243451692,0.31622736325139367,0.0034495389062244586
20201021-E1-stoke-barnsley,2020-10-21T12:00:00,E1,Stoke,Barnsley,0.43519152168013103,0.43401015566312495,1,0.31900861718200596,0.32034450389248004,0.0013358867104740768
20201021-E1-watford-blackburn,2020-10-21T12:00:00,E1,Watford,Blackburn,0.44766781393127925,0.443877544814177,1,0.3050708437674519,0.30927218516190774,0.0042013413944558264
20201023-D1-stuttgart-fc_koln,2020-10-23T12:00:00,D1,Stuttgart,FC Koln,0.6348854346493693,0.6222760315717009,0,0.4030795151299186,0.38722745946862447,-0.015852055661294107
20201023-E1-nott_m_forest-derby,2020-10-23T12:00:00,E1,Nott'm Forest,Derby,0.3997847218258018,0.4029850657749101,0,0.15982782380533375,0.16239696323760863,0.0025691394322748806
20201023-I1-sassuolo-torino,2020-10-23T12:00:00,I1,Sassuolo,Torino,0.693798816162365,0.6750000101598826,1,0.09375916498356912,0.10562499339607638,0.01186582841250726
20201024-D1-bayern_munich-ein_frankfurt,2020-10-24T12:00:00,D1,Bayern Munich,Ein Frankfurt,0.8513415228451706,0.8306569397687671,1,0.02209934282999293,0.02867707204847898,0.00657772921848605
20201024-D1-dortmund-schalke_04,2020-10-24T12:00:00,D1,Dortmund,Schalke 04,0.7043304043904344,0.6838565039801069,1,0.08742050976792407,0.09994671007568016,0.0125262003077561
20201024-D1-mainz-m_gladbach,2020-10-24T12:00:00,D1,Mainz,M'gladbach,0.5904363932984259,0.5743072934404804,1,0.16774234793440168,0.18121428041796928,0.013471932483567595
20201024-D1-rb_leipzig-hertha,2020-10-24T12:00:00,D1,RB Leipzig,Hertha,0.6445540060951609,0.6265060227120418,1,0.12634185458299893,0.13949775107037782,0.013155896487378888
20201024-D1-union_berlin-freiburg,2020-10-24T12:00:00,D1,Union Berlin,Freiburg,0.5254461128394267,0.5140664981130634,0,0.2760936174980635,0.2642643644822282,-0.011829253015835317
20201024-E1-bristol_city-swansea,2020-10-24T12:00:00,E1,Bristol City,Swansea,0.4557088073012327,0.45384613785753164,0,0.20767051705191203,0.20597631684819762,-0.0016942002037144133
20201024-E1-cardiff-middlesbrough,2020-10-24T12:00:00,E1,Cardiff,Middlesbrough,0.38787291489598247,0.3916256180054648,0,0.15044539810990606,0.15337062467816223,0.0029252265682561673
20201024-E1-coventry-blackburn,2020-10-24T12:00:00,E1,Coventry,Blackburn,0.49953185127875815,0.49614394720959093,1,0.2504683678844671,0.25387092193353145,0.0034025540490643658
20201024-E1-huddersfield-preston,2020-10-24T12:00:00,E1,Huddersfield,Preston,0.38619101734838635,0.3916256180054648,1,0.37676146718380893,0.37011938866723265,-0.0066420785165762775
20201024-E1-millwall-barnsley,2020-10-24T12:00:00,E1,Millwall,Barnsley,0.40429065339654296,0.4075000109523538,0,0.16345093242380362,0.16605625892616846,0.0026053265023648353
20201024-E1-norwich-wycombe,2020-10-24T12:00:00,E1,Norwich,Wycombe,0.6423851027587709,0.6286407733280434,1,0.12788841472885484,0.13790767523439368,0.010019260505538835
20201024-E1-qpr-birmingham,2020-10-24T12:00:00,E1,QPR,Birmingham,0.4117785112233777,0.41457286876174104,0,0.1695615423053414,0.17187066351333977,0.002309121207998366
20201024-E1-reading-rotherham,2020-10-24T12:00:00,E1,Reading,Rotherham,0.43023807148869964,0.43147208705448853,1,0.32462865518091616,0.323223987798179,-0.0014046673827371459
20201024-E1-sheffield_weds-luton,2020-10-24T12:00:00,E1,Sheffield Weds,Luton,0.41526316929872337,0.41708542924286013,0,0.1724434997760202,0.1739602552867009,0.0015167555106807007
20201024-E1-stoke-brentford,2020-10-24T12:00:00,E1,Stoke,Brentford,0.4598599234634825,0.45641026581532895,1,0.291751302280875,0.29548979911096135,0.0037384968300863686
20201024-E1-watford-bournemouth,2020-10-24T12:00:00,E1,Watford,Bournemouth,0.40319577366302417,0.40648377821733594,0,0.16256683189972462,0.16522906195384035,0.0026622300541157273
20201024-I1-atalanta-sampdoria,2020-10-24T12:00:00,I1,Atalanta,Sampdoria,0.7039677686946001,0.6845637594631709,1,0.08763508197165379,0.09950002184400827,0.011864939872354485
20201024-I1-genoa-inter,2020-10-24T12:00:00,I1,Genoa,Inter,0.692485067269318,0.6712328722383454,0,0.47953556839099193,0.4505535687733389,-0.02898199961765302
20201024-I1-lazio-bologna,2020-10-24T12:00:00,I1,Lazio,Bologna,0.6925874393034182,0.6727272668160683,1,0.09450248247402962,0.10710744188568094,0.012604959411651323
20201025-D1-werder_bremen-hoffenheim,2020-10-25T12:00:00,D1,Werder Bremen,Hoffenheim,0.662507462323803,0.6413301717859646,0,0.4389161376347252,0.4113043892430149,-0.027611748391710322
20201025-D1-wolfsburg-bielefeld,2020-10-25T12:00:00,D1,Wolfsburg,Bielefeld,0.5550841118284497,0.5421994803816259,1,0.19795014754747942,0.20958131576285333,0.01163116821537391
20201025-I1-benevento-napoli,2020-10-25T12:00:00,I1,Benevento,Napoli,0.7106885894318585,0.6868008938403386,1,0.08370109228492773,0.09809368009921085,0.014392587814283125
20201025-I1-cagliari-crotone,2020-10-25T12:00:00,I1,Cagliari,Crotone,0.5377952268257321,0.5242966674722694,1,0.21363325234507644,0.2262936605779886,0.012660408232912174
20201025-I1-fiorentina-udinese,2020-10-25T12:00:00,I1,Fiorentina,Udinese,0.5636922497987229,0.5496183331144291,1,0.19036445288570003,0.20284364586662537,0.012479192980925341
20201025-I1-juventus-verona,2020-10-25T12:00:00,I1,Juventus,Verona,0.5805773039197517,0.5670886031635066,0,0.33707000582672775,0.3215894838379371,-0.01548052198879063
20201025-I1-parma-spezia,2020-10-25T12:00:00,I1,Parma,Spezia,0.5512618700963355,0.5412371061169791,1,0.20136590922943803,0.21046339280392393,0.009097483574485893
20201026-D1-leverkusen-augsburg,2020-10-26T12:00:00,D1,Leverkusen,Augsburg,0.5658107423116893,0.5521628599066406,1,0.1885203114919263,0.20055810404699922,0.012037792555072924
20201026-I1-milan-roma,2020-10-26T12:00:00,I1,Milan,Roma,0.6447261313927648,0.6265060227120418,1,0.12621952171515102,0.13949775107037782,0.013278229355226795
20201027-E1-barnsley-qpr,2020-10-27T12:00:00,E1,Barnsley,QPR,0.4743328231810519,0.47043703075706944,1,0.2763259807848032,0.280436938393389,0.004110957608585819
20201027-E1-blackburn-reading,2020-10-27T12:00:00,E1,Blackburn,Reading,0.47904384675621525,0.4743589833721686,1,0.27139531360256175,0.2762984783615401,0.00490316475897834
20201027-E1-brentford-norwich,2020-10-27T12:00:00,E1,Brentford,Norwich,0.5376341575905935,0.5282051167622903,0,0.28905048740814715,0.27900064537386476,-0.010049842034282386
20201027-E1-middlesbrough-coventry,2020-10-27T12:00:00,E1,Middlesbrough,Coventry,0.4340851153781079,0.4325699793400901,0,0.18842988739282523,0.18711678702628598,-0.0013131003665392549
20201027-E1-swansea-stoke,2020-10-27T12:00:00,E1,Swansea,Stoke,0.4061883513422373,0.40547262552967694,0,0.1649889767661248,0.16440805005392964,-0.0005809267121951733
20201027-E1-wycombe-watford,2020-10-27T12:00:00,E1,Wycombe,Watford,0.47994359646012363,0.47300772240232153,0,0.230345855783078,0.22373630545223167,-0.006609550330846342
20201028-E1-birmingham-huddersfield,2020-10-28T12:00:00,E1,Birmingham,Huddersfield,0.37843930363769135,0.38386309037635075,1,0.38633769926239797,0.37962469140058097,-0.006713007861817
20201028-E1-bournemouth-bristol_city,2020-10-28T12:00:00,E1,Bournemouth,Bristol City,0.5080586989719255,0.5025773324948947,0,0.25812364160104556,0.25258397513768394,-0.0055396664633616255
20201028-E1-derby-cardiff,2020-10-28T12:00:00,E1,Derby,Cardiff,0.4074454816111608,0.4100000086426738,0,0.16601182048535076,0.16810000708699258,0.0020881866016418116
20201028-E1-luton-nott_m_forest,2020-10-28T12:00:00,E1,Luton,Nott'm Forest,0.41423277457032687,0.41457286876174104,0,0.17158879152823123,0.17187066351333977,0.0002818719851085394
20201028-E1-preston-millwall,2020-10-28T12:00:00,E1,Preston,Millwall,0.3890886721965034,0.3916256180054648,0,0.15138999483163806,0.15337062467816223,0.001980629846524168
20201028-E1-rotherham-sheffield_weds,2020-10-28T12:00:00,E1,Rotherham,Sheffield Weds,0.4668114888149925,0.46272493935648557,1,0.2842899884596848,0.2886644907894921,0.004374502329807295
