frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
9,0.3,,,0,1,0
12,0.4,,,0,1,0
15,0.5,,,0,1,0
18,0.6,,,0,1,0
21,0.7,,,0,1,0
24,0.8,,,0,1,0
27,0.9,,,0,1,0
30,1.0,,,0,1,0
33,1.1,,,0,1,0
36,1.2,,,0,1,0
39,1.3,,,0,1,0
42,1.4,,,0,1,0
45,1.5,,,0,1,0
48,1.6,,,0,1,0
51,1.7,,,0,1,0
54,1.8,,,0,1,0
57,1.9,,,0,1,0
60,2.0,,,0,1,0
63,2.1,,,0,1,0
66,2.2,,,0,1,0
69,2.3,,,0,1,0
72,2.4,,,0,1,0
75,2.5,,,0,1,0
78,2.6,,,0,1,0
81,2.7,,,0,1,0
84,2.8,,,0,1,0
87,2.9,178,66,1,1,0
90,3.0,,,0,1,1
93,3.1,1694,129,1,1,0
96,3.2,1694,129,1,1,0
99,3.3,1495,354,1,1,0
102,3.4,1495,354,1,1,0
105,3.5,1354,449,1,1,0
108,3.6,1354,449,1,1,0
111,3.7,,,0,1,0
114,3.8,,,0,1,0
117,3.9,1104,547,1,1,0
120,4.0,1104,547,1,1,0
123,4.1,1519,280,1,1,0
126,4.2,1519,280,1,1,0
129,4.3,,,0,1,0
132,4.4,,,0,1,0
135,4.5,2271,437,1,1,0
138,4.6,2271,437,1,1,0
141,4.7,1336,448,1,1,0
144,4.8,1336,448,1,1,0
147,4.9,5488,1548,1,1,0
150,5.0,5488,1548,1,1,0
153,5.1,,,0,1,0
156,5.2,,,0,1,0
159,5.3,,,0,1,0
162,5.4,,,0,1,0
165,5.5,,,0,1,0
168,5.6,1278,550,1,1,0
171,5.7,1003,429,1,1,0
174,5.8,964,399,1,1,0
177,5.9,813,524,1,1,0
270,9.0,813,524,1,1,0
273,9.1,5739,74,1,1,0
276,9.2,5739,74,1,1,0
279,9.3,3321,338,1,1,0
282,9.4,3321,338,1,1,0
285,9.5,2545,341,1,1,0
288,9.6,2308,171,1,1,0
291,9.7,2308,171,1,1,0
