frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,acceleration_mean_30,velocity_std_30,acceleration_mean_90,velocity_std_90,acceleration_mean_150,velocity_std_150,acceleration_std_90,defender_dist_mean_30,defender_dist_mean_90,defender_dist_mean_150,defender_dist_min_90,contested_fraction_90,off_ball_dist_mean_90,off_ball_dist_mean_150,off_ball_dist_std_90,paint_pressure_90,paint_pressure_opp_90,shot_selection_shift,velocity_ewma,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150,contest_arm_mean_30,jump_shot_flag,shot_quality_pose,bbref_bpm,bbref_vorp,bbref_ws,bbref_ws_per_48,hustle_deflections_pg,hustle_charges_pg,hustle_contested_shots,on_off_diff,on_court_net_rtg,synergy_iso_ppp,synergy_pnr_ppp,synergy_spotup_ppp,injury_status_multiplier,contract_year_flag,cap_hit_pct,contested_shot_pct,catch_and_shoot_pct,pull_up_pct,avg_defender_dist,elo_home,elo_away,elo_diff,opp_def_rtg_trend,home_away_pts_delta,home_away_reb_delta,home_away_ast_delta,drive_finish_rate,drive_foul_rate,drive_kickout_rate,drive_tov_rate
90,3.003,2,green,598,1084,0.1757,0.6335,0.0,0.0,0.0,3pt_arc,0,,,,none,42.4,42.4,914.3,1338.7,0,0,left,,433.0,122.0,681.0,542.0,932.0,1452.0,0.0,500.1,0.0,0,16.51,31.68,13.09,0,1,1,1.0,fast_break,0,0.0,24.0,,,0,0,0.0,0.0,fast_break,557.25,538.5,0.5430968693022311,0,unknown,,,0.0,green#?,64.0,team_a,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,,,500.1,0.0,0.0,500.1,0.0,0.0,500.1,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
90,3.003,3,green,1241,1491,0.3646,0.8714,0.0,0.0,0.0,mid_range,0,,,,none,42.4,42.4,914.3,1338.7,0,0,left,,582.0,285.0,887.0,663.0,932.0,1452.0,0.0,1259.8,0.0,0,34.27,43.57,34.45,0,1,1,1.0,fast_break,0,0.0,24.0,,,0,0,0.0,0.0,fast_break,,,0.0,0,unknown,,,0.0,green#?,,team_a,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,,,1259.8,0.0,0.0,1259.8,0.0,0.0,1259.8,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
90,3.003,4,green,904,1441,0.2656,0.8422,0.0,0.0,0.0,3pt_arc,1,30.1,,,none,42.4,42.4,914.3,1338.7,0,0,left,,603.0,237.0,729.0,425.0,932.0,1452.0,0.0,952.1,0.0,0,24.96,42.11,26.1,0,1,1,1.0,fast_break,0,0.0,24.0,,,0,0,0.0,0.0,fast_break,,,0.2227342522551858,0,unknown,,,0.0,green#?,,team_a,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,,,952.1,0.0,0.0,952.1,0.0,0.0,952.1,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
93,3.103,2,green,710,1173,0.2086,0.6856,47.69,47.69,38.5,3pt_arc,0,,,,none,28.4,28.4,962.0,1367.7,0,0,left,,448.0,117.0,697.0,547.0,723.0,1445.0,209.12,641.0,-47.13,0,19.61,34.28,17.09,0,1,2,1.0,fast_break,0,144.1,23.8999,,,0,0,0.0,0.1,fast_break,557.25,538.5,0.5430968693022311,0,unknown,,,22.42270674512285,green#?,64.0,team_a,0,1,1,23.845,33.722,23.845,33.722,23.845,33.722,33.722,,,,,0.0,72.0,72.0,101.89,0.0,0.0,0.0,23.863,23.84,47.69,47.7,0.0,23.84,47.69,47.7,0.0,23.84,47.69,47.7,0.0,0,0,0,2,19.45,,,570.6,-23.56,0.0,570.6,-23.56,0.0,570.6,-23.56,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,4770.0,4770.0,4770.0,0.543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
93,3.103,3,green,1241,1490,0.3646,0.8708,0.33,0.33,270.0,mid_range,0,,,,none,28.4,28.4,962.0,1367.7,0,0,left,,575.0,282.0,890.0,667.0,723.0,1445.0,209.12,1259.3,0.17,0,34.27,43.54,34.44,0,1,2,1.0,fast_break,0,144.1,23.8999,,,0,0,0.0,0.1,fast_break,,,0.0,0,unknown,,,22.42270674512285,green#?,,team_a,0,1,1,0.165,0.233,0.165,0.233,0.165,0.233,0.233,,,,,0.0,72.0,72.0,101.89,0.0,0.0,0.0,0.165,0.16,0.33,0.3,0.0,0.16,0.33,0.3,0.0,0.16,0.33,0.3,0.0,0,0,0,2,19.45,,,1259.6,0.08,0.0,1259.6,0.08,0.0,1259.6,0.08,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
93,3.103,4,green,935,1440,0.2747,0.8416,10.34,10.34,358.2,3pt_arc,1,,,,none,28.4,28.4,962.0,1367.7,0,0,left,,603.0,237.0,729.0,425.0,723.0,1445.0,209.12,976.2,-8.08,0,25.82,42.08,26.74,0,1,2,0.933,fast_break,0,144.1,23.8999,,,0,0,0.0,0.1,fast_break,,,0.2227342522551858,0,unknown,,,22.42270674512285,green#?,,team_a,0,1,1,5.17,7.311,5.17,7.311,5.17,7.311,7.311,,,,,0.0,72.0,72.0,101.89,0.0,0.0,0.0,5.174,5.17,10.34,10.3,1.0,5.17,10.34,10.3,1.0,5.17,10.34,10.3,1.0,0,0,0,2,19.45,,,964.2,-4.04,0.0,964.2,-4.04,0.0,964.2,-4.04,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1030.0,1030.0,1030.0,0.223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
96,3.203,2,green,659,1137,0.1936,0.6645,20.81,-26.88,215.2,3pt_arc,1,0.0,,,pass,,0.0,954.0,1317.0,0,0,left,,433.0,116.0,700.0,547.0,659.0,1137.0,314.58,578.9,20.69,1,18.2,33.23,15.34,0,1,3,1.0,fast_break,0,144.1,23.7998,,,0,0,0.0,0.2,fast_break,557.25,538.5,0.5430968693022311,0,unknown,,,26.053364039558844,green#?,64.0,team_a,0,2,1,6.937,23.909,6.937,23.909,6.937,23.909,37.766,,,,,0.0,96.1,96.1,83.2,0.0,0.0,0.0,22.844,22.83,47.69,68.5,0.333,22.83,47.69,68.5,0.333,22.83,47.69,68.5,0.333,0,1,0,3,40.4,,,573.3,-8.81,0.333,573.3,-8.81,0.333,573.3,-8.81,0.333,0.0,0,0.0,0,1,0.0,100.0,0.0,6850.0,6850.0,6850.0,0.543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
96,3.203,4,green,1249,1497,0.3669,0.8749,60.0,60.0,10.3,mid_range,0,,,,none,,0.0,954.0,1317.0,0,0,left,,595.0,282.0,892.0,668.0,659.0,1137.0,314.58,1269.8,-99.93,0,34.49,43.75,34.73,0,1,3,1.0,fast_break,0,144.1,23.7998,,,0,0,0.0,0.2,fast_break,,,0.2227342522551858,0,unknown,,,26.053364039558844,green#?,,team_a,0,2,1,23.447,32.076,23.447,32.076,23.447,32.076,32.076,,,,,0.0,96.1,96.1,83.2,0.0,0.0,0.0,23.477,23.45,60.0,70.3,0.667,23.45,60.0,70.3,0.667,23.45,60.0,70.3,0.667,0,1,0,3,40.4,,,1066.0,-36.0,0.0,1066.0,-36.0,0.0,1066.0,-36.0,0.0,0.0,0,0.0,0,1,0.0,100.0,0.0,7030.0,7030.0,7030.0,0.223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
99,3.303,2,green,767,1223,0.2253,0.7148,46.02,25.21,38.5,3pt_arc,1,,,,none,,0.0,1008.5,1360.5,0,0,left,,469.0,120.0,697.0,540.0,448.0,1135.0,211.01,715.4,-45.61,0,21.18,35.74,19.21,0,1,4,1.0,fast_break,1,145.5,23.6997,,,0,0,0.0,0.3,fast_break,557.25,538.5,0.5430968693022311,0,unknown,,,36.70452590924207,green#?,64.0,team_a,0,2,1,11.505,22.705,11.505,22.705,11.505,22.705,32.161,,,,,0.0,108.4,108.4,72.29,0.0,0.0,0.0,28.651,28.63,47.69,114.5,0.5,28.63,47.69,114.5,0.5,28.63,47.69,114.5,0.5,0,1,0,4,23.24,,,608.8,-18.01,0.25,608.8,-18.01,0.25,608.8,-18.01,0.25,0.0,0,0.0,0,1,0.0,100.0,0.0,11450.0,11450.0,11450.0,0.543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
99,3.303,4,green,1250,1498,0.3672,0.8755,0.47,-105.91,45.0,mid_range,0,,,,none,,0.0,1008.5,1360.5,0,0,left,,597.0,283.0,894.0,669.0,448.0,1135.0,211.01,1271.1,-0.46,0,34.52,43.78,34.77,0,1,4,1.0,fast_break,1,145.5,23.6997,,,0,0,0.0,0.3,fast_break,,,0.2227342522551858,0,unknown,,,36.70452590924207,green#?,,team_a,0,2,1,-8.892,28.598,-8.892,28.598,-8.892,28.598,69.78,,,,,0.0,108.4,108.4,72.29,0.0,0.0,0.0,17.712,17.7,60.0,70.8,0.5,17.7,60.0,70.8,0.5,17.7,60.0,70.8,0.5,0,1,0,4,23.24,,,1117.3,-27.12,0.0,1117.3,-27.12,0.0,1117.3,-27.12,0.0,0.0,0,0.0,0,1,0.0,100.0,0.0,7080.0,7080.0,7080.0,0.223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
