frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,game_id
90,3.003,1,green,679,899,0.1995,0.5254,0.0,0.0,0.0,3pt_arc,0,182.2,,,none,0.0,0.0,777.5,1185.0,0,0,left,,581.0,282.0,883.0,664.0,651.0,1079.0,0.0,527.6,0.0,0,18.75,26.27,13.56,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,Jalen Green,,PHX,0,1,1,22400909
90,3.003,5,green,876,1471,0.2573,0.8597,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,0.0,777.5,1185.0,0,0,left,,249.0,316.0,557.0,512.0,651.0,1079.0,0.0,949.4,0.0,0,24.19,42.99,26.12,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,0.0,DEN#?,,PHX,0,1,1,22400909
93,3.103,1,green,676,890,0.1986,0.5202,3.16,3.16,251.6,3pt_arc,0,190.6,,,none,0.0,0.0,772.0,1168.5,0,0,left,,577.0,283.0,891.0,666.0,651.0,1079.0,0.0,524.0,1.2,0,18.67,26.01,13.46,0,2,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,Jalen Green,,PHX,0,2,1,22400909
93,3.103,4,green,868,1447,0.255,0.8457,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,0.0,772.0,1168.5,0,0,left,,243.0,58.0,656.0,519.0,651.0,1079.0,0.0,927.8,0.0,0,23.97,42.29,25.48,0,2,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.1223646126672865,0,unknown,,,0.0,DEN#?,,PHX,0,2,1,22400909
96,3.203,1,green,651,814,0.1912,0.4757,26.67,23.51,251.8,3pt_arc,0,,,,none,0.0,0.0,759.0,1128.0,0,0,left,,597.0,281.0,892.0,665.0,845.0,1300.0,294.07,499.5,6.2,0,17.98,23.79,12.78,0,3,1,1.0,fast_break,0,0.0,24.0,,,,,0.0,0.0,fast_break,,,0.0,0,unknown,,,63.26311897323924,Jalen Green,,PHX,0,2,1,22400909
96,3.203,4,green,867,1442,0.2547,0.8428,1.7,1.7,258.7,3pt_arc,1,143.7,,,none,0.0,0.0,759.0,1128.0,0,0,left,,268.7835998535156,33.64813232421875,672.9140319824219,480.5611572265625,845.0,1300.0,294.07,923.9,1.32,0,23.94,42.14,25.36,0,3,1,0.933,fast_break,0,0.0,24.0,,,,,0.0,0.0,fast_break,,,0.1223646126672865,0,unknown,,,63.26311897323924,DEN#?,,PHX,0,2,1,22400909
99,3.303,4,green,873,1465,0.2565,0.8562,7.92,6.22,75.4,3pt_arc,1,23.8,,,none,0.0,0.0,764.0,1146.0,0,0,left,,243.0,13.0,562.0,533.0,882.0,1487.0,190.63,943.2,-6.48,0,24.11,42.81,25.94,0,3,2,1.0,fast_break,0,13.6,23.8999,,,,,0.0,0.1,fast_break,,,0.1223646126672865,0,unknown,,,70.8715583134573,DEN#?,,PHX,0,2,1,22400909
99,3.303,1,green,655,827,0.1924,0.4833,4.53,-22.14,72.9,3pt_arc,0,,,,none,0.0,0.0,764.0,1146.0,0,0,left,,599.7711029052734,280.6981506347656,902.2125396728516,664.2477111816406,882.0,1487.0,190.63,502.6,-1.09,0,18.09,24.17,12.86,0,3,2,0.933,fast_break,0,13.6,23.8999,,,,,0.0,0.1,fast_break,,,0.0,0,unknown,,,70.8715583134573,Jalen Green,,PHX,0,2,1,22400909
102,3.403,1,green,612,700,0.1798,0.4091,44.69,40.16,251.3,3pt_arc,1,,,,shot,0.0,0.0,744.0,1087.0,0,0,left,,625.0,280.0,892.0,669.0,828.0,1222.0,270.45,484.5,-0.01,0,16.9,20.46,12.5,0,3,3,1.0,fast_break,0,13.6,23.7998,,,,,0.0,0.2,fast_break,,,0.0,0,unknown,,,74.70609078247904,Jalen Green,,PHX,0,2,1,22400909
102,3.403,4,green,876,1474,0.2573,0.8615,3.16,-4.76,71.6,corner_3,0,,,,none,0.0,0.0,744.0,1087.0,0,0,left,,214.70681762695312,11.289413452148438,562.9306945800781,506.1998443603516,828.0,1222.0,270.45,951.3,-2.71,0,24.19,43.07,26.18,0,3,3,0.933,fast_break,0,13.6,23.7998,,,,,0.0,0.2,fast_break,,,0.1223646126672865,0,unknown,,,74.70609078247904,DEN#?,,PHX,0,2,1,22400909
105,3.504,6,white,828,1319,0.2432,0.7709,0.0,0.0,0.0,3pt_arc,0,,174.0,,none,0.0,0.0,698.0,944.5,0,0,left,6.3,465.0,120.0,696.0,502.0,568.0,570.0,701.93,818.7,0.0,0,22.86,38.54,22.22,0,3,4,1.0,fast_break,0,0.0,23.6997,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,97.2716699649892,DEN#?,,DEN,0,3,1,22400909
105,3.504,7,white,568,570,0.1669,0.3331,0.0,0.0,0.0,3pt_arc,1,0.0,6.3,,pass,0.0,0.0,698.0,944.5,0,0,left,6.3,633.0,266.0,902.0,665.0,568.0,570.0,701.93,503.6,0.0,0,15.69,16.66,13.36,0,3,4,1.0,fast_break,0,0.0,23.6997,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,97.2716699649892,DEN#?,,DEN,0,3,1,22400909
105,3.504,1,green,566,564,0.1663,0.3296,47.86,3.17,251.3,3pt_arc,0,6.3,6.3,,none,0.0,0.0,723.0,1024.5,0,0,left,6.3,625.6757659912109,281.1260528564453,906.383071899414,668.0180511474609,568.0,570.0,701.93,505.4,-13.62,0,15.63,16.48,13.43,0,3,4,0.933,fast_break,0,0.0,23.6997,,,,,0.0,0.0,half_court,,,0.0,0,unknown,,,97.2716699649892,Jalen Green,,PHX,0,3,1,22400909
105,3.504,4,green,880,1485,0.2585,0.8679,3.9,0.74,70.0,corner_3,0,,174.0,,none,0.0,0.0,723.0,1024.5,0,0,left,6.3,197.818603515625,-1.1972198486328125,546.04248046875,493.7132110595703,568.0,570.0,701.93,961.5,-3.41,0,24.3,43.4,26.48,0,3,4,0.867,fast_break,0,0.0,23.6997,,,,,0.0,0.0,half_court,,,0.1223646126672865,0,unknown,,,97.2716699649892,DEN#?,35.0,PHX,0,3,1,22400909
108,3.604,6,white,829,1324,0.2435,0.7738,1.7,1.7,78.7,3pt_arc,1,100.6,178.4,,pass,0.0,0.0,707.5,973.5,0,0,left,178.4,457.0,117.0,698.0,512.0,818.0,1424.0,889.84,822.3,-1.22,0,22.89,38.69,22.33,0,3,5,1.0,fast_break,0,0.0,23.5996,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,144.27442985890158,DEN#?,,DEN,0,4,1,22400909
108,3.604,8,white,586,623,0.1722,0.3641,0.0,0.0,0.0,3pt_arc,0,,6.3,,none,0.0,0.0,707.5,973.5,0,0,left,178.4,628.0,258.0,899.0,665.0,818.0,1424.0,889.84,491.3,0.0,0,16.18,18.21,12.87,0,3,5,1.0,fast_break,0,0.0,23.5996,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,144.27442985890158,DEN#?,,DEN,0,4,1,22400909
108,3.604,1,green,584,617,0.1716,0.3606,18.66,-29.2,71.2,3pt_arc,0,,6.3,,none,0.0,0.0,733.5,1055.5,0,0,left,178.4,633.2030487060547,281.3935089111328,913.9103546142578,668.2855072021484,818.0,1424.0,889.84,492.4,3.31,0,16.13,18.03,12.92,0,3,5,0.867,fast_break,0,0.0,23.5996,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,144.27442985890158,Jalen Green,,PHX,0,4,1,22400909
108,3.604,4,green,883,1494,0.2594,0.8732,3.16,-0.74,71.6,corner_3,0,95.5,178.4,,none,0.0,0.0,733.5,1055.5,0,0,left,178.4,180.93038940429688,-13.683853149414062,529.1542663574219,481.22657775878906,818.0,1424.0,889.84,969.7,-2.73,0,24.38,43.66,26.73,0,3,5,0.8,fast_break,0,0.0,23.5996,,,,,0.0,0.1,half_court,,,0.1223646126672865,0,unknown,,,144.27442985890158,DEN#?,35.0,PHX,0,4,1,22400909
111,3.704,1,green,584,617,0.1716,0.3606,0.0,-18.66,0.0,3pt_arc,0,,,,none,0.0,0.0,735.5,1060.0,0,0,left,55.7,-15.0,-11.0,707.0,664.0,813.0,1414.0,11.18,492.4,0.0,0,16.13,18.03,12.92,0,3,6,1.0,fast_break,0,5.1,23.4995,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,1.3333333333333333,Jalen Green,,PHX,0,5,1,22400909
111,3.704,6,white,829,1324,0.2435,0.7738,0.0,-1.7,0.0,3pt_arc,0,91.4,188.2,132.5,none,0.0,0.0,849.5,1387.0,0,0,left,55.7,626.0,252.0,893.0,665.0,813.0,1414.0,11.18,822.3,0.0,0,22.89,38.69,22.33,0,3,6,1.0,fast_break,0,5.1,23.4995,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,1.3333333333333333,DEN#?,,DEN,0,5,1,22400909
111,3.704,10,white,870,1450,0.2556,0.8475,0.0,0.0,0.0,3pt_arc,1,67.4,55.7,132.5,none,0.0,0.0,849.5,1387.0,0,0,left,55.7,304.0,79.0,615.0,491.0,813.0,1414.0,11.18,931.3,0.0,0,24.02,42.37,25.58,0,3,6,1.0,fast_break,0,5.1,23.4995,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,1.3333333333333333,DEN#?,,DEN,0,5,1,22400909
111,3.704,4,green,887,1503,0.2606,0.8784,3.28,0.12,66.0,corner_3,0,115.7,55.7,,none,0.0,0.0,735.5,1060.0,0,0,left,55.7,164.04217529296875,-26.170486450195312,512.2660522460938,468.7399444580078,813.0,1414.0,11.18,978.6,-2.98,0,24.49,43.92,26.99,0,3,6,0.733,fast_break,0,5.1,23.4995,,,,,0.0,0.2,half_court,,,0.1223646126672865,0,unknown,,,1.3333333333333333,DEN#?,35.0,PHX,0,5,1,22400909
114,3.804,1,green,584,617,0.1716,0.3606,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,0.0,737.0,1064.5,0,0,left,,309.0,135.0,510.0,456.0,808.0,1406.0,9.43,492.4,0.0,0,16.13,18.03,12.92,0,3,7,1.0,fast_break,0,0.0,23.3994,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.56380313091624,419.6806950290384,1.0540925533894598,Jalen Green,,PHX,0,6,1,22400909
114,3.804,6,white,829,1324,0.2435,0.7738,0.0,0.0,0.0,3pt_arc,0,84.6,197.6,127.1,none,0.0,0.0,829.0,1324.0,0,0,left,,624.0,251.0,895.0,664.0,808.0,1406.0,9.43,822.3,0.0,0,22.89,38.69,22.33,0,3,7,1.0,fast_break,0,0.0,23.3994,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.56380313091624,419.6806950290384,1.0540925533894598,DEN#?,,DEN,0,6,1,22400909
114,3.804,4,green,890,1512,0.2615,0.8837,3.16,-0.12,71.6,corner_3,0,134.0,70.5,,none,0.0,0.0,737.0,1064.5,0,0,left,,147.15396118164062,-38.65711975097656,495.3778381347656,456.25331115722656,808.0,1406.0,9.43,986.9,-2.74,0,24.58,44.18,27.23,0,3,7,0.667,fast_break,0,0.0,23.3994,,,,,0.0,0.0,half_court,,,0.1223646126672865,0,unknown,-89.56380313091624,419.6806950290384,1.0540925533894598,DEN#?,35.0,PHX,0,6,1,22400909
117,3.904,3,green,868,1455,0.255,0.8504,0.0,0.0,0.0,3pt_arc,0,90.6,10.0,,none,0.0,0.0,868.0,1455.0,0,0,left,10.0,-14.0,-9.0,706.0,661.0,801.0,1394.0,13.89,932.9,0.0,0,23.97,42.52,25.64,0,3,8,1.0,hand_off,0,0.0,23.2993,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.40476570780615,393.4361978051731,1.4907119849998598,DEN#?,,PHX,0,7,1,22400909
117,3.904,8,white,592,640,0.1739,0.3741,6.01,6.01,70.6,3pt_arc,0,,,,none,0.0,0.0,730.0,1042.5,0,0,left,10.0,625.0,257.0,900.0,666.0,801.0,1394.0,13.89,488.9,0.7,0,16.35,18.7,12.76,0,3,8,1.0,hand_off,0,0.0,23.2993,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.40476570780615,393.4361978051731,1.4907119849998598,DEN#?,,DEN,0,7,1,22400909
117,3.904,10,white,868,1445,0.255,0.8445,1.8,1.8,248.2,3pt_arc,1,84.2,10.0,,none,0.0,0.0,730.0,1042.5,0,0,left,10.0,304.0,79.0,615.0,491.0,801.0,1394.0,13.89,926.5,1.57,0,23.97,42.23,25.44,0,3,8,0.867,hand_off,0,0.0,23.2993,,,,,0.0,0.0,half_court,,,0.0,0,unknown,-89.40476570780615,393.4361978051731,1.4907119849998598,DEN#?,,DEN,0,7,1,22400909
120,4.004,3,green,867,1455,0.2547,0.8504,0.33,0.33,180.0,3pt_arc,0,26.1,10.0,,none,0.0,0.0,867.0,1455.0,0,0,left,10.0,-15.0,-10.0,708.0,665.0,881.0,1477.0,115.28,932.2,0.26,0,23.94,42.52,25.62,0,4,1,1.0,hand_off,0,32.9,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-88.47372166447379,345.29749020337897,89.68587154928895,DEN#?,64.0,PHX,0,7,1,22400909
120,4.004,8,white,581,609,0.1707,0.3559,10.96,4.95,250.5,3pt_arc,0,,,,none,0.0,0.0,724.5,1027.0,0,0,left,10.0,628.0,263.0,902.0,667.0,881.0,1477.0,115.28,493.8,-1.98,0,16.04,17.8,12.98,0,4,1,1.0,hand_off,0,32.9,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-88.47372166447379,345.29749020337897,89.68587154928895,DEN#?,,DEN,0,7,1,22400909
120,4.004,10,white,868,1445,0.255,0.8445,0.0,-1.8,0.0,3pt_arc,1,34.5,10.0,,none,0.0,0.0,724.5,1027.0,0,0,left,10.0,304.0,79.0,615.0,491.0,881.0,1477.0,115.28,926.5,0.0,0,23.97,42.23,25.44,0,4,1,0.8,hand_off,0,32.9,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,-88.47372166447379,345.29749020337897,89.68587154928895,DEN#?,,DEN,0,7,1,22400909
123,4.104,3,green,869,1459,0.2553,0.8527,1.49,1.16,63.4,3pt_arc,0,,129.7,,none,0.0,0.0,869.0,1459.0,0,0,left,129.7,-13.0,-8.0,684.0,661.0,740.0,1283.0,239.83,936.3,-1.37,0,24.0,42.64,25.74,0,4,2,1.0,hand_off,0,60.4,23.8999,,,,,0.0,0.2,half_court,,,0.0,0,unknown,-88.4290477990201,344.3519560191835,86.38029610713056,DEN#?,64.0,PHX,0,8,1,22400909
123,4.104,8,white,590,635,0.1733,0.3711,9.17,-1.79,70.9,3pt_arc,0,,,,none,0.0,0.0,710.5,985.0,0,0,left,129.7,623.0,269.0,902.0,665.0,740.0,1283.0,239.83,489.3,1.23,0,16.29,18.56,12.79,0,4,2,1.0,hand_off,0,60.4,23.8999,,,,,0.0,0.2,half_court,,,0.0,0,unknown,-88.4290477990201,344.3519560191835,86.38029610713056,DEN#?,,DEN,0,8,1,22400909
123,4.104,9,white,831,1335,0.2441,0.7802,0.0,0.0,0.0,3pt_arc,1,104.8,129.7,,pass,0.0,0.0,710.5,985.0,0,0,left,129.7,453.0,103.0,686.0,529.0,740.0,1283.0,239.83,830.3,0.0,0,22.95,39.01,22.57,0,4,2,1.0,hand_off,0,60.4,23.8999,,,,,0.0,0.2,half_court,,,0.0,0,unknown,-88.4290477990201,344.3519560191835,86.38029610713056,DEN#?,,DEN,0,8,1,22400909
126,4.204,5,green,866,1443,0.2544,0.8434,9.91,9.91,250.3,3pt_arc,0,82.0,95.5,,none,0.0,0.0,866.0,1443.0,0,0,left,95.5,366.0,293.0,542.0,524.0,844.0,1364.0,131.82,923.7,8.51,0,23.91,42.17,25.36,0,4,3,1.0,hand_off,0,94.2,23.7998,,,,,0.0,0.3,drive,,,0.0,0,unknown,-66.35835533605861,311.4586247086246,91.14579285713388,DEN#?,,PHX,0,9,1,22400909
126,4.204,8,white,601,667,0.1766,0.3898,11.28,2.11,71.0,3pt_arc,0,,,,none,0.0,0.0,719.0,1009.5,0,0,left,95.5,623.0,279.0,893.0,662.0,844.0,1364.0,131.82,485.9,0.76,0,16.6,19.49,12.61,0,4,3,1.0,hand_off,0,94.2,23.7998,,,,,0.0,0.3,drive,,,0.0,0,unknown,-66.35835533605861,311.4586247086246,91.14579285713388,DEN#?,,DEN,0,9,1,22400909
126,4.204,9,white,837,1352,0.2459,0.7902,6.01,6.01,70.6,3pt_arc,1,13.9,95.5,,none,0.0,0.0,719.0,1009.5,0,0,left,95.5,437.0,103.0,676.0,536.0,844.0,1364.0,131.82,845.1,-4.95,0,23.11,39.51,23.01,0,4,3,1.0,hand_off,0,94.2,23.7998,,,,,0.0,0.3,drive,,,0.0,0,unknown,-66.35835533605861,311.4586247086246,91.14579285713388,DEN#?,,DEN,0,9,1,22400909
129,4.304,3,green,868,1457,0.255,0.8515,0.75,-0.74,243.4,3pt_arc,0,171.0,108.8,,none,0.0,0.0,726.0,1037.0,0,0,left,108.8,-15.0,-14.0,694.0,666.0,784.0,1308.0,82.07,934.2,0.68,0,23.97,42.58,25.68,0,4,4,1.0,hand_off,0,120.5,23.6997,,,,,0.0,0.4,half_court,,,0.0,0,unknown,-87.13552266498759,329.4651463937319,119.14510294408056,DEN#?,64.0,PHX,0,10,1,22400909
129,4.304,8,white,609,692,0.1789,0.4044,8.75,-2.53,72.3,3pt_arc,0,,79.1,,none,0.0,0.0,722.5,1022.5,0,0,left,108.8,620.4263000488281,276.8751220703125,893.7609558105469,668.6796264648438,784.0,1308.0,82.07,484.3,0.3,0,16.82,20.22,12.52,0,4,4,0.933,hand_off,0,120.5,23.6997,,,,,0.0,0.4,half_court,,,0.0,0,unknown,-87.13552266498759,329.4651463937319,119.14510294408056,DEN#?,,DEN,0,10,1,22400909
129,4.304,9,white,836,1353,0.2456,0.7908,0.47,-5.54,135.0,3pt_arc,1,68.8,108.8,,none,0.0,0.0,722.5,1022.5,0,0,left,108.8,435.31079864501953,105.16346740722656,672.723503112793,534.5126800537109,784.0,1308.0,82.07,844.8,0.07,0,23.09,39.54,23.01,0,4,4,0.933,hand_off,0,120.5,23.6997,,,,,0.0,0.4,half_court,,,0.0,0,unknown,-87.13552266498759,329.4651463937319,119.14510294408056,DEN#?,,DEN,0,10,1,22400909
129,4.304,1,green,584,617,0.1716,0.3606,0.0,0.0,0.0,3pt_arc,0,,79.1,,none,0.0,0.0,726.0,1037.0,0,0,left,108.8,-135.57237243652344,-132.07093048095703,239.4933624267578,308.9301071166992,784.0,1308.0,82.07,492.4,0.0,0,16.13,18.03,12.92,0,4,4,0.667,hand_off,0,120.5,23.6997,,,,,0.0,0.4,half_court,,,0.0,0,unknown,-87.13552266498759,329.4651463937319,119.14510294408056,Jalen Green,,PHX,0,10,1,22400909
132,4.404,5,green,863,1434,0.2535,0.8381,3.16,-6.75,251.6,3pt_arc,1,59.9,78.1,,pass,0.0,0.0,863.0,1434.0,0,0,left,78.1,371.2141723632813,293.04842376708984,554.9788818359375,521.9896011352539,848.0,1376.0,93.38,915.7,2.67,0,23.83,41.91,25.12,0,4,5,0.867,hand_off,0,0.0,23.5996,,,,,0.0,0.0,drive,,,0.0,0,unknown,76.57227218713757,297.3175830770609,119.08213785264168,DEN#?,,PHX,0,11,1,22400909
