family,hash,event_id,ts,cluster,loss_model,loss_incumbent
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-TOR-BOS-3,2026-04-27T12:00:00,BOS,0.30742084109401047,0.30742084109401047
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-TEX-NYY-6,2026-04-27T12:00:00,NYY,0.16157247212610534,0.16157247212610534
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-SDG-CUB-7,2026-04-27T12:00:00,CUB,0.23077662437524024,0.23077662437524024
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-PIT-STL-2,2026-04-27T12:00:00,STL,0.2858543280070582,0.2858543280070582
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-MIN-SEA-4,2026-04-27T12:00:00,SEA,0.2858543280070582,0.2858543280070582
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-CWS-LAA-5,2026-04-27T12:00:00,LAA,0.2402921953094964,0.2402921953094964
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-CLE-TAM-1,2026-04-27T12:00:00,TAM,0.31849818645230865,0.31849818645230865
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-27-LAD-MIA-8,2026-04-27T12:00:00,MIA,0.07685521027350262,0.07685521027350262
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-MIN-SEA-9,2026-04-28T12:00:00,SEA,0.21654739731398884,0.21654739731398884
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-BAL-HOU-2,2026-04-28T12:00:00,HOU,0.19850995000490143,0.19850995000490143
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-CIN-COL-3,2026-04-28T12:00:00,COL,0.12704636800313693,0.12704636800313693
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-CLE-TAM-1,2026-04-28T12:00:00,TAM,0.2907535563244907,0.2907535563244907
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-CWS-LAA-10,2026-04-28T12:00:00,LAA,0.2965395549455936,0.2965395549455936
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-LAD-MIA-15,2026-04-28T12:00:00,MIA,0.5081854720125477,0.5081854720125477
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-MIL-ARI-11,2026-04-28T12:00:00,ARI,0.19850995000490143,0.19850995000490143
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-NYM-WAS-7,2026-04-28T12:00:00,WAS,0.14155474953435937,0.14155474953435937
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-PHI-SFO-5,2026-04-28T12:00:00,SFO,0.1729242231153809,0.1729242231153809
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-PIT-STL-4,2026-04-28T12:00:00,STL,0.34602076124567477,0.34602076124567477
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-SDG-CUB-14,2026-04-28T12:00:00,CUB,0.23077662437524024,0.23077662437524024
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-TEX-NYY-12,2026-04-28T12:00:00,NYY,0.22145328719723184,0.22145328719723184
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-TOR-BOS-6,2026-04-28T12:00:00,BOS,0.2402921953094964,0.2402921953094964
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-28-ATL-DET-8,2026-04-28T12:00:00,DET,0.2123221837754709,0.2123221837754709
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-CWS-LAA-2,2026-04-29T12:00:00,LAA,0.2549750024507401,0.2549750024507401
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-MIL-ARI-12,2026-04-29T12:00:00,ARI,0.2965395549455936,0.2965395549455936
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-ATL-DET-11,2026-04-29T12:00:00,DET,0.31849818645230854,0.31849818645230854
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-CIN-COL-8,2026-04-29T12:00:00,COL,0.3412410547985491,0.3412410547985491
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-CLE-TAM-1,2026-04-29T12:00:00,TAM,0.2353690814626017,0.2353690814626017
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-LAD-MIA-6,2026-04-29T12:00:00,MIA,0.4941672385060288,0.4941672385060288
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-SDG-CUB-7,2026-04-29T12:00:00,CUB,0.26507205175963144,0.26507205175963144
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-MIN-SEA-3,2026-04-29T12:00:00,SEA,0.19850995000490143,0.19850995000490143
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-NYM-WAS-10,2026-04-29T12:00:00,WAS,0.34602076124567477,0.34602076124567477
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-OAK-KAN-13,2026-04-29T12:00:00,KAN,0.23077662437524024,0.23077662437524024
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-PIT-STL-9,2026-04-29T12:00:00,STL,0.2965395549455936,0.2965395549455936
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-TOR-BOS-5,2026-04-29T12:00:00,BOS,0.2304,0.2304
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-29-TEX-NYY-4,2026-04-29T12:00:00,NYY,0.26999231064975016,0.26999231064975016
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-30-MIL-ARI-9,2026-04-30T12:00:00,ARI,0.2165473973139888,0.2165473973139888
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-30-ATL-DET-1,2026-04-30T12:00:00,DET,0.2907535563244907,0.2907535563244907
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-30-CIN-COL-7,2026-04-30T12:00:00,COL,0.16478776590530342,0.16478776590530342
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-30-MIN-TOR-11,2026-04-30T12:00:00,TOR,0.30742084109401047,0.30742084109401047
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-30-OAK-KAN-10,2026-04-30T12:00:00,KAN,0.22145328719723184,0.22145328719723184
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-30-PIT-STL-4,2026-04-30T12:00:00,STL,0.45761245674740475,0.45761245674740475
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-04-30-NYM-WAS-8,2026-04-30T12:00:00,WAS,0.4015292618370748,0.4015292618370748
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-MIN-TOR-9,2026-05-01T12:00:00,TOR,0.2450740123517302,0.2450740123517302
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-NYY-BAL-5,2026-05-01T12:00:00,BAL,0.14155474953435937,0.14155474953435937
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-BOS-HOU-6,2026-05-01T12:00:00,HOU,0.22586020978335455,0.22586020978335455
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-COL-ATL-11,2026-05-01T12:00:00,ATL,0.14910302911479267,0.14910302911479267
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-DET-TEX-2,2026-05-01T12:00:00,TEX,0.2549750024507401,0.2549750024507401
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-LAA-NYM-12,2026-05-01T12:00:00,NYM,0.2549750024507401,0.2549750024507401
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-CUB-ARI-1,2026-05-01T12:00:00,ARI,0.17772010765090354,0.17772010765090354
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-MIA-PHI-8,2026-05-01T12:00:00,PHI,0.2450740123517302,0.2450740123517302
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-SDG-CWS-14,2026-05-01T12:00:00,CWS,0.32489999999999997,0.32489999999999997
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-OAK-CLE-13,2026-05-01T12:00:00,CLE,0.2353690814626017,0.2353690814626017
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-SEA-KAN-15,2026-05-01T12:00:00,KAN,0.31849818645230865,0.31849818645230865
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-WAS-MIL-4,2026-05-01T12:00:00,MIL,0.1695501730103806,0.1695501730103806
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-STL-LAD-10,2026-05-01T12:00:00,LAD,0.36947327950788167,0.36947327950788167
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-TAM-SFO-7,2026-05-01T12:00:00,SFO,0.18978531516517982,0.18978531516517982
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-01-PIT-CIN-3,2026-05-01T12:00:00,CIN,0.19850995000490143,0.19850995000490143
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-MIN-TOR-2,2026-05-02T12:00:00,TOR,0.19463667820069197,0.19463667820069197
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-BOS-HOU-7,2026-05-02T12:00:00,HOU,0.30742084109401047,0.30742084109401047
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-COL-ATL-12,2026-05-02T12:00:00,ATL,0.10890000000000001,0.10890000000000001
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-CUB-ARI-3,2026-05-02T12:00:00,ARI,0.16157247212610534,0.16157247212610534
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-DET-TEX-11,2026-05-02T12:00:00,TEX,0.20743064405450443,0.20743064405450443
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-LAA-NYM-14,2026-05-02T12:00:00,NYM,0.2753651602784041,0.2753651602784041
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-MIA-PHI-8,2026-05-02T12:00:00,PHI,0.20338331410995766,0.20338331410995766
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-WAS-MIL-6,2026-05-02T12:00:00,MIL,0.20743064405450448,0.20743064405450448
mlb_bullpen_relief_chains,b7616ca18a6e8942,2026-05-02-NYY-BAL-1,2026-05-02T12:00:00,BAL,0.1537870049980777,0.1537870049980777
