frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150,contest_arm_mean_30,jump_shot_flag,shot_quality_pose
6234,104.004,9,white,1601,1633,0.0,0.0,0.0,backcourt,0,,,431.3,none,199436.0,2265.5,1534.5,0,0,left,65.8,1201.0,157.0,1294.0,675.0,327.0,176.0,12.81,1643.4,0.0,0,0,63,1,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,,,0.0,0,unknown,-84.34529621385217,277.65075026341947,5.206833117271103,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.087,2,16,2,3,0.0,0.97,5000.0,1263.2,0.0,0.0,1360.7,0.0,0.0,1339.2,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.016,0,0.0
6234,104.004,9,white,2712,1400,0.0,0.0,0.0,3pt_arc,0,,,213.5,none,0.0,2724.5,1506.0,0,0,left,45.4,1081.0,26.0,1295.0,675.0,327.0,176.0,12.81,766.0,0.0,0,0,56,22,0.867,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,,,0.0,0,unknown,-84.34529621385217,277.65075026341947,5.206833117271103,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.087,2,16,2,3,0.0,0.97,5000.0,1263.2,0.0,0.0,1350.9,0.0,0.0,1333.4,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.014,0,0.0
6234,104.004,9,white,2712,1400,0.0,0.0,0.0,3pt_arc,0,,,223.5,none,0.0,2725.0,1511.0,0,0,left,35.4,-72.57630157470703,96.8715362548828,81.4067611694336,488.7633514404297,327.0,176.0,12.81,766.0,0.0,0,0,60,1,0.6,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,426.1666870117188,612.8333740234375,0.0,1,left,-84.34529621385217,277.65075026341947,5.206833117271103,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.08,2,16,2,3,0.0,0.97,5000.0,1233.9,0.0,0.0,1350.9,0.0,0.0,1327.5,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.013,0,0.0
6234,104.004,10,white,2031,1667,0.0,0.0,0.0,mid_range,0,,,431.3,none,199436.0,2265.5,1534.5,0,0,left,65.8,347.0,163.0,557.0,657.0,327.0,176.0,12.81,1465.1,0.0,0,0,63,1,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,426.1666870117188,612.8333740234375,0.0,1,left,-84.34529621385217,277.65075026341947,5.206833117271103,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.54,2,16,2,3,0.0,0.97,5000.0,1165.1,0.0,0.0,1117.7,0.0,0.0,1156.7,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.023,0,0.0
6237,104.054,1,green,2739,1630,0.0,0.0,0.0,corner_3,1,,65.8,1792.8,none,0.0,2053.0,1053.0,0,0,left,65.8,428.1054992675781,186.78195190429688,619.9936218261719,638.5022277832031,336.0,186.0,13.45,928.3,0.0,0,0,63,2,0.867,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,479.3333435058594,629.8333740234375,0.2374607912134187,1,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14,2,16,2,4,1.03,0.0,-5000.0,935.8,0.0,0.0,933.3,0.0,0.0,932.7,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.283,0,0.0
6237,104.054,1,green,2743,1657,0.0,0.0,0.0,corner_3,0,,32.8,11.2,none,0.0,2743.0,1657.0,0,0,left,32.8,335.0,155.0,548.0,661.0,336.0,186.0,13.45,948.8,0.0,0,0,56,23,0.867,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.1,transition,,,0.1299126321779404,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14,2,16,2,4,1.03,0.0,-5000.0,935.8,0.0,0.0,933.5,0.0,0.0,932.8,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.283,0,0.0
6237,104.054,1,green,2743,1657,0.0,0.0,0.0,corner_3,0,,32.8,11.2,none,0.0,2743.0,1657.0,0,0,left,35.4,335.0,155.0,548.0,661.0,336.0,186.0,13.45,948.8,0.0,0,0,60,2,0.867,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,,,0.1299126321779404,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14,2,16,2,4,1.03,0.0,-5000.0,935.8,0.0,0.0,933.8,0.0,0.0,932.8,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.283,0,0.0
6237,104.054,2,green,2941,1690,0.0,0.0,0.0,corner_3,1,,,2745.0,none,328343.0,1196.3,839.7,0,0,left,,308.0,225.0,423.0,515.0,336.0,186.0,13.45,890.2,0.0,0,0,68,4,1.0,transition,0,63.2,20.0,-1.0,-1.0,1,2,0.15,transition,442.5,606.8333740234375,0.0,1,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.107,2,16,2,4,1.03,0.0,-5000.0,890.2,0.0,0.0,890.2,0.0,0.0,890.2,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.181,0,0.0
6237,104.054,3,green,123,442,2.11,-0.22,341.6,3pt_arc,0,,,405.7,none,328343.0,1196.3,839.7,0,0,left,,152.99304962158203,213.98863220214844,319.35164642333984,590.9832305908203,336.0,186.0,13.45,414.6,-0.52,0,0,68,4,0.733,transition,0,63.2,20.0,-1.0,-1.0,1,2,0.15,transition,,,0.1299126321779404,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,6.48,114.17,194.5,0.0,4.52,116.23,407.1,0.056,4.79,116.23,718.7,0.06,2,16,2,4,1.03,0.0,-5000.0,493.8,-1.55,0.0,597.3,-1.18,0.0,639.6,-1.2,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,308.7,646.2,1140.8,0.065,0,0.0
6237,104.054,4,green,525,387,5.09,0.62,58.4,3pt_arc,0,,,405.7,none,328343.0,1196.3,839.7,0,0,left,,647.9152030944824,266.8819580078125,743.9074287414551,517.6163330078125,336.0,186.0,13.45,598.1,1.74,0,0,68,4,0.933,transition,0,63.2,20.0,-1.0,-1.0,1,2,0.15,transition,479.3333435058594,629.8333740234375,0.2374607912134187,1,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,4.96,115.22,148.9,0.0,3.94,115.22,354.7,0.033,4.34,115.22,650.8,0.08,2,16,2,4,1.03,0.0,-5000.0,913.7,0.68,0.0,1017.8,-0.31,0.0,952.0,0.42,0.007,0.0,0,3.0,1,63,3.2,25.4,3.2,236.3,563.0,1033.0,0.182,0,0.0
6237,104.054,5,green,1367,476,0.0,0.0,0.0,mid_range,0,,,1792.8,none,0.0,2053.0,1053.0,0,0,left,65.8,761.0,254.0,866.0,507.0,336.0,186.0,13.45,1271.8,0.0,0,0,63,2,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,1151.0,628.3333740234375,0.0904392688866511,1,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,5.0,44.61,150.1,0.333,2.89,58.09,260.2,0.189,2.93,78.67,438.8,0.32,2,16,2,4,1.03,0.0,-5000.0,766.1,-2.09,0.033,877.9,-0.95,0.011,865.0,-1.03,0.033,0.0,0,3.0,1,63,3.2,25.4,3.2,238.3,413.0,696.5,0.219,0,0.0
6237,104.054,6,white,2701,1273,0.0,0.0,0.0,3pt_arc,0,,,293.3,none,199436.0,2265.5,1534.5,0,0,left,65.8,68.0,217.0,238.0,615.0,336.0,186.0,13.45,690.4,0.0,0,0,63,2,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,704.0,470.0,0.3015870557939785,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.113,2,16,2,4,0.0,1.03,5000.0,866.7,0.0,0.0,857.0,0.0,0.0,853.0,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.188,0,0.0
6237,104.054,6,white,2736,1626,0.0,0.0,0.0,corner_3,0,,,61.4,none,0.0,2724.0,1513.0,0,0,left,,747.0355377197266,246.3941345214844,845.4692230224609,494.4720764160156,336.0,186.0,13.45,926.7,0.0,0,0,68,4,0.733,transition,0,63.2,20.0,-1.0,-1.0,1,2,0.15,transition,704.0,470.0,0.3015870557939785,1,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.113,2,16,2,4,0.0,1.03,5000.0,874.6,0.0,0.0,857.0,0.0,0.0,854.6,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.19,0,0.0
6237,104.054,7,white,2729,1565,0.0,0.0,0.0,corner_3,0,,65.8,293.3,none,199436.0,2265.5,1534.5,0,0,left,65.8,178.0,217.0,334.0,609.0,336.0,186.0,13.45,880.7,0.0,0,0,63,2,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,217.3333435058593,552.6666870117188,0.1090269706920473,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.133,2,16,2,4,0.0,1.03,5000.0,845.9,0.0,0.0,847.6,0.0,0.0,846.2,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.045,0,0.0
6237,104.054,7,white,2738,1622,0.0,0.0,0.0,corner_3,1,,24.2,3.6,none,0.0,2725.0,1511.0,0,0,left,35.4,347.0,163.0,557.0,657.0,336.0,186.0,13.45,922.2,0.0,0,0,60,2,0.933,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,,,0.1592553680632075,1,left,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.14,2,16,2,4,0.0,1.03,5000.0,845.9,0.0,0.0,848.1,0.0,0.0,846.2,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.045,0,0.0
6237,104.054,7,white,2712,1400,0.0,0.0,0.0,3pt_arc,0,,,165.9,none,0.0,2724.0,1513.0,0,0,left,,1200.8070907592771,148.50759887695312,1349.8718643188477,710.5445251464844,336.0,186.0,13.45,766.0,0.0,0,0,68,4,0.933,transition,0,63.2,20.0,-1.0,-1.0,1,2,0.15,transition,,,0.0,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.14,2,16,2,4,0.0,1.03,5000.0,845.9,0.0,0.0,848.1,0.0,0.0,846.2,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.045,0,0.0
6237,104.054,8,white,2736,1625,0.0,0.0,0.0,corner_3,1,,21.6,60.4,none,0.0,2724.0,1512.5,0,0,left,32.8,355.0,177.0,569.0,665.0,336.0,186.0,13.45,925.8,0.0,0,0,56,23,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.1,transition,844.6666870117188,653.6666870117188,0.0228960008849051,1,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.433,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.313,2,16,2,4,0.0,1.03,5000.0,833.1,0.0,0.0,844.5,0.0,0.0,855.0,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.066,0,0.0
6237,104.054,9,white,1601,1633,0.0,0.0,0.0,backcourt,0,,,431.3,none,199436.0,2265.5,1534.5,0,0,left,65.8,1201.542350769043,148.7593994140625,1350.149787902832,710.3539428710938,336.0,186.0,13.45,1643.4,0.0,0,0,63,2,0.933,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,,,0.0,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.073,2,16,2,4,0.0,1.03,5000.0,1233.9,0.0,0.0,1360.7,0.0,0.0,1327.5,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.013,0,0.0
6237,104.054,9,white,2712,1400,0.0,0.0,0.0,3pt_arc,0,,,165.9,none,0.0,2724.0,1512.5,0,0,left,32.8,1081.0,26.0,1295.0,675.0,336.0,186.0,13.45,766.0,0.0,0,0,56,23,0.8,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.1,transition,,,0.0,0,unknown,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.073,2,16,2,4,0.0,1.03,5000.0,1204.7,0.0,0.0,1350.9,0.0,0.0,1321.7,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.012,0,0.0
6237,104.054,9,white,2712,1400,0.0,0.0,0.0,3pt_arc,0,,,223.5,none,0.0,2725.0,1511.0,0,0,left,35.4,-123.26463317871094,82.05921936035156,30.718429565429688,473.9510345458984,336.0,186.0,13.45,766.0,0.0,0,0,60,2,0.533,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,426.1666870117188,612.8333740234375,0.0,1,left,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.073,2,16,2,4,0.0,1.03,5000.0,1175.5,0.0,0.0,1350.9,0.0,0.0,1321.7,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.011,0,0.0
6237,104.054,10,white,2031,1667,0.0,0.0,0.0,mid_range,0,,,431.3,none,199436.0,2265.5,1534.5,0,0,left,65.8,355.0,177.0,569.0,665.0,336.0,186.0,13.45,1465.1,0.0,0,0,63,2,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.05,transition,426.1666870117188,612.8333740234375,0.0,1,left,-86.09783640190979,269.1876196552039,4.955356249106169,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.589,0.0,0.0,0.0,0.54,2,16,2,4,0.0,1.03,5000.0,1165.1,0.0,0.0,1124.5,0.0,0.0,1160.7,0.0,0.0,0.0,0,3.0,1,63,3.2,25.4,3.2,0.0,0.0,0.0,0.023,0,0.0
6240,104.104,1,green,2739,1630,0.0,0.0,0.0,corner_3,0,,65.8,210.7,none,782738.0,1789.0,1061.2,0,0,left,,488.4358215332031,188.7308959960937,680.3239440917969,640.451171875,346.0,189.0,10.44,928.3,0.0,0,0,64,1,0.8,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,479.3333435058594,629.8333740234375,0.2374607912134187,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14,2,16,2,5,0.64,0.0,5000.0,935.1,0.0,0.0,933.8,0.0,0.0,932.7,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.287,0,0.0
6240,104.104,2,green,2941,1690,0.0,0.0,0.0,corner_3,0,,,210.7,none,782738.0,1789.0,1061.2,0,0,left,,324.0,226.0,437.0,514.0,346.0,189.0,10.44,890.2,0.0,0,0,64,1,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,470.5,473.8333435058594,0.4695481916678189,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.107,2,16,2,5,0.64,0.0,5000.0,890.2,0.0,0.0,890.2,0.0,0.0,890.2,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.191,0,0.0
6240,104.104,2,green,2941,1690,0.0,0.0,0.0,corner_3,1,,,2734.3,none,327283.5,1202.0,840.0,0,0,left,,324.0,226.0,437.0,514.0,346.0,189.0,10.44,890.2,0.0,0,0,68,5,1.0,transition,0,80.5,20.0,-1.0,-1.0,1,2,0.2,transition,442.5,606.8333740234375,0.0,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.113,2,16,2,5,0.64,0.0,5000.0,890.2,0.0,0.0,890.2,0.0,0.0,890.2,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.185,0,0.0
6240,104.104,3,green,109,449,0.0,-3.0,0.0,3pt_arc,0,,,1258.3,none,782738.0,1789.0,1061.2,0,0,left,,947.0,157.0,1292.0,675.0,346.0,189.0,10.44,408.9,0.0,0,0,64,1,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,,,0.0,0,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,6.48,114.17,194.5,0.0,4.52,116.23,407.1,0.056,4.79,116.23,718.7,0.06,2,16,2,5,0.64,0.0,5000.0,476.0,-1.55,0.0,597.6,-1.18,0.0,639.9,-1.2,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,308.7,646.2,1140.8,0.065,0,0.0
6240,104.104,3,green,129,441,2.03,-0.08,350.5,3pt_arc,0,,,410.3,none,327283.5,1202.0,840.0,0,0,left,,159.62487030029297,212.9579315185547,325.9834671020508,589.9525299072266,346.0,189.0,10.44,415.2,-0.22,0,0,68,5,0.667,transition,0,80.5,20.0,-1.0,-1.0,1,2,0.2,transition,,,0.1299126321779404,0,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,6.55,114.17,196.6,0.0,4.55,116.23,409.1,0.056,4.8,116.23,720.8,0.06,2,16,2,5,0.64,0.0,5000.0,458.4,-1.56,0.0,598.0,-1.18,0.0,640.2,-1.2,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,312.1,649.4,1144.1,0.069,0,0.0
6240,104.104,4,green,2741,1646,0.0,0.0,0.0,corner_3,0,,24.2,,none,0.0,2741.0,1646.0,0,0,left,24.2,659.0010795593262,270.54005432128906,754.8947944641113,521.2523040771484,346.0,189.0,10.44,940.6,0.0,0,0,56,24,0.867,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.15,transition,479.3333435058594,629.8333740234375,0.2374607912134187,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,4.96,115.22,148.9,0.0,3.92,115.22,353.0,0.033,4.34,115.22,650.8,0.08,2,16,2,5,0.64,0.0,5000.0,913.7,0.68,0.0,1021.6,-0.33,0.0,952.1,0.42,0.007,0.0,0,3.0,0,63,3.2,25.4,3.2,236.3,560.3,1033.0,0.182,0,0.0
6240,104.104,4,green,2741,1646,0.0,0.0,0.0,corner_3,0,,21.6,,none,0.0,2741.0,1646.0,0,0,left,,659.0010795593262,270.54005432128906,754.8947944641113,521.2523040771484,346.0,189.0,10.44,940.6,0.0,0,0,60,3,0.867,hand_off,0,0.0,20.0,-1.0,-1.0,1,2,0.0,half_court,479.3333435058594,629.8333740234375,0.2374607912134187,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,4.96,115.22,148.9,0.0,3.92,115.22,353.0,0.033,4.34,115.22,650.8,0.08,2,16,2,5,0.64,0.0,5000.0,913.7,0.68,0.0,1017.9,-0.33,0.0,952.1,0.42,0.007,0.0,0,3.0,0,63,3.2,25.4,3.2,236.3,560.3,1033.0,0.182,0,0.0
6240,104.104,4,green,536,389,3.73,-1.36,10.3,3pt_arc,0,,,410.3,none,327283.5,1202.0,840.0,0,0,left,,660.1392631530762,270.2035827636719,756.1314888000488,520.9379577636719,346.0,189.0,10.44,603.5,-1.81,0,0,68,5,0.867,transition,0,80.5,20.0,-1.0,-1.0,1,2,0.2,transition,479.3333435058594,629.8333740234375,0.2374607912134187,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,5.09,115.22,152.6,0.0,3.93,115.22,353.8,0.033,4.36,115.22,654.5,0.08,2,16,2,5,0.64,0.0,5000.0,891.2,0.62,0.0,1018.0,-0.37,0.0,949.9,0.41,0.007,0.0,0,3.0,0,63,3.2,25.4,3.2,242.2,561.6,1038.9,0.19,0,0.0
6240,104.104,5,green,1367,476,0.0,0.0,0.0,mid_range,0,,,1258.3,none,782738.0,1789.0,1061.2,0,0,left,,777.0,259.0,884.0,511.0,346.0,189.0,10.44,1271.8,0.0,0,0,64,1,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,1151.0,628.3333740234375,0.0904392688866511,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,5.0,44.61,150.1,0.333,2.89,58.09,260.2,0.189,2.93,78.67,438.8,0.313,2,16,2,5,0.64,0.0,5000.0,777.6,-2.09,0.033,881.7,-0.95,0.011,866.8,-1.03,0.033,0.0,0,3.0,0,63,3.2,25.4,3.2,238.3,413.0,696.5,0.222,0,0.0
6240,104.104,6,white,2736,1626,0.0,0.0,0.0,corner_3,0,,,61.4,none,0.0,2736.0,1626.0,0,0,left,,756.9352569580078,244.9524841308593,855.3689422607422,493.0304260253906,346.0,189.0,10.44,926.7,0.0,0,0,68,5,0.667,transition,0,80.5,20.0,-1.0,-1.0,1,2,0.2,transition,704.0,470.0,0.3015870557939785,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.113,2,16,2,5,0.0,0.64,-5000.0,874.6,0.0,0.0,859.6,0.0,0.0,854.6,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.192,0,0.0
6240,104.104,7,white,2729,1565,0.0,0.0,0.0,corner_3,0,,65.8,165.9,none,58452.0,2490.7,1544.0,0,0,left,,183.0,219.0,345.0,613.0,346.0,189.0,10.44,880.7,0.0,0,0,64,1,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,217.3333435058593,552.6666870117188,0.1090269706920473,0,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.14,2,16,2,5,0.0,0.64,-5000.0,845.9,0.0,0.0,848.1,0.0,0.0,845.9,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.049,0,0.0
6240,104.104,7,white,2738,1622,0.0,0.0,0.0,corner_3,1,,24.2,57.7,none,0.0,2725.0,1511.0,0,0,left,24.2,368.0,184.0,575.0,672.0,346.0,189.0,10.44,922.2,0.0,0,0,56,24,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.15,transition,,,0.0697674366656177,1,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.147,2,16,2,5,0.0,0.64,-5000.0,845.9,0.0,0.0,848.1,0.0,0.0,846.9,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.049,0,0.0
6240,104.104,8,white,2712,1400,0.0,0.0,0.0,3pt_arc,0,,,165.9,none,58452.0,2490.7,1544.0,0,0,left,,592.0,250.0,703.0,516.0,346.0,189.0,10.44,766.0,0.0,0,0,64,1,1.0,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.0,transition,336.3333435058594,471.8333435058594,0.1353997450154463,0,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.307,2,16,2,5,0.0,0.64,-5000.0,827.7,0.0,0.0,842.7,0.0,0.0,854.0,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.066,0,0.0
6240,104.104,8,white,2736,1625,0.0,0.0,0.0,corner_3,0,,21.6,60.4,none,0.0,2724.0,1512.5,0,0,left,,1081.0,26.0,1295.0,675.0,346.0,189.0,10.44,925.8,0.0,0,0,60,3,0.733,hand_off,0,0.0,20.0,-1.0,-1.0,1,2,0.0,half_court,,,0.0,0,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.3,2,16,2,5,0.0,0.64,-5000.0,829.2,0.0,0.0,842.7,0.0,0.0,855.0,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.066,0,0.0
6240,104.104,9,white,2712,1400,0.0,0.0,0.0,3pt_arc,0,,,165.9,none,0.0,2725.0,1511.0,0,0,left,24.2,1081.0,26.0,1295.0,675.0,346.0,189.0,10.44,766.0,0.0,0,0,56,24,0.733,transition,0,0.0,20.0,-1.0,-1.0,1,2,0.15,transition,,,0.0,0,unknown,-86.81989848930685,273.3129820180329,3.80058475033046,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.073,2,16,2,5,0.0,0.64,-5000.0,1146.2,0.0,0.0,1341.2,0.0,0.0,1315.8,0.0,0.0,0.0,0,3.0,0,63,3.2,25.4,3.2,0.0,0.0,0.0,0.011,0,0.0
