Season,Date,Match,Score,Odds_1,Odds_2
2023-2024,17.01.2024,New Orleans Pelicans - Charlotte Hornets,132:112,1.14,5.95
2023-2024,17.01.2024,New York Knicks - Houston Rockets,109:94,1.36,3.25
2023-2024,17.01.2024,Portland Trail Blazers - Brooklyn Nets,105:103,2.74,1.47
2023-2024,17.01.2024,Toronto Raptors - Miami Heat,121:97,2.26,1.66
2023-2024,16.01.2024,Los Angeles Clippers - Oklahoma City Thunder,128:117,1.42,2.94
2023-2024,16.01.2024,Philadelphia 76ers - Denver Nuggets,126:121,1.80,2.04
2023-2024,16.01.2024,Phoenix Suns - Sacramento Kings,119:117,1.57,2.45
2023-2024,15.01.2024,Atlanta Hawks - San Antonio Spurs,109:99,1.29,3.73
2023-2024,15.01.2024,Brooklyn Nets - Miami Heat,95:96 AET,1.96,1.87
2023-2024,15.01.2024,Cleveland Cavaliers - Chicago Bulls,109:91,1.56,2.49
2023-2024,15.01.2024,Dallas Mavericks - New Orleans Pelicans,125:120,2.59,1.53
2023-2024,15.01.2024,Los Angeles Lakers - Oklahoma City Thunder,112:105,2.18,1.71
2023-2024,15.01.2024,Memphis Grizzlies - Golden State Warriors,116:107,3.45,1.32
2023-2024,15.01.2024,New York Knicks - Orlando Magic,94:98,1.43,2.91
2023-2024,15.01.2024,Philadelphia 76ers - Houston Rockets,124:115,1.29,3.72
2023-2024,15.01.2024,Toronto Raptors - Boston Celtics,96:105,3.15,1.38
2023-2024,15.01.2024,Utah Jazz - Indiana Pacers,132:105,1.38,3.17
2023-2024,15.01.2024,Washington Wizards - Detroit Pistons,117:129,1.44,2.83
2023-2024,14.01.2024,Denver Nuggets - Indiana Pacers,117:109,1.18,5.05
2023-2024,14.01.2024,Miami Heat - Charlotte Hornets,104:87,1.26,4.02
2023-2024,14.01.2024,Milwaukee Bucks - Sacramento Kings,143:142 AET,1.57,2.48
2023-2024,14.01.2024,Minnesota Timberwolves - Los Angeles Clippers,109:105,1.91,1.93
2023-2024,14.01.2024,Portland Trail Blazers - Phoenix Suns,116:127,7.33,1.10
2023-2024,13.01.2024,Atlanta Hawks - Washington Wizards,99:127,1.31,3.59
2023-2024,13.01.2024,Boston Celtics - Houston Rockets,145:113,1.09,8.41
2023-2024,13.01.2024,Dallas Mavericks - New Orleans Pelicans,108:118,1.45,2.81
2023-2024,13.01.2024,Memphis Grizzlies - New York Knicks,94:106,4.98,1.19
2023-2024,13.01.2024,Milwaukee Bucks - Golden State Warriors,129:118,1.10,7.39
2023-2024,13.01.2024,Oklahoma City Thunder - Orlando Magic,112:100,1.16,5.63
2023-2024,13.01.2024,San Antonio Spurs - Chicago Bulls,116:122,3.04,1.40
2023-2024,13.01.2024,Utah Jazz - Los Angeles Lakers,132:125,1.70,2.21
2023-2024,12.01.2024,Atlanta Hawks - Indiana Pacers,108:126,1.46,2.80
2023-2024,12.01.2024,Chicago Bulls - Golden State Warriors,131:140,1.70,2.21
2023-2024,12.01.2024,Denver Nuggets - New Orleans Pelicans,125:113,1.44,2.86
2023-2024,12.01.2024,Detroit Pistons - Houston Rockets,110:112,3.99,1.26
2023-2024,12.01.2024,Memphis Grizzlies - Los Angeles Clippers,119:128,3.84,1.28
2023-2024,12.01.2024,Miami Heat - Orlando Magic,99:96,1.82,2.03
2023-2024,12.01.2024,Minnesota Timberwolves - Portland Trail Blazers,116:93,1.07,9.87
2023-2024,12.01.2024,Philadelphia 76ers - Sacramento Kings,112:93,1.91,1.93
2023-2024,12.01.2024,San Antonio Spurs - Charlotte Hornets,135:99,1.75,2.13
2023-2024,12.01.2024,Utah Jazz - Toronto Raptors,145:113,1.83,2.02
2023-2024,11.01.2024,Cleveland Cavaliers - Brooklyn Nets,111:102,1.60,2.41
2023-2024,11.01.2024,Dallas Mavericks - New York Knicks,128:124,2.67,1.51
2023-2024,11.01.2024,Los Angeles Lakers - Phoenix Suns,109:127,2.00,1.85
2023-2024,11.01.2024,Milwaukee Bucks - Boston Celtics,135:102,1.75,2.13
2023-2024,11.01.2024,Oklahoma City Thunder - Portland Trail Blazers,139:77,1.10,7.48
2023-2024,10.01.2024,Atlanta Hawks - Philadelphia 76ers,139:132 AET,1.86,1.98
2023-2024,10.01.2024,Boston Celtics - Minnesota Timberwolves,127:120 AET,1.18,4.95
2023-2024,10.01.2024,Charlotte Hornets - Sacramento Kings,98:123,3.71,1.29
2023-2024,10.01.2024,Chicago Bulls - Houston Rockets,124:119 AET,1.60,2.42
2023-2024,10.01.2024,Detroit Pistons - San Antonio Spurs,108:130,2.29,1.66
2023-2024,10.01.2024,Golden State Warriors - New Orleans Pelicans,105:141,2.20,1.71
2023-2024,10.01.2024,Indiana Pacers - Washington Wizards,112:104,1.30,3.68
2023-2024,10.01.2024,Los Angeles Clippers - Toronto Raptors,126:120,1.16,5.58
2023-2024,10.01.2024,Miami Heat - Oklahoma City Thunder,120:128,2.55,1.54
2023-2024,10.01.2024,Utah Jazz - Denver Nuggets,124:111,3.14,1.38
2023-2024,09.01.2024,Dallas Mavericks - Memphis Grizzlies,103:120,1.22,4.50
2023-2024,09.01.2024,Detroit Pistons - Sacramento Kings,110:131,5.30,1.17
2023-2024,09.01.2024,Los Angeles Lakers - Toronto Raptors,132:131,1.52,2.62
2023-2024,09.01.2024,New York Knicks - Portland Trail Blazers,112:84,1.13,6.60
2023-2024,09.01.2024,Orlando Magic - Minnesota Timberwolves,92:113,2.76,1.47
2023-2024,08.01.2024,Charlotte Hornets - Chicago Bulls,112:119 AET,3.21,1.37
2023-2024,08.01.2024,Indiana Pacers - Boston Celtics,133:131,2.33,1.64
2023-2024,08.01.2024,Los Angeles Clippers - Phoenix Suns,138:111,1.48,2.73
2023-2024,08.01.2024,Miami Heat - Houston Rockets,120:113,1.57,2.48
2023-2024,08.01.2024,Milwaukee Bucks - Utah Jazz,116:132,1.28,3.82
2023-2024,08.01.2024,Washington Wizards - Oklahoma City Thunder,128:136,5.46,1.16
2023-2024,07.01.2024,Brooklyn Nets - Portland Trail Blazers,127:134 AET,1.26,4.00
2023-2024,07.01.2024,Cleveland Cavaliers - San Antonio Spurs,117:115,1.19,4.97
2023-2024,07.01.2024,Dallas Mavericks - Minnesota Timberwolves,115:108,2.11,1.76
2023-2024,07.01.2024,Denver Nuggets - Detroit Pistons,131:114,1.06,9.93
2023-2024,07.01.2024,Golden State Warriors - Toronto Raptors,118:133,1.76,2.12
2023-2024,07.01.2024,Los Angeles Lakers - Los Angeles Clippers,106:103,2.66,1.51
2023-2024,07.01.2024,Orlando Magic - Atlanta Hawks,117:110 AET,2.14,1.74
2023-2024,07.01.2024,Phoenix Suns - Memphis Grizzlies,115:121,1.32,3.54
2023-2024,07.01.2024,Sacramento Kings - New Orleans Pelicans,100:133,1.54,2.55
2023-2024,06.01.2024,Houston Rockets - Milwaukee Bucks,112:108,3.22,1.36
2023-2024,06.01.2024,Indiana Pacers - Boston Celtics,101:118,3.17,1.37
2023-2024,06.01.2024,Philadelphia 76ers - Utah Jazz,109:120,1.38,3.18
2023-2024,06.01.2024,Washington Wizards - New York Knicks,105:121,4.22,1.24
2023-2024,05.01.2024,Boston Celtics - Utah Jazz,126:97,1.09,7.91
2023-2024,05.01.2024,Brooklyn Nets - Oklahoma City Thunder,124:115,2.60,1.52
2023-2024,05.01.2024,Chicago Bulls - Charlotte Hornets,104:91,1.26,4.01
2023-2024,05.01.2024,Cleveland Cavaliers - Washington Wizards,114:90,1.20,4.88
2023-2024,05.01.2024,Dallas Mavericks - Portland Trail Blazers,139:103,1.33,3.43
2023-2024,05.01.2024,Denver Nuggets - Orlando Magic,120:122,1.21,4.60
2023-2024,05.01.2024,Golden State Warriors - Detroit Pistons,113:109,1.20,4.82
2023-2024,05.01.2024,Houston Rockets - Minnesota Timberwolves,95:122,2.46,1.57
2023-2024,05.01.2024,Indiana Pacers - Atlanta Hawks,150:116,1.70,2.22
2023-2024,05.01.2024,Los Angeles Lakers - Memphis Grizzlies,113:127,1.57,2.48
2023-2024,05.01.2024,New Orleans Pelicans - Los Angeles Clippers,95:111,1.94,1.90
2023-2024,05.01.2024,Philadelphia 76ers - New York Knicks,92:128,1.44,2.86
2023-2024,05.01.2024,Phoenix Suns - Miami Heat,113:97,1.71,2.20
2023-2024,05.01.2024,Sacramento Kings - Toronto Raptors,135:130,1.54,2.56
2023-2024,04.01.2024,Golden State Warriors - Denver Nuggets,127:130,2.44,1.59
2023-2024,04.01.2024,San Antonio Spurs - Milwaukee Bucks,121:125,5.51,1.16
2023-2024,03.01.2024,Atlanta Hawks - Oklahoma City Thunder,141:138,1.89,1.95
2023-2024,03.01.2024,Cleveland Cavaliers - Washington Wizards,140:101,1.24,4.17
2023-2024,03.01.2024,Dallas Mavericks - Portland Trail Blazers,126:97,1.17,5.43
2023-2024,03.01.2024,Houston Rockets - Brooklyn Nets,112:101,1.57,2.50
2023-2024,03.01.2024,Indiana Pacers - Milwaukee Bucks,142:130,2.36,1.62
2023-2024,03.01.2024,Los Angeles Lakers - Miami Heat,96:110,1.48,2.74
2023-2024,03.01.2024,Memphis Grizzlies - Toronto Raptors,111:116,1.86,1.99
2023-2024,03.01.2024,Minnesota Timberwolves - New Orleans Pelicans,106:117,1.43,2.90
2023-2024,03.01.2024,New York Knicks - Chicago Bulls,116:100,1.29,3.81
2023-2024,03.01.2024,Phoenix Suns - Los Angeles Clippers,122:131,2.47,1.58
2023-2024,03.01.2024,Sacramento Kings - Orlando Magic,138:135 AET,1.47,2.75
2023-2024,03.01.2024,Utah Jazz - Detroit Pistons,154:148 AET,1.28,3.89
2023-2024,02.01.2024,Golden State Warriors - Orlando Magic,121:115,1.60,2.41
2023-2024,02.01.2024,Memphis Grizzlies - San Antonio Spurs,106:98,1.17,5.44
2023-2024,02.01.2024,New Orleans Pelicans - Brooklyn Nets,112:85,1.45,2.82
2023-2024,02.01.2024,Oklahoma City Thunder - Boston Celtics,127:123,2.46,1.57
2023-2024,02.01.2024,Philadelphia 76ers - Chicago Bulls,110:97,1.21,4.59
2023-2024,02.01.2024,Sacramento Kings - Charlotte Hornets,104:111,1.07,8.92
2023-2024,01.01.2024,Denver Nuggets - Charlotte Hornets,111:93,1.06,10.41
2023-2024,01.01.2024,Houston Rockets - Detroit Pistons,136:113,1.25,4.21
2023-2024,01.01.2024,Los Angeles Clippers - Miami Heat,121:104,1.30,3.69
2023-2024,01.01.2024,Milwaukee Bucks - Indiana Pacers,113:122,1.30,3.64
2023-2024,01.01.2024,New York Knicks - Minnesota Timberwolves,112:106,1.98,1.86
2023-2024,01.01.2024,Phoenix Suns - Portland Trail Blazers,109:88,1.23,4.30
2023-2024,01.01.2024,Toronto Raptors - Cleveland Cavaliers,124:121,1.70,2.21
2023-2024,01.01.2024,Utah Jazz - Dallas Mavericks,127:90,2.54,1.55
2023-2024,31.12.2023,Memphis Grizzlies - Sacramento Kings,92:123,1.88,1.95
2023-2024,31.12.2023,New Orleans Pelicans - Los Angeles Lakers,129:109,1.44,2.85
2023-2024,31.12.2023,Oklahoma City Thunder - Brooklyn Nets,124:108,1.33,3.45
2023-2024,31.12.2023,Phoenix Suns - Orlando Magic,112:107,1.45,2.84
2023-2024,31.12.2023,San Antonio Spurs - Boston Celtics,101:134,8.04,1.09
2023-2024,31.12.2023,Washington Wizards - Atlanta Hawks,126:130,3.10,1.39
2023-2024,30.12.2023,Chicago Bulls - Philadelphia 76ers,105:92,1.89,1.96
2023-2024,30.12.2023,Detroit Pistons - Toronto Raptors,129:127,2.41,1.60
2023-2024,30.12.2023,Golden State Warriors - Dallas Mavericks,122:132,1.58,2.46
2023-2024,30.12.2023,Indiana Pacers - New York Knicks,140:126,1.57,2.46
2023-2024,30.12.2023,Minnesota Timberwolves - Los Angeles Lakers,108:106,1.56,2.50
2023-2024,30.12.2023,Utah Jazz - Miami Heat,117:109,2.31,1.65
2023-2024,29.12.2023,Atlanta Hawks - Sacramento Kings,110:117,1.97,1.87
2023-2024,29.12.2023,Boston Celtics - Toronto Raptors,120:118,1.50,2.67
2023-2024,29.12.2023,Cleveland Cavaliers - Milwaukee Bucks,111:119,2.70,1.49
2023-2024,29.12.2023,Denver Nuggets - Oklahoma City Thunder,93:119,1.78,2.08
2023-2024,29.12.2023,Houston Rockets - Philadelphia 76ers,127:131,2.00,1.85
2023-2024,29.12.2023,Los Angeles Clippers - Memphis Grizzlies,117:106,1.58,2.44
2023-2024,29.12.2023,Orlando Magic - New York Knicks,117:108,1.96,1.88
2023-2024,29.12.2023,Phoenix Suns - Charlotte Hornets,133:119,1.08,8.83
2023-2024,29.12.2023,Portland Trail Blazers - San Antonio Spurs,134:128,1.51,2.61
2023-2024,29.12.2023,Washington Wizards - Brooklyn Nets,110:104,2.98,1.42
2023-2024,28.12.2023,Boston Celtics - Detroit Pistons,128:122 AET,1.07,9.76
2023-2024,28.12.2023,Chicago Bulls - Indiana Pacers,104:120,1.96,1.89
2023-2024,28.12.2023,Denver Nuggets - Memphis Grizzlies,142:105,1.25,4.16
2023-2024,28.12.2023,Golden State Warriors - Miami Heat,102:114,1.40,3.04
2023-2024,28.12.2023,Los Angeles Lakers - Charlotte Hornets,133:112,1.11,6.83
2023-2024,28.12.2023,Minnesota Timberwolves - Dallas Mavericks,118:110,1.13,6.28
2023-2024,28.12.2023,New Orleans Pelicans - Utah Jazz,112:105,1.26,4.07
2023-2024,28.12.2023,Portland Trail Blazers - San Antonio Spurs,105:118,1.66,2.28
2023-2024,27.12.2023,Brooklyn Nets - Milwaukee Bucks,122:144,4.58,1.21
2023-2024,27.12.2023,Dallas Mavericks - Cleveland Cavaliers,110:113,1.40,3.02
2023-2024,27.12.2023,Houston Rockets - Phoenix Suns,113:129,2.31,1.65
2023-2024,27.12.2023,Oklahoma City Thunder - New York Knicks,129:120,1.62,2.38
2023-2024,27.12.2023,Orlando Magic - Philadelphia 76ers,92:112,1.75,2.15
2023-2024,27.12.2023,Washington Wizards - Toronto Raptors,102:132,3.19,1.38
2023-2024,26.12.2023,Chicago Bulls - Atlanta Hawks,118:113,2.16,1.73
2023-2024,26.12.2023,Detroit Pistons - Brooklyn Nets,112:118,3.00,1.41
2023-2024,26.12.2023,Houston Rockets - Indiana Pacers,117:123,1.69,2.24
2023-2024,26.12.2023,Los Angeles Clippers - Charlotte Hornets,113:104,1.18,5.12
2023-2024,26.12.2023,New Orleans Pelicans - Memphis Grizzlies,115:116 AET,1.53,2.56
2023-2024,26.12.2023,Oklahoma City Thunder - Minnesota Timberwolves,129:106,1.79,2.07
2023-2024,26.12.2023,Portland Trail Blazers - Sacramento Kings,130:113,4.14,1.25
2023-2024,26.12.2023,San Antonio Spurs - Utah Jazz,118:130,2.24,1.68
2023-2024,26.12.2023,Washington Wizards - Orlando Magic,119:127,3.29,1.35
2023-2024,25.12.2023,Denver Nuggets - Golden State Warriors,120:114,1.33,3.47
2023-2024,25.12.2023,Los Angeles Lakers - Boston Celtics,115:126,2.68,1.50
2023-2024,25.12.2023,Miami Heat - Philadelphia 76ers,119:113,1.74,2.16
2023-2024,25.12.2023,New York Knicks - Milwaukee Bucks,129:122,2.38,1.62
2023-2024,25.12.2023,Phoenix Suns - Dallas Mavericks,114:128,1.57,2.46
2023-2024,23.12.2023,Atlanta Hawks - Memphis Grizzlies,119:125,1.81,2.04
2023-2024,23.12.2023,Brooklyn Nets - Detroit Pistons,126:115,1.22,4.47
2023-2024,23.12.2023,Charlotte Hornets - Denver Nuggets,95:102,5.00,1.18
2023-2024,23.12.2023,Chicago Bulls - Cleveland Cavaliers,95:109,1.42,2.95
2023-2024,23.12.2023,Dallas Mavericks - San Antonio Spurs,144:119,1.29,3.70
2023-2024,23.12.2023,Golden State Warriors - Portland Trail Blazers,126:106,1.28,3.83
2023-2024,23.12.2023,Indiana Pacers - Orlando Magic,110:117,1.73,2.16
2023-2024,23.12.2023,Los Angeles Clippers - Boston Celtics,108:145,2.49,1.57
2023-2024,23.12.2023,New Orleans Pelicans - Houston Rockets,104:106,1.34,3.37
2023-2024,23.12.2023,New York Knicks - Milwaukee Bucks,111:130,2.13,1.75
2023-2024,23.12.2023,Oklahoma City Thunder - Los Angeles Lakers,120:129,1.62,2.36
2023-2024,23.12.2023,Sacramento Kings - Minnesota Timberwolves,98:110,1.74,2.16
2023-2024,23.12.2023,Toronto Raptors - Utah Jazz,119:126,1.46,2.79
2023-2024,22.12.2023,Brooklyn Nets - Denver Nuggets,117:122,2.61,1.52
2023-2024,22.12.2023,Golden State Warriors - Washington Wizards,129:118,1.17,5.18
2023-2024,22.12.2023,Houston Rockets - Dallas Mavericks,122:96,1.29,3.73
2023-2024,22.12.2023,Miami Heat - Atlanta Hawks,122:113,1.87,1.98
2023-2024,22.12.2023,Philadelphia 76ers - Toronto Raptors,121:111,1.31,3.57
2023-2024,22.12.2023,Sacramento Kings - Phoenix Suns,120:105,1.58,2.45
2023-2024,21.12.2023,Chicago Bulls - San Antonio Spurs,114:95,1.43,2.90
2023-2024,21.12.2023,Cleveland Cavaliers - New Orleans Pelicans,104:123,2.35,1.63
2023-2024,21.12.2023,Detroit Pistons - Utah Jazz,111:119,1.77,2.09
2023-2024,21.12.2023,Memphis Grizzlies - Indiana Pacers,116:103,1.74,2.14
2023-2024,21.12.2023,Milwaukee Bucks - Orlando Magic,118:114,1.27,3.91
2023-2024,21.12.2023,Minnesota Timberwolves - Los Angeles Lakers,118:111,1.30,3.61
2023-2024,21.12.2023,Oklahoma City Thunder - Los Angeles Clippers,134:115,1.42,2.93
2023-2024,21.12.2023,Portland Trail Blazers - Washington Wizards,117:118,1.56,2.49
2023-2024,20.12.2023,Brooklyn Nets - New York Knicks,102:121,1.95,1.88
2023-2024,20.12.2023,Chicago Bulls - Los Angeles Lakers,124:108,2.44,1.58
2023-2024,20.12.2023,Cleveland Cavaliers - Utah Jazz,124:116,1.64,2.31
2023-2024,20.12.2023,Dallas Mavericks - Los Angeles Clippers,111:120,2.05,1.81
2023-2024,20.12.2023,Houston Rockets - Atlanta Hawks,127:134,1.69,2.23
2023-2024,20.12.2023,Indiana Pacers - Charlotte Hornets,144:113,1.20,4.69
2023-2024,20.12.2023,Orlando Magic - Miami Heat,106:115,1.48,2.71
2023-2024,20.12.2023,Philadelphia 76ers - Minnesota Timberwolves,127:113,1.59,2.41
2023-2024,20.12.2023,Sacramento Kings - Boston Celtics,119:144,1.63,2.33
2023-2024,20.12.2023,Toronto Raptors - Denver Nuggets,104:113,2.42,1.59
2023-2024,19.12.2023,Golden State Warriors - Boston Celtics,132:126 AET,2.64,1.51
2023-2024,19.12.2023,Milwaukee Bucks - San Antonio Spurs,132:119,1.06,10.01
2023-2024,19.12.2023,New Orleans Pelicans - Memphis Grizzlies,113:115,1.28,3.82
2023-2024,19.12.2023,Portland Trail Blazers - Phoenix Suns,109:104,3.31,1.35
2023-2024,18.12.2023,Atlanta Hawks - Detroit Pistons,130:124,1.15,5.60
2023-2024,18.12.2023,Cleveland Cavaliers - Houston Rockets,135:130 AET,1.59,2.42
2023-2024,18.12.2023,Denver Nuggets - Dallas Mavericks,130:104,1.30,3.68
2023-2024,18.12.2023,Indiana Pacers - Los Angeles Clippers,127:151,2.39,1.60
2023-2024,18.12.2023,Los Angeles Lakers - New York Knicks,109:114,1.50,2.65
2023-2024,18.12.2023,Miami Heat - Minnesota Timberwolves,108:112,2.07,1.79
2023-2024,18.12.2023,Oklahoma City Thunder - Memphis Grizzlies,116:97,1.19,4.83
2023-2024,18.12.2023,Philadelphia 76ers - Chicago Bulls,104:108,1.19,4.92
2023-2024,18.12.2023,Sacramento Kings - Washington Wizards,143:131,1.09,7.74
2023-2024,18.12.2023,Toronto Raptors - Charlotte Hornets,114:99,1.13,6.47
2023-2024,18.12.2023,Utah Jazz - Brooklyn Nets,125:108,2.34,1.63
2023-2024,17.12.2023,Boston Celtics - Orlando Magic,114:97,1.28,3.84
2023-2024,17.12.2023,Milwaukee Bucks - Houston Rockets,128:119,1.35,3.29
2023-2024,17.12.2023,Phoenix Suns - Washington Wizards,112:108,1.12,6.61
2023-2024,17.12.2023,Portland Trail Blazers - Golden State Warriors,114:118,2.87,1.44
2023-2024,17.12.2023,San Antonio Spurs - New Orleans Pelicans,110:146,3.47,1.32
2023-2024,16.12.2023,Charlotte Hornets - Philadelphia 76ers,82:135,5.78,1.15
2023-2024,16.12.2023,Cleveland Cavaliers - Atlanta Hawks,127:119,1.55,2.53
2023-2024,16.12.2023,Denver Nuggets - Oklahoma City Thunder,117:118,1.48,2.74
2023-2024,16.12.2023,Golden State Warriors - Brooklyn Nets,124:120,1.64,2.32
2023-2024,16.12.2023,Los Angeles Clippers - New York Knicks,144:122,1.39,3.13
2023-2024,16.12.2023,Miami Heat - Chicago Bulls,118:116,1.50,2.67
2023-2024,16.12.2023,Milwaukee Bucks - Detroit Pistons,146:114,1.07,8.98
2023-2024,16.12.2023,Minnesota Timberwolves - Indiana Pacers,127:109,1.20,4.72
2023-2024,16.12.2023,Portland Trail Blazers - Dallas Mavericks,120:131,2.65,1.51
2023-2024,16.12.2023,Sacramento Kings - Utah Jazz,125:104,1.29,3.75
2023-2024,15.12.2023,Boston Celtics - Orlando Magic,128:111,1.45,2.84
2023-2024,15.12.2023,Charlotte Hornets - New Orleans Pelicans,107:112,4.24,1.24
2023-2024,15.12.2023,Memphis Grizzlies - Houston Rockets,96:103,2.23,1.69
2023-2024,15.12.2023,Philadelphia 76ers - Detroit Pistons,124:92,1.08,8.45
2023-2024,15.12.2023,Phoenix Suns - New York Knicks,122:139,1.50,2.67
2023-2024,15.12.2023,San Antonio Spurs - Los Angeles Lakers,129:115,2.55,1.55
2023-2024,15.12.2023,Toronto Raptors - Atlanta Hawks,104:125,1.80,2.06
2023-2024,15.12.2023,Washington Wizards - Indiana Pacers,137:123,3.74,1.29
2023-2024,14.12.2023,Boston Celtics - Cleveland Cavaliers,116:107,1.26,4.02
2023-2024,14.12.2023,Dallas Mavericks - Minnesota Timberwolves,101:119,2.06,1.80
2023-2024,14.12.2023,Denver Nuggets - Brooklyn Nets,124:101,1.24,4.27
2023-2024,14.12.2023,Los Angeles Clippers - Golden State Warriors,121:113,1.75,2.15
2023-2024,14.12.2023,Miami Heat - Chicago Bulls,116:124,1.61,2.39
2023-2024,14.12.2023,Portland Trail Blazers - Utah Jazz,114:122,1.50,2.68
2023-2024,14.12.2023,Sacramento Kings - Oklahoma City Thunder,128:123,1.76,2.13
2023-2024,13.12.2023,Detroit Pistons - Philadelphia 76ers,111:129,6.07,1.14
2023-2024,13.12.2023,Houston Rockets - Memphis Grizzlies,117:104,1.22,4.40
2023-2024,13.12.2023,Miami Heat - Charlotte Hornets,115:104,1.31,3.57
2023-2024,13.12.2023,Milwaukee Bucks - Indiana Pacers,140:126,1.39,3.08
2023-2024,13.12.2023,Phoenix Suns - Brooklyn Nets,112:116,1.53,2.59
2023-2024,13.12.2023,San Antonio Spurs - Los Angeles Lakers,119:122,2.37,1.62
2023-2024,13.12.2023,Toronto Raptors - Atlanta Hawks,135:128,1.75,2.13
2023-2024,13.12.2023,Utah Jazz - New York Knicks,117:113,2.88,1.44
2023-2024,13.12.2023,Washington Wizards - New Orleans Pelicans,122:142,3.17,1.37
2023-2024,12.12.2023,Boston Celtics - Cleveland Cavaliers,120:113,1.15,5.83
2023-2024,12.12.2023,Chicago Bulls - Denver Nuggets,106:114,3.09,1.39
2023-2024,12.12.2023,Dallas Mavericks - Los Angeles Lakers,127:125,2.26,1.68
2023-2024,12.12.2023,Los Angeles Clippers - Sacramento Kings,119:99,1.60,2.42
2023-2024,12.12.2023,Phoenix Suns - Golden State Warriors,119:116,1.99,1.85
2023-2024,11.12.2023,Atlanta Hawks - Denver Nuggets,122:129,2.32,1.64
2023-2024,11.12.2023,Charlotte Hornets - Miami Heat,114:116,2.50,1.56
2023-2024,11.12.2023,Detroit Pistons - Indiana Pacers,123:131,3.31,1.36
2023-2024,11.12.2023,Houston Rockets - San Antonio Spurs,93:82,1.26,4.06
2023-2024,11.12.2023,Los Angeles Clippers - Portland Trail Blazers,132:127,1.10,7.50
2023-2024,11.12.2023,Memphis Grizzlies - Dallas Mavericks,113:120,1.97,1.87
2023-2024,11.12.2023,Milwaukee Bucks - Chicago Bulls,133:129 AET,1.16,5.62
2023-2024,11.12.2023,New Orleans Pelicans - Minnesota Timberwolves,121:107,1.58,2.44
2023-2024,11.12.2023,New York Knicks - Toronto Raptors,136:130,1.59,2.44
2023-2024,11.12.2023,Oklahoma City Thunder - Utah Jazz,134:120,1.12,6.74
2023-2024,11.12.2023,Orlando Magic - Cleveland Cavaliers,104:94,1.75,2.14
2023-2024,11.12.2023,Philadelphia 76ers - Washington Wizards,146:101,1.12,6.84
2023-2024,11.12.2023,Sacramento Kings - Brooklyn Nets,131:118,1.53,2.57
2023-2024,08.12.2023,Boston Celtics - New York Knicks,133:123,1.32,3.53
2023-2024,08.12.2023,Brooklyn Nets - Washington Wizards,124:97,1.24,4.26
2023-2024,08.12.2023,Charlotte Hornets - Toronto Raptors,119:116,2.76,1.48
2023-2024,08.12.2023,Denver Nuggets - Houston Rockets,106:114,1.26,4.03
2023-2024,08.12.2023,Memphis Grizzlies - Minnesota Timberwolves,103:127,2.82,1.45
2023-2024,08.12.2023,Miami Heat - Cleveland Cavaliers,99:111,2.00,1.85
2023-2024,08.12.2023,Oklahoma City Thunder - Golden State Warriors,138:136 AET,1.64,2.32
2023-2024,08.12.2023,Orlando Magic - Detroit Pistons,123:91,1.19,4.87
2023-2024,08.12.2023,Philadelphia 76ers - Atlanta Hawks,125:114,1.26,4.07
2023-2024,08.12.2023,Phoenix Suns - Sacramento Kings,106:114,2.26,1.68
2023-2024,08.12.2023,Portland Trail Blazers - Dallas Mavericks,112:125,4.57,1.21
2023-2024,08.12.2023,San Antonio Spurs - Chicago Bulls,112:121,2.13,1.75
2023-2024,08.12.2023,Utah Jazz - Los Angeles Clippers,103:117,3.61,1.31
2023-2024,06.12.2023,Atlanta Hawks - Brooklyn Nets,113:114,1.62,2.37
2023-2024,06.12.2023,Chicago Bulls - Charlotte Hornets,111:100,1.50,2.68
2023-2024,06.12.2023,Cleveland Cavaliers - Orlando Magic,121:111,1.57,2.51
2023-2024,06.12.2023,Dallas Mavericks - Utah Jazz,147:97,1.16,5.49
2023-2024,06.12.2023,Detroit Pistons - Memphis Grizzlies,102:116,2.09,1.78
2023-2024,06.12.2023,Golden State Warriors - Portland Trail Blazers,110:106,1.13,6.40
2023-2024,06.12.2023,Houston Rockets - Oklahoma City Thunder,110:101,2.08,1.79
2023-2024,06.12.2023,Los Angeles Clippers - Denver Nuggets,111:102,1.91,1.93
2023-2024,06.12.2023,Minnesota Timberwolves - San Antonio Spurs,102:94,1.14,5.97
2023-2024,06.12.2023,Toronto Raptors - Miami Heat,103:112,1.57,2.46
2023-2024,06.12.2023,Washington Wizards - Philadelphia 76ers,126:131,4.68,1.21
2023-2024,02.12.2023,Brooklyn Nets - Orlando Magic,129:101,1.73,2.16
2023-2024,02.12.2023,Charlotte Hornets - Minnesota Timberwolves,117:123,2.71,1.48
2023-2024,02.12.2023,Chicago Bulls - New Orleans Pelicans,124:118,1.99,1.86
2023-2024,02.12.2023,Dallas Mavericks - Oklahoma City Thunder,120:126,2.65,1.51
2023-2024,02.12.2023,Detroit Pistons - Cleveland Cavaliers,101:110,4.23,1.24
2023-2024,02.12.2023,Los Angeles Clippers - Golden State Warriors,113:112,1.48,2.73
2023-2024,02.12.2023,Los Angeles Lakers - Houston Rockets,107:97,1.51,2.65
2023-2024,02.12.2023,Miami Heat - Indiana Pacers,129:144,1.53,2.59
2023-2024,02.12.2023,Milwaukee Bucks - Atlanta Hawks,132:121,1.39,3.09
