Season,Date,Match,Score,Odds_1,Odds_2
2024-2025,16.01.2025,Detroit Pistons - Indiana Pacers,100:111,2.06,1.79
2024-2025,16.01.2025,Oklahoma City Thunder - Cleveland Cavaliers,134:114,1.70,2.19
2024-2025,16.01.2025,Portland Trail Blazers - Los Angeles Clippers,89:118,3.28,1.35
2024-2025,16.01.2025,Sacramento Kings - Houston Rockets,132:127,1.54,2.54
2024-2025,16.01.2025,Washington Wizards - Phoenix Suns,123:130,5.69,1.15
2024-2025,15.01.2025,Chicago Bulls - Atlanta Hawks,94:110,1.41,2.96
2024-2025,15.01.2025,Denver Nuggets - Houston Rockets,108:128,2.73,1.47
2024-2025,15.01.2025,Los Angeles Clippers - Brooklyn Nets,126:67,1.09,7.82
2024-2025,15.01.2025,Los Angeles Lakers - Miami Heat,117:108,1.54,2.53
2024-2025,15.01.2025,Milwaukee Bucks - Orlando Magic,122:93,1.40,3.01
2024-2025,15.01.2025,Minnesota Timberwolves - Golden State Warriors,115:116,1.37,3.11
2024-2025,15.01.2025,New Orleans Pelicans - Dallas Mavericks,119:116,1.86,1.96
2024-2025,15.01.2025,Philadelphia 76ers - New York Knicks,119:125 AET,2.77,1.46
2024-2025,15.01.2025,San Antonio Spurs - Memphis Grizzlies,115:129,2.17,1.71
2024-2025,15.01.2025,Toronto Raptors - Boston Celtics,110:97,7.48,1.10
2024-2025,15.01.2025,Utah Jazz - Charlotte Hornets,112:117,2.80,1.45
2024-2025,14.01.2025,Atlanta Hawks - Phoenix Suns,122:117,2.11,1.76
2024-2025,14.01.2025,Chicago Bulls - New Orleans Pelicans,113:119,1.79,2.05
2024-2025,14.01.2025,Dallas Mavericks - Denver Nuggets,99:118,2.18,1.70
2024-2025,14.01.2025,Indiana Pacers - Cleveland Cavaliers,117:127,3.63,1.29
2024-2025,14.01.2025,Milwaukee Bucks - Sacramento Kings,130:115,1.77,2.08
2024-2025,14.01.2025,Philadelphia 76ers - Oklahoma City Thunder,102:118,9.29,1.07
2024-2025,14.01.2025,Portland Trail Blazers - Brooklyn Nets,114:132,1.59,2.41
2024-2025,13.01.2025,Houston Rockets - Memphis Grizzlies,120:118,1.71,2.16
2024-2025,13.01.2025,Los Angeles Clippers - Miami Heat,109:98,1.30,3.60
2024-2025,13.01.2025,Los Angeles Lakers - San Antonio Spurs,102:126,1.55,2.49
2024-2025,13.01.2025,New York Knicks - Detroit Pistons,119:124,1.30,3.61
2024-2025,13.01.2025,Toronto Raptors - Golden State Warriors,104:101,2.79,1.45
2024-2025,13.01.2025,Washington Wizards - Minnesota Timberwolves,106:120,7.70,1.09
2024-2025,12.01.2025,Boston Celtics - New Orleans Pelicans,120:119,1.08,8.06
2024-2025,12.01.2025,Chicago Bulls - Sacramento Kings,119:124,2.65,1.50
2024-2025,12.01.2025,Cleveland Cavaliers - Indiana Pacers,93:108,1.25,4.05
2024-2025,12.01.2025,Dallas Mavericks - Denver Nuggets,101:112,2.92,1.42
2024-2025,12.01.2025,New York Knicks - Milwaukee Bucks,140:106,1.50,2.65
2024-2025,12.01.2025,Orlando Magic - Philadelphia 76ers,104:99,1.80,2.04
2024-2025,12.01.2025,Phoenix Suns - Charlotte Hornets,120:113,1.35,3.27
2024-2025,12.01.2025,Utah Jazz - Brooklyn Nets,112:111 AET,1.63,2.32
2024-2025,12.01.2025,Washington Wizards - Oklahoma City Thunder,95:136,9.34,1.06
2024-2025,11.01.2025,Detroit Pistons - Toronto Raptors,123:114,1.47,2.72
2024-2025,11.01.2025,Minnesota Timberwolves - Memphis Grizzlies,125:127,1.79,2.05
2024-2025,11.01.2025,Phoenix Suns - Utah Jazz,114:106,1.17,5.26
2024-2025,11.01.2025,Portland Trail Blazers - Miami Heat,98:119,2.56,1.53
2024-2025,10.01.2025,Boston Celtics - Sacramento Kings,97:114,1.15,5.67
2024-2025,10.01.2025,Chicago Bulls - Washington Wizards,138:105,1.19,4.84
2024-2025,10.01.2025,Denver Nuggets - Brooklyn Nets,124:105,1.09,7.82
2024-2025,10.01.2025,Indiana Pacers - Golden State Warriors,108:96,1.18,5.06
2024-2025,10.01.2025,New York Knicks - Oklahoma City Thunder,101:126,2.23,1.67
2024-2025,10.01.2025,Orlando Magic - Milwaukee Bucks,106:109,2.92,1.42
2024-2025,10.01.2025,Philadelphia 76ers - New Orleans Pelicans,115:123,1.37,3.17
2024-2025,09.01.2025,Cleveland Cavaliers - Toronto Raptors,132:126,1.10,7.55
2024-2025,09.01.2025,Dallas Mavericks - Portland Trail Blazers,117:111,1.33,3.42
2024-2025,09.01.2025,Detroit Pistons - Golden State Warriors,104:107,2.22,1.68
2024-2025,09.01.2025,Memphis Grizzlies - Houston Rockets,115:119,1.70,2.19
2024-2025,09.01.2025,Orlando Magic - Minnesota Timberwolves,89:104,2.81,1.44
2024-2025,09.01.2025,Phoenix Suns - Atlanta Hawks,123:115,1.41,2.96
2024-2025,09.01.2025,Utah Jazz - Miami Heat,92:97,2.80,1.45
2024-2025,08.01.2025,Brooklyn Nets - Detroit Pistons,98:113,4.14,1.24
2024-2025,08.01.2025,Cleveland Cavaliers - Oklahoma City Thunder,129:122,1.68,2.22
2024-2025,08.01.2025,Denver Nuggets - Los Angeles Clippers,126:103,2.48,1.56
2024-2025,08.01.2025,Indiana Pacers - Chicago Bulls,129:113,1.49,2.67
2024-2025,08.01.2025,Milwaukee Bucks - San Antonio Spurs,121:105,1.52,2.58
2024-2025,08.01.2025,New Orleans Pelicans - Portland Trail Blazers,100:119,1.78,2.06
2024-2025,08.01.2025,New York Knicks - Toronto Raptors,112:98,1.13,6.18
2024-2025,08.01.2025,Philadelphia 76ers - Washington Wizards,109:103,1.21,4.62
2024-2025,07.01.2025,Charlotte Hornets - Phoenix Suns,115:104,2.62,1.51
2024-2025,07.01.2025,Dallas Mavericks - Los Angeles Lakers,118:97,3.02,1.40
2024-2025,07.01.2025,Denver Nuggets - Boston Celtics,106:118,4.42,1.22
2024-2025,07.01.2025,Golden State Warriors - Miami Heat,98:114,1.25,4.07
2024-2025,07.01.2025,New Orleans Pelicans - Minnesota Timberwolves,97:104,2.46,1.57
2024-2025,07.01.2025,Utah Jazz - Atlanta Hawks,121:124,2.76,1.46
2024-2025,07.01.2025,Washington Wizards - Houston Rockets,112:135,6.99,1.11
2024-2025,06.01.2025,Brooklyn Nets - Indiana Pacers,99:113,5.18,1.17
2024-2025,06.01.2025,Chicago Bulls - San Antonio Spurs,114:110,2.21,1.68
2024-2025,06.01.2025,Detroit Pistons - Portland Trail Blazers,118:115,1.40,3.00
2024-2025,06.01.2025,Memphis Grizzlies - Dallas Mavericks,119:104,1.53,2.54
2024-2025,06.01.2025,Minnesota Timberwolves - Los Angeles Clippers,108:106,1.72,2.15
2024-2025,06.01.2025,New York Knicks - Orlando Magic,94:103,1.17,5.10
2024-2025,06.01.2025,Philadelphia 76ers - Phoenix Suns,99:109,2.06,1.78
2024-2025,06.01.2025,Sacramento Kings - Miami Heat,123:118 AET,1.59,2.41
2024-2025,06.01.2025,Toronto Raptors - Milwaukee Bucks,104:128,2.97,1.41
2024-2025,05.01.2025,Cleveland Cavaliers - Charlotte Hornets,115:105,1.06,9.35
2024-2025,05.01.2025,Golden State Warriors - Sacramento Kings,99:129,1.62,2.33
2024-2025,05.01.2025,Houston Rockets - Los Angeles Lakers,119:115,1.55,2.48
2024-2025,05.01.2025,Oklahoma City Thunder - Boston Celtics,105:92,1.91,1.92
2024-2025,05.01.2025,Orlando Magic - Utah Jazz,92:105,1.25,3.95
2024-2025,05.01.2025,Washington Wizards - New Orleans Pelicans,98:110,2.87,1.43
2024-2025,04.01.2025,Brooklyn Nets - Philadelphia 76ers,94:123,4.11,1.24
2024-2025,04.01.2025,Chicago Bulls - New York Knicks,139:126,2.80,1.44
2024-2025,04.01.2025,Detroit Pistons - Minnesota Timberwolves,119:105,3.08,1.38
2024-2025,04.01.2025,Golden State Warriors - Memphis Grizzlies,121:113,1.66,2.25
2024-2025,04.01.2025,Indiana Pacers - Phoenix Suns,126:108,1.68,2.22
2024-2025,04.01.2025,Los Angeles Clippers - Atlanta Hawks,131:105,1.35,3.25
2024-2025,04.01.2025,Miami Heat - Utah Jazz,100:136,1.27,3.81
2024-2025,04.01.2025,Milwaukee Bucks - Portland Trail Blazers,102:105,1.14,5.94
2024-2025,04.01.2025,San Antonio Spurs - Denver Nuggets,111:122 AET,2.24,1.67
2024-2025,03.01.2025,Dallas Mavericks - Cleveland Cavaliers,122:134,4.34,1.22
2024-2025,03.01.2025,Denver Nuggets - San Antonio Spurs,110:113,1.42,2.89
2024-2025,03.01.2025,Detroit Pistons - Charlotte Hornets,98:94,1.32,3.46
2024-2025,03.01.2025,Houston Rockets - Boston Celtics,86:109,2.29,1.65
2024-2025,03.01.2025,Los Angeles Lakers - Atlanta Hawks,119:102,1.70,2.18
2024-2025,03.01.2025,New Orleans Pelicans - Washington Wizards,132:120,1.33,3.41
2024-2025,03.01.2025,Oklahoma City Thunder - New York Knicks,117:107,1.57,2.44
2024-2025,03.01.2025,Sacramento Kings - Memphis Grizzlies,138:133,1.64,2.30
2024-2025,03.01.2025,Toronto Raptors - Orlando Magic,97:106,2.07,1.78
2024-2025,02.01.2025,Golden State Warriors - Philadelphia 76ers,139:105,1.57,2.44
2024-2025,02.01.2025,Los Angeles Lakers - Portland Trail Blazers,114:106,1.37,3.16
2024-2025,02.01.2025,Miami Heat - Indiana Pacers,115:128,1.76,2.09
2024-2025,02.01.2025,Milwaukee Bucks - Brooklyn Nets,110:113,1.12,6.38
2024-2025,02.01.2025,Minnesota Timberwolves - Boston Celtics,115:118,2.19,1.70
2024-2025,02.01.2025,Oklahoma City Thunder - Los Angeles Clippers,116:98,1.14,5.87
2024-2025,01.01.2025,Denver Nuggets - Atlanta Hawks,139:120,1.28,3.78
2024-2025,01.01.2025,Detroit Pistons - Orlando Magic,105:96,1.76,2.09
2024-2025,01.01.2025,Houston Rockets - Dallas Mavericks,110:99,1.51,2.61
2024-2025,01.01.2025,Miami Heat - New Orleans Pelicans,119:108,1.26,3.89
2024-2025,01.01.2025,New York Knicks - Utah Jazz,119:103,1.14,5.98
2024-2025,01.01.2025,Sacramento Kings - Philadelphia 76ers,113:107,1.39,3.05
2024-2025,01.01.2025,Toronto Raptors - Brooklyn Nets,130:113,1.83,2.00
2024-2025,01.01.2025,Washington Wizards - Chicago Bulls,125:107,2.92,1.42
2024-2025,31.12.2024,Boston Celtics - Toronto Raptors,125:71,1.06,9.92
2024-2025,31.12.2024,Indiana Pacers - Milwaukee Bucks,112:120,2.08,1.77
2024-2025,31.12.2024,Los Angeles Lakers - Cleveland Cavaliers,110:122,2.51,1.55
2024-2025,31.12.2024,Oklahoma City Thunder - Minnesota Timberwolves,113:105,1.37,3.12
2024-2025,31.12.2024,Phoenix Suns - Memphis Grizzlies,112:117,1.46,2.76
2024-2025,31.12.2024,San Antonio Spurs - Los Angeles Clippers,122:86,1.63,2.31
2024-2025,30.12.2024,Charlotte Hornets - Chicago Bulls,108:115 AET,2.50,1.55
2024-2025,30.12.2024,Golden State Warriors - Cleveland Cavaliers,95:113,2.38,1.60
2024-2025,30.12.2024,New Orleans Pelicans - Los Angeles Clippers,113:116,2.56,1.52
2024-2025,30.12.2024,Portland Trail Blazers - Philadelphia 76ers,103:125,3.28,1.34
2024-2025,30.12.2024,Sacramento Kings - Dallas Mavericks,110:100,1.29,3.64
2024-2025,30.12.2024,Utah Jazz - Denver Nuggets,121:132,3.39,1.33
2024-2025,30.12.2024,Washington Wizards - New York Knicks,106:126,6.31,1.13
2024-2025,29.12.2024,Boston Celtics - Indiana Pacers,114:123,1.18,5.02
2024-2025,29.12.2024,Houston Rockets - Miami Heat,100:104,1.28,3.76
2024-2025,29.12.2024,Minnesota Timberwolves - San Antonio Spurs,112:110,1.42,2.91
2024-2025,29.12.2024,Oklahoma City Thunder - Memphis Grizzlies,130:106,1.32,3.47
2024-2025,29.12.2024,Orlando Magic - Brooklyn Nets,102:101,1.29,3.66
2024-2025,29.12.2024,Toronto Raptors - Atlanta Hawks,107:136,1.91,1.91
2024-2025,28.12.2024,Atlanta Hawks - Miami Heat,120:110,1.88,1.94
2024-2025,28.12.2024,Charlotte Hornets - Oklahoma City Thunder,94:106,7.41,1.10
2024-2025,28.12.2024,Chicago Bulls - Milwaukee Bucks,116:111,2.15,1.72
2024-2025,28.12.2024,Denver Nuggets - Detroit Pistons,134:121,1.41,2.94
2024-2025,28.12.2024,Golden State Warriors - Phoenix Suns,109:105,1.40,3.01
2024-2025,28.12.2024,Los Angeles Lakers - Sacramento Kings,132:122,2.23,1.67
2024-2025,28.12.2024,Portland Trail Blazers - Dallas Mavericks,126:122,2.34,1.62
2024-2025,28.12.2024,Utah Jazz - Philadelphia 76ers,111:114,3.20,1.36
2024-2025,28.12.2024,Washington Wizards - New York Knicks,132:136 AET,7.00,1.11
2024-2025,27.12.2024,Boston Celtics - Indiana Pacers,142:105,1.15,5.58
2024-2025,27.12.2024,Brooklyn Nets - San Antonio Spurs,87:96,3.54,1.31
2024-2025,27.12.2024,Denver Nuggets - Cleveland Cavaliers,135:149,2.35,1.62
2024-2025,27.12.2024,Houston Rockets - Minnesota Timberwolves,112:113,1.88,1.94
2024-2025,27.12.2024,Los Angeles Clippers - Golden State Warriors,102:92,1.44,2.83
2024-2025,27.12.2024,New Orleans Pelicans - Memphis Grizzlies,124:132,3.52,1.32
2024-2025,27.12.2024,Orlando Magic - New York Knicks,85:108,3.06,1.39
2024-2025,27.12.2024,Phoenix Suns - Dallas Mavericks,89:98,1.87,1.95
2024-2025,26.12.2024,Atlanta Hawks - Chicago Bulls,141:133,1.49,2.69
2024-2025,26.12.2024,Indiana Pacers - Oklahoma City Thunder,114:120,2.73,1.47
2024-2025,26.12.2024,Memphis Grizzlies - Toronto Raptors,155:126,1.16,5.33
2024-2025,26.12.2024,Milwaukee Bucks - Brooklyn Nets,105:111,1.39,3.07
2024-2025,26.12.2024,New Orleans Pelicans - Houston Rockets,111:128,3.22,1.36
2024-2025,26.12.2024,Orlando Magic - Miami Heat,88:89,1.88,1.95
2024-2025,26.12.2024,Portland Trail Blazers - Utah Jazz,122:120,1.62,2.35
2024-2025,26.12.2024,Sacramento Kings - Detroit Pistons,113:114,1.51,2.62
2024-2025,26.12.2024,Washington Wizards - Charlotte Hornets,113:110,2.61,1.51
2024-2025,25.12.2024,Boston Celtics - Philadelphia 76ers,114:118,1.23,4.30
2024-2025,25.12.2024,Dallas Mavericks - Minnesota Timberwolves,99:105,1.48,2.69
2024-2025,25.12.2024,Golden State Warriors - Los Angeles Lakers,113:115,1.60,2.38
2024-2025,25.12.2024,New York Knicks - San Antonio Spurs,117:114,1.28,3.82
2024-2025,25.12.2024,Phoenix Suns - Denver Nuggets,110:100,2.16,1.72
2024-2025,23.12.2024,Atlanta Hawks - Minnesota Timberwolves,117:104,2.31,1.64
2024-2025,23.12.2024,Charlotte Hornets - Houston Rockets,101:114,2.94,1.42
2024-2025,23.12.2024,Chicago Bulls - Milwaukee Bucks,91:112,1.70,2.20
2024-2025,23.12.2024,Cleveland Cavaliers - Utah Jazz,124:113,1.09,7.80
2024-2025,23.12.2024,Dallas Mavericks - Portland Trail Blazers,132:108,1.12,6.61
2024-2025,23.12.2024,Denver Nuggets - Phoenix Suns,117:90,1.54,2.54
2024-2025,23.12.2024,Golden State Warriors - Indiana Pacers,105:111,1.46,2.78
2024-2025,23.12.2024,Los Angeles Lakers - Detroit Pistons,114:117,1.38,3.10
2024-2025,23.12.2024,Memphis Grizzlies - Los Angeles Clippers,110:114,1.41,2.96
2024-2025,23.12.2024,Miami Heat - Brooklyn Nets,110:95,1.22,4.36
2024-2025,23.12.2024,New York Knicks - Toronto Raptors,139:125,1.10,7.13
2024-2025,23.12.2024,Oklahoma City Thunder - Washington Wizards,123:105,1.05,10.71
2024-2025,23.12.2024,Orlando Magic - Boston Celtics,108:104,4.56,1.21
2024-2025,23.12.2024,Philadelphia 76ers - San Antonio Spurs,111:106,1.48,2.72
2024-2025,22.12.2024,New Orleans Pelicans - Denver Nuggets,129:132 AET,3.99,1.26
2024-2025,22.12.2024,Sacramento Kings - Indiana Pacers,95:122,1.67,2.26
2024-2025,22.12.2024,Toronto Raptors - Houston Rockets,110:114,4.09,1.25
2024-2025,21.12.2024,Atlanta Hawks - Memphis Grizzlies,112:128,2.10,1.76
2024-2025,21.12.2024,Brooklyn Nets - Utah Jazz,94:105,1.81,2.04
2024-2025,21.12.2024,Chicago Bulls - Boston Celtics,98:123,5.88,1.14
2024-2025,21.12.2024,Cleveland Cavaliers - Philadelphia 76ers,126:99,1.24,4.18
2024-2025,21.12.2024,Dallas Mavericks - Los Angeles Clippers,113:97,1.61,2.36
2024-2025,21.12.2024,Milwaukee Bucks - Washington Wizards,112:101,1.25,4.04
2024-2025,21.12.2024,Minnesota Timberwolves - Golden State Warriors,103:113,1.59,2.42
2024-2025,21.12.2024,New Orleans Pelicans - New York Knicks,93:104,3.59,1.30
2024-2025,21.12.2024,Orlando Magic - Miami Heat,121:114,1.76,2.10
2024-2025,21.12.2024,Phoenix Suns - Detroit Pistons,125:133,1.43,2.87
2024-2025,21.12.2024,Sacramento Kings - Los Angeles Lakers,99:103,1.59,2.40
2024-2025,21.12.2024,San Antonio Spurs - Portland Trail Blazers,114:94,1.36,3.20
2024-2025,20.12.2024,Cleveland Cavaliers - Milwaukee Bucks,124:101,1.26,3.89
2024-2025,20.12.2024,Miami Heat - Oklahoma City Thunder,97:104,1.95,1.87
2024-2025,20.12.2024,Philadelphia 76ers - Charlotte Hornets,108:98,1.13,6.09
2024-2025,19.12.2024,Boston Celtics - Chicago Bulls,108:117,1.08,8.10
2024-2025,19.12.2024,Dallas Mavericks - Los Angeles Clippers,95:118,1.88,1.94
2024-2025,19.12.2024,Detroit Pistons - Utah Jazz,119:126,1.53,2.53
2024-2025,19.12.2024,Houston Rockets - New Orleans Pelicans,133:113,1.24,4.14
2024-2025,19.12.2024,Memphis Grizzlies - Golden State Warriors,144:93,1.74,2.13
2024-2025,19.12.2024,Minnesota Timberwolves - New York Knicks,107:133,1.64,2.30
2024-2025,19.12.2024,Orlando Magic - Oklahoma City Thunder,99:105,3.14,1.38
2024-2025,19.12.2024,Phoenix Suns - Indiana Pacers,111:120,1.41,2.98
2024-2025,19.12.2024,Portland Trail Blazers - Denver Nuggets,126:124,3.74,1.29
2024-2025,19.12.2024,Sacramento Kings - Los Angeles Lakers,100:113,1.52,2.58
2024-2025,19.12.2024,San Antonio Spurs - Atlanta Hawks,133:126 AET,1.89,1.94
2024-2025,19.12.2024,Toronto Raptors - Brooklyn Nets,94:101,1.72,2.15
2024-2025,19.12.2024,Washington Wizards - Charlotte Hornets,123:114,2.40,1.60
2024-2025,16.12.2024,Brooklyn Nets - Cleveland Cavaliers,101:130,4.74,1.20
2024-2025,16.12.2024,Charlotte Hornets - Philadelphia 76ers,108:121,2.16,1.72
2024-2025,16.12.2024,Detroit Pistons - Miami Heat,125:124 AET,2.59,1.52
2024-2025,16.12.2024,Los Angeles Clippers - Utah Jazz,144:107,1.32,3.51
2024-2025,16.12.2024,Sacramento Kings - Denver Nuggets,129:130,1.87,1.96
2024-2025,16.12.2024,Toronto Raptors - Chicago Bulls,121:122,1.98,1.85
2024-2025,15.12.2024,Golden State Warriors - Dallas Mavericks,133:143,1.93,1.90
2024-2025,15.12.2024,Indiana Pacers - New Orleans Pelicans,119:104,1.36,3.26
2024-2025,15.12.2024,Los Angeles Lakers - Memphis Grizzlies,116:110,2.13,1.74
2024-2025,15.12.2024,Orlando Magic - New York Knicks,91:100,2.52,1.54
2024-2025,15.12.2024,Phoenix Suns - Portland Trail Blazers,116:109,1.17,5.30
2024-2025,15.12.2024,San Antonio Spurs - Minnesota Timberwolves,92:106,2.56,1.53
2024-2025,15.12.2024,Washington Wizards - Boston Celtics,98:112,10.81,1.05
2024-2025,13.12.2024,Chicago Bulls - Charlotte Hornets,109:95,1.46,2.79
2024-2025,13.12.2024,Cleveland Cavaliers - Washington Wizards,115:105,1.05,10.65
2024-2025,13.12.2024,Denver Nuggets - Los Angeles Clippers,120:98,1.35,3.26
2024-2025,13.12.2024,Memphis Grizzlies - Brooklyn Nets,135:119,1.21,4.67
2024-2025,13.12.2024,Minnesota Timberwolves - Los Angeles Lakers,97:87,1.27,3.85
2024-2025,13.12.2024,Philadelphia 76ers - Indiana Pacers,107:121,1.40,3.04
2024-2025,13.12.2024,Portland Trail Blazers - San Antonio Spurs,116:118,2.37,1.61
2024-2025,13.12.2024,Utah Jazz - Phoenix Suns,126:134,3.20,1.37
2024-2025,12.12.2024,Boston Celtics - Detroit Pistons,123:99,1.15,5.68
2024-2025,12.12.2024,Miami Heat - Toronto Raptors,114:104,1.20,4.78
2024-2025,12.12.2024,New Orleans Pelicans - Sacramento Kings,109:111,3.26,1.36
2024-2025,09.12.2024,Toronto Raptors - New York Knicks,108:113,3.50,1.32
2024-2025,08.12.2024,Atlanta Hawks - Denver Nuggets,111:141,2.97,1.88
2024-2025,08.12.2024,Brooklyn Nets - Milwaukee Bucks,113:118,3.03,1.40
2024-2025,08.12.2024,Chicago Bulls - Philadelphia 76ers,100:108,2.95,1.64
2024-2025,08.12.2024,Golden State Warriors - Minnesota Timberwolves,114:106,1.80,2.13
2024-2025,08.12.2024,Indiana Pacers - Charlotte Hornets,109:113,1.51,5.40
2024-2025,08.12.2024,Los Angeles Clippers - Houston Rockets,106:117,3.02,1.60
2024-2025,08.12.2024,Los Angeles Lakers - Portland Trail Blazers,107:98,1.31,3.96
2024-2025,08.12.2024,Miami Heat - Cleveland Cavaliers,122:113,2.08,2.40
2024-2025,08.12.2024,Orlando Magic - Phoenix Suns,115:110,1.69,2.69
2024-2025,08.12.2024,Sacramento Kings - Utah Jazz,141:97,1.15,6.19
2024-2025,08.12.2024,San Antonio Spurs - New Orleans Pelicans,121:116,1.40,3.12
2024-2025,08.12.2024,Washington Wizards - Memphis Grizzlies,112:140,5.34,1.21
2024-2025,07.12.2024,Boston Celtics - Memphis Grizzlies,121:127,1.90,3.12
2024-2025,07.12.2024,Charlotte Hornets - Cleveland Cavaliers,102:116,6.80,1.11
2024-2025,07.12.2024,Miami Heat - Phoenix Suns,121:111,1.44,3.33
2024-2025,07.12.2024,New Orleans Pelicans - Oklahoma City Thunder,109:119,4.21,1.28
2024-2025,07.12.2024,New York Knicks - Detroit Pistons,111:120,2.11,3.42
2024-2025,07.12.2024,Toronto Raptors - Dallas Mavericks,118:125,3.98,1.27
2024-2025,07.12.2024,Washington Wizards - Denver Nuggets,122:113,5.82,1.70
2024-2025,06.12.2024,Atlanta Hawks - Los Angeles Lakers,134:132 AET,1.60,2.41
2024-2025,06.12.2024,Boston Celtics - Milwaukee Bucks,111:105,1.31,3.61
2024-2025,06.12.2024,Chicago Bulls - Indiana Pacers,123:132,2.35,1.62
2024-2025,06.12.2024,Golden State Warriors - Minnesota Timberwolves,90:107,1.98,1.86
2024-2025,06.12.2024,Philadelphia 76ers - Orlando Magic,102:94,2.24,1.68
2024-2025,06.12.2024,Portland Trail Blazers - Utah Jazz,99:141,1.60,2.41
2024-2025,06.12.2024,San Antonio Spurs - Sacramento Kings,113:140,3.08,1.40
2024-2025,05.12.2024,Cleveland Cavaliers - Denver Nuggets,126:114,1.58,2.43
2024-2025,05.12.2024,Golden State Warriors - Houston Rockets,99:93,2.54,1.54
2024-2025,05.12.2024,Memphis Grizzlies - Sacramento Kings,115:110,1.65,2.28
2024-2025,05.12.2024,New Orleans Pelicans - Phoenix Suns,126:124,2.04,1.79
2024-2025,05.12.2024,New York Knicks - Charlotte Hornets,125:101,1.08,8.13
2024-2025,05.12.2024,San Antonio Spurs - Chicago Bulls,124:139,1.77,2.08
2024-2025,05.12.2024,Toronto Raptors - Oklahoma City Thunder,92:129,4.77,1.20
2024-2025,05.12.2024,Washington Wizards - Dallas Mavericks,101:137,7.44,1.10
2024-2025,04.12.2024,Boston Celtics - Detroit Pistons,130:120,1.11,6.84
2024-2025,04.12.2024,Brooklyn Nets - Indiana Pacers,99:90,2.25,1.67
2024-2025,04.12.2024,Los Angeles Clippers - Minnesota Timberwolves,80:108,2.56,1.54
2024-2025,04.12.2024,Miami Heat - Los Angeles Lakers,134:93,1.60,2.39
2024-2025,04.12.2024,Milwaukee Bucks - Atlanta Hawks,104:119,1.54,2.54
2024-2025,04.12.2024,Philadelphia 76ers - Orlando Magic,102:106,2.88,1.44
2024-2025,03.12.2024,Charlotte Hornets - Philadelphia 76ers,104:110,2.62,1.52
2024-2025,03.12.2024,Cleveland Cavaliers - Washington Wizards,118:87,1.07,9.09
2024-2025,03.12.2024,Dallas Mavericks - Memphis Grizzlies,121:116,1.52,2.59
2024-2025,03.12.2024,Denver Nuggets - Golden State Warriors,119:115,1.50,2.65
2024-2025,03.12.2024,Detroit Pistons - Milwaukee Bucks,107:128,2.25,1.67
2024-2025,03.12.2024,Los Angeles Clippers - Portland Trail Blazers,127:105,1.26,3.94
2024-2025,03.12.2024,New York Knicks - Orlando Magic,121:106,1.50,2.65
2024-2025,03.12.2024,Oklahoma City Thunder - Utah Jazz,133:106,1.10,7.56
2024-2025,03.12.2024,Phoenix Suns - San Antonio Spurs,104:93,1.35,3.26
2024-2025,03.12.2024,Sacramento Kings - Houston Rockets,120:111,1.81,2.04
2024-2025,03.12.2024,Toronto Raptors - Indiana Pacers,122:111,2.29,1.65
2024-2025,02.12.2024,Atlanta Hawks - New Orleans Pelicans,124:112,1.24,4.25
2024-2025,02.12.2024,Boston Celtics - Miami Heat,108:89,1.23,4.30
2024-2025,02.12.2024,Chicago Bulls - Brooklyn Nets,128:102,1.33,3.40
2024-2025,02.12.2024,Minnesota Timberwolves - Los Angeles Lakers,109:80,1.36,3.28
2024-2025,01.12.2024,Brooklyn Nets - Orlando Magic,92:100,3.17,1.37
2024-2025,01.12.2024,Cleveland Cavaliers - Boston Celtics,115:111,1.83,2.01
2024-2025,01.12.2024,Houston Rockets - Oklahoma City Thunder,119:116,2.00,1.83
2024-2025,01.12.2024,Los Angeles Clippers - Denver Nuggets,126:122,2.27,1.66
2024-2025,01.12.2024,Memphis Grizzlies - Indiana Pacers,136:121,1.43,2.92
2024-2025,01.12.2024,New York Knicks - New Orleans Pelicans,118:85,1.14,6.03
2024-2025,01.12.2024,Portland Trail Blazers - Dallas Mavericks,131:137,2.73,1.48
2024-2025,01.12.2024,Sacramento Kings - San Antonio Spurs,125:127,1.41,2.97
2024-2025,01.12.2024,Toronto Raptors - Miami Heat,119:116,2.61,1.52
2024-2025,01.12.2024,Utah Jazz - Los Angeles Lakers,104:105,2.73,1.47
2024-2025,30.11.2024,Charlotte Hornets - Atlanta Hawks,104:107,2.85,1.44
2024-2025,30.11.2024,Detroit Pistons - Philadelphia 76ers,96:111,1.96,1.89
2024-2025,30.11.2024,Milwaukee Bucks - Washington Wizards,124:114,1.09,7.94
2024-2025,30.11.2024,Phoenix Suns - Golden State Warriors,113:105,1.88,1.94
2024-2025,30.11.2024,Utah Jazz - Dallas Mavericks,94:106,2.98,1.41
2024-2025,29.11.2024,Atlanta Hawks - Cleveland Cavaliers,117:101,2.87,1.43
2024-2025,29.11.2024,Brooklyn Nets - Orlando Magic,100:123,3.36,1.34
2024-2025,29.11.2024,Charlotte Hornets - New York Knicks,98:99,6.42,1.12
2024-2025,29.11.2024,Chicago Bulls - Boston Celtics,129:138,5.89,1.14
2024-2025,29.11.2024,Indiana Pacers - Detroit Pistons,106:130,1.50,2.66
2024-2025,29.11.2024,Los Angeles Lakers - Oklahoma City Thunder,93:101,2.27,1.66
2024-2025,29.11.2024,Memphis Grizzlies - New Orleans Pelicans,120:109,1.14,5.92
