window_id,frame,state,source,age_frames,confidence,owner_id,abstention_reason,nearest_distance_px,motion_cosine,motion_ratio
0022500093,000600,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000601,ABSENT,none,000001,,,no_ball,,,
0022500093,000602,ABSENT,none,000002,,,no_ball,,,
0022500093,000603,ABSENT,none,000003,,,no_ball,,,
0022500093,000604,ABSENT,none,000004,,,no_ball,,,
0022500093,000605,ABSENT,none,000005,,,no_ball,,,
0022500093,000606,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000607,ABSENT,none,000001,,,no_ball,,,
0022500093,000608,ABSENT,none,000002,,,no_ball,,,
0022500093,000609,ABSENT,none,000003,,,no_ball,,,
0022500093,000610,ABSENT,none,000004,,,no_ball,,,
0022500093,000611,ABSENT,none,000005,,,no_ball,,,
0022500093,000612,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000613,ABSENT,none,000001,,,no_ball,,,
0022500093,000614,ABSENT,none,000002,,,no_ball,,,
0022500093,000615,ABSENT,none,000003,,,no_ball,,,
0022500093,000616,ABSENT,none,000004,,,no_ball,,,
0022500093,000617,ABSENT,none,000005,,,no_ball,,,
0022500093,000618,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000619,ABSENT,none,000001,,,no_ball,,,
0022500093,000620,ABSENT,none,000002,,,no_ball,,,
0022500093,000621,ABSENT,none,000003,,,no_ball,,,
0022500093,000622,ABSENT,none,000004,,,no_ball,,,
0022500093,000623,ABSENT,none,000005,,,no_ball,,,
0022500093,000624,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000625,ABSENT,none,000001,,,no_ball,,,
0022500093,000626,ABSENT,none,000002,,,no_ball,,,
0022500093,000627,ABSENT,none,000003,,,no_ball,,,
0022500093,000628,ABSENT,none,000004,,,no_ball,,,
0022500093,000629,ABSENT,none,000005,,,no_ball,,,
0022500093,000630,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000631,ABSENT,none,000001,,,no_ball,,,
0022500093,000632,ABSENT,none,000002,,,no_ball,,,
0022500093,000633,ABSENT,none,000003,,,no_ball,,,
0022500093,000634,ABSENT,none,000004,,,no_ball,,,
0022500093,000635,ABSENT,none,000005,,,no_ball,,,
0022500093,000636,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000637,ABSENT,none,000001,,,no_ball,,,
0022500093,000638,ABSENT,none,000002,,,no_ball,,,
0022500093,000639,ABSENT,none,000003,,,no_ball,,,
0022500093,000640,ABSENT,none,000004,,,no_ball,,,
0022500093,000641,ABSENT,none,000005,,,no_ball,,,
0022500093,000642,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000643,ABSENT,none,000001,,,no_ball,,,
0022500093,000644,ABSENT,none,000002,,,no_ball,,,
0022500093,000645,ABSENT,none,000003,,,no_ball,,,
0022500093,000646,ABSENT,none,000004,,,no_ball,,,
0022500093,000647,ABSENT,none,000005,,,no_ball,,,
0022500093,000648,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500093,000649,ABSENT,none,000001,,,no_ball,,,
0022500093,000650,ABSENT,none,000002,,,no_ball,,,
0022500093,000651,ABSENT,none,000003,,,no_ball,,,
0022500093,000652,ABSENT,none,000004,,,no_ball,,,
0022500093,000653,ABSENT,none,000005,,,no_ball,,,
0022500093,000654,OBSERVED_VALID,detected,000000,,,motion_disagreement,59.464274989274024,,
0022500093,000655,ABSENT,none,000001,,,no_ball,,,
0022500093,000656,ABSENT,none,000002,,,no_ball,,,
0022500093,000657,ABSENT,none,000003,,,no_ball,,,
0022500093,000658,ABSENT,none,000004,,,no_ball,,,
0022500093,000659,ABSENT,none,000005,,,no_ball,,,
0022500158,000600,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500158,000601,ABSENT,none,000001,,,no_ball,,,
0022500158,000602,ABSENT,none,000002,,,no_ball,,,
0022500158,000603,ABSENT,none,000003,,,no_ball,,,
0022500158,000604,ABSENT,none,000004,,,no_ball,,,
0022500158,000605,ABSENT,none,000005,,,no_ball,,,
0022500158,000606,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500158,000607,ABSENT,none,000001,,,no_ball,,,
0022500158,000608,ABSENT,none,000002,,,no_ball,,,
0022500158,000609,ABSENT,none,000003,,,no_ball,,,
0022500158,000610,ABSENT,none,000004,,,no_ball,,,
0022500158,000611,ABSENT,none,000005,,,no_ball,,,
0022500158,000612,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500158,000613,ABSENT,none,000001,,,no_ball,,,
0022500158,000614,ABSENT,none,000002,,,no_ball,,,
0022500158,000615,ABSENT,none,000003,,,no_ball,,,
0022500158,000616,ABSENT,none,000004,,,no_ball,,,
0022500158,000617,ABSENT,none,000005,,,no_ball,,,
0022500158,000618,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500158,000619,ABSENT,none,000001,,,no_ball,,,
0022500158,000620,ABSENT,none,000002,,,no_ball,,,
0022500158,000621,ABSENT,none,000003,,,no_ball,,,
0022500158,000622,ABSENT,none,000004,,,no_ball,,,
0022500158,000623,ABSENT,none,000005,,,no_ball,,,
0022500158,000624,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500158,000625,ABSENT,none,000001,,,no_ball,,,
0022500158,000626,ABSENT,none,000002,,,no_ball,,,
0022500158,000627,ABSENT,none,000003,,,no_ball,,,
0022500158,000628,ABSENT,none,000004,,,no_ball,,,
0022500158,000629,ABSENT,none,000005,,,no_ball,,,
0022500158,000630,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500158,000631,ABSENT,none,000001,,,no_ball,,,
0022500158,000632,ABSENT,none,000002,,,no_ball,,,
0022500158,000633,ABSENT,none,000003,,,no_ball,,,
0022500158,000634,ABSENT,none,000004,,,no_ball,,,
0022500158,000635,ABSENT,none,000005,,,no_ball,,,
0022500158,000636,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500158,000637,ABSENT,none,000001,,,no_ball,,,
0022500158,000638,ABSENT,none,000002,,,no_ball,,,
0022500158,000639,ABSENT,none,000003,,,no_ball,,,
0022500158,000640,ABSENT,none,000004,,,no_ball,,,
0022500158,000641,ABSENT,none,000005,,,no_ball,,,
0022500158,000642,OBSERVED_VALID,detected,000000,,,motion_disagreement,48.02082881417188,,
0022500158,000643,ABSENT,none,000001,,,no_ball,,,
0022500158,000644,ABSENT,none,000002,,,no_ball,,,
0022500158,000645,ABSENT,none,000003,,,no_ball,,,
0022500158,000646,ABSENT,none,000004,,,no_ball,,,
0022500158,000647,ABSENT,none,000005,,,no_ball,,,
0022500158,000648,OBSERVED_VALID,detected,000000,,,motion_disagreement,58.68391084648665,,
0022500158,000649,ABSENT,none,000001,,,no_ball,,,
0022500158,000650,ABSENT,none,000002,,,no_ball,,,
0022500158,000651,ABSENT,none,000003,,,no_ball,,,
0022500158,000652,ABSENT,none,000004,,,no_ball,,,
0022500158,000653,ABSENT,none,000005,,,no_ball,,,
0022500158,000654,OBSERVED_VALID,detected,000000,,,motion_disagreement,42.80980598932095,,
0022500158,000655,ABSENT,none,000001,,,no_ball,,,
0022500158,000656,ABSENT,none,000002,,,no_ball,,,
0022500158,000657,ABSENT,none,000003,,,no_ball,,,
0022500158,000658,ABSENT,none,000004,,,no_ball,,,
0022500158,000659,ABSENT,none,000005,,,no_ball,,,
0022500214,000600,ABSENT,none,,,,no_ball,,,
0022500214,000601,ABSENT,none,,,,no_ball,,,
0022500214,000602,ABSENT,none,,,,no_ball,,,
0022500214,000603,ABSENT,none,,,,no_ball,,,
0022500214,000604,ABSENT,none,,,,no_ball,,,
0022500214,000605,ABSENT,none,,,,no_ball,,,
0022500214,000606,ABSENT,none,,,,no_ball,,,
0022500214,000607,ABSENT,none,,,,no_ball,,,
0022500214,000608,ABSENT,none,,,,no_ball,,,
0022500214,000609,ABSENT,none,,,,no_ball,,,
0022500214,000610,ABSENT,none,,,,no_ball,,,
0022500214,000611,ABSENT,none,,,,no_ball,,,
0022500214,000612,ABSENT,none,,,,no_ball,,,
0022500214,000613,ABSENT,none,,,,no_ball,,,
0022500214,000614,ABSENT,none,,,,no_ball,,,
0022500214,000615,ABSENT,none,,,,no_ball,,,
0022500214,000616,ABSENT,none,,,,no_ball,,,
0022500214,000617,ABSENT,none,,,,no_ball,,,
0022500214,000618,ABSENT,none,,,,no_ball,,,
0022500214,000619,ABSENT,none,,,,no_ball,,,
0022500214,000620,ABSENT,none,,,,no_ball,,,
0022500214,000621,ABSENT,none,,,,no_ball,,,
0022500214,000622,ABSENT,none,,,,no_ball,,,
0022500214,000623,ABSENT,none,,,,no_ball,,,
0022500214,000624,ABSENT,none,,,,no_ball,,,
0022500214,000625,ABSENT,none,,,,no_ball,,,
0022500214,000626,ABSENT,none,,,,no_ball,,,
0022500214,000627,ABSENT,none,,,,no_ball,,,
0022500214,000628,ABSENT,none,,,,no_ball,,,
0022500214,000629,ABSENT,none,,,,no_ball,,,
0022500214,000630,ABSENT,none,,,,no_ball,,,
0022500214,000631,ABSENT,none,,,,no_ball,,,
0022500214,000632,ABSENT,none,,,,no_ball,,,
0022500214,000633,ABSENT,none,,,,no_ball,,,
0022500214,000634,ABSENT,none,,,,no_ball,,,
0022500214,000635,ABSENT,none,,,,no_ball,,,
0022500214,000636,ABSENT,none,,,,no_ball,,,
0022500214,000637,ABSENT,none,,,,no_ball,,,
0022500214,000638,ABSENT,none,,,,no_ball,,,
0022500214,000639,ABSENT,none,,,,no_ball,,,
0022500214,000640,ABSENT,none,,,,no_ball,,,
0022500214,000641,ABSENT,none,,,,no_ball,,,
0022500214,000642,ABSENT,none,,,,no_ball,,,
0022500214,000643,ABSENT,none,,,,no_ball,,,
0022500214,000644,ABSENT,none,,,,no_ball,,,
0022500214,000645,ABSENT,none,,,,no_ball,,,
0022500214,000646,ABSENT,none,,,,no_ball,,,
0022500214,000647,ABSENT,none,,,,no_ball,,,
0022500214,000648,ABSENT,none,,,,no_ball,,,
0022500214,000649,ABSENT,none,,,,no_ball,,,
0022500214,000650,ABSENT,none,,,,no_ball,,,
0022500214,000651,ABSENT,none,,,,no_ball,,,
0022500214,000652,ABSENT,none,,,,no_ball,,,
0022500214,000653,ABSENT,none,,,,no_ball,,,
0022500214,000654,ABSENT,none,,,,no_ball,,,
0022500214,000655,ABSENT,none,,,,no_ball,,,
0022500214,000656,ABSENT,none,,,,no_ball,,,
0022500214,000657,ABSENT,none,,,,no_ball,,,
0022500214,000658,ABSENT,none,,,,no_ball,,,
0022500214,000659,ABSENT,none,,,,no_ball,,,
0022500325,000600,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000601,ABSENT,none,000001,,,no_ball,,,
0022500325,000602,ABSENT,none,000002,,,no_ball,,,
0022500325,000603,ABSENT,none,000003,,,no_ball,,,
0022500325,000604,ABSENT,none,000004,,,no_ball,,,
0022500325,000605,ABSENT,none,000005,,,no_ball,,,
0022500325,000606,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000607,ABSENT,none,000001,,,no_ball,,,
0022500325,000608,ABSENT,none,000002,,,no_ball,,,
0022500325,000609,ABSENT,none,000003,,,no_ball,,,
0022500325,000610,ABSENT,none,000004,,,no_ball,,,
0022500325,000611,ABSENT,none,000005,,,no_ball,,,
0022500325,000612,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000613,ABSENT,none,000001,,,no_ball,,,
0022500325,000614,ABSENT,none,000002,,,no_ball,,,
0022500325,000615,ABSENT,none,000003,,,no_ball,,,
0022500325,000616,ABSENT,none,000004,,,no_ball,,,
0022500325,000617,ABSENT,none,000005,,,no_ball,,,
0022500325,000618,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000619,ABSENT,none,000001,,,no_ball,,,
0022500325,000620,ABSENT,none,000002,,,no_ball,,,
0022500325,000621,ABSENT,none,000003,,,no_ball,,,
0022500325,000622,ABSENT,none,000004,,,no_ball,,,
0022500325,000623,ABSENT,none,000005,,,no_ball,,,
0022500325,000624,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000625,ABSENT,none,000001,,,no_ball,,,
0022500325,000626,ABSENT,none,000002,,,no_ball,,,
0022500325,000627,ABSENT,none,000003,,,no_ball,,,
0022500325,000628,ABSENT,none,000004,,,no_ball,,,
0022500325,000629,ABSENT,none,000005,,,no_ball,,,
0022500325,000630,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000631,ABSENT,none,000001,,,no_ball,,,
0022500325,000632,ABSENT,none,000002,,,no_ball,,,
0022500325,000633,ABSENT,none,000003,,,no_ball,,,
0022500325,000634,ABSENT,none,000004,,,no_ball,,,
0022500325,000635,ABSENT,none,000005,,,no_ball,,,
0022500325,000636,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000637,ABSENT,none,000001,,,no_ball,,,
0022500325,000638,ABSENT,none,000002,,,no_ball,,,
0022500325,000639,ABSENT,none,000003,,,no_ball,,,
0022500325,000640,ABSENT,none,000004,,,no_ball,,,
0022500325,000641,ABSENT,none,000005,,,no_ball,,,
0022500325,000642,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500325,000643,ABSENT,none,000001,,,no_ball,,,
0022500325,000644,ABSENT,none,000002,,,no_ball,,,
0022500325,000645,ABSENT,none,000003,,,no_ball,,,
0022500325,000646,ABSENT,none,000004,,,no_ball,,,
0022500325,000647,ABSENT,none,000005,,,no_ball,,,
0022500325,000648,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
