window_id,frame,state,source,age_frames,confidence,owner_id,abstention_reason,nearest_distance_px,motion_cosine,motion_ratio
0022400625,000600,ABSENT,none,,,,no_ball,,,
0022400625,000601,ABSENT,none,,,,no_ball,,,
0022400625,000602,ABSENT,none,,,,no_ball,,,
0022400625,000603,ABSENT,none,,,,no_ball,,,
0022400625,000604,ABSENT,none,,,,no_ball,,,
0022400625,000605,ABSENT,none,,,,no_ball,,,
0022400625,000606,ABSENT,none,,,,no_ball,,,
0022400625,000607,ABSENT,none,,,,no_ball,,,
0022400625,000608,ABSENT,none,,,,no_ball,,,
0022400625,000609,ABSENT,none,,,,no_ball,,,
0022400625,000610,ABSENT,none,,,,no_ball,,,
0022400625,000611,ABSENT,none,,,,no_ball,,,
0022400625,000612,ABSENT,none,,,,no_ball,,,
0022400625,000613,ABSENT,none,,,,no_ball,,,
0022400625,000614,ABSENT,none,,,,no_ball,,,
0022400625,000615,ABSENT,none,,,,no_ball,,,
0022400625,000616,ABSENT,none,,,,no_ball,,,
0022400625,000617,ABSENT,none,,,,no_ball,,,
0022400625,000618,ABSENT,none,,,,no_ball,,,
0022400625,000619,ABSENT,none,,,,no_ball,,,
0022400625,000620,ABSENT,none,,,,no_ball,,,
0022400625,000621,ABSENT,none,,,,no_ball,,,
0022400625,000622,ABSENT,none,,,,no_ball,,,
0022400625,000623,ABSENT,none,,,,no_ball,,,
0022400625,000624,ABSENT,none,,,,no_ball,,,
0022400625,000625,ABSENT,none,,,,no_ball,,,
0022400625,000626,ABSENT,none,,,,no_ball,,,
0022400625,000627,ABSENT,none,,,,no_ball,,,
0022400625,000628,ABSENT,none,,,,no_ball,,,
0022400625,000629,ABSENT,none,,,,no_ball,,,
0022400625,000630,ABSENT,none,,,,no_ball,,,
0022400625,000631,ABSENT,none,,,,no_ball,,,
0022400625,000632,ABSENT,none,,,,no_ball,,,
0022400625,000633,ABSENT,none,,,,no_ball,,,
0022400625,000634,ABSENT,none,,,,no_ball,,,
0022400625,000635,ABSENT,none,,,,no_ball,,,
0022400625,000636,ABSENT,none,,,,no_ball,,,
0022400625,000637,ABSENT,none,,,,no_ball,,,
0022400625,000638,ABSENT,none,,,,no_ball,,,
0022400625,000639,ABSENT,none,,,,no_ball,,,
0022400625,000640,ABSENT,none,,,,no_ball,,,
0022400625,000641,ABSENT,none,,,,no_ball,,,
0022400625,000642,ABSENT,none,,,,no_ball,,,
0022400625,000643,ABSENT,none,,,,no_ball,,,
0022400625,000644,ABSENT,none,,,,no_ball,,,
0022400625,000645,ABSENT,none,,,,no_ball,,,
0022400625,000646,ABSENT,none,,,,no_ball,,,
0022400625,000647,ABSENT,none,,,,no_ball,,,
0022400625,000648,ABSENT,none,,,,no_ball,,,
0022400625,000649,ABSENT,none,,,,no_ball,,,
0022400625,000650,ABSENT,none,,,,no_ball,,,
0022400625,000651,ABSENT,none,,,,no_ball,,,
0022400625,000652,ABSENT,none,,,,no_ball,,,
0022400625,000653,ABSENT,none,,,,no_ball,,,
0022400625,000654,ABSENT,none,,,,no_ball,,,
0022400625,000655,ABSENT,none,,,,no_ball,,,
0022400625,000656,ABSENT,none,,,,no_ball,,,
0022400625,000657,ABSENT,none,,,,no_ball,,,
0022400625,000658,ABSENT,none,,,,no_ball,,,
0022400625,000659,ABSENT,none,,,,no_ball,,,
0022500004,000600,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000601,ABSENT,none,000001,,,no_ball,,,
0022500004,000602,ABSENT,none,000002,,,no_ball,,,
0022500004,000603,ABSENT,none,000003,,,no_ball,,,
0022500004,000604,ABSENT,none,000004,,,no_ball,,,
0022500004,000605,ABSENT,none,000005,,,no_ball,,,
0022500004,000606,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000607,ABSENT,none,000001,,,no_ball,,,
0022500004,000608,ABSENT,none,000002,,,no_ball,,,
0022500004,000609,ABSENT,none,000003,,,no_ball,,,
0022500004,000610,ABSENT,none,000004,,,no_ball,,,
0022500004,000611,ABSENT,none,000005,,,no_ball,,,
0022500004,000612,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000613,ABSENT,none,000001,,,no_ball,,,
0022500004,000614,ABSENT,none,000002,,,no_ball,,,
0022500004,000615,ABSENT,none,000003,,,no_ball,,,
0022500004,000616,ABSENT,none,000004,,,no_ball,,,
0022500004,000617,ABSENT,none,000005,,,no_ball,,,
0022500004,000618,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000619,ABSENT,none,000001,,,no_ball,,,
0022500004,000620,ABSENT,none,000002,,,no_ball,,,
0022500004,000621,ABSENT,none,000003,,,no_ball,,,
0022500004,000622,ABSENT,none,000004,,,no_ball,,,
0022500004,000623,ABSENT,none,000005,,,no_ball,,,
0022500004,000624,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000625,ABSENT,none,000001,,,no_ball,,,
0022500004,000626,ABSENT,none,000002,,,no_ball,,,
0022500004,000627,ABSENT,none,000003,,,no_ball,,,
0022500004,000628,ABSENT,none,000004,,,no_ball,,,
0022500004,000629,ABSENT,none,000005,,,no_ball,,,
0022500004,000630,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000631,ABSENT,none,000001,,,no_ball,,,
0022500004,000632,ABSENT,none,000002,,,no_ball,,,
0022500004,000633,ABSENT,none,000003,,,no_ball,,,
0022500004,000634,ABSENT,none,000004,,,no_ball,,,
0022500004,000635,ABSENT,none,000005,,,no_ball,,,
0022500004,000636,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000637,ABSENT,none,000001,,,no_ball,,,
0022500004,000638,ABSENT,none,000002,,,no_ball,,,
0022500004,000639,ABSENT,none,000003,,,no_ball,,,
0022500004,000640,ABSENT,none,000004,,,no_ball,,,
0022500004,000641,ABSENT,none,000005,,,no_ball,,,
0022500004,000642,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000643,ABSENT,none,000001,,,no_ball,,,
0022500004,000644,ABSENT,none,000002,,,no_ball,,,
0022500004,000645,ABSENT,none,000003,,,no_ball,,,
0022500004,000646,ABSENT,none,000004,,,no_ball,,,
0022500004,000647,ABSENT,none,000005,,,no_ball,,,
0022500004,000648,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000649,ABSENT,none,000001,,,no_ball,,,
0022500004,000650,ABSENT,none,000002,,,no_ball,,,
0022500004,000651,ABSENT,none,000003,,,no_ball,,,
0022500004,000652,ABSENT,none,000004,,,no_ball,,,
0022500004,000653,ABSENT,none,000005,,,no_ball,,,
0022500004,000654,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500004,000655,ABSENT,none,000001,,,no_ball,,,
0022500004,000656,ABSENT,none,000002,,,no_ball,,,
0022500004,000657,ABSENT,none,000003,,,no_ball,,,
0022500004,000658,ABSENT,none,000004,,,no_ball,,,
0022500004,000659,ABSENT,none,000005,,,no_ball,,,
0022500036,000600,ABSENT,none,,,,no_ball,,,
0022500036,000601,ABSENT,none,,,,no_ball,,,
0022500036,000602,ABSENT,none,,,,no_ball,,,
0022500036,000603,ABSENT,none,,,,no_ball,,,
0022500036,000604,ABSENT,none,,,,no_ball,,,
0022500036,000605,ABSENT,none,,,,no_ball,,,
0022500036,000606,ABSENT,none,,,,no_ball,,,
0022500036,000607,ABSENT,none,,,,no_ball,,,
0022500036,000608,ABSENT,none,,,,no_ball,,,
0022500036,000609,ABSENT,none,,,,no_ball,,,
0022500036,000610,ABSENT,none,,,,no_ball,,,
0022500036,000611,ABSENT,none,,,,no_ball,,,
0022500036,000612,ABSENT,none,,,,no_ball,,,
0022500036,000613,ABSENT,none,,,,no_ball,,,
0022500036,000614,ABSENT,none,,,,no_ball,,,
0022500036,000615,ABSENT,none,,,,no_ball,,,
0022500036,000616,ABSENT,none,,,,no_ball,,,
0022500036,000617,ABSENT,none,,,,no_ball,,,
0022500036,000618,ABSENT,none,,,,no_ball,,,
0022500036,000619,ABSENT,none,,,,no_ball,,,
0022500036,000620,ABSENT,none,,,,no_ball,,,
0022500036,000621,ABSENT,none,,,,no_ball,,,
0022500036,000622,ABSENT,none,,,,no_ball,,,
0022500036,000623,ABSENT,none,,,,no_ball,,,
0022500036,000624,ABSENT,none,,,,no_ball,,,
0022500036,000625,ABSENT,none,,,,no_ball,,,
0022500036,000626,ABSENT,none,,,,no_ball,,,
0022500036,000627,ABSENT,none,,,,no_ball,,,
0022500036,000628,ABSENT,none,,,,no_ball,,,
0022500036,000629,ABSENT,none,,,,no_ball,,,
0022500036,000630,ABSENT,none,,,,no_ball,,,
0022500036,000631,ABSENT,none,,,,no_ball,,,
0022500036,000632,ABSENT,none,,,,no_ball,,,
0022500036,000633,ABSENT,none,,,,no_ball,,,
0022500036,000634,ABSENT,none,,,,no_ball,,,
0022500036,000635,ABSENT,none,,,,no_ball,,,
0022500036,000636,ABSENT,none,,,,no_ball,,,
0022500036,000637,ABSENT,none,,,,no_ball,,,
0022500036,000638,ABSENT,none,,,,no_ball,,,
0022500036,000639,ABSENT,none,,,,no_ball,,,
0022500036,000640,ABSENT,none,,,,no_ball,,,
0022500036,000641,ABSENT,none,,,,no_ball,,,
0022500036,000642,ABSENT,none,,,,no_ball,,,
0022500036,000643,ABSENT,none,,,,no_ball,,,
0022500036,000644,ABSENT,none,,,,no_ball,,,
0022500036,000645,ABSENT,none,,,,no_ball,,,
0022500036,000646,ABSENT,none,,,,no_ball,,,
0022500036,000647,ABSENT,none,,,,no_ball,,,
0022500036,000648,ABSENT,none,,,,no_ball,,,
0022500036,000649,ABSENT,none,,,,no_ball,,,
0022500036,000650,ABSENT,none,,,,no_ball,,,
0022500036,000651,ABSENT,none,,,,no_ball,,,
0022500036,000652,ABSENT,none,,,,no_ball,,,
0022500036,000653,ABSENT,none,,,,no_ball,,,
0022500036,000654,ABSENT,none,,,,no_ball,,,
0022500036,000655,ABSENT,none,,,,no_ball,,,
0022500036,000656,ABSENT,none,,,,no_ball,,,
0022500036,000657,ABSENT,none,,,,no_ball,,,
0022500036,000658,ABSENT,none,,,,no_ball,,,
0022500036,000659,ABSENT,none,,,,no_ball,,,
0022500054,000600,OBSERVED_VALID,detected,000000,,3,,45.0111097397076,0.964160583693683,1.038249766656645
0022500054,000601,ABSENT,none,000001,,,no_ball,,,
0022500054,000602,ABSENT,none,000002,,,no_ball,,,
0022500054,000603,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000604,ABSENT,none,000001,,,no_ball,,,
0022500054,000605,ABSENT,none,000002,,,no_ball,,,
0022500054,000606,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000607,ABSENT,none,000001,,,no_ball,,,
0022500054,000608,ABSENT,none,000002,,,no_ball,,,
0022500054,000609,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000610,ABSENT,none,000001,,,no_ball,,,
0022500054,000611,ABSENT,none,000002,,,no_ball,,,
0022500054,000612,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000613,ABSENT,none,000001,,,no_ball,,,
0022500054,000614,ABSENT,none,000002,,,no_ball,,,
0022500054,000615,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000616,ABSENT,none,000001,,,no_ball,,,
0022500054,000617,ABSENT,none,000002,,,no_ball,,,
0022500054,000618,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000619,ABSENT,none,000001,,,no_ball,,,
0022500054,000620,ABSENT,none,000002,,,no_ball,,,
0022500054,000621,OBSERVED_VALID,detected,000000,,,motion_disagreement,21.514972546252544,,
0022500054,000622,ABSENT,none,000001,,,no_ball,,,
0022500054,000623,ABSENT,none,000002,,,no_ball,,,
0022500054,000624,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000625,ABSENT,none,000001,,,no_ball,,,
0022500054,000626,ABSENT,none,000002,,,no_ball,,,
0022500054,000627,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000628,ABSENT,none,000001,,,no_ball,,,
0022500054,000629,ABSENT,none,000002,,,no_ball,,,
0022500054,000630,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000631,ABSENT,none,000001,,,no_ball,,,
0022500054,000632,ABSENT,none,000002,,,no_ball,,,
0022500054,000633,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000634,ABSENT,none,000001,,,no_ball,,,
0022500054,000635,ABSENT,none,000002,,,no_ball,,,
0022500054,000636,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000637,ABSENT,none,000001,,,no_ball,,,
0022500054,000638,ABSENT,none,000002,,,no_ball,,,
0022500054,000639,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000640,ABSENT,none,000001,,,no_ball,,,
0022500054,000641,ABSENT,none,000002,,,no_ball,,,
0022500054,000642,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000643,ABSENT,none,000001,,,no_ball,,,
0022500054,000644,ABSENT,none,000002,,,no_ball,,,
0022500054,000645,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000646,ABSENT,none,000001,,,no_ball,,,
0022500054,000647,ABSENT,none,000002,,,no_ball,,,
0022500054,000648,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000649,ABSENT,none,000001,,,no_ball,,,
0022500054,000650,ABSENT,none,000002,,,no_ball,,,
0022500054,000651,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000652,ABSENT,none,000001,,,no_ball,,,
0022500054,000653,ABSENT,none,000002,,,no_ball,,,
0022500054,000654,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000655,ABSENT,none,000001,,,no_ball,,,
0022500054,000656,ABSENT,none,000002,,,no_ball,,,
0022500054,000657,OBSERVED_VALID,detected,000000,,,no_player_in_radius,,,
0022500054,000658,ABSENT,none,000001,,,no_ball,,,
0022500054,000659,ABSENT,none,000002,,,no_ball,,,
