frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,dribble_count,lineup_id,homography_valid,team_abbrev,ft_x,ft_y,dist_to_basket_ft,acceleration_mean_30,velocity_std_30,acceleration_mean_90,velocity_std_90,acceleration_mean_150,velocity_std_150,acceleration_std_90,defender_dist_mean_30,defender_dist_mean_90,defender_dist_mean_150,defender_dist_min_90,contested_fraction_90,off_ball_dist_mean_90,off_ball_dist_mean_150,off_ball_dist_std_90,paint_pressure_90,paint_pressure_opp_90,shot_selection_shift,velocity_ewma,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150,contest_arm_mean_30,jump_shot_flag,shot_quality_pose,bbref_bpm,bbref_vorp,bbref_ws,bbref_ws_per_48,hustle_deflections_pg,hustle_charges_pg,hustle_contested_shots,on_off_diff,on_court_net_rtg,synergy_iso_ppp,synergy_pnr_ppp,synergy_spotup_ppp,injury_status_multiplier,contract_year_flag,cap_hit_pct,contested_shot_pct,catch_and_shoot_pct,pull_up_pct,avg_defender_dist,elo_home,elo_away,elo_diff,opp_def_rtg_trend,home_away_pts_delta,home_away_reb_delta,home_away_ast_delta,drive_finish_rate,drive_foul_rate,drive_kickout_rate,drive_tov_rate
6321,210.7,2,green,2548,1338,0.7485,0.782,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,263.0,249.0,353.0,448.0,790.0,35.0,0.0,852.5,0.0,0,0,46,693,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.5,half_court,302.828125,412.125,0.0,1,unknown,81.58276789476861,92.14286635955796,55.95633218064879,,3.0,0,270,0,OKC,70.36,39.1,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,511.8,515.2,150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.047,0,2,0,4,2.12,0.0,492.3,852.5,0.0,0.0,852.5,0.0,0.0,852.5,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6321,210.7,4,green,499,503,0.1466,0.294,6.37,4.24,6.0,paint,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,369.0,416.0,470.0,638.0,790.0,35.0,0.0,493.8,-3.96,0,0,46,693,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.5,half_court,405.296875,613.3125,0.0,0,unknown,81.58276789476861,92.14286635955796,55.95633218064879,,2.0,0,270,0,OKC,13.78,14.7,13.37,-1.6,10.967,-0.933,11.38,-1.12,12.954,17.377,2295.4,1864.3,1748.3,1092.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.336,3.67,60.0,110.2,0.0,4.68,60.0,421.6,0.0,4.98,60.0,747.2,0.02,0,2,0,4,2.12,0.0,492.3,628.5,2.72,0.0,833.1,1.73,0.0,1027.8,1.94,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,117.2,448.5,794.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6321,210.7,5,green,1298,233,0.3813,0.1362,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,29.46211242675781,300.91158294677734,142.1975860595703,513.9498672485352,790.0,35.0,0.0,1303.1,0.0,0,0,46,693,0.867,off_screen,0,0.0,24.0,,,1,3,0.0,1.5,half_court,178.9921875,491.28125,0.0,1,unknown,81.58276789476861,92.14286635955796,55.95633218064879,,,0,270,0,OKC,35.84,6.81,35.59,0.0,12.904,-0.626,11.612,-0.683,11.545,16.322,1780.3,1733.7,1624.0,1176.8,0.0,0.1,0.4,0.84,0.0,0.0,0.0,3.924,7.34,44.45,220.3,0.133,4.98,60.0,448.3,0.044,4.24,60.0,636.4,0.04,0,2,0,4,2.12,0.0,492.3,978.5,-6.86,0.0,774.7,-2.36,0.0,803.4,-0.09,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,234.4,476.9,677.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6321,210.7,7,white,3390,715,0.9959,0.4179,0.0,0.0,0.0,paint,0,,,40.3,none,,0.0,0.0,0.0,0,0,,0.0,789.0,528.0,874.0,639.0,790.0,35.0,0.0,197.8,0.0,0,0,46,693,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.5,half_court,,,0.0,0,unknown,81.58276789476861,92.14286635955796,55.95633218064879,,3.0,0,270,0,HOU,93.61,20.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.7,977.3,973.5,831.0,0.0,0.1,0.3,0.84,0.0,0.0,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,0.0,0.0,0.0,0.267,0,2,0,4,0.0,2.12,-492.3,197.8,0.0,0.0,197.8,0.0,0.0,197.8,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6324,210.8,2,green,2548,1338,0.7485,0.782,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,269.0,245.0,354.0,448.0,,,0.0,852.5,0.0,0,0,46,694,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.6,half_court,302.828125,412.125,0.0,1,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,3.0,0,270,0,OKC,70.36,39.1,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.1,511.5,521.3,150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.047,0,2,0,4,0.22,0.0,491.3,852.5,0.0,0.0,852.5,0.0,0.0,852.5,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6324,210.8,4,green,499,501,0.1466,0.2928,0.67,-5.7,270.0,paint,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,375.0,414.0,474.0,631.0,,,0.0,495.2,-0.48,0,0,46,694,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.6,half_court,405.296875,613.3125,0.0,0,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,2.0,0,270,0,OKC,13.78,14.64,13.42,-1.79,10.96,-0.994,11.382,-1.158,12.953,17.384,2344.3,1884.3,1757.4,1092.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.328,3.7,60.0,110.9,0.0,4.68,60.0,421.0,0.0,4.99,60.0,747.9,0.02,0,2,0,4,0.22,0.0,491.3,620.1,2.71,0.0,827.3,1.71,0.0,1021.2,1.93,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,118.0,447.9,795.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6324,210.8,5,green,1298,233,0.3813,0.1362,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,19.699020385742188,300.07210540771484,132.4344940185547,513.1103897094727,,,0.0,1303.1,0.0,0,0,46,694,0.8,off_screen,0,0.0,24.0,,,1,3,0.0,1.6,half_court,178.9921875,491.28125,0.0,1,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,,0,270,0,OKC,35.84,6.81,35.59,0.0,12.904,-0.626,11.612,-0.683,11.545,16.322,1782.6,1744.4,1629.3,1176.8,0.0,0.1,0.4,0.84,0.0,0.0,0.0,3.911,7.34,44.45,220.3,0.133,4.98,60.0,448.3,0.044,4.24,60.0,636.4,0.04,0,2,0,4,0.22,0.0,491.3,999.0,-6.86,0.0,781.0,-2.36,0.0,803.2,-0.09,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,234.4,476.9,677.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6324,210.8,7,white,3390,715,0.9959,0.4179,0.0,0.0,0.0,paint,0,,,40.3,none,,0.0,0.0,0.0,0,0,,0.0,794.0,529.0,877.0,636.0,,,0.0,197.8,0.0,0,0,46,694,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.6,half_court,,,0.0,0,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,3.0,0,270,0,HOU,93.61,20.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.9,979.7,968.5,831.0,0.0,0.1,0.3,0.84,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,0.0,0.0,0.0,0.26,0,2,0,4,0.0,0.22,-491.3,197.8,0.0,0.0,197.8,0.0,0.0,197.8,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6327,210.9,2,green,2548,1338,0.7485,0.782,0.0,0.0,0.0,3pt_arc,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,264.0,248.0,353.0,452.0,,,0.0,852.5,0.0,0,0,46,695,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.7,half_court,302.828125,412.125,0.0,1,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,3.0,0,270,0,OKC,70.36,39.1,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.1,521.5,521.1,150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.047,0,2,0,4,1.12,0.0,487.5,852.5,0.0,0.0,852.5,0.0,0.0,852.5,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6327,210.9,4,green,509,502,0.1495,0.2934,3.35,2.68,5.7,paint,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,380.0,412.0,482.0,637.0,,,0.0,501.6,-2.13,0,0,46,695,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.7,half_court,405.296875,613.3125,0.0,0,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,2.0,0,270,0,OKC,14.05,14.67,13.57,-1.7,10.938,-0.978,11.381,-1.14,12.947,17.387,2392.9,1904.3,1762.8,1092.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.328,3.81,60.0,114.2,0.0,4.69,60.0,422.0,0.0,5.01,60.0,751.2,0.02,0,2,0,4,1.12,0.0,487.5,612.0,2.64,0.0,821.6,1.66,0.0,1014.6,1.92,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,121.5,448.9,799.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6327,210.9,5,green,1298,233,0.3813,0.1362,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,9.935928344726562,299.23262786865234,122.67140197753906,512.2709121704102,,,0.0,1303.1,0.0,0,0,46,695,0.733,off_screen,0,0.0,24.0,,,1,3,0.0,1.7,half_court,178.9921875,491.28125,0.0,1,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,,0,270,0,OKC,35.84,6.81,35.59,0.0,12.904,-0.626,11.612,-0.683,11.545,16.322,1784.9,1755.2,1634.6,1176.8,0.0,0.1,0.4,0.84,0.0,0.0,0.0,3.899,7.34,44.45,220.3,0.133,4.98,60.0,448.3,0.044,4.24,60.0,636.4,0.04,0,2,0,4,1.12,0.0,487.5,1019.4,-6.86,0.0,787.3,-2.36,0.0,802.9,-0.09,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,234.4,476.9,677.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6327,210.9,7,white,3390,715,0.9959,0.4179,0.0,0.0,0.0,paint,0,,,40.3,none,,0.0,0.0,0.0,0,0,,0.0,796.0,530.0,879.0,637.0,,,0.0,197.8,0.0,0,0,46,695,1.0,off_screen,0,0.0,24.0,,,1,3,0.0,1.7,half_court,,,0.0,0,unknown,73.28882776823467,90.83468087561778,5.962847939999439,,3.0,0,270,0,HOU,93.61,20.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.1,979.7,968.5,831.0,0.0,0.1,0.3,0.84,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,0.0,0.0,0.0,0.253,0,2,0,4,0.0,1.12,-487.5,197.8,0.0,0.0,197.8,0.0,0.0,197.8,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6330,211.0,2,green,2548,1338,0.7485,0.782,0.0,0.0,0.0,3pt_arc,0,,150.4,,none,,0.0,0.0,0.0,0,0,,0.0,269.0,249.0,354.0,454.0,,,0.0,852.5,0.0,0,0,46,696,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.8,half_court,302.828125,412.125,0.0,1,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,3.0,0,173,0,OKC,70.36,39.1,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.2,521.5,514.9,150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.047,0,2,0,4,0.16,0.0,486.5,852.5,0.0,0.0,852.5,0.0,0.0,852.5,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6330,211.0,4,green,510,501,0.1498,0.2928,0.47,-2.88,315.0,paint,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,381.0,412.0,489.0,633.0,,,0.0,503.0,-0.47,0,0,46,696,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.8,half_court,405.296875,613.3125,0.0,0,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,2.0,0,173,0,OKC,14.08,14.64,13.61,-1.796,10.932,-0.987,11.38,-1.159,12.946,17.388,2376.8,1917.6,1764.2,1092.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.32,3.82,60.0,114.7,0.0,4.69,60.0,422.1,0.0,5.01,60.0,751.7,0.013,0,2,0,4,0.16,0.0,486.5,603.9,2.62,0.0,816.0,1.66,0.0,1008.1,1.92,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,122.0,449.0,799.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6330,211.0,5,green,1298,233,0.3813,0.1362,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,0.1728324890136718,298.39315032958984,112.90830612182616,511.43143463134766,,,0.0,1303.1,0.0,0,0,46,696,0.667,off_screen,0,0.0,23.0,,,1,3,0.0,1.8,half_court,178.9921875,491.28125,0.0,1,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,5.0,0,173,0,OKC,35.84,6.81,35.59,0.0,12.904,-0.626,11.612,-1.083,10.601,16.322,1773.0,1761.2,1638.3,1176.8,0.0,0.1,0.4,0.84,0.0,0.0,0.0,3.886,7.34,44.45,220.3,0.133,4.98,60.0,448.3,0.044,3.84,60.0,576.4,0.04,0,2,0,4,0.16,0.0,486.5,1039.9,-6.86,0.0,793.6,-2.36,0.0,804.5,-0.69,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,234.4,476.9,613.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6330,211.0,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,150.4,,none,,0.0,0.0,0.0,0,0,,0.0,381.0,170.0,496.0,335.0,,,0.0,702.3,0.0,0,0,46,696,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.8,half_court,1157.39453125,447.6875,0.0,0,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,6.0,0,173,0,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.1,250.6,202.1,118.1,0.0,0.1,0.4,0.84,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.08,0,2,0,4,0.0,0.16,-486.5,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6330,211.0,7,white,3390,715,0.9959,0.4179,0.0,0.0,0.0,paint,0,,,40.3,none,,0.0,0.0,0.0,0,0,,0.0,797.0,528.0,880.0,639.0,,,0.0,197.8,0.0,0,0,46,696,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.8,half_court,,,0.0,0,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,3.0,0,173,0,HOU,93.61,20.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.3,979.7,968.5,831.0,0.0,0.1,0.3,0.84,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367,0.0,0.0,0.0,0.253,0,2,0,4,0.0,0.16,-486.5,197.8,0.0,0.0,197.8,0.0,0.0,197.8,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6333,211.1,2,green,2548,1338,0.7485,0.782,0.0,0.0,0.0,3pt_arc,0,,150.4,,none,,0.0,0.0,0.0,0,0,,0.0,269.0,249.0,358.0,456.0,,,0.0,852.5,0.0,0,0,46,697,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.9,half_court,302.828125,412.125,0.0,1,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,3.0,0,173,0,OKC,70.36,39.1,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.3,521.5,508.6,150.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.047,0,2,0,4,0.56,0.0,484.2,852.5,0.0,0.0,852.5,0.0,0.0,852.5,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6333,211.1,4,green,515,501,0.1513,0.2928,1.67,1.2,0.0,3pt_arc,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,385.0,411.0,496.0,634.0,,,0.0,506.5,-1.19,0,0,46,697,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.9,half_court,405.296875,613.3125,0.0,0,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,2.0,0,173,0,OKC,14.22,14.64,13.7,-1.756,10.917,-0.974,11.375,-1.151,12.942,17.389,2405.4,1930.9,1769.3,1092.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.316,3.88,60.0,116.4,0.0,4.7,60.0,423.4,0.0,5.02,60.0,753.4,0.007,0,2,0,4,0.56,0.0,484.2,595.9,2.58,0.0,810.4,1.65,0.0,1001.5,1.91,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,123.8,450.4,801.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6333,211.1,5,green,1298,233,0.3813,0.1362,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,0.0,0.0,0,0,,0.0,-9.59026336669922,297.55367279052734,103.14521026611328,510.5919570922852,,,0.0,1303.1,0.0,0,0,46,697,0.6,off_screen,0,0.0,23.0,,,1,3,0.0,1.9,half_court,178.9921875,491.28125,0.0,1,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,5.0,0,173,0,OKC,35.84,6.81,35.59,0.0,12.904,-0.626,11.612,-0.454,10.601,16.322,1761.0,1767.2,1642.0,1176.8,0.0,0.1,0.4,0.84,0.0,0.0,0.0,3.873,7.34,44.45,220.3,0.133,4.98,60.0,448.3,0.044,3.84,60.0,576.4,0.04,0,2,0,4,0.56,0.0,484.2,1060.4,-6.86,0.0,799.9,-2.36,0.0,806.0,-0.69,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,234.4,476.9,613.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6333,211.1,6,white,2676,1259,0.7861,0.7358,0.0,0.0,0.0,3pt_arc,0,,150.4,,none,,0.0,0.0,0.0,0,0,,0.0,411.0,180.0,509.0,321.0,,,0.0,702.3,0.0,0,0,46,697,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.9,half_court,1157.39453125,447.6875,0.0,0,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,6.0,0,173,0,HOU,73.89,36.79,18.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.2,250.9,202.3,118.1,0.0,0.1,0.4,0.84,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.08,0,2,0,4,0.0,0.56,-484.2,702.3,0.0,0.0,702.3,0.0,0.0,702.3,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6333,211.1,7,white,3390,715,0.9959,0.4179,0.0,0.0,0.0,paint,0,,,34.9,none,,0.0,0.0,0.0,0,0,,0.0,796.0,530.0,879.0,641.0,,,0.0,197.8,0.0,0,0,46,697,1.0,off_screen,0,0.0,23.0,,,1,3,0.0,1.9,half_court,,,0.0,0,unknown,79.73762182167167,88.0968504291377,269.36138467782564,,3.0,0,173,0,HOU,93.61,20.9,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.6,979.7,968.5,831.0,0.0,0.1,0.3,0.84,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,0.0,0.0,0.0,0.253,0,2,0,4,0.0,0.56,-484.2,197.8,0.0,0.0,197.8,0.0,0.0,197.8,0.0,0.0,0.0,0,0.0,0,94,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
